users,topic,times,quote,text
ameshavkin,Books&Literature, 26 марта 2016 г. 13:42   [нажмите здесь чтобы увидеть текст поста],,"Evil Writer, с точки зрения полиграфии (бумага, обложка) лучше брать свежее издание. У первого бумага весьма тонкая и желтая. Ну, и цена...Кроме того, серия сама по себе приличная."
Evil Writer,Books&Literature, 26 марта 2016 г. 13:58   [нажмите здесь чтобы увидеть текст поста],,"Художественный перевод.	Терминологический словарь-справочник.	М.	ИНИОН	2014Чикагская школа социологии.	Сборник переводов.	М.	ИНИОН	2015Кропачев С., Кринко Е.	Потери населения СССР в 1937-1945 гг.: масштабы и формы. Отечественная историография.	История сталинизма.	М.	РОССПЭН	2012Мазин В.	Сновидения кино и психоанализа.	Издание 2-е, дополненное	СПб.	Скифия-принт	2012Памятники науки и техники 1982-1983.		М.	Наука	1984"
osservato,Books&Literature, 26 марта 2016 г. 15:28   [нажмите здесь чтобы увидеть текст поста],,"ВадимычЯ и мечу на издание в ""Большие книги""."
glupec,Books&Literature, 26 марта 2016 г. 22:10   [нажмите здесь чтобы увидеть текст поста],,
Вадимыч,Books&Literature, 29 марта 2016 г. 15:57   [нажмите здесь чтобы увидеть текст поста],,"+ Urfaust (та же серия, что писал раньше)+ Faust. Erster Teil  (та же серия)"
vato109,Books&Literature, 29 марта 2016 г. 20:49   [нажмите здесь чтобы увидеть текст поста],,"C.Хоттабыч , badger, приятно встретить ""братьев по разуму"".Базиле лежал января, ждал попутчиков. Если про цены — все три позиции (шесть книг) — чуть меньше 2400 (Леконт 1050, Дельбрюк 710, Базиле 637)."
Pavinc,Books&Literature, 29 марта 2016 г. 22:13   [нажмите здесь чтобы увидеть текст поста],,"Не совсем последнее приобретение, но как-то на глаза попалась... Одна из любимейших книг детства. А тут недавно удалось приобрести экземпляр в оч. хорошем состоянии:В. КлеповЧетверо из России  Издательство: М.: Советская Россия, 1973 год, 100000 экз.Формат: 60x92/16, твёрдая обложка, 384 стр. Комментарий: Две повести.Иллюстрация на обложке и внутренние иллюстрации И. Пчелко."
PetrOFF,Books&Literature, 30 марта 2016 г. 16:47   [нажмите здесь чтобы увидеть текст поста],,"Клепова недавно Речь переиздала, может кому ещё интересно: «Четверо из России», «Тайна золотой долины»"
Чародей36,Books&Literature, 1 апреля 2016 г. 11:48   [нажмите здесь чтобы увидеть текст поста],,"Вряд ли уже что-то куплю (постараюсь не покупать ).МАРТ (из разных источников):Льюис КэрроллАлиса в Стране чудес. Алиса в Зазеркалье  Издательство: М.: АСТ, 2015 год, 3000 экз.Формат: 60x84/8, твёрдая обложка, 360 стр.ISBN: 978-5-17-090577-5 Комментарий: Иллюстрация на обложке и внутренние иллюстрации Дж. Тенниела. Текст сопровождается комментариями М. Гарднера.Шарль ПерроСказки матушки Гусыни, или Истории и сказки былых времен с поучениями  Издательство: СПб.: Азбука, М.: Азбука-Аттикус, 2016 год, 4000 экз.Формат: 70x108/32, твёрдая обложка + супер, 464 стр.ISBN: 978-5-389-09066-8Серия: Больше чем книга Аннотация: Можно ли стать из замарашки принцессой? (Особенно если твоя крестная — богатая и влиятельная персона).Стоит ли маленьким девочкам ложиться в кровать, не зная с кем, — ведь там может оказаться не бабушка, а волк...Насколько реальна ситуация, когда свекровь хочет живьем сожрать свою молодую и наивную невестку?Необходим ли брак по расчету? Ведь женихом может оказаться настоящий деспот вроде Синей Бороды...Сказки Перро — только на первый взгляд детские и забавные. На самом деле они учат многим полезным вещам, и помогают найти свое место в обществе.Комментарий: Сборник сказок.Иллюстрация на обложке и внутренние иллюстрации Г. А. В. Траугот.антологияСказки немецких писателей  Издательство: Л.: Лениздат, 1989 год, 200000 экз.Формат: 84x108/32, твёрдая обложка, 544 стр.ISBN: 5-289-00452-1Серия: Сказки иностранных писателей Аннотация: В сборник вошли разнообразные литературные сказки, написанные немецкими, австрийскими и швейцарскими писателями XIX-XX веков. Большинство сказок издаются на русском языке впервые.Комментарий: Немецкие литературные сказки.Художник Б. Л. Непомнящий.антологияЖизнь льется через край  Издательство: М.: Правда, 1991 год, 100000 экз.Формат: 84x108/32, твёрдая обложка, 720 стр.ISBN: 5-253-00379-7 Комментарий: Сказки и истории немецких романтиков.Оформление художника Т. В. Евсеевой.Джулиан БарнсПопугай Флобера  Издательство: М.: Эксмо, 2012 год, 3000 экз.Формат: 84x108/32, твёрдая обложка, 320 стр.ISBN: 978-5-699-58963-0Серия: Букеровский лауреат: Джулиан Барнс Аннотация: Вы полагаете, что знаете, кто такой Гюстав Флобер?Вы полагаете, что знаете, что важнее для нас, читателей, — его книги или его жизнь?Книги? Но тогда... почему творчество писателя заставляет нас буквально охотиться за мельчайшими фактами его жизни? Почему мы верим, что чучело попугая Флобера способно дать ключ к пониманию всего, что написано им?Может, потому, что так оно и есть?Комментарий: Внецикловый роман.Джулиан БарнсДикобраз  Издательство: М.: Эксмо, 2013 год, 2000 экз.Формат: 84x108/32, твёрдая обложка, 192 стр.ISBN: 978-5-699-64118-5Серия: Лауреаты мировых литературных премий Аннотация: Барнс многогранен, и каждое его произведение не похоже на другое. Дикобраз — роман-притча о природе власти, о том, что история не математика, здесь нет утверждений, не требующих анализа и доказательств. События разворачиваются в одной из стран Восточной Европы после падения коммунистического режима. Здесь происходит открытый и гласный суд над бывшим президентом, отправленным в отставку. Кто он — монстр или обычный человек? И если второе — значит, каждый, кто считает себя обычным человеком, может стать монстром… Комментарий: Внецикловый роман.Художественное оформление Андрея Старикова.Иэн БэнксЧистый продукт: В поисках идеального виски  Издательство: М.: Эксмо, 2014 год, 3000 экз.Формат: 84x108/32, твёрдая обложка, 384 стр.ISBN: 978-5-699-72428-4Серия: Интеллектуальный бестселлер Аннотация: Книга о разных сортах вискиКомментарий: Документальное произведение.Иллюстрация на обложке В. Еклериса.Аласдер ГрейБедные-несчастные  Издательство: М.: Б.С.Г.-Пресс, Иностранная литература, 2000 год, 10000 экз.Формат: 70x100/32, твёрдая обложка, 416 стр.ISBN: 5-93636-013-X, 5-93381-024-XСерия: Иллюминатор Аннотация: ""Бедные-несчастные"" — прихотливо построенный любовный роман с элементами фантастики, готики и социальной сатиры. В нем сталкиваются различные версии весьма увлекательных событий, происходящих в Шотландии в конце XIX века.Комментарий: Выпуск 012 серии.На обложке гравюра Антонио Скарпа ""Неврологическая карта"" из анатомического атласа (1794). В тексте много аналогичных старинных иллюстраций, подобранных самим автором. В конце книги 50 страниц ""Критических и исторических примечаний"" самого А.Грея, являющихся неотъемлемой частью романа.Абель ПоссеДолгие сумерки путника  Издательство: М.: Иностранка, Б.С.Г.-Пресс, 2003 год, 5000 экз.Формат: 70x100/32, твёрдая обложка, 288 стр.ISBN: 5-94145-124-5, 5-93381-114-9Серия: Иллюминатор Комментарий: Выпуск 059 серии.На обложке: фрагмент картины Иоакима Патинира ""Переправа через Стикс"", начало XVI в.СакиЧертова дюжина  Издательство: СПб.: Русско-Балтийский информационный центр «БЛИЦ», 1999 год, 3000 экз.Формат: 70x100/32, твёрдая обложка + супер, 416 стр.ISBN: 5-86789-103-8Серия: Шедевры зарубежной литературы Комментарий: Избранные рассказы автора.Художник Т. А. Панкевич.Уильям Хастингс БеркГеринг, брат Геринга. Незамеченная история праведника  Издательство: М.: АСТ: Corpus, 2014 год, 3000 экз.Формат: 60x90/16, твёрдая обложка, 288 стр.ISBN: 978-5-17-085365-6Серия: Corpus [вне подсерий], Corpus Комментарий: Том 285. Документальное произведение.Томас ЛевенсонНьютон и фальшивомонетчик  Издательство: М.: АСТ: Corpus, 2013 год, 3000 экз.Формат: 60x90/16, твёрдая обложка, 416 стр.ISBN: 978-5-17-077814-0Серия: Corpus [вне подсерий], Corpus Комментарий: Том 229. Документальное произведение.Сири ХустведтПечали американца  Издательство: М.: Астрель: Corpus, 2011 год, 5000 экз.Формат: 84x108/32, твёрдая обложка, 448 стр.ISBN: 978-5-271-33230-2Серия: Corpus [roman], Corpus Комментарий: Том 087. Внецикловый роман.Иллюстрация на обложке — фрагмент картины Д. Хокни.Томас МаннРазмышления аполитичного  Издательство: М.: АСТ, 2015 год, 2000 экз.Формат: 60x90/16, твёрдая обложка, 544 стр.ISBN: 978-5-17-086674-8Серия: Время и книги Комментарий: Публицистика.Фернандо ПессоаКнига непокоя  Издательство: М.: Ад Маргинем Пресс, 2016 год, Формат: 84x108/32, твёрдая обложка, 488 стр.ISBN: 978-5-91103-263-0 Аннотация: Впервые опубликованная спустя пятьдесят лет после смерти Фернандо Пессоа, великого португальского поэта начала XX столетия, ""Книга непокоя"" является уникальным сборником афористичных высказываний, составляющих автобиографию Бернарду Суареша, помощника бухгалтера в городе Лиссабоне, одной из альтернативных личностей поэта. Эта ""автобиография без фактов"" — проза поэта или поэзия в прозе, глубоко лиричные размышления философа, вербальная живопись художника, видящего через прозрачную для него поверхность саму суть вещей.""Книга непокоя"" призвана, загипнотизировав читателя, ввести его в самое сердце того самого ""непокоя"", той самой жажды-тоски, которыми переполнены все произведения Пессоа.Марсель Райх-Раницкий. Моя жизнь (НЛО, 2002 г.);Лима Баррето. Печальная судьба Поликарпо Куарезмы (Symposium, 2015 г.);Карло Леви. Христос остановился в Эболи (CommonPlace, 2016 г.);"
Anti_Monitor,Books&Literature, 2 апреля 2016 г. 16:56   [нажмите здесь чтобы увидеть текст поста],,Мои долгожданные покупки у Оксаны из Харькова.   
SeverNord,Books&Literature, 8 апреля 2016 г. 22:23   [нажмите здесь чтобы увидеть текст поста],,СегодняУортингтон Й. Филипп II МакедонскийБаррет Э. Калигула
Tavrida,Books&Literature, 8 апреля 2016 г. 22:27   [нажмите здесь чтобы увидеть текст поста],"Меч короля: Веселая фантастическая повесть о путешествии современных португальских школьников в Португалию XII века. Время действия выбрано писательницей не случайно. Это начало существования Португалии как самостоятельного государства, а король Афонсу Энрикеш — первый король Португалии. Пережив много приключений, обогащенные живыми впечатлениями прошлого своей страны, ребята благополучно возвращаются в 1981 год.","Сегодня. Буккроссингцитата Меч короля: Веселая фантастическая повесть о путешествии современных португальских школьников в Португалию XII века. Время действия выбрано писательницей не случайно. Это начало существования Португалии как самостоятельного государства, а король Афонсу Энрикеш — первый король Португалии. Пережив много приключений, обогащенные живыми впечатлениями прошлого своей страны, ребята благополучно возвращаются в 1981 год."
Zangezi,Books&Literature, 10 апреля 2016 г. 12:48   [нажмите здесь чтобы увидеть текст поста],,Сегодня в одном очень хорошем месте 4 книги за 400 рублей 
SeverNord,Books&Literature, 10 апреля 2016 г. 16:35   [нажмите здесь чтобы увидеть текст поста],,"За 100 руб, не мог не взять, пусть и в среднем состоянии:И в вступительной статье прочел, что перевод сокращенный. Тьфу!Никто не знает, насколько он сокращен?"
osservato,Books&Literature, 10 апреля 2016 г. 21:13   [нажмите здесь чтобы увидеть текст поста],"Никто не знает, насколько он сокращен?","цитата ZangeziНикто не знает, насколько он сокращен?Посмотрите более современные издания, сколько там страниц. Способ не идеальный, но хоть что-то.Несколько рисунков из ""Меч короля Афонсу""Рисунки С.Гонкова."
Zangezi,Books&Literature, 10 апреля 2016 г. 22:29   [нажмите здесь чтобы увидеть текст поста],,"Zangezi все издания приблизительно одного объема. Возможно, полного и нет на русском."
blues,Books&Literature, 16 апреля 2016 г. 23:01   [нажмите здесь чтобы увидеть текст поста],,"С Крупы:Баткин. Избранные труды в 6 томах. Том 2. Леонардо да Винчи и особенности ренессансного творческого мышленияРыбаков. Древняя Русь. Сказания. Былины. Летописи (предложили за 650. Я говорю, в Лабиринте в библионочь будет 493. Продавец порвал на себе рубаху и отдал за 490  )Анархизм: pro et contra. АнтологияХэзлитт. Застольные беседы (ЛП)Король Лир (ЛП)"
SeverNord,Books&Literature, 16 апреля 2016 г. 23:25   [нажмите здесь чтобы увидеть текст поста],"Несколько рисунков из ""Меч короля Афонсу""Рисунки С.Гонкова.","цитата SeverNordНесколько рисунков из ""Меч короля Афонсу""Рисунки С.Гонкова.А что за книга-Меч короля Афонсу...А то поиск не выдает на фантлабе?"
PetrOFF,Books&Literature, 17 апреля 2016 г. 13:17   [нажмите здесь чтобы увидеть текст поста],"Веселая фантастическая повесть о путешествии современных португальских школьников в Португалию XII века. Время действия выбрано писательницей не случайно. Это начало существования Португалии как самостоятельного государства, а король Афонсу Энрикеш — первый король Португалии. Пережив много приключений, обогащенные живыми впечатлениями прошлого своей страны, ребята благополучно возвращаются в 1981 год.","bluesОтзыв:http://fem-books.livejournal.com/66464.htmlцитата Веселая фантастическая повесть о путешествии современных португальских школьников в Португалию XII века. Время действия выбрано писательницей не случайно. Это начало существования Португалии как самостоятельного государства, а король Афонсу Энрикеш — первый король Португалии. Пережив много приключений, обогащенные живыми впечатлениями прошлого своей страны, ребята благополучно возвращаются в 1981 год.https://www.livelib.ru/book/1000316049http://www.ozon.ru/context/detail/id/3684..."
Tavrida,Books&Literature, 19 апреля 2016 г. 15:05   [нажмите здесь чтобы увидеть текст поста],,Лоран Бине. HHhH.
C.Хоттабыч,Books&Literature, 19 апреля 2016 г. 17:59   [нажмите здесь чтобы увидеть текст поста],,"Накануне из магазинаСегодня доехали, о войне:ностальгический трибьют:"
ameshavkin,Books&Literature, 21 апреля 2016 г. 12:29   [нажмите здесь чтобы увидеть текст поста],,"Наконец дождался от Сетбук:1 Леконт де Лиль. Античные, Варварские, Тргические и Последние стихотворения в 4 тт. Водолей, 20162. Джамбаттиста Базиле. Сказка сказок. Изд. Ивана Лимбаха. 2016.3. Квинт Смитнский. После Гомера. Ун-т Дмитрия Пожарского. 2016. Теперь узнаю, что происходило под Троей после ""Илиады""!"
Водник,Books&Literature, 2 мая 2016 г. 11:11   [нажмите здесь чтобы увидеть текст поста],," The Theory of the Novel: New Essays.	Edited by John Halperin.		Oxford University Press	1974Lewontin R C, Steven Rose, Leon J Kamin.	Not in Our Genes.	Biology, Ideology, and Human Nature.	New York	Pantheon Books	1984 Princeton Encyclopedia of Poetry and Poetics.			Princeton University Press	1965Гаспаров М. Л.	Очерк истории русского стиха.	Метрика, ритмика,рифма, строфика.	М.	Наука	1984Канонические Евангелия.	Перевод с греческого В. Н. Кузнецовой под ред. С. В. Лёзова и С. В. Тищенко.	М.	Восточная литература	1993Лучшие книги 1965.		М.	Книга	1968Поющая душа.	Песни ленинградских авторов: 1970-е годы.	СПб.	Всерусский собор	2008Acta samizdatica / Записки о самиздате. Выпуск первый.	Альманах.	М.	ГПИБ	2013"
квинлин,Books&Literature, 2 мая 2016 г. 12:29   [нажмите здесь чтобы увидеть текст поста],,"Петер фон Матт ""Литературная память Швейцарии. Прошлое и настоящее"". М., Центр книги Рудомино, 2013 г.Фернанду Пессоа ""Банкир-анархист и другие рассказы"". М., Центр книги Рудомино, 2016 г.Лев Тарасов ""Отрицательные линии"". М., Водолей, 2014 г.Георгий Голохвастов ""Лебединая песня"". М., Водолей, 2010 г.Моисей Альтман ""Разговоры с Вячеславом Ивановым"" СПб., Инапресс, 1995 г."
k2007,Books&Literature, 3 мая 2016 г. 10:37   [нажмите здесь чтобы увидеть текст поста],,"Гуляя по Москве, случайно наткнулся на ""Академкнигу"" (а до заветного магазина на первом этаже ИРИ РАН добрался, но тот уже был закрыт).Итог:140. О.И. Варьяш, Пиренейские тетради.141. Хроники Энгельбректа (достались вообще за 66 р., я сперва думал, опечатка на ценнике).142. Византийский временник. 2006.143. В. Матвеенко, Л. Щеголева, Книги временные и образные Георгия Монаха, Т.1., ч.2.144. Средние века. 62.В итоге обошлось примерно в 500 р."
квинлин,Books&Literature, 3 мая 2016 г. 12:12   [нажмите здесь чтобы увидеть текст поста]," случайно наткнулся на ""Академкнигу""","цитата квинлин случайно наткнулся на ""Академкнигу""это на какую?"
k2007,Books&Literature, 3 мая 2016 г. 15:42   [нажмите здесь чтобы увидеть текст поста],,"k2007Это которая, кажись, на ""Вавилова"", если идти прямо по той же стороне, что и Институт русской истории (ул. Дмитрий Ульянова, 19), держась спиной к станции метро ""Академическая"". Спокойным шагом минут 5 ходу (считая от Института русской истории) . Находится на углу здания. Есть очень вкусный шкаф ""распродажа"" — там многие выпуски ""Средние века"" по смешной цене (мне за 97 рублей достался), а ""Архив русской революции"" по 280р. за том. Ну и т.д., всего не перечислишь.До 9 мая включительно — закрыт на выходные, оттого всего, чего хотел, взять не смог."
kmysko,Books&Literature, 4 мая 2016 г. 08:45   [нажмите здесь чтобы увидеть текст поста],,"квинлин а, эту я знаю, это моя основная"
Evil Writer,Books&Literature, 5 мая 2016 г. 14:44   [нажмите здесь чтобы увидеть текст поста],,"последний и, наверное, лучший роман ПамукаОрхан ПамукМои странные мысли  Издательство: М.: Иностранка, Азбука-Аттикус, 2016 год, 8000 экз.Формат: 60x90/16, твёрдая обложка, 576 стр.ISBN: 978-5-389-08962-4Серия: Большой роман Аннотация: Орхан Памук — известный турецкий писатель, обладатель многочисленных национальных и международных премий, в числе которых Нобелевская премия по литературе за ""поиск души своего меланхолического города"". Новый роман Памука ""Мои странные мысли"", над которым он работал последние шесть лет, возможно, самый ""стамбульский"" из всех. Его действие охватывает более сорока лет — с 1969 по 2012 годы. Главный герой Мевлют работает на улицах Стамбула, наблюдая как улицы наполняются новыми людьми, город обретает и теряет новые и старые здания, из Анатолии приезжают на заработки бедняки. На его глазах совершаются перевороты, власти сменяют друг друга, а Мевлют все бродит по улицам, зимними вечерами задаваясь вопросом, что же отличает его от других людей, почему его посещают странные мысли обо всем на свете и кто же на самом деле его возлюбленная, которой он пишет письма последние три года. Комментарий: Внецикловый роман."
Zangezi,Books&Literature, 11 мая 2016 г. 20:54   [нажмите здесь чтобы увидеть текст поста],,"Пришли подарки на ДР, несколько раньше, чем ожидалось:          "
PetrOFF,Books&Literature, 13 мая 2016 г. 21:25   [нажмите здесь чтобы увидеть текст поста],,Новоприобретенное:Быков: 13-й апостол. МаяковскийЗелинский: Поэзия как смысл. Книга о конструктивизмеДженнингс: ХищникДорофеев: Личность и коммуникации. Антропология устного и письменного слова в античной культуреНовиков: Александр Блок (ЖЗЛ)Николаев: Фёдор ГлинкаНа подарок:Медведевы: Нобелевские лауреаты России  (собрал на подарках почти все СС Медведевых )
arcanum,Books&Literature, 13 мая 2016 г. 22:55   [нажмите здесь чтобы увидеть текст поста],,"Жак Рубо. Прекрасная Гортензия. Похищение Гортензии (Аграф, 2000 г.);Геза Чат. Сад Чародея (ИД Рудомино, 2013 г.);В. Д. Набоков. До и после Временного Правительства (Симпозиум, 2015 г.);"
Veronika,Books&Literature, 16 мая 2016 г. 21:42   [нажмите здесь чтобы увидеть текст поста],Геза Чат. Сад Чародея ,"цитата PetrOFFГеза Чат. Сад Чародея его у нас оказывается издали?! Екарный бабай, а я его собирался на английском покупать. Спасибо за наводку."
Zangezi,Books&Literature, 17 мая 2016 г. 23:15   [нажмите здесь чтобы увидеть текст поста],,"В мае приобретенов Книгинге http://kniging.com.ua/Райнер Мария Рильке. Книга стихов. http://www.ozon.ru/context/detail/id/1354...А.Пятигорский. Мышление и наблюдение. http://www.ozon.ru/context/detail/id/1356...На Аукро:Из книг мудрецов. Проза древнего Китая http://www.ozon.ru/context/detail/id/2178...Верная Чхунхян. Корейские классические повести XVII — XIX веков http://www.ozon.ru/context/detail/id/1401...Юрий Анненков. Дневник моих встреч. Цикл трагедий. В 2-х томах.  Л. Искусство 1991г.Ицхок Лейбуш-Перец. Избранное http://www.ozon.ru/context/detail/id/7321... (списана из библиотеки, титульный лист выдран. Ну, за 1 грн придётся и такой довольствоваться)В.В.Соколов. Очерки философии эпохи Возрождения.1962   "
Veronika,Books&Literature, 27 мая 2016 г. 21:42   [нажмите здесь чтобы увидеть текст поста],,"Скромно прошелся по Книжному салону.Взял бы и побольше, да цены в Лабиринте ниже.  Скоро вообще из дому за покупками не нужно будет выходить. Привезут и дешевле возьмут."
perftoran,Books&Literature, 28 мая 2016 г. 18:22   [нажмите здесь чтобы увидеть текст поста],,"Получила очередную посылку из Одессы от  http://book-sale.com.ua/ПоэзияКовчег. Поэзия первой эмиграции http://www.livelib.ru/book/1000316284Виктор Подкопаев ""Земные звезды"" , http://book-sale.com.ua/Bukinisticheskie-...ЛитературоведениеА.Вулис  ""В мире приключений"" 	 https://fantlab.ru/edition30801Прочесть Крапивина лучше поздно, чем никогдаВладислав Крапивин ""Всадники со станции Роса"" https://fantlab.ru/edition14600Владислав Крапивин ""Гуси-гуси, га-га-га..."" https://fantlab.ru/edition14608ДетективчикиНевидимые связи. https://fantlab.ru/edition99059 (а вдруг и поляки могут детективы писать?) https://fantlab.ru/edition99059Д.Хэммет,Э.С.Гарднер,Р.Стаут,У.Айриш, Дж.Д.Карр, ""Стеклянный ключ""  https://fantlab.ru/edition55971П.Вентворт, М.Р.Райнхарт, Н.Марш ""Кинжал из слоновой кости"" http://www.livelib.ru/book/1000889819Ну и что-то приличное надо прочестьИвлин Во. Избранное. ( http://www.livelib.ru/book/1000453095 — кишинёвское переиздание этого тома https://fantlab.ru/edition81656 )И очередной томик БСФ, как же без ФиФ?Цены какие-то старорежимные , доставка Укрпочтой, т.е.  гуманная.От Книгинга http://kniging.com.ua/ получилаДафна Дюморье «Рандеву и другие рассказы» https://fantlab.ru/edition171830"
perftoran,Books&Literature, 29 мая 2016 г. 23:02   [нажмите здесь чтобы увидеть текст поста],,"Новые покупки из ""Лабиринта"".Чеслав Милош ""Долина Иссы"" http://www.labirint.ru/books/333577/Филипп Майер ""Сын"" http://www.labirint.ru/books/505791/Кейт Аткинсон ""Боги среди людей"" http://www.labirint.ru/books/529491/Эдмунд Спенсер ""Пастуший календарь"" http://www.labirint.ru/books/522884/Людмила Симакова  ""Александр Кучин. Русский у Амундсена"" http://www.labirint.ru/books/513357/Питер Менделсунд ""Что мы видим, когда читаем. Феноменологическое исследование с иллюстрациями""  http://www.labirint.ru/books/524784/Яков Гордин ""Кавказская Атлантида. 300 лет войны"" http://www.labirint.ru/books/263949/Джеймс Берк ""Пинбол-эффект. От византийских мозаик до транзисторов и другие путешествия во времени"" http://www.labirint.ru/books/509283/"
Anti_Monitor,Books&Literature, 29 мая 2016 г. 23:27   [нажмите здесь чтобы увидеть текст поста],,"Ещё один заказ из ""Лабиринта"". Разминулся вчера с ним на пару часов.Александр Кравчук ""Императоры"" http://www.labirint.ru/books/325430/Владимир Соколов ""Занимательная история Древней Церкви. На пути к расколу"" http://www.labirint.ru/books/528054/Илья Виньковецкий ""Русская Америка. Заокеанская колония континентальной империи. 1804-1867"" http://www.labirint.ru/books/514146/Михаил Долбилов ""Западные окраины Российской империи"" http://www.labirint.ru/books/519778/Анна Чайковская ""Триумф красной герани. Книга о Будапеште"" http://www.labirint.ru/books/535402/Джудит Фландерс ""Сотворение дома"" http://www.labirint.ru/books/506664/Питер Уорд Джозеф Киршвинк ""Новая история происхождения жизни на Земле"" http://www.labirint.ru/books/534570/Ася Казанцева ""В интернете кто-то неправ! Научные исследования спорных вопросов"" http://www.labirint.ru/books/519002/Кирилл Суев ""Фимбрийцы"" http://www.labirint.ru/books/450522/Бернд Бруннер ""Искусство лежать. Руководство по горизонтальному образу жизни"" http://www.labirint.ru/books/533492/"
Sstresser,Books&Literature, 29 мая 2016 г. 23:46   [нажмите здесь чтобы увидеть текст поста],,"Продолжая покупать книги о Крестовых походах, приобрел:Флори Ж. ""Ричард Львиное Сердце. Король-рыцарь"""
PetrOFF,Books&Literature, 30 мая 2016 г. 14:25   [нажмите здесь чтобы увидеть текст поста],,С большим удивлением обнаружил и приобрел на Лабиринте такую вот книгу 2001 года изданияСо всеми скидками вышло в 150 рублей 
soundDik,Books&Literature, 8 июня 2016 г. 06:25   [нажмите здесь чтобы увидеть текст поста],,"Пол ОстерИзмышление одиночества  Издательство: М.: Э, 2016 год, 1500 экз.Формат: 84x108/32, твёрдая обложка, 288 стр.ISBN: 978-5-699-88173-4Серия: Интеллектуальный бестселлер Аннотация: «Измышление одиночества» — дебют Пола Остера, книга размышлений писателя на тему отцов и сыновей. Одиночество — сквозная тема книги. Иногда оно — наказание, как в случае с библейским Ионой, оказавшимся в чреве кита. Иногда — дар, добровольное решение отгородиться от других, чтобы услышать себя. Одиночество позволяет создать собственный мир, сделать его невидимым и непостижимым для других. После смерти человека этот мир, который он тщательно оберегал от вторжения, становится уязвим. Так произошло после смерти отца главного героя. Всю жизнь отец казался сыну таинственным, «невидимым» человеком, которого сложно понять, который никогда не раскроется до конца даже близким. И лишь после смерти отца сын смог небольшими фрагментами восстановить его жизнь, открыть тайны, не предназначенные для чужих, заново узнать того, с кем, как оказалось, он почти и не был знаком.Комментарий: Сборник мемуаров.Иллюстрация на обложке М. Дорошенко."
PetrOFF,Books&Literature, 8 июня 2016 г. 12:26   [нажмите здесь чтобы увидеть текст поста],,"PetrOFFИзмышление одиночества — бумага какого качества?Газетная под видом ""офсета""?"
Nicolle,Books&Literature, 8 июня 2016 г. 15:15   [нажмите здесь чтобы увидеть текст поста],,"soundDik, да, похоже на то."
Veronika,Books&Literature, 9 июня 2016 г. 02:06   [нажмите здесь чтобы увидеть текст поста],," В понедельник получила от summerson такую прелесть, в состоянии, как по мне, идеальном.Владимир КороткевичХристос приземлился в Городне. Евангелие от Иуды  Издательство: Минск: Літаратура і Мастацтва, 2011 год, 1600 экз.Формат: 84x108/32, твёрдая обложка, 544 стр.ISBN: 978-985-6994-05-3Серия: Свет минувшего. Классика Комментарий: Внецикловый роман.Иллюстрация на обложке Е. Ващенко."
Tavrida,Books&Literature, 10 июня 2016 г. 16:25   [нажмите здесь чтобы увидеть текст поста],,"Позавчера (7.06) в Букве купилаСлава Сэ. Ева https://www.livelib.ru/book/1000487807Галина Данелия. Встреченное и невстреченное https://www.livelib.ru/book/1000391140    скрытый текст (кликните по нему, чтобы увидеть)Первую книгу заказала заранее, вторую нашла прямо в магазине, и заказала её там через онлайн-магазин. Потому что цена в оффлайне была 116 грн, а в онлайне — 45 грн. Хорошие там продавцы"
PetrOFF,Books&Literature, 10 июня 2016 г. 21:13   [нажмите здесь чтобы увидеть текст поста],,"Приятная неожиданность, букинистика с Озона доехала на сей раз рекордно быстро:"
SeverNord,Books&Literature, 22 июня 2016 г. 15:17   [нажмите здесь чтобы увидеть текст поста],,"Ирина Одоевцева. На берегах Невы (М., Худлит, 1988 г.);Алексей Зверев. Повседневная жизнь русского литературного Парижа (М., Молодая Гвардия, 2011 г.);Леон Блуа. Кровь Бедняка (М., Русский Путь, 2005 г.);Николай Набоков. Багаж (СПб., Журнал ""Звезда"", 2003 г.);"
ameshavkin,Books&Literature, 24 июня 2016 г. 19:40   [нажмите здесь чтобы увидеть текст поста],,"От Читателей — Читателям.И вообще лето — пора буккроссинга! Ремонты, переезды и прочее. Люди активно несут книги в ближайшие библиотеки.Так что, если идете мимо — не ленитесь, зайти в библиотеку посмотреть, а вдруг там лежит что-то, что вы давно искали?"
