topic,times,text,quote,users
Books&Literature,07.02.2013,"Цитата:а что выходило в 2000 году? Почему-то нигде нет журналов за этот год.и еще был журнал ""Путешествие вокруг света"" 2000-2007, может кто знает, нет ли в сети его отсканированного ?  С №7 за 1999 по №12 2000 взамен ""Вокруг света"" (из-за продажи товарного знака) выходил ""Путешествие вокруг света"", который летом 2003 трансформировался в ""Путешествие по свету"". Выходил по подписке, и, насколько я в курсе, в розницу не поступал, тираж там был 25тыс. и дальше вообще меньше, так что уже библиографическая редкость - и это объясняет его отсутствие в эл. виде. Кое-что я сумел собрать (до 2002 года), а вот дальше никак.PS: Дмитрий, это же и в вики написано, да и в шапке моей раздачи на рутрекере все достаточно подробно разжевано, неужели не прочли? ","а что выходило в 2000 году? Почему-то нигде нет журналов за этот год.и еще был журнал ""Путешествие вокруг света"" 2000-2007, может кто знает, нет ли в сети его отсканированного ?  ",Владислав_72
Books&Literature,08.02.2013,"Цитата:у Вас есть вот эти самые с № 7-1999 по 12-2000 в электронном виде? или еще не сканировали?  У меня есть в бумаге все номера с №7 1999 по №5 2002 (вроде так или по №6), №3 за 2000 без обложки, более поздних вживую вообще не видел и в руках не держал, только на картинках.Естественно еще не сканировал, архив свой теперь уложен по-другому (в предыдущей укладке влажность у одной из стен стала коробить журналы, особо пострадали несколько комлектов ВС за 50-е годы, пошли ""волной"", не сразу это заметил), куда сложнее вытаскивать/укладывать, поэтому в ближайшее время этот журнал просто не планировал класть на сканер, только один раз обложку №7 1999 (кстати в 1999, точнее уже в 2000 вышло всего два строенных номера за 1999 - №7-9 и №10-12) и открытое письмо редакции ВС одному человеку для курсача отсканил. ",у Вас есть вот эти самые с № 7-1999 по 12-2000 в электронном виде? или еще не сканировали?  ,Владислав_72
Books&Literature,09.08.2019,"Я в свое время очень любила, целые подшивки есть до сих пор ",nan,Karna
Books&Literature,10.01.2019,"Что-то совсем хило с этим изданием. В смысле сканирования и переводом в электронный вид. Раньше в былые времена в нем печатались самые ""крутые"" (на нынешнем сленге) произведения. Как то лет 10 назад я нашел на помойке целый пуд этого журнала, 60, 70, 80 года. Сложил всё это под диван, радовался, как дурак)))... А потом тестюга втихаря выкинул. Сука! (слово печатное, цензурное) Не посмел я его убить. ))) Я к тому, что надо каждый номер журнала найти, подать во всесоюзный розыск. Я подаю! ))) ",nan,kamenkapenza
Books&Literature,11.01.2019,"Для справки. На сегодняшний день сделано 709 номеров из N вышедших. Идея сканирования журнала здравая, но не для новичков. Плохая печать, мелкий шрифт, скорее всего плохая сохранность выпусков, чай не книги - не очень берегли эти журналы... ",nan,sad369
Books&Literature,11.01.2019,"Не нужно считать то, что не подлежит исчислению. Ибо никто не обнимет необъятного. Все номера сделаны в православном дежавю, а прочее - суть избыток пролившейся на нас доброй воли оцифровщиков, добавивших таинственный OCR и сподвигших нас на чтение текстовых форматов в читалках, к тому формату предначертаных. ",nan,sad369
Books&Literature,13.01.2019,"хорошо сделанные djvu и pdf должны иметь примерно одинаковые размеры и смотрибельность (пригодность к печати), а неприязнь к djvu идет из древних времен (безсканкромсаторных и безскантейлорных), когда лепили djvu как попало в программе SoloDjvu с кривыми настройками по умолчанию и гнались за уменьшением размера (тогда это было Очень важно), чем изрядно попортили репутацию неплохого формата.Канонический текст о сравнении форматов здесь: http://djvu-soft.narod.ru/scan/djvu_vs_pdf.htm Цитата:В общем и в целом, заблуждения о превосходстве формата PDF возникают по двум причинам:- Пользователям просто не с чем сравнить - постоянно работая с PDF, и не рассматривая для сравнения (качественные) DjVu-файлы, они даже не представляют себе, что, оказывается, ""может быть ещё лучше"".- Пользователи формата PDF не работают с ним на программном уровне - а только на уровне использования готовых PDF-программ. Как следствие, от них полностью сокрыты существенные недостатки формата PDF (очевидные PDF-программисту).Заблуждения о (мнимых) недостатках формата DjVu возникают в основном по следующим причинам:- Пользователи ошибочно сравнивают достоинства и недостатки векторного PDF и DjVu. Это совершеннейшая подмена понятий и грубейшая ошибка - сравнивать следует исключительно растровый PDF и DjVu.- Из-за недостаточного качества (имевшихся в недалёком прошлом) программ по работе с форматом DjVu, их недостатки (конкретных DjVu-программ) ошибочно (и по незнанию) переносят на весь формат DjVu в целом.- Некоторые не разделяют логически этапы сканобработки и (следующий за ним) этап создания DjVu. В этом случае трудности и проблемы этапа сканобработки ошибочно отождествляются с трудностями создания формата DjVu. Данное заблуждение порождается в основном тем фактом, что поклонники формата PDF создают свои PDF-файлы практически напрямую из сырых сканов (либо с минимательными обработками). ","В общем и в целом, заблуждения о превосходстве формата PDF возникают по двум причинам:- Пользователям просто не с чем сравнить - постоянно работая с PDF, и не рассматривая для сравнения (качественные) DjVu-файлы, они даже не представляют себе, что, оказывается, ""может быть ещё лучше"".- Пользователи формата PDF не работают с ним на программном уровне - а только на уровне использования готовых PDF-программ. Как следствие, от них полностью сокрыты существенные недостатки формата PDF (очевидные PDF-программисту).Заблуждения о (мнимых) недостатках формата DjVu возникают в основном по следующим причинам:- Пользователи ошибочно сравнивают достоинства и недостатки векторного PDF и DjVu. Это совершеннейшая подмена понятий и грубейшая ошибка - сравнивать следует исключительно растровый PDF и DjVu.- Из-за недостаточного качества (имевшихся в недалёком прошлом) программ по работе с форматом DjVu, их недостатки (конкретных DjVu-программ) ошибочно (и по незнанию) переносят на весь формат DjVu в целом.- Некоторые не разделяют логически этапы сканобработки и (следующий за ним) этап создания DjVu. В этом случае трудности и проблемы этапа сканобработки ошибочно отождествляются с трудностями создания формата DjVu. Данное заблуждение порождается в основном тем фактом, что поклонники формата PDF создают свои PDF-файлы практически напрямую из сырых сканов (либо с минимательными обработками). ",Dmitry7
Books&Literature,14.11.2006,"Я прочитал. Это в самом деле Пелевин, по-моему. Помимо художественных и текстовых особенностей имеются совершенно специфические особенности текста TXT. Они полностью совпадают с версиями в TXT других, гораздо более ранних произведений Пелевина (""Омон Ра"", ""Чапаев и Пустота"" и др.). Я слышал, что Пелевин сам выкладывает свои версии в Интернет (может, поэтому там почти нет ошибок, в частности, совершенно нет ошибок OCR).Вот, и в ""Ампире В"" все некоторые странности текста (типа точки внутри кавычек ""так."" в конце предложения). И я не думаю, что кто-то смог столь хорошо подделать Пелевина, который чрезвычайно образный художник, и именно этим лично мне близок. Вот, в его трудах имеются упоминания того, что, вероятно, его когда-то поразило. Это нетривиальные вещи. Но эти факты очень часто почему-то знакомы и мне; и меня они когда-то поразили. Само произведение послабее, чем предыдущие (""Жизнь насекомых"", ""Омон Ра"" и, особенно, ""Чапаев и Пустота""). И если кто-то докажет, что то не Пелевин ныне, ну тогда я уж не знаю на него...",nan,Gautier
Books&Literature,25.12.2012,"несмотря на все очевидные минусы изложения, мне произведение Empire V очень и очень понравилось. есть о чем задуматься. после прочтения полюбила Пелевина. Разобрала на цитаты: умных мыслей там действительно много. финал, конечно, очень удивил, прям не ожидала...и, кстати, для меня недостаточно раскрыта оказалась линия Митра-Гера. ",nan,Gohink
Books&Literature,02.08.2019,Насчет финала я вообще в восторге)) ,nan,Silka
Books&Literature,05.04.2012,      ,nan,Dmitry7
Books&Literature,05.04.2012,"1. что-то типа интернета они всё ж предсказали:БВИ - большой всепланетный информаторий + Линия доставки(единственно, они думали, что это будет только хранилище данных и возможность заказать что-то на дом, а социальные сети, блогосферу они не предсказали 2. мобильники - радиофоны у них назывались3. стереовизоры - ну эти скоро появятся уже... ",nan,Dmitry7
Books&Literature,08.04.2012,"В астрономии: предсказали 2-й пояс астероидов (за Плутоном), кольца вокруг планет-гигантов ",nan,Dmitry7
Books&Literature,10.05.2015,"из АиФ: http://www.aif.ru/culture/person/38341 Цитата:В своих романах братьям Стругацким удалось предсказать многое из того, что сегодня вошло в нашу жизнь.ПейнтболСтатья по темеБорис Стругацкий: «С благодарностью за приют, оказанный в 1942-43 годах»Это было что-то вроде игрушечного автомата - с удобной рифлёной рукояткой и с плоским прямоугольным баллончиком, который вставлялся снизу, как магазин.- Что это за штука? - спросил я.- Ляпник, - сказал он угрюмо. - Дайте сюда.Я отдал ему игрушку.- Ляпник, - сказал я. - Которым, значит, ляпают. А если бы ты в меня попал?.. Надо же, теперь это за год не отмыть, придётся стену менять.«Хищные вещи века», 1964 г.ГМОИменно лаборатория генетики занималась самыми сумасшедшими экспериментами и служила постоянным источником некоторых трений между фермой и перерабатывающим комбинатом - работники комбината, скромные и свирепые стражи мировой гастрономии, приходили в неистовство, обнаруживая в очередной партии коров чудовищную скотину, по виду и, главное, по вкусу больше всего напоминающую тихоокеанского краба.Борис Стругацкий и Дмитрий Быков. Фото: www.russianlook.com«Томление духа», 1961 г.Bluetooth-гарнитураКо мне неторопливо приблизился... смуглый полный человек в белом, в круглой белой шапочке набекрень. Шапочка была с прозрачным зелёным козырьком и с зелёной лентой, на которой было написано: «Добро пожаловать». На мочке правого уха у него блестела серьга-приёмник.«Хищные вещи века», 1964 г.Виртуальная реальностьЭтот мир всё-таки иллюзорен, он весь в тебе, а не вне тебя, и всё, что ты в нём делаешь, остаётся в тебе. Он противоположен реальному миру, он враждебен ему. Люди, ушедшие в иллюзорный мир, погибают для мира реального. И когда в иллюзорные миры уйдут все - а ты знаешь, этим может кончиться, - история человечества прекратится…Статья по темеБорис Стругацкий: «Торжество Закона Халявы состоялось»«Хищные вещи века», 1964 г.СкайпВ самый разгар этой дискуссии, в 19.33, закурлыкал видеофон. Андрей, сидевший ближе всех к аппарату, ткнул пальцем в клавишу. Экран осветился, но изображения на нём не было... Потом появилось лицо - узкое, с глубокими складками от крыльев носа к подбородку. Низкий широкий лоб, глубоко запавшие большие глаза, чёрные прямые волосы до плеч.«Жук в муравейнике», 1979 г. http://snob.ru/selected/entry/54994 Цитата:БВИ — интернет, но без порно и спама. Огромная справочная машина, супер-«Википедия».Замечу в скобках, что подавляющее большинство моих однопланетников понятия не имеет о реальных возможностях этого восьмого (или теперь уже девятого?) чуда света — большого всепланетного информатория. Вполне допускаю, впрочем, что и я, при всем своем опыте и всей своей сноровке, отнюдь не имею права претендовать на совершенное умение пользоваться его необъятной памятью.«Жук в муравейнике» ","В своих романах братьям Стругацким удалось предсказать многое из того, что сегодня вошло в нашу жизнь.ПейнтболСтатья по темеБорис Стругацкий: «С благодарностью за приют, оказанный в 1942-43 годах»Это было что-то вроде игрушечного автомата - с удобной рифлёной рукояткой и с плоским прямоугольным баллончиком, который вставлялся снизу, как магазин.- Что это за штука? - спросил я.- Ляпник, - сказал он угрюмо. - Дайте сюда.Я отдал ему игрушку.- Ляпник, - сказал я. - Которым, значит, ляпают. А если бы ты в меня попал?.. Надо же, теперь это за год не отмыть, придётся стену менять.«Хищные вещи века», 1964 г.ГМОИменно лаборатория генетики занималась самыми сумасшедшими экспериментами и служила постоянным источником некоторых трений между фермой и перерабатывающим комбинатом - работники комбината, скромные и свирепые стражи мировой гастрономии, приходили в неистовство, обнаруживая в очередной партии коров чудовищную скотину, по виду и, главное, по вкусу больше всего напоминающую тихоокеанского краба.Борис Стругацкий и Дмитрий Быков. Фото: www.russianlook.com«Томление духа», 1961 г.Bluetooth-гарнитураКо мне неторопливо приблизился... смуглый полный человек в белом, в круглой белой шапочке набекрень. Шапочка была с прозрачным зелёным козырьком и с зелёной лентой, на которой было написано: «Добро пожаловать». На мочке правого уха у него блестела серьга-приёмник.«Хищные вещи века», 1964 г.Виртуальная реальностьЭтот мир всё-таки иллюзорен, он весь в тебе, а не вне тебя, и всё, что ты в нём делаешь, остаётся в тебе. Он противоположен реальному миру, он враждебен ему. Люди, ушедшие в иллюзорный мир, погибают для мира реального. И когда в иллюзорные миры уйдут все - а ты знаешь, этим может кончиться, - история человечества прекратится…Статья по темеБорис Стругацкий: «Торжество Закона Халявы состоялось»«Хищные вещи века», 1964 г.СкайпВ самый разгар этой дискуссии, в 19.33, закурлыкал видеофон. Андрей, сидевший ближе всех к аппарату, ткнул пальцем в клавишу. Экран осветился, но изображения на нём не было... Потом появилось лицо - узкое, с глубокими складками от крыльев носа к подбородку. Низкий широкий лоб, глубоко запавшие большие глаза, чёрные прямые волосы до плеч.«Жук в муравейнике», 1979 г. ",Dmitry7
Books&Literature,30.01.2016,http://fan.lib.ru/e/eskov/text_0140.shtml,nan,Dmitry7
Books&Literature,22.11.2017,"Сейчас посмотришь новости, одни сплошные сбывшиеся предсказания. ",nan,Danya1722
Books&Literature,11.05.2011,"Привет. Я польский студент (прощу прошения если Вы в моим высказывании обнаружите ошибки).Приглашаю Вас принять участие в научной анкете на тему: «Насколько пользователям Интернета интересен Федор Достоевский». Ответьте, пожалуйста, на несколько вопросов даже если Достоевский вам мало знаком. Такие ответы тоже очень важны для меня. Анкета построена с помощью польской программы, поэтому в конце некоторых ответов находится польское слово „Inne”. Оно обозначает «другие». В окошко, которые находится рядом можете вписать любой ответ. Анкета небольшая. Вы заполните ее в две минуты. Вот и она:(кажется, что форум не допускает долгих слов, поэтому надо скопировать весь линк в браузер)https://spreadsheets.google.comspreadsheetviewform?formkey=dGxSbnVWZTUtRllneVJiTTRjVjcyR0E6MA ",nan,Vetinari
Books&Literature,16.05.2019,"""Полуавтобия"" Андрея Ивашкова - книга превосходная, книга жесткая, книга страшная и отчаянно самонадеянная. Автор указал, что редактировать ее пока рано. В этой работе есть сила духа безнадежно больных и, ставшие привычными, обыденные примеры бесхребетности радующихся празднику жизни. Я не был удивлен тому, что писатель из России позволяет себе обыгрывать версию трагедии 11-го сентября, но пришел в замешательство, читая о Норд-Осте, любви двух молодых ребят, россиянке и украинце, пациентах туберкулезной больницы, о Ватикане, предотвратившем мировой хаос и, наконец, о самом себе, со страхом размышляющем о скорой поездке в Англию - вдруг меня там настигнет Зло?Вторая глава романа - полноценная книга о жизни клетки, прародителя метастазов. Ее переживаниях, мечтах, страхах и слабостях. Крайне противный, омерзительный образ, от лицезрения которого, по непонятным причинам, не хочется отвлекаться. Для кого-то, как в шоу ""ДОМА"" 1,2 и, возможно будет три, для меня - в ожидании справедливой развязки. Вспомнился ""Раковый корпус"" Солженицына. Там был, похожий на Гурама тип - товарищ Русанов. Жаждал видеть его, читая - сдохшим, истребленным. Но нет, эти, исключительно плохие персонажи, будут вызывать тошноту бесконечно, ведь они олицетворяют хрестоматийные примеры подонков и сволочей. Люди, подобные им, совершают низости, творят гадости с момента обретения сознания, не задумываясь - работают коды. Они уверены, что живут правильно, что так и надо, мало того, задача каждого из них - наплодить больше себе подобных, но, при этом еще и подчиненных своей воле.Такие Гурамы, стремясь к вершинам ""творчества"", дрессируют податливые ""формы жизни"", приучая мир вокруг себя к раболепию перед собственными системами, к отсутствию самостоятельности. Эти адепты, подкормленные стадной энергетикой общества, во всей красе являются раковыми опухолями, бездушно пожирающими, словно топки печей концлагерей, человеческие святыни, судьбы, веру.Сколько они, криминальные авторитеты Гурамы ""Адигени"", либо сталинисты Русановы, все, похожие на них, пожирая клетку за клеткой, дают метостаз? Русанов паразитировал двадцать лет.. У Гурама, его грядущего воплощения, перспектив еще больше. Понравилась фраза, очень отчетливая. Ну очень:Не бывает у организма раков. Бывает рак. А, каково? А.Солженицын писал о будущем и настоящем, А.Ивашков о настоящем, глазами фантаста из прошлого. У него об этом Римский Папа говорит, ПийХ. ""Метастазы"" обрисованы в замечательных, сравнительных формах. Читаешь и безошибочно понимаешь - каких. Книга написана так, чтобы одергивать себя на каждом шагу: смертей смешных не бывает, любая политика определяется лидерами страны, некоторые из настоящих, когда-нибудь тоже станут древнейшими профессиями, право быть самим собой дается только Богом, все остальное - в наших силах. Произведение понравилось. Хорошая книга. Сорок девять оттенков бело-сине-красного умещаются в полном объеме. ",nan,Ivan
Books&Literature,18.03.2019,"На сайте в разделе: ""Обществоведение: История"" есть страничка с книгами Козинкина Олега Юрьевича, который ведет активность по теме ""лета 1941 г."".Лично я с 1994 г. тоже увлекаюсь этой темой.И за многие годы общения с Козинкиным О.Ю. могу заметить, что его книги не относятся к серьезному исследованию, а представляют собой набор цитат (местами длинных) из разных известных книг (типа ""Малиновки"" - двухтомника ""1941"") и вставками набора слов самого Козинкина в виде смеси неких его ""хотелок"", его фантазий и его откровенного вранья. ",nan,Закорецкий
Books&Literature,18.03.2019,"Кроме того, на разных сайтах он рассказывл, что окончил Пензенское артиллерийское инженерное военное училище. Лично я в армии был не арт-инженером, а арт. командиром (СОБ-ом и и.о. командира минометной батареи). И для меня некоторые арт. термины не представляли некое неприятие. Ну, профи-термин - он и есть. Например: ""очко снаряда"" (под взрыватель). И вдруг оказалось, что Козинкин (якобы прослуживший в артиллерии много лет) этот термин услышал от меня (первый раз в жизни). Подробности здесь - Козинкин О.Ю. - военный самозванец (доказано!) (там много букв с картинками). Причем, Козинкин длительное время доказывал, что нет такого термина, а есть ""гнездо под взрыватель"".Вообще-то, да, в армии существует такой термин ""гнездо под взрыватель"". Но это касается не артбоеприпасов, а саперных мин.Какой из этого можно сделать вывод? Ну не может человек окончить артучилище (со сдачей экзамена по матчасти боеприпасов), отслужить кучу лет в артиллерии и не знать один из профи-терминов!Такая история возможна только в одном случае - когда человек приписал себе биографию артиллериста, а на самом деле ни в какой артиллерии не служил. ",nan,Закорецкий
Books&Literature,18.03.2019,"Теперь по поводу ""откровенного вранья"" Козинкина.У меня на сайте есть отдельная статья - О вранье Козинкина про ""Директиву N: 1"".В ней я наглядно показал (со сканами документов), как Козинкин сочиняет свое вранье, выбрасывая некоторые слова из текста архивного документа. И все это делается в качестве ""вещдока"" для фантазий Козинкина. И в качестве примера могу привести анализ ""хронологии событий перед 22.06.1941"", которую Козинкин сочинил в книге ""Защита Сталина"":=============== Цитата:– 6–9 июня ВС округов дали запросы в ГШ – на вывод отдельных дивизий по ПП ввиду усиливающегося на той стороне накоплению войск противника; То, что отдельные дивизии двигались в сторону границы – правда. Но еще вопрос, с какой целью и по каким планам. Планы до сих пор толком не рассекречены. Так что объяснение Козинкина, что в связи со скоплением противника – не доказано. Никаких опубликованных приказов НКО и ГШ с такой целью не существует. Тем более, что нет карты, по которой можно было бы подтвердить: в нужные ли районы выдвигались или в ненужные. Цитата:– 8-11-15 июня вторые эшелоны округов по директивам ГШ (от 11–12 июня) начали выводиться по ПП в свои районы сосредоточения с приведением их в повышенную б.г… 8 июня начался вывод в ОдВО. Срок окончания вывода данных дивизий был установлен на «к 1 июля», однако этот срок определялся не более чем реальной возможностью вывести эти дивизии – и тем, что эти дивизии в любом случае не первыми вступают в бой, в случае нападения противника;– по этим же директивам часть приграничных дивизий, расположенных далеко от своих рубежей на границе, также начали выводиться по ПП – со сроком окончания их вывода – к 17–19 июня; Замечание аналогично предыдущему: планы не рассекречены, карт нет. А на пальцах можно сочинить объяснение какое угодно. Цитата:– 14 июня для всех мк приграничных округов ГШ дал директиву – привести их в полную б.г. с выводом в районы сбора по ПП; И здесь замечание примерно аналогично предыдущему. Во-первых, полная БГ могла возникнуть после мобилизации, а во-вторых, еще вопрос, как относились те ""места сбора по ПП"" с местами будущих главных ударов немцев. Карты нет, план не рассекречен, так что простор для фантазий имеется. И он Козинкиным и Мартиросяном используется по полной. Цитата:– 16 июня Жуков давал команду округам – продлить «учебные» сборы приписных; Учебные сборы приписных проводятся по разным причинам. Не только при срочной подготовке обороны. Цитата:– 18 июня Жуков давал команду – начать занимать УРы на границе; А вот тут полезно не выдавать желаемое за действительное, а сослаться на документ с архивным номером. Тем более, что многие из тех УРов еще не были толком построены. Цитата:– 16–18 июня ГШ дает команду начать выводить приграничные дивизии к их рубежам по ПП – на границе, и отдельные дивизии даже занимают окопы на своих рубежах, начинается минирование на границе, сообщается возможная дата нападения Германии – на 19–20 июня, а затем – быть готовыми к 24.00 21 июня; Замечание аналогичное предыдущему: где ссылка на документ?Пресловутая ""телеграмма наркома от 18 июня"" (Текст которой ""восстановлен"" Мартиросяном чисто на основе своих фантазий?)Вот так и подгоняется куда надо ""ногой табурет"" – сплошное вранье. Цитата:– 18–19 июня приводится в повышенную б.г. ПВО и ВВС округов и доводится новая дата нападения – на 3.00 22 июня; Это на основе показанных выше ""Приказов НКО"" от 19 и 20 июня? Там про ""дату нападения"" ничего не говорилось. От слова ""вообще"". Т.е. здесь видим очередное наглое вранье ""исследователей"". Цитата:– 19–20 июня пограничники переходят в подчинение командиров приграничных дивизий, и на отдельных участках границы пограничники даже передают свои позиции войскам;– 21 июня, под утро, в Москву сообщается о снятии немцами ограждений на некоторых участках на границе; Об этом еще В.Суворов писал.Понятно, что советский ГШ и НКО что-то отрабатывали по каким-то своим планам.Но они до сих пор не рассекречены. Можно лишь давать полет своей фантазии.И как можно поверить в то, что маршал Тимошенко с нач. Генштаба 20 июня увлекались темой покраски травы на аэродромах к 20 июля, уже якобы зная о немецком нападении через два дня????Невероятно!!!! Цитата:– 21 июня днем Сталин дает команду привести в повышенную б.г. ПВО Москвы и доводит до партийного руководства столицы о возможном нападении, а вечером, в 19.00 собирается совещание у Сталина Комиссии по военным и морским делам; Как показало более тщательное расследование – это известно лишь из некоторых мемуаров. Причем, время ""команды"" в них не совпадает. А для какой цели было собрано ""совещание"" – тоже могут быть разные варианты (не только для срочной обороны). Цитата:– 21 июня вечером, около 19.00, Жуков лично обзванивает округа и предупреждает их о возможном нападении в ближайшие сутки с приказом быть к нему готовыми, но не поддаваться на провокации; Очередные наглые фантазии Козинкина. Нет документов, которые бы это подтверждали. Даже нет такого в мемуарах самого маршала Жукова. Цитата:– Около 24.00 21 июня, в то время когда шифровальщики ГШ еще только зашифровывали текст «Директивы б/н», Жуков лично звонил в округа и давал команду приводить войска в боевую готовность, поднимать по тревоге не дожидаясь прихода директивы об этом; Продолжение наглых фантазий Козинкина. Уже на основе вранья мемуаров Жукова (которые не сходятся ни с ""Журналом посетителей"", ни с другими документами по поводу перебежчиков). Цитата:– В 1 час 22 июня округа приняли директиву о приведении в полную б.г. своих войск, и к этому времени в ОдВО и ЛенВО уже подняли по тревоге свои войска, и даже начали вскрывать «красные пакеты», занимая по ПП свои рубежи обороны; И опять очередные ""натягивания совы на глобус"". Да, какая-то шифровка пришла. Глубокой ночью. Как показывают многочисленные мемуары, реально речь не шла о ""занятии по ПП своих рубежей обороны"" в оставшиеся пару часов до нападения. За это время разве что успели сочинить и передать ""по команде"" какие-то команды. Их отработку приграничные части начали уже под огнем противника. Цитата:– В 2 часа начались обстрелы на границе и посол Германии начал искать наркома индел СССР Молотова, чтобы всучить тому Ноту о нападении; Опять очередное вранье Козинкина. Просто наглое вранье про ""обстрел в 2 часа""!! Никакие документы это не подтверждают. Ни советские, ни немецкие. Немцы начали стрельбу в 3-00 по берлинскому времени. По московскому это было уже в районе 4-00. Цитата:– В 2.30 в округа уходит «телеграмма Тимошенко» – «Приступить к выполнению Плана прикрытия 1941 года. Границу до особого распоряжения не переходить и не перелетать». Что подразумевает – вскрытие «красных» пакетов в округах – война! При этом в ЗапОВО в 2–3 часа начали вскрывать свои «пакеты», но 4-я армия, прикрывавшая брестское направление, спала до начала войны, как и в КОВО и ПрибОВО – там также войска спали до момента нападения… Продолжение наглого вранья и безудержных фантазий Козинкина на основе его же сфальсифицированной ""директивы"". Никакой документ ""телеграмму Тимошенко"" не подтверждает. Все строится на отдельных высказываниях ""исследователей"", понимать которые можно двояко. Цитата:Ну а дальше – была война…Удивляет данная хронология событий и мероприятий? Как видите, все эти мероприятия так или иначе завязаны на Г. К. Жукова, который действительно как начГШ делал все возможное по повышению моб. и боеготовности армии в преддверии нападения Германии. Ведь именно через него шли все эти мероприятия – по указаниям Сталина, конечно же… Так что да, удивляет. Удивляет все шире и шире разлетающийся полет фантазий, на расширение которых ""некоторые"" ""исследователи"" не брезгуют ничем – дело дошло уже до натуральных фальсификаций.Тем более, в сравнении с реальными приказами, которые показаны выше по сборнику ""ТЕРРЫ"". ",– 6–9 июня ВС округов дали запросы в ГШ – на вывод отдельных дивизий по ПП ввиду усиливающегося на той стороне накоплению войск противника; ,Закорецкий
