topic,times,text,users,quote
Family&Relationships,," Можно если есть часы, то в качестве подарка купить к ним хороший ремешок,посмотрите тут wch-goup,comтам на все модели часов вроде как были ремешки самые разные.",,
Family&Relationships,, исходя из интересов человека),,
Family&Relationships,," Я заблаговременно стараюсь прознать, что хотят получить в подарок",,
Family&Relationships,," Заранее узнаю кто чему отдает предпочтение, потом покупаю исходя из запросов и цены, чтоб уложиться в определенную сумму, отведенную на подарки.",,
Family&Relationships,,"Девушки, подскажите где можно купить ночную сорочку типа такой, вообще какой для этих целей лучший интернет магазин? И как с размером не прогадать?",,
Family&Relationships,," берите на свое усмотрение и чек на случай, если захочет поменять)",,
Family&Relationships,," Например, можете посмотреть в интернет магазине Инсантрик.ру Найдёте в поисковике. Ну а по этому номеру купона- KJDS57 получите скидку. Размеры указаны как Российские, так и международные. Если, что не так, сможете сделать возврат.",,
Family&Relationships,, Ну через инет если купить то наверное заморочно сдавать ),,
Family&Relationships,," На сайте есть, такой пункт как. Гарантии и возврат. Но самой, возвращать не приходилось. Всё подходило и устраивало. В данном интернет магазине, весьма мало возвратов. Но если что, сможете и вернуть.",,
Family&Relationships,," Такие вещи через интернет, тем более не себе, покупать рискованно...",,
Family&Relationships,,"Живем с мужем 11 лет. Он единственный сын. Воспитывали его мать и отчим, которые никогда не интересовались ни нашей жизнью, ни жизнью внука (ему 1 лет). Жили как говорится ""для себя"". И мы всегда были чужими людьми... Для меня это было настоящей дикостью, что мать мужа никогда не позвонит, не напишет. Так как я со своими родителями общаюсь каждый день. Узнаю как у них дела и здоровье, они спрашивают как мы живем. (Мы все живем в разных городах).Полгода назад свёкор умер. И теперь звонки и смс его мамы - каждый день по 1 раз: ""Вы самые родные мне люди, самые любимые. У меня никого кроме вас нет...""Муж начал помогать ей деньгами каждый месяц. Хотя у неё 3 комнатная квартира (сейчас живет одна там), машина и дача. Отрывает деньги от своего сына и посылает ей. Звонит она ему и плачется :""Мне нужно наследство оформлять, а денег нет. Думала уже золото заложить"".И еще один момент: когда онапознакомилась со своим супругом, он пришел к ней ни с чем. Никакого имущества, ни денег у него не было. Всё это было заработано ею и получено в наследство от родителей. И когда мой муж уехал служить, она быстренько оформила квартиру на них двоих (свекровь и свекор по 5%),так же и с другим имуществом, а мой муж остался ни с чем.Стоит ли помогать финансово такой женщине? Имущество есть у нее, можно продать. Или это всё-таки наш долг, помогать нужно? Мать всё-таки...",,
Family&Relationships,," Вы сами в последнем предложении ответили на свой вопрос, долг, мать.",,
Family&Relationships,, Две разные семьи...,,
Family&Relationships,," долг, мать.. нужно помогать. вы бы свою маму тоже не бросали в беде",,
Family&Relationships,,"Хочу поделиться своим опытом: как я обналичивала свой материнский капитал. Начну с того, что никогда не пошла бы на такие сомнительные дела если бы не болезнь второго ребёнка. Сейчас, слава Богу, все позади. Но тогда было полное отчаяние и готовность пойти на всё. Матери меня поймут. Так вот начала с поиска в интернете. Искала везде. Даже научилась пользоваться браузерои для ""тёмного интернета"" (и это я, бывший сотрудник полиции). В итоге поняла, что реально там не то что помочь, даже никто не владеет информацией. Были сплошные обещания и просьбы выслать деньги. То за оформление доверенности, то на взятку сотруднику и т. д. Бросила эту затею пока, совершенно случайно, на форуме о лекарствах мне старая знакомая посоветовала одного человека. Дала его почту. Я написала что мне нужно. В ответ тишина. Прошла пара дней. Я была в полном отчаянии. Написала ещё раз. Объяснила сложившуюся ситуацию. Практически умолял помочь. Ответ пришёл и началось. Мало того, что меня проверили по всем соц. сетям (пришлось удалять старые фото в форме) запросили рекомендации(упомянула знакомую). Объяснили, что придётся делать оплату части вперёд. Я согласилась. Что творилось со мной те три дня после того, как перевела часть денег и ждала ответа, не описать. Думала опять мошенники. В общем, подводя итоги скажу, что у меня всё получилось. Но, девочки, не связывайтесь с этим из за мелочей. Если у вас не серьёзная ситуация в жизни. Не вопрос здоровья близких. Не верьте тем, кто обещает сделать всё за два дня (у меня ушло 9 дней) Надеюсь моя история будет кому нибудь полезна. И поможет не попадаться в сети аферистов.",,
Family&Relationships,,"Дамы, нужен совет! Муж пристрастился к алкоголю, уже есть зависимость, сам не может отказаться, хотя желание есть. Подскажите, кто какие препараты использовал в похожей ситуации, и какие были результаты. Мне посоветовали Селинкро. По аннотации – очень привлекательно, но отзывов мало, в России он продается недавно. Кто-нибудь пробовал уже? Отпишитесь, если реально действует (или не действует). Как человек с неоконченным медицинским верю ТОЛЬКО в медикаментозное решение проблемы! Пожалуйста, шаманов, магов, гипнотизеров и народные чудо-средства не предлагайте.",,
Family&Relationships,," Селинкро хороший препарат, если конечно устраивает по цене. Действительно помогает снизить употребление алкоголя.",,
Family&Relationships,," А что по цене? Упаковка Селинкро стоит около 35 рублей. По-моему, вполне нормальная цена. Я вообще раньше заказывала за границей, а теперь можно в России купить.",,
Family&Relationships,," Как мне близка эта тема...Конечно лучший и проверенный способ, это закодировать от алкоголя. Я как будущий медик, очень советую. Я студентка, и мы недавно изучали действие этого препарата – это абсолютная инновация в терапии АЗ. Пришла к нам с европейского рынка только в этом году. Особенно подходит пациентам, осознающим проблему, с легкой и средней зависимостью. Я также наблюдала эффект на примере семьи близкой подруги. У нее брат старший начал много и бесконтрольно пить. Препарат прекрасно помог ему снизить количество употребления алкоголя до минимума, сейчас он не употребляет спиртное, но может без срыва выпить немного и чувствует себя свободно даже во время праздничного застолья.У меня был опыт, у мужа подруги кодировка закончилась уже 3 года назад. До сих пор не пьёт - не интересно стало. Говорит, что вообще не понимает, зачем раньше это делал. А с различными антиалкогольными препаратами надо быть осторожными, самолечение до добра не доводит. В препарате может быть какое-то вещество, которое человеку не подходить, или, например, у человека проблемы с почками, о которых он может даже не догадываться, и препарат сделает только хуже.Как происходит кодирование?Немного из википедии:Способ лечения хронического алкоголизма - создание отрицательного условного рефлекса на алкоголь, отличающийся тем, что, с целью сокращений сроков лечения и предотвращения интоксикации организма, через 2-2,5 ч после начала создания отрицательного условного рефлекса больному производят раздражение блуждающего и тройничного нервов путём механического надавливания на точки Валле в течение 2-5 с, затем орошают поверхность зева и полость ртахлорэтиломв количестве ,2 −,3 мл в течение 1-2 с.Механизм действия состоит в том, что врач убедительно говорит своему пациенту: «Если выпьешь— умрёшь». Данные методы используют «неведение людей» и их «веру», для поддержания страха, который заставляет людей воздерживаться от употребления алкоголя5. «Подшивка» действует не в теле больного, а в терапевтическом сообществе, которое функционирует наподобие религиозной секты, индоктринирующей верования, необходимые для контроля, через организованный социальный ритуал. Контроль этот имеет обманчиво-добровольный характер, так как основан на иллюзии контрактных отношений. Его механизм состоит в профессионально организованном воздействии на тело пациента, а также его семью, финансы и образ жизни. Главным, самым парадоксальным и одновременно самым типическим в этом манипулятивном механизме является угроза смерти, которую через посредничество врача-профессионала применяет к самому себе пациент6.",,
Family&Relationships,," Автор, мне назначили Селинкро, зависимость около года. Муж ушел, детей нет, пила ежедневно. Сейчас, наконец, решила вернуть себе нормальную жизнь. Курс рассчитан на месяц, но после недели я уже чувствую неплохой результат. Пью таблетку, выпиваю вина, но еще и еще пить не хочется. Держите за меня кулачки, кому не сложно!",,
Family&Relationships,," Я сам бросал с Селинкро. Результат отличный. Мне препарат очень помог на первых порах, когда я не мог полностью бросить пить, я выпивал таблетку, пробовал алкоголь и пить не хотелось, саже сейчас пишу и самому с трудом верится – но я вернул себе контроль над своей жизнью! Советую!",,
Family&Relationships,," Селенкорпробовал мой дядя, ему он помог. Очень хороший препарат",,
Family&Relationships,," А говорят, что алкоголизм - это не настолько физическая, насколько психологическая зависимость. Что вроде как препараты не так помогают, как посещения психологов.",,
Family&Relationships,," Что-то похоже на рекламу Селинкро. У нас в семье тетин муж пил очень. Это конечно горе в семье, но мы с ним поговорили, решили, что будет бросать, в итоге вся семья отказалась от алкоголя при нем. На совместных праздниках семейных только сочок, вроде держится",,
Family&Relationships,, А ведь с другой стороны так скучно на семейных праздниках без алкоголя. Да и гостей не позовешь на такое торжество. Разве только язвенников или таких же трезвенников.,,
Family&Relationships,," Скучно, потому что не привыкли.А зато как весело, когда напьются, подерутся(((",,
Family&Relationships,," Не препаратам это лечится, а психиатром, психотерапевтом и психологом. Так как надо лечить не тело от зависимости, а душу.",,
Family&Relationships,," Пока сам человек не решит бросить, никакие препараты ему не помогут.",,
Family&Relationships,," Правильно Яна сказала. Прежде всего, человек сам должен захотеть бросить. Тут больше нужно психологическое, а на физиологическое воздействие. Это моя точка зрения.",,
Family&Relationships,, Как-то же люди держались и жили без водки.,,
Family&Relationships,," Сейчас же водка доступна всем. Хорошо хоть по времени ограничение сделали, что после 11 вечера не продадут, но если честно, это все равно очень мало помогает.",,
Family&Relationships,," Честно говоря у меня вопрос с алкоголем категоричен, так как у меня папа пил и погиб от этого. Никогда не любила это не и терпеть не буду.",,
Family&Relationships,," А зачем такое терпеть. Если человек не понимает, что это вредит его здоровью и вашему то ради чего бороться. Я считаю, что вопрос нужно решать кардинально.",,
Family&Relationships,," Реклама препаратаАлкоголизм можно вылечить, если сам алкоголик хочетНо проблема в том, что если хочет сам, то это не алкоголизм))))Настоящие алкоголики не хотятБывший муж пилВытягивала и кодировала 8 летУшла, не хватило больше сил",,
Family&Relationships,," это болезнь, хроническая, страшная, имеющая рецедивы. До конца жизни она ЕСТЬ!!поэтому кроме таблеток, кодировки - еще надо и с психологами работать. И я знаю случаи - что и к колдунам ходили - о все концы бежвли люди, дабы спасти человека.",,
Family&Relationships,, это страшная болезнь и кодировка - один из вариантов временно ее решить. Но только временно..,,
Family&Relationships,," это один из желаемых и не многих случаев. Я очень рада за мужа вашей подруги. А есть случаи - когда закодированный ждет этих 3 года побюыстрей, лишь бы опять выпить..",,
Family&Relationships,, кодировка и работа с психотерапевтом. иначе - можно человека потерять навсегда.Но и воля самого пьющего - тоже важна.,,
Family&Relationships,," Пока сам не захочет - ни кодировки, ни психологи не помогут. Перестанет действовать кодировкаи по новой начнет, но еще сильнее пить будет.",,
Family&Relationships,," Надо дать человеку встретиться с последствиями своего алкоголизма, тогда возможно он захочет изменить ситуацию.",,
Family&Relationships,, а как встретится?? отвезти к алкоголикам в отрезвитель?? или что?,,
Family&Relationships,," Не совет, но если человек хочет пить, то никакие препараты тут не помогут. Если сам захочет - бросит эту привычку, если нет - то нет( Сочувствую вам.",,
Family&Relationships,," судя по описанию, это еще далеко не алкоголизм. может, для препаратов рано еще? не пробовали переключить мужа на что-то более интересное? какие-то необычные вещи, чтобы об алкоголе даже времени не было вспоминать.",,
Family&Relationships,, Переключить от алкоголя? Это же тот же наркотик. Каким образом можно переключить человека от такого по-вашему?,,
Family&Relationships,," Но вот жизнь показывает, что сколько не переключай, а они опять пьют.",,
Family&Relationships,, Жаль что так конечно. Что за мужья пошли такие.,,
Family&Relationships,," Да не идут они. Иногда такими становятся. Если желание есть, идите к доктору, вы же не медработник.Изменено 15 июл 216 пользователем Viksu",,
Family&Relationships,, Да уж....женщины сильнее намного в моральном плане.,,
Family&Relationships,," Но если уж женщина пьёт..... Считается, что женский алкоголизм намного труднее поддаётся лечению",,
Family&Relationships,," Да уж)))) Смотрю на женщин, которые утром с трясущимися руками идут за бутылочкой. А ей то ну от силылет 4, а выглядит уже на все 6.",,
Family&Relationships,,"Да, жуткое зрелище. Я вообще не понимаю в чем смысл и кайф пить постоянно.",,
Family&Relationships,," Полет на истребителе, поверьте мне, оставляет столько эмоций, что мало не покажется. И вообще, на Peses куча таких альтернатив. Я, конечно, не медик, и не могу ничего конкретно утверждать, но считаю, что на этой стадии вполне способно помочь.",,
Family&Relationships,," от вас видимо ему что-то не хватает. может тепла, ласки или понимания. скорей всего вы разные...",,
Family&Relationships,," Автор Вашему мужу нужны уже не только препараты, но и комплексное лечение.",,
Family&Relationships,," У меня тоже когда-то такая проблема была. Просто разошлась и всё.Думаю , что ""горбатого только могила исправит"" .Жестоко ,но за то правдиво ......",,
Family&Relationships,," Всем добрый вечер, может кто подскажет есть ли вкус у этого препарата? Хотим отцу подсыпать, Колме к сожалению уже нет в продаже, а действовать надо",,
Family&Relationships,," У нас родственница более 15лет пьет ничего не помогало никакие психологи, церковь, бабки, заговоры, пока не вшили имплант не знаю какой именноэспераль, торпедо или дисульфирам это лучше у наркологов спрашивать, дело не в том что женщины слабее духом, а в том что алкоголь сильнее влияет на женский организм",,
Family&Relationships,," закодировать у врача, помогает. У моей подруги была подобная ситуация, кодировка помогла",,
Family&Relationships,," При алкоголизме чудес не бывает. Может препарат и действует, но сразу алкогольные проблемы он не решает. Кроме того у некоторых на него побочные явления возникают. Искала для родственника средство, после изучения темы пока остановились на налтрексоне в таблетках.",,
Family&Relationships,," Жаль только, что на горе некоторые наживаются. Сколько слышала историй о том, что кодируются, потом срываются и ничего... а ведь пугают чуть ли не летальным исходом.",,
Family&Relationships,, Как сейчас дела у вас с мужем? не поменялась ситуация?,,
Family&Relationships,," Конечно, волшебных таблеток не существует. Люди не просто так начинают пить. Я к сожалению достаточно горя нахлебалась. Брат пил страшно. Жена от него сразу ушла как он запил, я его бросить не могла. С мужем его к жизни возвращали. Очень много денег на разные варианты лечения потратили, даже гипноз делали. Все это ерунда. Единственное, что дало результат - реабилитация.",,
Family&Relationships,," Гипноз это сильно да, даже странно, что в наше время в это кто-то верит. Вы молодец! Жену брата осуждать не могу. А сейчас после реабилитации он работает?",,
Family&Relationships,," Он проходил реабилитацию анонимно, в частной клинике imc, так что он не стоит в псих диспансере на учете, работает (у него два высших образования так то). Очень благодарен нам, что не прошли мимо и делали все что могли. Гипноз - это смех, но знаете, когда сталкиваешься с этим, мозг вначале отключается, готов во все что угодно поверить.",,
Family&Relationships,," Да уж, наживаются на этом деле только так. Хорошо, что на учете брат не стоит. Главное, что результативно. А поддерживающая терапия есть какая-то? Те же капли, лекарства или это фикция?",,
Family&Relationships,," Фикция конечно, я же в самом начале сказала, что нет волшебных препаратов. В клинике с ним работали психологи и разбирались с головой, откуда зависимость идет",,
Family&Relationships,," А если не секрет, то почему? Типа самый легкий вариант расслабиться?",,
Family&Relationships,, У брата все сложнее было. У нас отец пил. Брат в какой-то момент смоделировал это поведение на себя. Не мог отвязаться от воспоминаний.,,
Family&Relationships,," Ничего себе. Ну тут то наверное еще и генетика сработала, предрасположенность ",,
Family&Relationships,," Да, у него есть предрасположенность, у меня нет! Проходила тест в этой же клинике, чтобы сразу понять насколько я нахожусь в зоне риска. Слава богу, не нахожусь. Главное, что все позади.",,
Family&Relationships,," Не знала, что существуют такие тесты - обязательно сделаю!У меня как пунктик в голове - страх, что я как мать сопьюсь. Невозможно жить с этим. Муж к психологу говорит надо, а что он мне... Мать долго не пила вообще, а потом раз и все, как лист перевернула",,
Family&Relationships,,Изменено 26 мар 219 пользователем Сергей Владимировичссылки запрещены,,
Family&Relationships,, Любая женщина хочет быть счастливой женой.,,
Family&Relationships,," Вряд ли кто-то хотел быть женщиной для забавы, но у каждого складывается по разному.",,
Family&Relationships,," Конечно хочется быть женой , а не забавой",,
Family&Relationships,,"Мой муж очень любит ножи. Но есть мнение, что ножи не дарят. Как вы к этому относитесь?",,
Family&Relationships,," Конечно можно, насчет того, что нельзя – это глупое суеверие.",,
Family&Relationships,," Если муж интересуется охотой, рыбалкой или просто ножами, так лучшего подарка и придумать нельзя. Я своему недавно тоже подарила.",,
Family&Relationships,, чего? можете подарить) кто сказал что ножи не дарят?,,
Family&Relationships,," Можно, если уверены, что ему это будет приятно. А в приметы не стоит верить.",,
Family&Relationships,, Перекреститься и все же подарить,,
Family&Relationships,, подраи сразу ствол.и проститутку ему закажи.Во взрослую жизнь -подготовленным ),,
Family&Relationships,," Я когда-то давно дарила своему молодому человеку кинжал коллекционный, и мы с ним расстались через некоторое время. Конечно, причинами для расставания стали другие причины, но все же наталкивает меня на мысль иногда, что в некоторые приметы лучше верить. Вот одному кинжал подарила - расстались, двоим шарфы связала - тоже расстались. Своему будущему мужу дарила часы, но заставляла его давать мне выкуп, хотя бы рубль, и тьфу-тьфу, все хорошо.",,
Family&Relationships,," Да не слушайте вы эти бредни типа ""нельзя дарить нож"". Чушь это. Нравится ему - дарите.",,
Family&Relationships,," Просто зачем дарить нож, если эито плохая примета. Просто купите ножи, а подарите что-нибудь другое",,
Family&Relationships,," Если вы не суеверная, то и дарите себе и ему на радость. А если все-таки есть таракашки в голове,то просто за нож попросите символическую денежку)",,
Family&Relationships,," Да, я тоже слышала, что нельзя дарить часы, ножи, вилки. Люди которые спокойно к этому относятся, не зациклятся на этом. А те которые опасаются, пусть за такой подарок возьмут деньги, это будет считаться, что одариваемый сам купил и не важно что почти даром.",,
Family&Relationships,," Лучше подарите часы с хорошим ремешком чем нож,нож это слишком как по мне. Ремешки здесьhps://wch-goup.com/u/ видел в избытке просто так что выбор есть.",,
Family&Relationships,," Такие подарки не дарятся, если хотите подарите деньги, а он пусть сам пойдет купит",,
Family&Relationships,,"Девочки, дорогие, помогите, очень нужно мнение со стороны, иначе я с ума сойду в своих доводах....У меня есть муж, вместе больше 5 лет. Мы повенчаны. Мы любим друг друга, у нас вполне себе хорошие отношения без какого либо насилия и пр. неадеквата.Столкнулась с огромной проблемой... С первой же встречи с коллегой мужа я почувствовала какую то ужасно странную тягу к нему. Такое ощущение, что мы уже вечность знакомы и что то нас с ним связывает. Я вижу и чувствую, что как только в моей голове появляются мысли об этом человеке - отношения начинают подхрамывать. Я стараюсь максимально не думать о нем, в последнее время это получалось, даже когда он так или иначе напоминал о себе. Последние 3 месяца я старалась максимально его избегать и не видеться с ним. Но 2 дня назад я все таки с ним увиделась, при встрече держалась максимально стойко, продолжала игнорировать, что бы себя же не травмировать, но после того, как мы от него уехали, моя голова опять забита мыслями о нем... Это очень тяжело, я не могу контролировать свои мысли, он от туда вообще не выходит((( Я люблю своего мужа и не хочу, что бы в наших отношениях были не понятные чувства к третьему человеку((",,
Family&Relationships,," Вы умничка, и правильно делаете. Потерпите немного, все само пройдет. У вас хороший муж и не стоит его терять.",,
Family&Relationships,," возможно, флирта не хватает и этих ярких ощущений ранней влюбленности..",,
Family&Relationships,," А сколько вам лет?Может у вас кризис среднего возраста?! Просто перетерпите, это пройдет. Вы все правильно делаете.",,
Family&Relationships,," сядьте, и задумайтесь , что есть в этом знакомом такого, чего нет в вашем муже. можно прямо составить список. а потом аккуратно информировать мужа об пунктах из этого списка (один пунктик в месяц например) , если муж вас любит - будет стараться меняться для вас, вот увидите - когда хотя бы пару пунктов муж приобретет- забудете об этом знакомом вообще)",,
Family&Relationships,,"Отдыхали с друзьями на турбазе, комната была на две двух спальных кровати, мой муж сильно напился и пошёл спать, на соседней кровати спали наши друзья муж и жена, пока мы убирали со стола, услышали шум, пошли разбираться оказалось что мой муж пьяный залез на мою подругу и почти надругался. А муж утверждает что такого не было. Я склонна поверить подруге, пусть она и преувеличивает на мой взгляд. Потому что мой муж пристает ко мне когда пьяный. Я не знаю что думать, что делать как реагировать на это все. Подруга бы на пустом месте не устроила бы такой скандал. Её муж спал тоже в сильном опьянении. Хоть он и говорит что не было ничего, я могу допустить, что он перепутал меня с ней в пьяном угаре и темноте. Хотя за всю нашу жизнь он ни разу мне не изменял. Не могу осознано простить его, у нас детей двое. Подскажите, наругайте, успокойте? Я не могу ни с кем поделиться, кроме как на форуме.",,
Family&Relationships,," Думаю, что ваш муж действительно был очень пьян и не соображал, что делает. Поговорите с ним еще раз и скажите, что не стоит так напиваться.",,
Family&Relationships,," Оговорите с ним эту ситуацию, попросите его что бы он сделал так что бы такого больше не было. Друзьям показывайте вид что ничего серьезного не случилось.",,
Family&Relationships,," Стоит поговорить с ним,потребовать объяснений за свое поведение и высказать свои переживания по этому поводу. Еще советую вместе пройти тест Воликова на характер,совместимость. Может это вас успокоит и вы найдете решение проблемы. В пьяном виде люди много делают ошибок о которых потом очень жалеют об этом.",,
Family&Relationships,," Согласна с Анастасией,а вот на счет теста Воликова сама проходила со своим мч и нам он открыл глаза на нашу совместимость,благодаря этому тесту можно сказать наши отношения стали крепче. А вам да,нужно провести воспитательную беседу. Еще советую поставить перед выбором либо вы либо алкоголь,раз он не знает меры.",,
Family&Relationships,," Главное сохранить семью и брак, не стоит дофантазировать и придумывать того, чего не было. Измены по факту не случилось из того, что вы описали, а в таком запое он мог и к мужчине пристать подумав, что это вы спите)",,
Family&Relationships,," Знаете, тут дело в вашем желании. Можно захотеть изаставить себя простить, забыть и оправдать мужа, а можно поверить в увиденное и разрушить семью.",,
Family&Relationships,,,,
Family&Relationships,,"Здравствуйте! Впервые на форуме) Такая проблема, хочу узнать ваше мнение. Может я не права или мой муж тиран. Муж против того, чтобы яполучала высшее образование заочно платнот.к. у него в приоритете выплата ипотечного кредита. Сейчас я в декрете, ребенку остался год до детского сада. Планирую выйти на работу. Ипотеку взяли когда ребенку был год, зарплаты мужа хватает как раз на жизнь и платежи по ипотеке, без досрочки. Наш с мужем расчет был в том, чтобы погашать досрочно ипотеку моей зарплатой когда я выйду на работу. Таким образом рассчитываем выплатить ипотечный кредитза 3 года с момента моего выхода на работу. Разница в наших с мужем зп составляет 1 тыс руб. Это я к тому что мы вместе обеспечивали семью, то есть практически на равных)). Я хочу более высокую зп, высшего нет. Я точно знаю что моя зп сейчас - это потолок и без смены деятельности и образования никак. Муж планирует по-другому: предлагает выплатить кредит и толькотогдаидти учится. И если я пойду учится (учеба, кстати, платная, конечно же), то мы дольше будем выплачивать кредит и соответственно заплатим банку больше процентов. Я посчитала, что по моему плану кредит мы будем платить всего на пол года дольше, а переплатим 3 тыс руб. То есть эти 1 тыс в год на мою учебу погоды не сделают. Как мне его убедить? Или я не права? Или он? Просто мои планы таковы: год поработать, накопить на год учебы, и поступить. Таким образом, к моменту когда мы закроем ипотекуя проучусь 3 курса! Это же прекрасно. Мне, кстати, 26 лет сейчас.",,
Family&Relationships,, Как убедить... тут Вам искать подход) Муж с вышкой?,,
Family&Relationships,," Здесь важно в какой сфере вы работаете и какой реальный доход принесет высшее образование. Т.е. если это гос. работа, у Вас с получение вышки тарифы зарплаты изменятся (аргумент для мужа). Так же учеба предполагает общение с большим кругом людей, и кто знает может среди них ваш будущий директор. (аргумент для мужа).., вообще новые знакомства - это всегда новая информация! (аргумент для мужа) И это ОЧЕНЬ ценно. Следующий аргумент - это возраст... То , что вы можете и хотите сейчас в 26 , не равно тому что будет в 29 , а самое главное могут измениться обстоятельства!Ибо как говориться : ""Хочешь рассмешить Бога , расскажи ему о своих планах"". Вообще есть только здесь и сейчас - остальное лишь наши фантазии, поэтому если здесь и сейчас у Вас есть возможности и главное желание - надо действовать!Ведь может высшие силы уже приготовили Вам новое знакомство и новое место работы, и ваше желание учиться тоже не случайно!!! Упустите время - упустите шансы! Подойдите к вопросу с философской точки зрения а не только с материальной!",,
