en,ru
I don't.,Я не.
You don't?,Ты этого не делаешь?
"No,","Нет,"
huh-uh.,ха-ха.
"So, it's not a very valid topic.",Так что это не очень уместная тема.
"No,","Нет,"
it's not.,это не.
Do you have children?,У вас есть дети?
"Uh, yes.","Э-э, да."
Uh-huh.,Угу.
One.,Один.
One.,Один.
Stepdaughter.,Падчерица.
Uh-huh.,Угу.
Ten.,Десять.
Ten.,Десять.
"And, uh, you know how they are at that age, I guess. you having been ten once, yourself.","И, э-э, я думаю, ты знаешь, какими они бывают в этом возрасте. тебе самому когда-то было десять."
Yeah.,Да.
Once upon a time I was.,Когда-то давным-давно я был таким.
"Well, I have two dogs,","Ну, у меня есть две собаки,"
those are my kids.,это мои дети.
"Oh, we have one.","О, у нас есть один."
What kind is it?,Что это за вид?
A Keeshonden.,Кишонден.
"Oh, really.","О, действительно."
"Yeah,","Да,"
Uh-huh .,Угу.
fuzzy little thing.,пушистая маленькая штучка.
A what?,Что?
A fuzzy little dog.,Маленькая пушистая собачка.
"Yeah,","Да,"
"yeah,","да,"
they're cute.,они милые.
"Rather, rather odd personality,","Скорее, довольно странная личность,"
"he, he's fun.","он, он веселый."
Uh-huh.,Угу.
"Anyway, uh, time we spend with our children.","В любом случае, э-э, время, которое мы проводим с нашими детьми."
Uh-huh.,Угу.
It seems almost as though children hate it.,"Кажется, что дети почти ненавидят это."
Do they?,Так ли это?
Yes.,Да.
"Time spent with Mom and Dad is, uh, next, is probably one of the worst punishments spent on earth to them.","Время, проведенное с мамой и папой, - это, э-э, следующее, вероятно, одно из худших наказаний для них на земле."
"Yeah,","Да,"
especially when they get like into the teenage stage.,особенно когда они вступают в подростковую стадию.
Yeah.,Да.
I guess.,Я думаю.
"Yeah,","Да,"
I remember when I was that age.,"Я помню, когда я был в таком возрасте."
"They, you know,","Они, ты знаешь,"
parents are a curse that they just have to live with.,"родители - это проклятие, с которым им просто приходится жить."
Uh-huh.,Угу.
"So, it, it's interesting.","Итак, это, это интересно."
Yeah.,Да.
"But we do spend time driving in the mountains,","Но мы действительно проводим время за рулем в горах,"
and ...,и...
Uh-huh.,Угу.
"Oh, how nice,","О, как мило,"
I would love to live up there.,"Я бы с удовольствием жил там, наверху."
Well.,Хорошо.
Do you work for T I?,Вы работаете на T I?
"Uh-huh,","Ага,"
uh-huh.,угу.
You're working then?,"Значит, ты работаешь?"
Yeah.,Да.
With every passing day we wonder if we will be.,"С каждым проходящим днем мы задаемся вопросом, будем ли мы такими."
That's what I heard.,"Это то, что я слышал."
"like running I've always thought about maybe transferring up there,","например, бегать, я всегда думал о том, чтобы, возможно, перевестись туда,"
"and I thought if I do that, I might not have a job","и я подумал, что если я это сделаю, то, возможно, у меня не будет работы"
so,так
"It's, it's better to be employed.",Это... лучше быть нанятым.
Uh-huh.,Угу.
Uh-huh.,Угу.
Especially these days where there is not a job right around the corner.,"Особенно в наши дни, когда работа не за горами."
Uh-huh.,Угу.
I know it.,Я знаю это.
And that creates family tensions.,И это создает напряженность в семье.
Yeah.,Да.
"Yeah,","Да,"
I'm sure it does.,"Я уверен, что это так."
"So, you only have the, you only have the stepdaughter at home?","Значит, у тебя дома только... у тебя дома только падчерица?"
Yes.,Да.
You all don't have any other children around there?,У вас у всех там поблизости нет других детей?
"No,","Нет,"
no.,нет.
"I don't have any, children.","У меня их нет, дети."
Uh-huh.,Угу.
"So, how does she feel about going out and doing stuff with you all.","Итак, как она относится к тому, чтобы пойти куда-нибудь и заняться чем-нибудь со всеми вами?"
"Uh, well it varies what it is, of course,","Э-э, ну, конечно, это зависит от того, что это такое,"
"but usually, Mom and Dad are a curse.",но обычно мама и папа - это проклятие.
"Uh-huh,","Ага,"
uh-huh.,угу.
"You know, they, they'd much rather be with friends,","Ты знаешь, они, они бы предпочли быть с друзьями,"
"Oh, yeah .","О, да."
"friends are cool, parents aren't.","друзья - это круто, родители - нет."
"No,","Нет,"
huh-uh.,ха-ха.
"Well, I remember,","Что ж, я помню,"
"well I'm sure part of it is a male, female thing, you know,","ну, я уверен, что отчасти это мужская и женская черта, вы знаете,"
Uh-huh.,Угу.
"I, I remember whenever I was growing up, often times spent with my Dad was, oh, just wonderful, you know, go, go hunting, or go to the races, or, or, oh, any number of things.","Я, я помню, когда я рос, часто время, проведенное с моим отцом, было, о, просто замечательным, вы знаете, пойти, поохотиться, или сходить на скачки, или, или, о, еще много чего."
Uh-huh.,Угу.
Uh-huh.,Угу.
Uh-huh.,Угу.
"And we'd have, um, great times,","И мы бы, эм, отлично провели время,"
"Oh, yeah.","О, да."
and it seems that well now the bank's not available.,"и, похоже, что сейчас банк недоступен."
Yeah.,Да.
Um. Uh-huh.,Хм. Угу.
"And, entirely too much time is spent,","И тратится совершенно слишком много времени,"
"my wife and I were wondering what if,","мы с женой задавались вопросом, что, если,"
"and, and what if's always rough.","и, и что, если это всегда тяжело."
"Oh, yeah.","О, да."
Yeah.,Да.
"But, you know, we do have our trips","Но, ты знаешь, у нас действительно есть свои поездки"
and we do have our fun,и мы действительно веселимся
"and, I don't know, little girls aren't interested in lot of the same things little boys are or were.","и, я не знаю, маленьких девочек не интересует многое из того, что есть или было у маленьких мальчиков."
Uh-huh.,Угу.
Like fishing and ...,Люблю рыбалку и ...
"Hunting and, and, Looking for arrowheads, and ...","Охотился и, и, искал наконечники для стрел, и ..."
Yeah.,Да.
My husband will say that he'd like to have a little boy to take hunting and fishing,"Мой муж скажет, что хотел бы иметь маленького мальчика, которого можно было бы брать с собой на охоту и рыбалку"
"and I said, well, you can take a little girl hunting and fishing just as easily.","и я сказал, что ж, ты можешь так же легко взять маленькую девочку на охоту и рыбалку."
"Uh, but they don't like it.","Э-э, но им это не нравится."
That's probably right.,"Наверное, это правильно."
"There, there, there is a difference there.","Там, там, там есть разница."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And, and ...","И, и..."
"No,","Нет,"
if my Dad had done that when I was a kid I probably wouldn't have liked it.,"если бы мой отец сделал это, когда я был ребенком, мне, вероятно, это бы не понравилось."
"I go now, with my husband.","Я ухожу сейчас, со своим мужем."
"And, I enjoy it,","И мне это нравится,"
but ...,но...
"Well, girls at that age, Video games, boys and malls.","Ну, девочки в этом возрасте, видеоигры, мальчики и торговые центры."
Uh-huh.,Угу.
"Yeah,","Да,"
yeah.,да.
"Not necessarily in that order, and friends of course.","Не обязательно в таком порядке, и друзья, конечно."
Uh-huh.,Угу.
"And, that's a little tough for fathers.",И это немного тяжело для отцов.
Uh-huh.,Угу.
I imagine.,Я представляю.
"Fathers don't even like malls,","Отцам даже не нравятся торговые центры,"
they despise shopping.,они презирают шопинг.
Uh.,Ух.
"So, is that quality time?","Итак, это качественное время?"
"Huh,","Ха,"
"no,","нет,"
I think not.,"Я думаю, что нет."
"Yeah,","Да,"
"if,","если,"
but there is camping,но есть кемпинг
and we both enjoy that.,и нам обоим это нравится.
"Uh-huh,","Ага,"
she likes to do that?,ей нравится это делать?
"Somewhat, yeah,","В какой-то степени, да,"
yeah .,да.
Yeah,Да
", yeah.",", да."
"Well, that's good.","Что ж, это хорошо."
Getting up in the mountains and getting away from it all,Подниматься в горы и убегать от всего этого
"and, that's somewhat fun.",и это в какой-то степени забавно.
Uh-huh.,Угу.
Uh-huh.,Угу.
She ...,Она...
"It's ,","Это ,"
Huh?,А?
so what do you think about child rearing?,"итак, что вы думаете о воспитании детей?"
"Is,","Является,"
"how, how would you spend time with kids?","как, как бы вы проводили время с детьми?"
"Probably doing outdoorsie stuff, and keeping, trying to keep them away from the T V, I guess And, McDonald's","Наверное, занимаются чем-то на свежем воздухе и держат, стараются держать их подальше от телевизора, я думаю, и от Макдональдса"
"Oh, yeah.","О, да."
"I, I always said that if I had a kid they wouldn't know what McDonald's is.","Я, я всегда говорила, что если бы у меня был ребенок, он бы не знал, что такое McDonald's."
"Yeah,","Да,"
but,но
"But , they learn from their friends,","Но они учатся у своих друзей,"
don't they?,не так ли?
"Well, yeah,","Ну, да,"
and amazingly a lot of times it's real easy.,"и удивительно, но во многих случаях это действительно легко."
Uh-huh.,Угу.
"You know, a lot of times, whenever we head out of town on a trip or something, it's real easy to swing in there for breakfast.","Знаешь, часто, когда мы отправляемся за город в путешествие или что-то в этом роде, очень легко заскочить туда позавтракать."
Uh-huh.,Угу.
Yeah.,Да.
Breakfast and run.,Позавтракай и беги.
Yeah.,Да.
"And breakfast is a kind of a funny meal anyway,","И завтрак в любом случае довольно забавное блюдо,"
Yeah.,Да.
It is.,Это.
"and, uh, kids eat funny.","и, э-э, дети едят забавно."
"This lady in our bass club, we had a tournament yesterday","Эта дама из нашего басового клуба, вчера у нас был турнир"
"and she was talking about her daughter, said, one week her daughter will, uh, be on a no meat kick,","и она говорила о своей дочери, сказала, что через неделю ее дочь, э-э, будет на диете без мяса.,"
"and one week she'll eat nothing but Twix candy bars, you know,","и одну неделю она не будет есть ничего, кроме шоколадных батончиков Twix, ты же знаешь,"
she just eats weird.,она просто странно ест.
And little girls are worse about it than little boys.,"И маленькие девочки относятся к этому хуже, чем маленькие мальчики."
"Yeah,","Да,"
yeah.,да.
They ...,Они...
They're always wanting to go on a diet or something.,Они всегда хотят сесть на диету или что-то в этом роде.
"Or, or something, yeah.","Или, или что-то в этом роде, да."
Uh-huh.,Угу.
"Go on a diet or they, they have a, well,","Сесть на диету или они, у них есть, ну,"
"to some extent the public schools, or the schools in general, influence them, the eating meat kick.","в какой-то степени государственные школы или школы в целом влияют на них, на употребление мяса в пищу."
Uh-huh.,Угу.
Uh-huh.,Угу.
Yeah.,Да.
"You know, like it's really morally wrong to eat meat or something, I, I'm not sure.","Вы знаете, как будто это действительно морально неправильно - есть мясо или что-то в этом роде, я, я не уверена."
Uh-huh.,Угу.
"Of course, that's not the way I was raised, being raised in West Texas.","Конечно, меня воспитывали не так, я вырос в Западном Техасе."
Yeah.,Да.
"Oh, is that where you're from?","О, так вот откуда ты родом?"
"Oh, yeah.","О, да."
Uh-huh.,Угу.
"Born in Denton, raised in Lubbock.","Родился в Дентоне, вырос в Лаббоке."
Oh. Um.,О. Эм.
"So, I understand about bass.","Итак, я понимаю насчет баса."
Yeah,Да
Huh.,Хм.
"But it, but it is interesting,","Но это, но это интересно,"
Uh-huh.,Угу.
"I, I will tell you,","Я, я скажу тебе,"
yeah.,да.
"Every person out there should have kids, at least once or, or have some they can borrow for a time, because everyone needs some torture in their lives.","У каждого человека должны быть дети, хотя бы раз или, или иметь кого-то, кого они могли бы одолжить на время, потому что каждому нужна какая-то пытка в его жизни."
That's the kind I like.,"Это то, что мне нравится."
My Mother used to put that curse on my sister.,Моя мать накладывала это проклятие на мою сестру.
I hope you have kids just like yourself.,"Я надеюсь, что у тебя есть дети, такие же, как ты сам."
"And, my Grandmother must have put that on my Dad because he got my sister,","И моя бабушка, должно быть, возложила это на моего отца, потому что он заполучил мою сестру,"
she's just like him.,"она такая же, как он."
"Uh. But, Jenny is a sweet kid.",Ух. Но Дженни - милый ребенок.
"Yeah,","Да,"
I'm sure she is.,"Я уверен, что это так."
"And, yeah,","И, да,"
"we do do things,","мы действительно что-то делаем,"
Yeah.,Да.
"and, it, it's funny,","и это, это забавно,"
"it's almost like a lot of things that were available to us as children, to go do,","это почти похоже на многое из того, что было доступно нам в детстве, чтобы пойти и заняться,"
Uh-huh.,Угу.
Uh-huh.,Угу.
The money's not available.,Денег нет в наличии.
"Uh-huh,","Ага,"
"I know,","Я знаю,"
I don't know how people can afford kids.,"Я не знаю, как люди могут позволить себе детей."
I mean ...,Я имею в виду...
"You know , we were talking about how much it cost to go to Disney Land.","Вы знаете, мы говорили о том, сколько стоит поездка в Диснейленд."
Uh-huh.,Угу.
Golly!,Боже мой!
"A couple,","Пара,"
three hundred dollars.,триста долларов.
"Oh, yeah.","О, да."
"You know, for just, for just a day, not you know, a day or two, not including lodging and food and all that.","Вы знаете, всего на один день, не знаете, на день или два, не включая проживание, еду и все такое."
"Uh-huh,","Ага,"
uh-huh.,угу.
"It's,","Это,"
I don't see how anyone can afford it.,"Я не понимаю, как кто-то может себе это позволить."
Uh.,Ух.
"And, I understand Six Flags is real expensive now.","И, я понимаю, Six Flags сейчас очень дороги."
"It's, uh,","Это, э-э,"
I heard it's twenty bucks a whack.,"Я слышал, это по двадцать баксов за штуку."
For adults.,Для взрослых.
"Oh, yeah.","О, да."
Yeah.,Да.
That is awful high.,Это ужасно высоко.
"Oh, well ...",Ну что ж...
Twenty bucks a whack now.,Теперь по двадцать баксов за штуку.
"Yeah,","Да,"
or twenty-one.,или двадцать один.
"But, at least once you pay your way in there,  at Six Flags ...","Но, по крайней мере, один раз вы оплатите свой путь туда, в Six Flags..."
"Yeah,","Да,"
yeah .,да.
"yeah,","да,"
everything's free except for the food.,"все бесплатно, за исключением еды."
"Yeah,","Да,"
"yeah,","да,"
food and junk to carry out.,еду и мусор нужно выносить.
"So that's, that's not as bad.","Так что это, это не так уж плохо."
Yeah.,Да.
Yeah.,Да.
"But, golly!","Но, боже мой!"
"You know, Disney World or Disney Land.","Ну, знаете, ""Диснейленд"" или ""Диснейленд Ленд""."
Uh-huh.,Угу.
"Well, our problem is that, you know, a trip to Six Flags or Disney World or, uh, Disney Land, or God forbid, Disney World, would take forever.","Ну, наша проблема в том, что, знаете ли, поездка в Six Flags, или Disney World, или, э-э, Disney Land, или, не дай бог, Disney World, заняла бы вечность."
Really.,Действительно.
"Or you'd have to pay air fare,","Или вам пришлось бы оплатить авиабилет,"
Uh-huh.,Угу.
"and, ooh, for a family, you know, for a family it gets pretty expensive pretty quick.","и, о-о, для семьи, вы знаете, для семьи это довольно быстро становится дорогим удовольствием."
"OH, yeah.","О, да."
Rent a car when you get there and all that.,"Арендуй машину, когда доберешься туда, и все такое."
Yeah.,Да.
"That's why I lucked out,","Вот почему мне повезло,"
"my Dad worked for Braniff when I was a kid so we got, you know, our air fare free","мой отец работал на Брэниффа, когда я был ребенком, так что мы, знаете ли, летали бесплатно"
and we got ...,и мы получили...
Why don't you go ahead and start.,Почему бы тебе не пойти дальше и не начать?
"Okay,","Окей,"
"my hobby is, uh, sewing.","мое хобби, э-э, шитье."
"I, I've just, uh, started learning how to sew","Я, я только, э-э, начала учиться шить"
"and, uh, I've taken some classes","и, э-э, я посещал несколько занятий"
"and I've made a few, few garments.","и я сшила несколько, очень мало предметов одежды."
Do you sew at all?,Вы вообще шьете?
"I used to, uh,","Раньше я, э-э-э,"
Did you?,А ты?
"I, I sewed, you know, in high school","Я, я шила, вы знаете, в старших классах"
"and when I went to college I think everything in my closet, I had made.","и когда я поступила в колледж, я думаю, что все, что было в моем шкафу, я сделала сама."
But I haven't sewed since then,Но с тех пор я не шила
and that's been fifteen years.,и это было пятнадцать лет назад.
"So, uh, you know, I didn't have access to a machine the whole time I was in college.","Итак, э-э, вы знаете, у меня не было доступа к компьютеру все время, пока я учился в колледже."
Oh.,Ой.
"And, uh, my sister sewed","И, э-э, моя сестра шила"
and she needed the money so I would pay her,"и ей нужны были деньги, чтобы я заплатил ей"
and she'd make my clothes,и она шила бы мне одежду
Oh.,Ой.
"And, uh, and then just in the last, you know, ten or I just haven't sewn anything.","И, э-э, и потом, только за последние, знаете, десять или я просто ничего не сшила."
"I would love to, I would like to get back to it.","Я бы с удовольствием, я бы хотел вернуться к этому."
"Yeah,","Да,"
uh-huh.,угу.
"Uh, clothes are getting so expensive now in, in the stores","Э-э, одежда сейчас становится такой дорогой в магазинах"
"and the, the quality is, is sometimes so poor that, uh, it, it really is worth while to sew.","и качество иногда настолько низкое, что, э-э, это действительно стоит того, чтобы пошить."
Yeah.,Да.
"It is, you know, an even back then,","Это, знаете ли, квитанция в те времена,"
"I remember you could make something for, you know, half what it cost to buy","Я помню, ты мог бы сделать что-нибудь, ну, знаешь, за половину того, что стоило купить"
"and, of course, the quality was just exceptional.","и, конечно же, качество было просто исключительным."
"Right an,","Прямо сейчас,"
"Uh, now it's a little more expensive to make it, because, you know, you start paying the price for the patterns and the material,","Э-э, теперь его изготовление обходится немного дороже, потому что, знаете ли, вы начинаете платить цену за выкройки и материал,"
Yeah.,Да.
but it's still such better quality that I think it's worth it.,"но это все равно настолько лучшее качество, что я думаю, оно того стоит."
"It certainly is,","Это, безусловно, так,"
"and the patterns have gone up tremendously, too, the prices for them, you used to could get, you know, a pattern for two or three dollars, now, they're like, you know, five, six, seven, eight.","и модели тоже сильно подорожали, цены на них, раньше вы могли купить, знаете ли, модель за два или три доллара, теперь они стоят, знаете ли, пять, шесть, семь, восемь."
You're kidding me.,Ты издеваешься надо мной.
"Oh, no,","О, нет,"
I'm not.,Я не.
See I can remember paying seventy-five cents for a pattern,"Видите ли, я помню, как заплатил семьдесят пять центов за выкройку"
"Huh-uh,","Ха-а-а,"
"no,","нет,"
"the, the cheapest ones now are like maybe, uh, four or five dollars, six, seven","самые дешевые сейчас стоят, может быть, четыре или пять долларов, шесть, семь"
Uh-huh.,Угу.
"and then you get into the Vogues,","а потом ты попадаешь в моду,"
"they get up into twelve and fifteen and, on like that.",они встают в двенадцать и пятнадцать и так далее.
Good night.,Спокойной ночи.
"Well do you have kids and a husband,","Ну, у тебя есть дети и муж,"
are you sewing for a whole family,вы шьете для всей семьи
"or,","или,"
"Uh, right now I'm just sewing for myself.","Э-э, прямо сейчас я просто шью для себя."
"I, I do have two daughters that, you know, out, they're, they're grown now though.","У меня, у меня действительно есть две дочери, которые, знаете ли, вышли, хотя сейчас они уже взрослые."
"I wish that I had started sewing, you know, when they were younger.","Знаете, я жалею, что не начала шить, когда они были моложе."
Uh-huh.,Угу.
"And, uh, it would have helped me out tremendously","И, э-э, это бы мне чрезвычайно помогло"
"But, um, oh, I guess, I, I just, you know, I always, I have always tried to sew","Но, эм, о, я думаю, я, я просто, ты знаешь, я всегда, я всегда пыталась шить"
"and, uh, I didn't like the way it looked so I'd never wear anything.","и, э-э, мне не понравилось, как это выглядело, поэтому я бы никогда ничего не надела."
Yeah.,Да.
"But now I, I have bought some, uh, new, sewing equipment.","Но теперь я, я купила кое-какое, э-э, новое швейное оборудование."
I bought the Singer machine,Я купил машину Singer
"and, uh, it really makes it look professional","и, э-э, это действительно придает ему профессиональный вид"
Uh-huh.,Угу.
"and I've taken some classes here in, in, uh, Dallas.","и я брал несколько уроков здесь, в, э-э, Далласе."
Well and that always is helpful for starters.,"Ну, и это всегда полезно для начала."
Yeah.,Да.
You know you have to have something that kind of gets you on the right track of where you're going.,"Вы знаете, что у вас должно быть что-то, что поможет вам встать на правильный путь того, куда вы идете."
Right.,Верно.
I know a lot of people where I work make their clothes.,"Я знаю многих людей, у которых я работаю, которые шьют свою одежду."
"It's just, there's just so many people sewing now days.",Просто сейчас так много людей шьют.
That's true.,Это правда.
Uh-huh.,Угу.
Well do you do anything,"Ну, ты что-нибудь делаешь"
do you knit or crochet like for sweaters or anything like that?,"вы вяжете или вязание крючком, как для свитеров или чего-нибудь в этом роде?"
"No,","Нет,"
I'm not that talented.,Я не настолько талантлив.
"see, I'm I've not ever been a real craft type person.","видишь ли, я... я никогда не был настоящим мастером своего дела."
"I have a sister-in-law that, I mean, if it can be done with your hands, she does it.","У меня есть невестка, которая, я имею в виду, если это можно сделать твоими руками, она это делает."
She makes things for the kids for Christmas and nephews and nieces,"Она готовит подарки для детей на Рождество, а также для племянников и племянниц"
and I look at them,и я смотрю на них
"and I think, God, you know, I, I should be able to do things like this","и я думаю, Боже, ты знаешь, я, я должен быть в состоянии делать такие вещи, как это"
Right.,Верно.
"I have a sister that can, can, uh, crochet real well, or, or knit, I, I guess I mean knit.","У меня есть сестра, которая умеет, э-э, очень хорошо вязать крючком, или, или вязать, я, наверное, имею в виду вязать спицами."
Yeah.,Да.
"And she knits things like hats, and, uh, sweaters, an, you know .","И она вяжет такие вещи, как шляпы, и, э-э, свитера, ну, вы знаете."
Yeah.,Да.
"Well, when my sister, oh, when my sister had her first, uh, child, my niece, and this is, we're talking fifteen years ago. I was, it was my last year of college,","Ну, когда моя сестра, о, когда у моей сестры родился ее первый, э-э, ребенок, моя племянница, и это, мы говорим, пятнадцать лет назад. Я был, это был мой последний год в колледже,"
Uh-huh.,Угу.
Uh-huh.,Угу.
and I asked my roommate if she would teach me how to crochet granny squares.,"и я спросила свою соседку по комнате, не научит ли она меня вязать крючком бабушкины квадраты."
"So she did,","Так она и сделала,"
"and I crocheted a blanket for my sister's baby,","и я связала крючком одеяльце для ребенка моей сестры,"
Oh.,Ой.
and I started crocheting a king size bedspread for a guy that I was dating at the time.,"и я начала вязать крючком покрывало королевских размеров для парня, с которым я встречалась в то время."
Uh-huh.,Угу.
"And when we broke things off,","И когда мы все порвали,"
actually we were supposed to get married when I got out of college.,"вообще-то мы должны были пожениться, когда я закончу колледж."
"So when we broke things off, I quit crocheting it","Поэтому, когда мы расстались, я перестала вязать его крючком"
"and I've never picked up a needle since then,","и с тех пор я ни разу не брал в руки иголку,"
"in fact, I think it's still sitting in the top of the closet","на самом деле, я думаю, что он все еще лежит на самом верху шкафа"
"Oh, my goodness.","О, боже мой."
One of these days I keep thinking I'm going to finish it because it would make a really pretty bedspread,"В один прекрасный день я продолжаю думать, что закончу его, потому что из него получилось бы действительно красивое покрывало на кровать"
"But,","Но,"
"Yeah,","Да,"
"now, now they have the, uh, knitting machines that will do it for you.","теперь, теперь у них есть, э-э, вязальные машины, которые сделают это за вас."
Fast,Быстро
"My problem, I guess is time, you know,","Моя проблема, я думаю, во времени, ты знаешь,"
"I, I talk to my husband,","Я, я разговариваю со своим мужем,"
"we kind of planning for the time eventually when, you know, maybe I can quit work, while my kids, because, I, my kids are young.","мы вроде как планируем то время, когда, в конце концов, вы знаете, может быть, я смогу уволиться с работы, пока мои дети, потому что я, мои дети молоды."
I have a three and a half and a two year old.,У меня есть трех с половиной и двухлетний дети.
Um.,Хм.
And he says,И он говорит
"but Bev, I think you'll be so bored, because, you know, all you've ever done is work.","но Бев, я думаю, тебе будет так скучно, потому что, знаешь, все, чем ты когда-либо занималась, - это работа."
"And I said, but there's so many things I want to do,","И я сказал, но есть так много вещей, которые я хочу сделать,"
"I'd like to start sewing again,","Я бы хотела снова начать шить,"
"I'd like to learn how to do this cross stitch and these, you know, knit these things","Я бы хотела научиться вышивать крестиком и эти, ну, вы знаете, вязать эти штуки"
and I think that would be fascinating.,"и я думаю, что это было бы увлекательно."
He kind of laughs,Он вроде как смеется
"Are you familiar with what a Serger is, uh, the Serger Sewing Machine?","Вы знакомы с тем, что такое Serger, э-э, швейная машина Serger?"
I don't think so.,Я так не думаю.
"Well you know, in, when we used to sew, we'd sew the seam","Ну, вы знаете, в, когда мы привыкли шить, мы зашивали шов"
"and then we'd finish the edges,","а потом мы заканчивали с краями,"
Sure.,Конечно.
"and we, we would, uh, trim the seams and finish the edges.","и мы, мы бы, э-э, подровняли швы и отделали края."
Uh-huh.,Угу.
"Well, this machine does it all in one step.","Что ж, эта машина делает все это за один шаг."
"You're kidding,","Ты шутишь,"
"so like as you're sewing the seam, it's finishing off the inside edge.","таким образом, как будто вы зашиваете шов, он завершает внутренний край."
"Right,","Правильно,"
"and it's cutting off the, uh,","и это отсекает, э-э-э,"
"the, there, there are two knives","там, там есть два ножа"
"and it cuts off the, uh, you know excess seam allowance.","и это срезает, ну, вы знаете, лишний припуск на шов."
Well that takes all the work out of it.,"Что ж, это отнимает у него всю работу."
Right.,Верно.
"And, uh, it, it really makes it look professional.","И, э-э, это, это действительно придает этому профессиональный вид."
"Well, how neat.","Ну, как аккуратно."
"Especially, on, you know, I mean from the inside, you know how you look under, under something that you've made","Особенно, знаете, я имею в виду изнутри, вы знаете, как вы выглядите под чем-то, что вы создали"
"and it doesn't really,","и на самом деле это не имеет значения,"
Uh-huh.,Угу.
"But, uh, the Serger really makes it look professional.","Но, э-э, Серджер действительно придает этому профессиональный вид."
Well that's neat.,"Что ж, это здорово."
They're pretty expensive.,Они довольно дорогие.
"I like,","Мне нравится,"
"I paid like about eight hundred dollars for mine,","Я заплатил за свой около восьмисот долларов,"
"For the machine,","Для машины,"
Uh-huh.,Угу.
Yeah.,Да.
"So, since I bought it and paid that much for it, I guess I'd might as well get some use out of it.","Итак, раз уж я купил его и заплатил за него столько, думаю, я мог бы извлечь из него хоть какую-то пользу."
You have to learn how to do it.,Вы должны научиться это делать.
That's right.,Верно.
"Yes,","Да,"
I'm going to have to do it.,Я собираюсь сделать это.
"Otherwise, they hold it over your head forever, right","В противном случае они вечно будут держать это у тебя над головой, верно"
Right.,Верно.
Now I bought you that machine,Теперь я купил тебе эту машину
Well that sounds really good.,"Что ж, это звучит действительно хорошо."
Yeah.,Да.
Do you paint or anything like that?,Вы рисуете или что-нибудь в этом роде?
No.,Нет.
Never.,Никогда.
"No,","Нет,"
"I, I play the piano.","Я, я играю на пианино."
"Oh, so do I.","О, я тоже так думаю."
"Oh, you do.","О, ты это делаешь."
"well I have one here,","что ж, у меня здесь есть один,"
"it's the one that I grew up with,","это тот, с кем я вырос,"
Uh-huh.,Угу.
"and my folks gave it to me,","и мои родители подарили его мне,"
"and, uh, a couple years ago when they, they sail,","и, э-э, пару лет назад, когда они, они отплыли,"
and so they sold their home,и вот они продали свой дом
"and they, they've been sailing,","и они, они плыли под парусом,"
"and, uh, so it's here","и, э-э, итак, это здесь"
"but I haven't touched one like since college, so I kind of am picking it all out again and trying to remember how to do it again.","но я не прикасался ни к чему подобному со времен колледжа, так что я как бы перебираю все это заново и пытаюсь вспомнить, как это сделать снова."
"And of course, my kids jump in the middle of it and want to pound on it","И, конечно, мои дети прыгают в самую гущу событий и хотят постучать по ним"
"and I'd love to teach them to play, too.",и я бы тоже с удовольствием научил их играть.
Yeah.,Да.
"So, I'm not great,","Итак, я не великий,"
but I remember it.,но я помню это.
"Uh-huh,","Ага,"
well I'm not that great either.,"ну, я тоже не настолько хорош."
I used to be a lot better than I am now.,"Раньше я был намного лучше, чем сейчас."
"I, I have played for, uh, the church choir,","Я, я играл в... э-э-э... церковном хоре,"
"and, uh, I played for the choral club in high school","и, э-э, я играл в хоровом клубе в старшей школе"
Yeah.,Да.
"and, but, I, you know, I don't practice a lot anymore,","и, но, я, ты знаешь, я больше не много тренируюсь,"
"and, uh, you know, you get rusty.","и, э-э, ты знаешь, ты начинаешь раздражаться."
"You really,","Ты действительно,"
"You do,","Вы делаете,"
you do.,ты делаешь.
"I never thought I would get rusty,","Я никогда не думал, что стану ржавым,"
but I'm rusty now.,но теперь я заржавел.
"Well, I, I figure it takes practice","Ну, я, я полагаю, что для этого нужна практика"
"and I, I don't, I say I don't have the time,","и я, я не, я говорю, что у меня нет времени,"
that's not true.,это неправда.
Uh-huh.,Угу.
"By the time I put my kids in bed at night, I don't want to do anything.","К тому времени, как я вечером укладываю своих детей спать, мне уже ничего не хочется делать."
Yeah.,Да.
"I, you know, I've worked all day","Я, ты знаешь, я работал весь день"
and I come home,и я возвращаюсь домой
"and I do that,","и я делаю это,"
"I, and, you know, even hobbies and crafts and sewing things like that, I, I think gee, I could do this or that,","Я, и, вы знаете, даже хобби, рукоделие и шитье подобных вещей, я, я думаю, блин, я могла бы сделать то или это,"
I have an hour here.,У меня здесь есть час.
Uh-huh.,Угу.
"I don't want to do them sometimes,","Иногда я не хочу их делать,"
I'm too tired.,Я слишком устал.
"Yeah,","Да,"
right.,верно.
"So, I try to save that for the weekend.",Так что я стараюсь приберечь это на выходные.
I need to get better at it though,Хотя мне нужно стать в этом лучше
"Well, sewing does take up, take an awful lot of time, takes an awful lot of time.","Что ж, шитье действительно отнимает, отнимает ужасно много времени, отнимает ужасно много времени."
Now the part about sewing that I never liked was laying out the material and the pattern and cutting it out.,"Теперь та часть шитья, которая мне никогда не нравилась, заключалась в том, чтобы разложить материал, выкройку и вырезать ее."
