en,ru
Huh-uh.,Ха-ха.
"And then I did some very mild, say, light weight lifting.","А потом я сделал несколько очень легких упражнений, скажем, поднятие легкого веса."
"Nothing,","Ничего,"
"I'm not trying to make big bulging muscles, just trying to try and stay as firm as I can stay in my old age","Я не пытаюсь нарастить большие выпуклые мышцы, просто пытаюсь оставаться настолько упругим, насколько это возможно в моем преклонном возрасте"
Huh-uh.,Ха-ха.
Yeah,Да
"Um, right now, um, I try when it's nice out,","Эм, прямо сейчас, эм, я стараюсь, когда на улице хорошо,"
"it's been raining a lot this spring,","этой весной было много дождей,"
"but I try to, uh,","но я стараюсь, э-э,"
I have a bicycle,У меня есть велосипед
and I like to cycle a lot.,и мне очень нравится кататься на велосипеде.
"And, uh, my husband and I, we have entered a few rallies, that's pretty popular in Texas,","И, э-э, мы с мужем приняли участие в нескольких митингах, которые довольно популярны в Техасе,"
"I don't know, if it's up north,","Я не знаю, находится ли это на севере,"
Huh-uh.,Ха-ха.
but every weekend a small town will sponsor a rally,но каждые выходные маленький городок будет спонсировать митинг
"and thousands of people come with their bikes and ride over hilly terrain for thirty or forty miles, which that's a lot of fun.","и тысячи людей приезжают на своих велосипедах и проезжают по холмистой местности тридцать или сорок миль, что очень весело."
Huh-uh.,Ха-ха.
"Um, so we try to ride during the week to try and stay in shape for that.","Итак, мы стараемся кататься в течение недели, чтобы оставаться в форме для этого."
"And, um, T I, where I work has, uh, a fitness center","И, эм, там, где я работаю, есть, эм, фитнес-центр"
"so a lot of time after work or maybe on the weekends, we'd go over there and lift weights and do the tread mill,","поэтому часто после работы или, может быть, по выходным мы ходили туда, поднимали тяжести и занимались на беговой дорожке,"
"and, um, they have stair masters and all kinds of new machine, that are fun to ride and workout on.","и, гм, у них есть мастера по лестницам и всевозможные новые тренажеры, на которых весело кататься и тренироваться."
"So I try to,","Поэтому я стараюсь,"
I'm trying to stay in shape on a regular basis.,Я стараюсь регулярно оставаться в форме.
"I used to, uh, get into it and get out of it based on my schedule,","Раньше я, э-э, влезал в это и выходил из этого, основываясь на своем расписании,"
"so I'm trying to stay in shape on a regular basis now,","так что теперь я стараюсь регулярно поддерживать форму,"
but it's a big commitment.,но это большое обязательство.
We don't have any kids yet,У нас пока нет детей
"so, that's a lot of, part of it.","так что, это многое, часть этого."
Yeah.,Да.
That's a plus.,Это плюс.
"Oh, I have a total of five children.","О, у меня в общей сложности пятеро детей."
I have three left living at home.,У меня дома осталось трое детей.
Huh-uh.,Ха-ха.
"And they do take up a big part of my, uh, my evening and weekend.","И они действительно занимают большую часть моего, э-э, вечера и выходных."
Yeah.,Да.
"And it's tough being a parent and doing all the things that you should do for yourself, too.","И это тяжело - быть родителем и делать все то, что ты тоже должен делать для себя."
Yeah.,Да.
It's something they don't tell you about when you're growing up.,"Это то, о чем тебе не рассказывают, когда ты растешь."
"Yes,","Да,"
when you become a parent most of your life is going to be dedicated to your children.,"когда вы станете родителем, большая часть вашей жизни будет посвящена вашим детям."
Huh-uh,Ха-а-а
"That's why, they, uh, really stress, at T I, they really stress, staying in shape, like stay in fit, overall fitness, you know, no smoking and all that.","Вот почему они, э-э, действительно подчеркивают, по крайней мере, они действительно подчеркивают, что нужно оставаться в форме, например, поддерживать себя в форме в целом, вы знаете, не курить и все такое."
"But it's hard to find, uh, an actual exercise regimen that work, for you, you know, because like I know a lot of people that cycle, they take their kids behind them on the bikes","Но трудно найти, э-э, реальный режим упражнений, который сработал бы для вас, вы знаете, потому что, как я знаю многих людей, которые катаются на велосипеде, они возят своих детей позади себя на велосипедах"
and I don't know if that would work for me because I don't know I wouldn't want to pull a kid over hilly terrain.,"и я не знаю, сработало бы это для меня, потому что я не уверен, что не хотел бы тащить ребенка по холмистой местности."
"But it's really hard to find something that works, and, you know, to find time to do it and stay committed to it like three days a week or whatever.","Но действительно трудно найти что-то, что работает, и, знаете, найти время для этого и оставаться преданным этому, например, три дня в неделю или что-то еще."
I think maybe walking or running would probably work because it doesn't take much time and much money or whatever.,"Я думаю, что, возможно, ходьба или бег, вероятно, сработали бы, потому что это не требует много времени и денег или чего-то еще."
Yeah.,Да.
Yeah.,Да.
"You have to,","Ты должен,"
what I found from my experience is you have to budget time for yourself.,"что я понял из своего опыта, так это то, что вы должны планировать время для себя."
Huh-uh.,Ха-ха.
"And you can use what ever rationale you want,","И вы можете использовать любое обоснование, какое захотите,"
"but basically, the healthier you stay, the longer you'll live.","но в принципе, чем здоровее вы останетесь, тем дольше проживете."
Right.,Верно.
"And, uh, you know, if I spend a little bit of time each day or a little bit of time every other day doing something for me to make me live longer, well, then I'll around a lot longer,","И, э-э, вы знаете, если я буду тратить немного времени каждый день или немного времени через день, делая что-то для себя, чтобы прожить дольше, что ж, тогда я проживу намного дольше,"
"And those people that I'm taking the ten minutes or twenty minutes away from now, well, you know, get the enjoyment of me, years past where I would have been if I wouldn't have taken it.","И те люди, которых я забираю через десять или двадцать минут, ну, вы знаете, получают от меня удовольствие, годы прошли там, где я был бы, если бы не принял это."
Huh-uh.,Ха-ха.
"If you kind of think of it as a rationale like that, it works out fine.","Если вы как бы думаете об этом как о подобном обосновании, то это прекрасно работает."
Yeah.,Да.
"Um, I've been learning a lot lately about, um,","Эм, в последнее время я многое узнал о, эм,"
"I've been reading a book by Kenneth Cooper,","Я читал книгу Кеннета Купера,"
I don't know if you're familiar with him,"Я не знаю, знакомы ли вы с ним"
Huh-uh.,Ха-ха.
he was the pioneer of aerobics and all of health really.,"он был пионером аэробики и всего, что касается здоровья на самом деле."
"He's, he's, kind of, he's pretty much the innovator of the whole exercise thing.","Он, он, в некотором роде, он в значительной степени новатор во всей этой затее с упражнениями."
"Um, he was talking about the three things you could, that cause aging smoking are inactivity, * mistranscribed? listen","Эм, он говорил о трех вещах, которые вы могли бы, которые вызывают старение, - это бездеятельность, * неправильно переведено? слушать"
"and what was the other one, I think was, yeah, obesity.","и что было еще одним, я думаю, это, да, ожирение."
"If you can control those three areas, then are you going to live longer, you know, cause those are risk factors,","Если вы сможете контролировать эти три области, то проживете ли вы дольше, потому что это факторы риска,"
"so anyway, it's kind of a tip.","так или иначе, это своего рода подсказка."
Yeah.,Да.
"Oh, I've done a lot of study over the years","О, за эти годы я много чему научился"
and I found that probably one of the worst things that anybody can ingest is chlorinated water.,"и я обнаружил, что, вероятно, одна из худших вещей, которые кто-либо может проглотить, - это хлорированная вода."
Really,Действительно
Yeah.,Да.
"Um, the research that I've done","Эм, исследование, которое я провел"
and I've actually been in the drinking watering business since eighty-three.,и вообще-то я занимаюсь поливкой питьевой воды с восемьдесят третьего года.
Huh-uh.,Ха-ха.
"And, it's amazing, that, uh, you know, prior to like nineteen-twenty there were very few heart attacks.","И, это удивительно, что, э-э, вы знаете, примерно до тысяча девятьсот двадцатого года было очень мало сердечных приступов."
Huh-uh.,Ха-ха.
There were none prior to nineteen-hundred.,До тысяча девятьсот девяностого их не было.
"Well, in nineteen-three they started experimenting with chlorinating the water. In nineteen-thirteen most of the major cities,","Ну, в тысяча девятьсот третьем году они начали экспериментировать с хлорированием воды. В тысяча девятьсот тринадцатом году в большинстве крупных городов,"
"and after that we, we started having the hearts attacks","и после этого у нас, у нас начались сердечные приступы"
"and, uh, Dr. Price wrote a book CORONARY, CHOLESTEROL, AND CHLORINE.","и, э-э, доктор Прайс написал книгу ""КОРОНАРНЫЕ ЗАБОЛЕВАНИЯ, ХОЛЕСТЕРИН И ХЛОР""."
You can usually find it in a health food store.,Обычно вы можете найти его в магазине здорового питания.
Huh-uh.,Ха-ха.
"I know they had it in health food stores in Plano,","Я знаю, что они продавали это в магазинах здорового питания в Плано,"
I used live in Plano.,Раньше я жил в Плано.
Dr. Price?,Доктор Прайс?
"Uh, Dr. Price,","Э-э, доктор Прайс,"
yeah.,да.
"And it's amazing,","И это потрясающе,"
"he makes the,","он делает,"
"you know, it's a very small book","вы знаете, это очень маленькая книга"
"and the guys very opinionated,","и ребята очень самоуверенные,"
"um, but he makes a very good case against chlorine.","хм, но он приводит очень веские доводы против хлора."
There were no heart attacks before we started using it,"До того, как мы начали его использовать, сердечных приступов не было"
"and he points out that people in, uh, England","и он указывает на то, что люди в, э-э, Англии"
"and, uh, or even diets that quadrupled the amount of cholesterol that we're ingesting now,","и, э-э, или даже диеты, которые в четыре раза увеличили количество холестерина, который мы потребляем сейчас,"
and they weren't dropping dead of heart attacks.,и они не падали замертво от сердечных приступов.
Yeah.,Да.
"He did some experiments on chickens whose arteries are very similar to ours. And, uh, proved that ingestion of chlorine causes arteriosclerosis, which is the, clogging of the arteries.","Он провел несколько экспериментов на цыплятах, чьи артерии очень похожи на наши. И, э-э, доказано, что прием хлора внутрь вызывает атеросклероз, то есть закупорку артерий."
Huh-uh.,Ха-ха.
Yeah.,Да.
"And, uh, you know, he's,","И, э-э, ты знаешь, он,"
there's been a lot of reports since then.,с тех пор было много сообщений.
"This whole thing about,","Вся эта история о,"
"first it was stress, then it went to cholesterol,","сначала это был стресс, потом дело дошло до холестерина,"
"and now they're saying what's cholesterol,","а теперь они спрашивают, что такое холестерин,"
well there's good cholesterol and there's bad cholesterol.,"что ж, есть хороший холестерин и есть плохой холестерин."
Huh-uh.,Ха-ха.
"You know, it's amazing what he points out in that book","Вы знаете, это удивительно, на что он указывает в этой книге"
"and, in fact, he, everyone there was a toxicologist for the Environmental Protection Agency, who did work back in nineteen eighty-six, who wrote a letter to Dr. Price in nineteen eighty-seven. And in this letter he praised Dr. Price for the work he did back in the sixties on this and said that E P A had been doing experiments on nonhuman primates and proving that ingestion of chlorine causes arteriosclerosis.","и, на самом деле, он, как и все присутствующие, был токсикологом Агентства по охране окружающей среды, который работал еще в тысяча девятьсот восемьдесят шестом, который написал письмо доктору Прайсу в тысяча девятьсот восемьдесят седьмом. И в этом письме он похвалил доктора Прайса за работу, проделанную им в шестидесятых годах по этому вопросу, и сказал, что E P A проводил эксперименты на нечеловеческих приматах и доказал, что прием хлора вызывает атеросклероз."
"And, E P A never published that report.",И E P A никогда не публиковал этот отчет.
And what's the name of this book again?,"И еще раз, как называется эта книга?"
"CORONARY, CHOLESTEROL AND CHLORINE.","КОРОНАРНЫЕ АРТЕРИИ, ХОЛЕСТЕРИН И ХЛОР."
I'll have to remember that.,Я должен буду это запомнить.
Yeah.,Да.
That will be very interesting.,Это будет очень интересно.
My husband wants to go into medical school and be a neurosurgeon,Мой муж хочет поступить в медицинскую школу и стать нейрохирургом
"so, he's really interested in the heart.","итак, он действительно интересуется сердцем."
Yeah.,Да.
"And he's, in fact, he's a, well, heart, too,","И он, на самом деле, у него тоже, ну, сердце,"
"he's, uh, he's done a lot of research on like how your heart reacts to exercise","он, э-э, он провел много исследований, например, о том, как ваше сердце реагирует на физические нагрузки"
"Sorry,","Извините,"
he made me laugh.,он заставил меня рассмеяться.
"Um, so anyway,","Эм, так что в любом случае,"
Yeah.,Да.
"There is, there is a lot of good information out there, uh, about health.","Существует, существует много полезной информации, э-э, о здоровье."
"And a lot of the, a lot of the myths they've been passing around, people are starting to realize aren't true.","И многие, очень многие мифы, которые они распространяли вокруг, люди начинают понимать, что это неправда."
Yeah.,Да.
"I mean, I'm all for having a diet high in fiber and all that, because that's, that's good for you,","Я имею в виду, я полностью за диету с высоким содержанием клетчатки и все такое, потому что это полезно для вас,"
Huh-uh.,Ха-ха.
"uh, but to believe some of the things,","э-э, но верить в некоторые вещи,"
"you know, and I don't think anybody should be going out there and eating a high fat diet,","вы знаете, и я не думаю, что кто-то должен выходить на улицу и придерживаться диеты с высоким содержанием жиров,"
"but to think that solely, alone is going to cause something like arteriosclerosis is, is just hard to believe.","но думать, что только это может вызвать что-то вроде атеросклероза, просто трудно поверить."
If you get a chance read Dr. Cooper's book on controlling cholesterol.,"Если у вас будет возможность, прочтите книгу доктора Купера о контроле уровня холестерина."
Huh-uh.,Ха-ха.
"That's a real good,","Это действительно хорошо,"
"um, he talks about that.","эм, он говорит об этом."
Talks about high risk factors and heart disease and all that.,"Говорит о факторах высокого риска, сердечных заболеваниях и всем таком."
Yeah.,Да.
I actually eat pretty much anything that I want.,"На самом деле я ем практически все, что захочу."
Huh-uh.,Ха-ха.
"And I've had my cholesterol checked and, uh, a few times","И я проверил свой уровень холестерина и, э-э, несколько раз"
"and I've never been above, like, you know, one-hundred and fifty, never.","и я никогда не был выше, ну, вы знаете, ста пятидесяти, никогда."
Huh-uh.,Ха-ха.
"And, uh, uh, I mean, I,","И, э-э-э, я имею в виду, я,"
You have a good ratio of good to bad. Cholesterol.,У вас хорошее соотношение хорошего к плохому. Холестерин.
"but, I mean, you know, everything is like within five to ten percent and all that kind of thing","но, я имею в виду, вы знаете, все примерно в пределах пяти-десяти процентов и все такое прочее"
"You know, they leave themselves wide open so they can't be sued.","Вы знаете, они оставляют себя широко открытыми, чтобы на них нельзя было подать в суд."
Yeah.,Да.
"But, uh, we've,","Но, э-э, у нас есть,"
"I work at the T I site in Hunt Valley, Maryland.","Я работаю на объекте T I в Хант-Вэлли, штат Мэриленд."
"Oh, really.","О, действительно."
Yeah,Да
and we've had a few of the health fairs up here,и у нас здесь было несколько ярмарок здоровья
"and, um, you know, I've always come out aces.","и, эм, ты знаешь, у меня всегда получались тузы."
That's good.,Это хорошо.
"You know, I'm not really that big on watching what I eat,","Знаешь, на самом деле я не очень-то люблю следить за тем, что я ем,"
"but I do eat, you know, some health cookies that are high in fiber, low in fat and all that kind of stuff.","но я ем, знаете ли, полезное печенье с высоким содержанием клетчатки, низким содержанием жира и все такое прочее."
Yeah.,Да.
"But, I mean as far as really being concerned about ingesting too much chlorine, I'm not, cholesterol, I'm not worried about it.","Но, я имею в виду, что касается того, что я действительно беспокоюсь о потреблении слишком большого количества хлора, я не, холестерин, я не беспокоюсь об этом."
"Okay, um, do you like to cook?","Ладно, эм, ты любишь готовить?"
"Well, I love to cook as a matter of fact I'm making dinner right now","Ну, я люблю готовить, на самом деле я прямо сейчас готовлю ужин"
"Oh, really,","О, правда,"
what are you making?,что ты готовишь?
"Um, I, um, I'm making, some, uh,","Эм, я, эм, я готовлю, немного, эм,"
I have a little turkey left from a passover which was in April.,"У меня осталось немного индейки с пасхи, которая была в апреле."
Uh-huh.,Угу.
And I had frozen it,И я заморозил его
"and I'm defrosting that and making some dressing and gravy and making corn and wheat stuff that you can buy at a store, which is like, uh, rice pilaf,","и я размораживаю это, готовлю заправку и подливку, а также готовлю кукурузно-пшеничную начинку, которую вы можете купить в магазине, что-то вроде рисового плова.,"
Uh-huh.,Угу.
but we,но мы
"with, with, with wheat kernel that,","с, с, с зернышком пшеницы, которое,"
"And do you cook,","А ты готовишь,"
I mean are you single do you cook every night for yourself?,"Я имею в виду, ты одинок, готовишь ли ты каждый вечер для себя?"
"No,","Нет,"
"um, I'm married","эм, я женат"
"and actually the,","и на самом деле,"
"my wife is a vegetarian,","моя жена вегетарианка,"
Uh-huh.,Угу.
"so this isn't for her,","так что это не для нее,"
this is for our friends that came over and helped. helped me do some stuff,"это для наших друзей, которые пришли и помогли. помог мне кое-что сделать"
Uh-huh.,Угу.
"so,","так,"
Uh-huh.,Угу.
"stuff so,","вещи, такие,"
Uh-huh.,Угу.
"he and I,","он и я,"
"and, and she's having,","и, и у нее есть,"
"I, I do cook, um, virtually,","Я, я готовлю, эм, виртуально,"
"I cook most of the time because I,","Я готовлю большую часть времени, потому что я,"
"Uh-huh,","Ага,"
"well like if you were having a dinner party what, would you cook a variety of things, I mean, you know, vegetarian and nonvegetarian?","ну, например, если бы у вас был званый ужин, что бы вы приготовили из самых разных блюд, я имею в виду, вы знаете, вегетарианских и невегетарианских?"
"Yeah,","Да,"
"we, we, consistently,","мы, мы, последовательно,"
"if we cook,","если мы приготовим,"
"if, if we have a dinner party we usually make it vegetarian just to make life easier.","если мы устраиваем званый ужин, мы обычно готовим его вегетарианским, просто чтобы облегчить себе жизнь."
Uh-huh.,Угу.
"So we'll make something, you know, uh, some sort of pasta or something,  you know, homemade pasta or lasagna or something.","Итак, мы приготовим что-нибудь, вы знаете, э-э, какую-нибудь пасту или что-то в этом роде, знаете, домашнюю пасту, или лазанью, или что-то в этом роде."
Uh-huh.,Угу.
"Yeah,","Да,"
"that's something that's, you know, really easy.","это то, что, знаете ли, действительно просто."
In fact I'm having a dinner party next Saturday,На самом деле я устраиваю званый ужин в следующую субботу
and that is what I'm having is pasta.,"и это то, что я ем, - это макароны."
"Oh, good idea.","О, хорошая идея."
"Well for,  for Christmas I got a, um, pasta machine,","Ну, на Рождество я купила, эм, машину для приготовления макарон,"
"What,","Что,"
Um.,Хм.
"and all, all my friends are really anxious, you know, to have the homemade noodles","и все, все мои друзья, знаете ли, очень хотят попробовать домашнюю лапшу"
"so, um,","итак, эм,"
"Electric or, uh,","Электрический или, э-э,"
No,Нет
"it's the hand kind,  old fashion kind","это ручная работа, старомодная"
"Best,  kind.","Лучший, добрый."
"That, that, that, that's","Это, это, это, это"
"we, we bought one in Italy.","мы, мы купили один в Италии."
Uh-huh.,Угу.
That's the best kind to have.,"Это самый лучший сорт, который можно иметь."
"Yeah,","Да,"
"yeah,","да,"
"Uh-huh,","Ага,"
that's real good.,это действительно хорошо.
"But, um, yeah,","Но, эм, да,"
"so that's what I'm going to be cooking, you know,","так что это то, что я собираюсь приготовить, ты знаешь,"
Um.,Хм.
I thought I would,"Я думал, что буду"
", um, pasta salad first,"," сначала салат с макаронами,"
"and, um, then just something for desert, you know, bread and wine and cheese stuff like that.","и, эм, потом просто что-нибудь на десерт, ну, знаете, хлеб, вино и сыр, что-нибудь в этом роде."
That would be great.,Это было бы здорово.
Have you made pasta before?,Вы готовили пасту раньше?
Uh-huh.,Угу.
Yeah.,Да.
"Um, so you know, so you know that it's a, a lot of fun actually.","Эм, так что ты знаешь, так что ты знаешь, что на самом деле это очень весело."
"Yeah,","Да,"
yeah.,да.
"I,","Я,"
"A lot of people think though that I've talked to about it think that it's, you know a lot of hard work","Однако многие люди, с которыми я говорил об этом, думают, что это, знаете ли, очень тяжелая работа"
and I said heck it's kind of easy.,"и я сказал, черт возьми, это довольно просто."
"It actually is, if, if, if you have a food processor,","Это на самом деле так, если, если, если у вас есть кухонный комбайн,"
I don't know if you have a food processor or not.,"Я не знаю, есть у вас кухонный комбайн или нет."
"Actually,  it, it turns out that if, if you really want to be nice and easy about it you can make the dough in the food processor really simply.","На самом деле, оказывается, что если, если вы действительно хотите сделать это красиво и непринужденно, вы можете приготовить тесто в кухонном комбайне очень просто."
"Yeah,","Да,"
I do.,Я делаю.
Uh-huh.,Угу.
"Right,","Правильно,"
right.,верно.
Uh-huh.,Угу.
Uh-huh.,Угу.
I making yucky .,Я делаю гадость.
Uh-huh.,Угу.
"It's also,","Это также,"
"people think it's real hard,","люди думают, что это действительно тяжело,"
it just time consuming to get all of the little things right.,"просто на то, чтобы разобраться во всех мелочах, уходит много времени."
Uh-huh.,Угу.
"Otherwise it's real ,","В остальном это реально ,"
Uh-huh.,Угу.
it's good stuff.,это хорошая штука.
"What other kinds of, uh, dinner parties do you serve?","Какие еще виды, э-э, званых обедов вы обслуживаете?"
"Um, well, I don't entertain that often,","Эм, ну, я не так часто принимаю гостей,"
"uh, when I do though I, I have some friends that I always like to experiment on.","э-э, хотя, когда я это делаю, у меня есть несколько друзей, с которыми мне всегда нравится экспериментировать."
"But, you know, um, I see a recipe and think, oh wow, I'd really like to try this, cause I'm single","Но, знаете, эм, я вижу рецепт и думаю: ого, я бы действительно хотела попробовать это, потому что я одинока"
"and I live by myself,","и я живу сам по себе,"
Uh-huh.,Угу.
so it's not necessarily something that I would cook just for myself.,"так что это не обязательно что-то, что я бы приготовила только для себя."
"Right,","Правильно,"
you didn't want to cook.,ты не хотела готовить.
"but, here we go","но, поехали"
"and usually I'm, I'm pretty good about it.","и обычно я, я довольно хорошо справляюсь с этим."
That's great.,Это здорово.
"Um, I have this really good recipe for this, um, pork chop and apple casserole kind of thing","Эм, у меня есть действительно хороший рецепт, эм, свиных отбивных с яблочной запеканкой."
"and, um, you put stuffing and put poached apples and everything","и, эм, кладешь начинку, кладешь яблоки-пашот и все остальное"
"and my girlfriend and her husband loved it,  in fact she passed it on to her parent","и моей девушке, и ее мужу это понравилось, на самом деле она передала это своим родителям"
and I was quite impressed with myself if I should say so.,"и я был весьма впечатлен собой, если можно так выразиться."
"Yeah,","Да,"
that's how these things sort of make it for one person as an experiment  little bit and little here and there,вот как эти вещи вроде как делают это для одного человека в качестве эксперимента понемногу здесь и там
Uh-huh.,Угу.
Uh-huh.,Угу.
Uh-huh.,Угу.
"Well, I'm the kind of cook that I don't normally measure things,","Ну, я такой повар, что обычно ничего не измеряю,"
I just kind of throw them in,Я просто как бы бросаю их в
"and, you know, I don't to the point of, you know, measuring down to the exact amount that they say.","и, вы знаете, я не до такой степени, знаете ли, отмеряю точную сумму, которую они говорят."
That means you're a real cook.,"Это значит, что ты настоящий повар."
"Oh, is that what it means.","О, так вот что это значит."
Uh-huh.,Угу.
It's real good.,Это действительно вкусно.
Uh-huh.,Угу.
"Yeah,","Да,"
"we have a, we do, uh, uh, middle eastern dinner quite a bit actually,","на самом деле, мы устраиваем, э-э-э, ужин на Ближнем Востоке довольно часто,"
Uh-huh.,Угу.
"No,","Нет,"
I haven't.,У меня нет.
"We make, uh, cause we're my wife is Syrian.","Мы готовим, э-э, потому что мы с моей женой сирийки."
Uh-huh.,Угу.
"And, um, her families always have this food she grew up in,","И, эм, в ее семьях всегда есть та еда, в которой она выросла,"
"and I've made some of it before as well,","и я тоже готовила кое-что из этого раньше,"
Uh-huh.,Угу.
"so we make, uh, four or five middle eastern dishes that are just all real simple.","итак, мы готовим, э-э, четыре или пять ближневосточных блюд, которые очень просты."
Uh-huh.,Угу.
We put them out for people,Мы выпускаем их для людей
"and that's always a real big kick for people who want, you know, who've never tried it before.","и это всегда настоящий кайф для людей, которые хотят, ну, вы знаете, которые никогда раньше этого не пробовали."
Uh-huh.,Угу.
"That's , that's, that's, that's a fun idea I mean if you ever, uh, want something different to try.","Это, это, это, это забавная идея, я имею в виду, если ты когда-нибудь, э-э, захочешь попробовать что-то другое."
Uh-huh.,Угу.
I would try that.,Я бы попробовал это.
"Um, yeah,","Эм, да,"
"I've been wanting to take an, um, oriental cooking class","Я давно хотела записаться на, эм, урок восточной кулинарии"
and I just haven't gotten around to it yet.,и я просто еще не дошел до этого.
"Oh, do you have a wok though?","О, а у тебя все-таки есть вок?"
"Yeah,","Да,"
Yeah.,Да.
I stir fry things on occasion,"Иногда я что-нибудь обжариваю, помешивая"
"but I'd like to know more about, you know, more elaborate things like guess.","но я хотел бы узнать больше о, ну, знаете, более сложных вещах, таких как guess."
Uh-huh.,Угу.
"it's easy, um,","это просто, эм,"
"and the food just comes out,","и еда просто выходит наружу,"
"you know, if you do it right I think it comes out, the food comes out very tasty not very mushy,","вы знаете, если вы все сделаете правильно, я думаю, что это получится, еда получится очень вкусной, не очень мягкой.,"
Uh-huh.,Угу.
"you know, and, and it doesn't taste like a million calories of oil","вы знаете, и, и на вкус это не похоже на миллион калорий масла"
Uh-huh.,Угу.
"Uh-huh,","Ага,"
really.,действительно.
"Yeah,","Да,"
"we, we, we like to eat even when we eat out and stuff we eat a lot of Chinese food,  or Japanese food or, you know,  Korean ,","мы, мы, мы любим поесть, даже когда мы едим вне дома и прочее, мы едим много китайской кухни, или японской, или, знаете, корейской ,"
Uh-huh.,Угу.
Uh-huh.,Угу.
Uh-huh.,Угу.
"and that seems to,","и это, кажется,,"
so wok food seems to be our thing.,"так что, похоже, еда в воке - это наш конек."
Uh-huh.,Угу.
So anything else you cook,"Итак, что еще ты готовишь"
"Um, I just kind of, you know cook here cook there","Эм, я просто вроде как, ну знаешь, готовлю здесь, готовлю там"
I don't have any one specialty,У меня нет какой-то одной специальности
I mean I'm always willing to try anything usually.,"Я имею в виду, что обычно я всегда готов попробовать что угодно."
"Well, that's good,","Что ж, это хорошо,"
that's always the way to do it.,это всегда так делается.
"I think it's, uh, .","Я думаю, это, э-э, ."
"And I, I especially like baking and making deserts.","А я, я особенно люблю выпечку и приготовление десертов."
I've taken a cake decorating class,Я ходила на занятия по украшению тортов
"and,","и,"
"Oh, the Wilson course?","О, курс Уилсона?"
"No,","Нет,"
"no,","нет,"
"actually it was a private course,  through like a","на самом деле это был частный курс, проходивший как"
I like it .,Мне это нравится.
"That's great,","Это здорово,"
I haven't the Wilson class.,У меня нет класса Уилсона.
"It is, it's, it's neat but it takes a long time,","Это, это, это аккуратно, но это занимает много времени,"
"and it's like, you know, you bake the cakes","и это как, знаете, вы печете торты"
"and then I guess just because I don't have the expertise to just hurry up and do it,  like, you know, some, a professional would I try to, I go real slow","и потом, я думаю, просто потому, что у меня нет опыта, чтобы просто поторопиться и сделать это, как, знаете, попытался бы какой-нибудь профессионал, я действую очень медленно"
Right.,Верно.
"and, you know, it's a little time consuming,","и, вы знаете, это немного отнимает много времени,"
Uh-huh.,Угу.
but it's really worth your effort once you see how you do.,"но это действительно стоит ваших усилий, как только вы увидите, как у вас получается."
"Yeah,","Да,"
"oh, yeah,","о, да,"
"we have, um,","у нас есть, эм,"
"my brother can do it,","мой брат может это сделать,"
Uh-huh.,Угу.
"he's, he's, uh, got a degree in business management","он, он, э-э, получил степень в области управления бизнесом"
"so he learned to, uh, how to do this .","итак, он научился, э-э, как это делать."
Uh-huh.,Угу.
Can you hold on one second?,Ты можешь подождать одну секунду?
Sure.,Конечно.
Thank you.,Благодарю вас.
Sorry about that.,Прости за это.
That's okay,Все в порядке
"Some one kept beeping in our calling waiting ,","Кто-то продолжал пищать в нашем вызове, ожидая ,"
Uh-huh.,Угу.
so.,так.
Uh-huh.,Угу.
"Yeah,","Да,"
"he, he, does that a lot,","он, он, часто так делает,"
So.,Так.
"so, you know, he cooks a lot  you know, he bakes a lot whenever he,","итак, вы знаете, он много готовит, вы знаете, он много печет, когда он,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"and he baked us, he made a real big cake himself,","и он испек нам, он сам испек настоящий большой пирог,"
Uh-huh.,Угу.
It was amazing,Это было потрясающе
"I never ,  could do anything with cakes",Я никогда ничего не умела делать с пирожными
Uh-huh.,Угу.
"and it's,  it's just horrible.","и это, это просто ужасно."
"Well, you learn helpful hints in the classes at least.","Что ж, по крайней мере, на занятиях вы узнаете полезные советы."
"Yeah,","Да,"
"I'm,","Я есть,"
"You know, the instructor told us certain things about well, don't follow what's really necessarily on the box, you know, if you're making just a cake from a box, you know, do this cause, you know, make it a variety.","Знаете, инструктор сказал нам кое-что о том, что... ну, не обязательно следить за тем, что на самом деле написано на коробке, знаете, если вы готовите просто торт из коробки, знаете, делайте это, потому что, знаете, вносите разнообразие."
"Oh that, that you mean about the,  mix itself.","О том, что ты имеешь в виду по поводу самого микса."
"You know, some different hints.  Yeah.","Вы знаете, несколько разных намеков.  Да."
"Well, that helps.","Что ж, это помогает."
"Some different hints, you know, and the different the different kinds of frostings you can make,","Несколько разных советов, вы знаете, и разные виды глазури, которые вы можете приготовить,"
"you know, and I have a book an it,","ты знаешь, и у меня есть книга об этом,"
"and, you know, all of the different, you know, decorating tips an things like that.","и, вы знаете, все эти разные, ну, знаете, советы по украшению и тому подобное."
