en,ru
"and all the changes that have happened in the last, uh, even during my adulthood, have been more incremental.","и все изменения, которые произошли за последнее, э-э, даже во время моей взрослой жизни, были более постепенными."
"They've been continual perhaps and good gains have been made,","Возможно, они были постоянными, и были достигнуты хорошие результаты,"
"but there hasn't been the same sort of fiery speeches of Martin Luther King or whatever, that has really, uh, galvanized the population.","но не было такого рода пламенных речей Мартина Лютера Кинга или кого-то еще, которые действительно, э-э, воодушевили бы население."
"And there's just,","И там просто,"
"instead there's been sort of an increasing, oh, I don't know, Japan bashing and things like that.","вместо этого наблюдается своего рода усиление, о, я не знаю, избиения Японии и тому подобное."
Uh-huh.,Угу.
"And, uh, a lot of,","И, э-э, много,"
"I see among some of my friends and even more among some of my students, who are, you know, maybe twenty, a real sense of, you know, America's losing it.","Я вижу среди некоторых моих друзей и еще больше среди некоторых моих студентов, которым, знаете ли, может быть, лет двадцать, реальное ощущение того, что Америка теряет самообладание."
Yes.,Да.
"And losing it in the competitive market,","И потерять его на конкурентном рынке,"
"and a real uh,","и настоящий э-э-э,"
"a lack of understanding how that could be. In the sense that how could America have gone from being number one, to possibly being number two,","непонимание того, как это могло быть. В том смысле, что как могла Америка превратиться из страны номер один, возможно, во вторую,"
"to,","к,"
"you know, our former enemies and things like that","вы знаете, наши бывшие враги и тому подобное"
"and, uh, so I see, I see a lot of, uh, a lot of pessimism growing,","и, э-э, итак, я вижу, я вижу, как растет много, э-э, много пессимизма,"
"um, and at the same time I think there's, there's, there's a growing environmentalist movement and sense of corporate increased corporate responsible towards, uh, you know, environmental safety and things like that.","хм, и в то же время я думаю, что существует, есть, есть растущее движение защитников окружающей среды и чувство корпоративной ответственности за, э-э, вы знаете, экологическую безопасность и тому подобное."
"And that might potentially be sort of the civil right, the equivalent of the Civil Rights Act in, in the near future, in terms of, you know, some real landmark bills passing and things like that.","И потенциально это может стать своего рода гражданским правом, эквивалентом Закона о гражданских правах в ближайшем будущем, с точки зрения, знаете ли, принятия каких-то действительно знаковых законопроектов и тому подобного."
"Such that, you know, people.","Такие, знаете ли, люди."
The thing about civil rights is people take it for granted now.,"Дело в том, что гражданские права сейчас воспринимаются людьми как нечто само собой разумеющееся."
"I mean my generation doesn't, can't rest on the, the glow of having achieved civil rights because we were born into an assumption that, you know, yes there's still some racism","Я имею в виду, что мое поколение не знает, не может почивать на лаврах достижения гражданских прав, потому что мы родились с предположением, что, знаете, да, расизм все еще существует"
"but, you know, basically things are,","но, вы знаете, в основном все так,"
"the assumption, things are basically kind of taken care of","предположение, что обо всем в принципе как бы позаботились"
and there's a notion of fairness.,и есть понятие справедливости.
Yes.,Да.
"That's, um,","Это, эм,"
"while still far from perfect, is much more established, I think.","хотя все еще далек от совершенства, я думаю, что он гораздо более устоявшийся."
"But even, uh, I think, uh, along the line of the, uh, goals of civil rights, um, there always seems to be some prejudice to someone by anyone.","Но даже, э-э, я думаю, э-э, в русле, э-э, целей гражданских прав, э-э, всегда, кажется, существует какое-то предубеждение по отношению к кому-либо со стороны кого бы то ни было."
Uh-huh.,Угу.
"Oh, of course","О, конечно"
"I mean, you know","Я имею в виду, ты знаешь"
It's human nature,Такова человеческая природа
"You know, don't like the way you look, don't like the way you dress, don't like your hair, don't like, you know it's just something that always sets people off.","Ты знаешь, мне не нравится, как ты выглядишь, не нравится, как ты одеваешься, не нравится твоя прическа, не нравится, ты знаешь, это просто то, что всегда отталкивает людей."
"You know, you either like someone or you don't like someone or you're just completely indifferent","Вы знаете, вам либо кто-то нравится, либо вам кто-то не нравится, либо вы просто совершенно безразличны"
"Yeah,","Да,"
yeah,да
"And the problem is that ideally you they, you know, the world would like you to be completely indifferent.","И проблема в том, что в идеале вы, они, вы знаете, весь мир хотели бы, чтобы вы были совершенно безразличны."
"So, um, but I, I, I understand what you say about the environmental movement,","Итак, эм, но я, я, я понимаю, что вы говорите об экологическом движении,"
"um, it's, it's been a long time coming,","эм, это... это долго шло,"
Uh-huh.,Угу.
"Yeah,","Да,"
yeah.,да.
"And I, I just,","И я, я просто,"
"I've seen a lot of changes, I mean, from the original earth day","Я видел много изменений, я имею в виду, по сравнению с первоначальным днем Земли"
Uh-huh.,Угу.
"and, um, I'm heavily involved in, you know, my own personal recycling.","и, эм, я активно занимаюсь, знаете ли, своей личной переработкой отходов."
"We recycle paper,  and cans here at work","Мы перерабатываем бумагу и консервные банки здесь, на работе"
"Uh-huh,","Ага,"
uh-huh.,угу.
"and, you know, I do the newspaper and cardboard and paper and, you know, all that stuff at home","и, вы знаете, я делаю газету, картон, бумагу и, вы знаете, все эти вещи дома"
"Uh-huh,","Ага,"
uh-huh.,угу.
"and I'm starting to see more and more recycling centers, cropping up all over the place here, on the, east coast,","и я начинаю видеть все больше и больше центров переработки отходов, появляющихся повсюду здесь, на восточном побережье,"
Uh-huh.,Угу.
Right.,Верно.
"And that's a real change, except it sort of, brings back to the nineteen forties more than anything else","И это реальная перемена, за исключением того, что она как бы возвращает к сороковым годам больше, чем что-либо другое"
"Yeah,","Да,"
"like,","любить,"
"I mean, all this recycling used to be in tact, *typo in tact should be 'intact' or not all of it,","Я имею в виду, что вся эта переработка раньше была в такте, * опечатка в такте должна быть ""неповрежденной"" или не всей,"
Yeah.,Да.
but much of it did.,но многое из этого произошло.
"I mean, recycling was a, was a wartime thing.","Я имею в виду, переработка отходов была, была делом военного времени."
"And then they turned around and called them junkyards, and,  started making profits off,  them after the war.","А потом они развернулись и назвали их свалками, и начали получать от них прибыль после войны."
Yes.,Да.
Yes,Да
"And now we got to the point where the junkyards, you've got to pay them to take something there,","И теперь мы дошли до того, что на свалках вы должны заплатить им, чтобы они что-то туда отнесли,"
Uh-huh.,Угу.
"so, things have really changed a lot.","итак, все действительно сильно изменилось."
"I think the, uh, the other part about, uh, America's decline I think has to do with,","Я думаю, э-э, другая часть об упадке Америки, я думаю, связана с,"
"A perceived decline anyway, yeah.","В любом случае, воспринимаемый спад, да."
"yeah,","да,"
"the perceived decline, has to do with, uh, um, the attitudes and the educational system, uh,","предполагаемый спад связан с, э-э, э-э, отношениями и системой образования, э-э,"
"I have children in, in, I have three children in school right now,","У меня есть дети в, в, у меня сейчас трое детей в школе,"
and I'm not impressed with the teachers that are teaching them.,"и я не впечатлен учителями, которые их обучают."
"Uh, I had,","Э-э, у меня был,"
"when I was down in Dallas for two years, I had, uh, my children come home from school with papers that were corrected by the teacher that had words spelled correctly marked wrong, and words spelled wrong not marked as such.","когда я два года жил в Далласе, мои дети приходили домой из школы с исправленными учителем работами, в которых слова, написанные правильно, были помечены неправильно, а слова, написанные неправильно, не были отмечены как таковые."
Uh-huh.,Угу.
Yeah.,Да.
And this person's teaching my children?,И этот человек учит моих детей?
Uh-huh.,Угу.
"You know, I had a real problem with that.","Вы знаете, у меня была настоящая проблема с этим."
Yeah.,Да.
"Well, I'd, I'd say actually I mean as someone who's involved in education I'd say that maybe one of the changes is that the, role of the teacher has incrementally gotten lower and lower value and society.","Ну, я бы, я бы сказал, на самом деле я имею в виду, как человек, вовлеченный в образование, я бы сказал, что, возможно, одно из изменений заключается в том, что роль учителя постепенно становится все менее ценной для общества."
"I mean, relative pay which is a major way we value people, has been poorer and poorer over the years.","Я имею в виду, что относительная заработная плата, которая является основным фактором, по которому мы ценим людей, с годами становилась все беднее и беднее."
"Uh, you know, that","Э-э, ты знаешь, что"
there's been cost of living increases,стоимость жизни увеличилась
but not quite in proportion to cost of living,но не совсем пропорционально стоимости жизни
"and, you know it's just more and more, uh, a real low income sort of job and very low prestige.","и, вы знаете, это просто все больше и больше, э-э, работа с очень низким доходом и очень низким престижем."
"I mean, there's that, that old saying those who can do it and those who can't teach,","Я имею в виду, есть такая старая поговорка: те, кто может это делать, и те, кто не может учить,"
this is the way of let's make fun of the teachers those are the people who can't do anything.,"это способ подшутить над учителями - это люди, которые ничего не могут сделать."
Yeah.,Да.
"And if you have that kind of social attitude it's hard to get sufficient numbers of people who are going to overlook all of that work for lower pay, work for low social prestige, just because they care about good education.","И если у вас такое социальное отношение, трудно найти достаточное количество людей, которые будут игнорировать всю эту работу за меньшую плату, работать ради низкого социального престижа только потому, что они заботятся о хорошем образовании."
Yeah.,Да.
"And you get more and more people and up there because it's, uh, it's the safety net of those of, you know, average intelligence or something, they can always teach.","И вы привлекаете туда все больше и больше людей, потому что это, э-э, это система безопасности для тех, у кого, знаете, средний интеллект или что-то в этом роде, они всегда могут научить."
"Um, I'm not sure if your familiar with the movement they have here in Maryland,","Эм, я не уверен, знакомы ли вы с движением, которое существует у них здесь, в Мэриленде,"
"but they're trying to get a, uh, a, uh, a merit system here in Maryland rather than a, uh, tenure system,","но они пытаются внедрить, э-э, э-э, систему поощрений здесь, в Мэриленде, а не систему пребывания в должности,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"Yeah,","Да,"
"so, uh, what are your favorite T V shows?","итак, э-э, какие твои любимые телешоу?"
One that I can't find anymore which is GABRIEL'S FIRE.,"Тот, которого я больше не могу найти, - это ОГОНЬ ГАБРИЭЛЯ."
"Oh, I haven't watched that very much,","О, я не очень часто это наблюдал,"
"is that,","это,"
do you like that?,тебе это нравится?
Yes.,Да.
When was that on?,Когда это было включено?
"It was usually on, um, Thursday nights.","Обычно это было, эм, по четвергам вечером."
On A B C?,На A B C?
I don't know,Я не знаю
"Oh, oh, yeah,","О, о, да,"
"well, um, um, it may be that, um, it was recently replaced, by actually by, um, by what may be my favorite T V show of, because sort of, uh, um, TWIN PEAKS.","ну, эм, эм, может быть, это было недавно заменено, на самом деле, эм, на то, что может быть моим любимым телевизионным шоу, потому что вроде как, эм, эм, ТВИН ПИКС."
"It was same time period,","Это был тот же период времени,"
yes.,да.
"Yeah,","Да,"
"so, TWIN PEAKS, um, what happened was, I think, TWIN PEAKS, um, went, went off, they moved to a Saturday night for a while. And then put, and then put something, I guess, GABRIEL'S FIRE on it, and at Thursday nights,","итак, ТВИН ПИКС, эм, случилось то, что, я думаю, ТВИН ПИКС, эм, пошло-поехало, они ненадолго перенеслись на субботний вечер. А потом добавь, а потом добавь что-нибудь, я думаю, ОГОНЬ ГАБРИЭЛЯ, и по вечерам в четверг,"
"and then they moved, um,","а потом они переехали, эм,"
"no,","нет,"
"GABRIEL'S FIRE was on C B S, I think,","ОГОНЬ ГАБРИЭЛЯ был направлен на Си Би Эс, я думаю,"
"I, I take that back.","Я, я беру свои слова обратно."
"I'm not sure,","Я не уверен,"
but anyway they moved it back and forth,но в любом случае они передвигали его туда-сюда
and that's when PEAKS was back in that time slot as well.,и вот тогда ПИКС тоже вернулся в этот временной интервал.
"So, I don't know.","Так что, я не знаю."
You don't know what happened to GABRIEL'S FIRE then?,"Ты не знаешь, что тогда случилось с ОГНЕМ ГАБРИЭЛЯ?"
"No,","Нет,"
I have no idea.,Я понятия не имею.
"I don't think, I don't think that was on A B C, anyway I don't know what happened to it though.","Я не думаю, я не думаю, что это было на A B C, в любом случае, я не знаю, что с этим случилось."
"I don't remember one, from one station to another.","Я не помню ни одного, с одной станции на другую."
I keep forgetting one station.,Я все время забываю одну станцию.
What's your second favorite?,Какое твое второе любимое блюдо?
"Um, it's hard to say","Эм, трудно сказать"
"I'm sort of a very big TWIN PEAKS fan,","Я вроде как очень большой поклонник ТВИН ПИКС,"
and beyond that I just sort of watch anything that happens to be on.,"и помимо этого я просто как бы смотрю все, что происходит на экране."
"I'm, I'm, half the time I'm a T V addict","Я, я, половину времени я зависим от телевизора"
and the other half the time I just ignore it,а в другой половине времени я просто игнорирую это
it's really bad.,это действительно плохо.
"Yeah,","Да,"
"there's some new shows that I sort of like, um,","есть несколько новых шоу, которые мне вроде как нравятся, эм,"
have you seen this SHANNON FIELD SHOW,вы видели это шоу ШЕННОН ФИЛД
"or, uh, it's about a lawyer, it's one of these lawyer shows, you know,","или, э-э, это об адвокате, это одно из таких адвокатских шоу, вы знаете,"
they seem to be popular these days.,"кажется, они популярны в наши дни."
And there's a lot of those Blair shows floating around.,И вокруг крутится множество этих шоу Блэр.
"Oh, is he the reformed, um, gambler?","О, он исправившийся, гм, игрок?"
Yeah.,Да.
"Yes,","Да,"
"yes,","да,"
yes.,да.
"I just like I just finished watching that a few minutes ago,","Я просто, как будто я только что закончил смотреть это несколько минут назад,"
"Um, and it","Эм, и это"
"and, that, that's a interesting one.","и это, это очень интересно."
"I, I, I like that, because there's, there are ,","Мне, мне, мне это нравится, потому что есть, есть ,"
"I've noticed that every, every major station now has their own law show.","Я заметил, что у каждой, каждой крупной радиостанции теперь есть свое собственное юридическое шоу."
"There's L A LAW,","Есть такой ЗАКОН,"
"and there's, um, EQUAL JUSTICE, some other one, LAW AND ORDER or something.","и есть, гм, РАВНОЕ ПРАВОСУДИЕ, какое-то другое, ЗАКОН И ПОРЯДОК или что-то в этом роде."
Do you like the law shows,"Вам нравятся шоу ""Закон"""
"or,","или,"
"I really don't watch that much T V,","Я действительно не смотрю так много сериалов,"
"what I do is I tape the programs I want to watch,","что я делаю, так это записываю на пленку программы, которые хочу посмотреть,"
"and then on the nights I can watch, I'll pick out something.","а потом в те вечера, когда я смогу посмотреть, я выберу что-нибудь."
"That, that makes logic ,","Это, в этом есть логика ,"
"But, um,","Но, эм,"
also saves a lot of time with commercials.,также экономится много времени на рекламных роликах.
you're not kidding.,ты не шутишь.
Do you ever watch AMERICAN GLADIATORS?,"Вы когда-нибудь смотрели ""АМЕРИКАНСКИХ ГЛАДИАТОРОВ""?"
"Oh, I have.","О, у меня есть."
"I've, I've, I watched that late, um,","Я, я, я смотрел это поздно, эм,"
"I guess it's on late Saturday nights or something,","Я думаю, это происходит поздними субботними вечерами или что-то в этом роде,"
Midnight.,Полночь.
that's entering the day as well.,это тоже входит в моду.
Midnight.,Полночь.
"Have you, have, have you seen this often?","Ты, ты, ты часто это видел?"
I tape it.,Я записываю это на пленку.
"Oh, really?","О, правда?"
"Yeah,","Да,"
"I tape it because I don't stay up that late to watch it,","Я записываю это на пленку, потому что не засиживаюсь допоздна, чтобы посмотреть это,"
Yeah.,Да.
I tape it.,Я записываю это на пленку.
"But I understand, uh, that in England, they play it at normal times because they don't consider that violent,","Но я понимаю, э-э, что в Англии они играют в это в обычное время, потому что не считают это жестоким,"
and the reason they have it on here so late is because they consider it a violent program.,"и причина, по которой они показывают это здесь так поздно, заключается в том, что они считают это жестокой программой."
Really?,Действительно?
"I,","Я,"
"And, I'm like, I don't believe this.","И я такая, я в это не верю."
"That don't,","Которые не,"
"it , it, it seems like,","это, это, это похоже на,"
"I mean, if wrestling is prime time, professional wrestling, it seems like it's just, just, just like pros in a wrestling to me,","Я имею в виду, если рестлинг - это прайм-тайм, профессиональный рестлинг, то мне кажется, что это просто, просто, просто как профессионалы в рестлинге,"
"I don't, I don't see any difference though,","Хотя я не... я не вижу никакой разницы,"
I don't either.,Я тоже этого не делаю.
"I, I don't understand it,","Я, я этого не понимаю,"
they consider it violent.,они считают это насилием.
"I have so ever ,","У меня так всегда ,"
"I have seen it on, where we are ,","Я видел это на, где мы находимся ,"
"I live in, uh , Rochester, New York,","Я живу в, э-э, Рочестере, штат Нью-Йорк,"
"and I think a,","и я думаю, что,"
You're in New York?,Ты в Нью-Йорке?
Yes.,Да.
Oh.,Ой.
Where are you?,Где ты?
"I'm in Dallas, Texas.","Я нахожусь в Далласе, штат Техас."
"You're, uh,","Ты, э-э-э,"
"everybody I speak to is in Texas, oh, oh,","все, с кем я разговариваю, находятся в Техасе, о, о,"
"yeah,","да,"
"but I'm, I'm in New York","но я, я в Нью-Йорке"
"and, uh, we seem, we seem to have, um,","и, э-э, кажется, у нас, кажется, есть, э-э,"
"I think the AMERICAN GLADIATORS is on Sunday afternoons actually around here as well, sometimes.","Я думаю, что ""АМЕРИКАНСКИЕ ГЛАДИАТОРЫ"" тоже иногда бывают здесь по воскресеньям во второй половине дня."
"Oh, really?","О, правда?"
"I think it's been on,","Я думаю, что это было на,"
I think I've seen it during the day.,"Я думаю, что видел это в течение дня."
Oh.,Ой.
"Definitely seen it on, on, during the day down there ,","Определенно видел это там, внизу, в течение дня ,"
"and I don't think it's a very violent show,","и я не думаю, что это очень жестокое шоу,"
I think it's funny.,"Я думаю, это забавно."
"I think it's a real good concept,","Я думаю, что это действительно хорошая концепция,"
I think it's something completely new.,"Я думаю, что это что-то совершенно новое."
I think it's great.,"Я думаю, это здорово."
"I love watching a microbiologist fighting off with a policemen or something else,","Мне нравится наблюдать, как микробиолог сражается с полицейским или кем-то еще,"
and competition.,и конкуренция.
"I'm going oh, great, you know,","Я собираюсь о, отлично, ты знаешь,"
"it's a, it's a great role model for everybody.",это отличный образец для подражания для всех.
"I think so,","Я так думаю,"
"I think because people sort of get through, you know, um, I think that people sort of learn the importance of sort of physical fitness as well as the, as well as, you know, some mental fitness","Я думаю, потому что люди вроде как проходят через это, вы знаете, эм, я думаю, что люди вроде как осознают важность своего рода физической подготовки, а также, ну, знаете, некоторой умственной подготовленности"
and I think that people sort of learn good sportsmanship and so forth.,"и я думаю, что люди как бы учатся хорошему спортивному мастерству и так далее."
"Oh, yes,","О, да,"
"I mean, when I had, uh,","Я имею в виду, когда у меня был, э-э,"
"I was watching it, the, first time I ever saw a microbiologist on there I thought well, it just goes to prove it has nothing to do with your physical capabilities.","Я смотрел это, когда впервые увидел там микробиолога, и подумал, что это просто доказывает, что это не имеет никакого отношения к вашим физическим возможностям."
"And, uh, there she was terrific,","И, э-э, там она была потрясающей,"
she was really terrific.,она была действительно потрясающей.
"Well, don't they take people who have some sort of, um, big abilities like","Ну, разве они не берут людей, у которых есть какие-то, эм, большие способности, такие как"
"and, and at least they used to when it, when it,","и, и, по крайней мере, они привыкли, когда это, когда это,"
"the first ones I saw they had, um, a man on who was, uh, he played college football and almost went pro,","на первых, которые я увидел, был, эм, мужчина, который играл в футбол в колледже и почти стал профессионалом,"
"and they had a, a woman who was a black belt in karate","и у них была женщина, у которой был черный пояс по карате"
"and she was the, uh, she was in the junior Olympics or something","и она была, э-э, она участвовала в юношеских Олимпийских играх или что-то в этом роде"
"or they seem to have people who have very, very big sports backgrounds.","или, похоже, у них есть люди с очень, очень большим спортивным прошлым."
To have,Иметь
"they, leaned away from that sort of,","они, отклонились от такого рода,"
"They hold competitions in Los Angeles in, um, Florida and Minneapolis, um,","Они проводят соревнования в Лос-Анджелесе, эм, во Флориде и Миннеаполисе, эм,"
"trying to think of,","пытаюсь думать о,"
I think it's in four places around the United States.,"Я думаю, что это в четырех местах по всей территории Соединенных Штатов."
They hold competition,Они проводят соревнование
"and the only requirement is, of course, your skill of passing these tests,","и единственное требование - это, конечно, ваше умение проходить эти тесты,"
"Oh, that's how they do it.","О, вот как они это делают."
and that's it.,и это все.
And we had a bar man from here in Dallas area that made it.,"И у нас был бармен отсюда, из Далласа, который сделал это."
Really?,Действительно?
"There is a woman that, uh, made,","Есть женщина, которая, э-э, заставила,"
"well, she called herself a craft person","ну, она называла себя мастерицей"
"so, I'm not quite sure what she made.","так что я не совсем уверен, что она приготовила."
"And, uh, she made it.","И, э-э, у нее получилось."
"I mean there is no,","Я имею в виду, что нет,"
your occupation has nothing to do with it.,ваша профессия не имеет к этому никакого отношения.
"Yeah,","Да,"
"okay,","окей,"
"I just thought they had some,","Я просто подумал, что у них есть немного,"
Strictly your skill.,Исключительно ваше мастерство.
"yeah,","да,"
"I thought they had some sort of,","Я думал, у них был какой-то,"
"I mean, I thought they were just poor people like us I guess not,","Я имею в виду, я думал, что они просто бедные люди, как и мы, но, думаю, нет,"
that's great.,это здорово.
Huh-uh.,Ха-ха.
"But, maybe I'll try it one day.","Но, может быть, однажды я попробую это сделать."
"I'll get on there one day and see if I can, uh, um,","Однажды я попаду туда и посмотрю, смогу ли я, эм, эм,"
"what, what do they win,","что, что они выигрывают,"
"they, they win money I think, don't they?","они, я думаю, они выигрывают деньги, не так ли?"
I think the last I heard was it's up to about a hundred fifty thousand dollars.,"По-моему, последнее, что я слышал, было то, что речь идет примерно о ста пятидесяти тысячах долларов."
Really?,Действительно?
Uh-huh.,Угу.
Wow.,Вау.
All that for getting tennis balls shot at you at a hundred miles an hour.,"И все это за то, что в тебя летят теннисные мячи со скоростью сто миль в час."
"Yeah,","Да,"
"that's, you know, just minor.","это, знаете ли, просто незначительно."
"Just minor little ball here or there, you know.","Просто незначительный маленький шарик здесь или там, вы знаете."
"One little ball here and there,","Один маленький шарик здесь и там,"
"yeah,","да,"
"and this guy's beating you up,","и этот парень избивает тебя,"
"so, I don't know the beating up part.","итак, я не знаю, что такое избиение."
"I, I actually feel the tennis balls would hurt.","Я, я действительно чувствую, что теннисные мячи причинили бы боль."
"Oh, well, they, they come out with a lot of bruises too.","О, ну, они, они тоже выходят с большим количеством синяков."
"They look like,","Они выглядят как,"
"Yeah,","Да,"
they seem like a tennis ball,они похожи на теннисный мячик
