,Unnamed: 0,speaker,text,code
146634,146634,B,"Right,",b
146635,146635,B,Uh-huh.,b
146636,146636,A,And I know that's hard sometimes,sd
146637,146637,A,"and,  but it would really have to be a last resort,  because that would just,",sd
146638,146638,B,Yeah.,b
146639,146639,B,Yeah.,b
146640,146640,A,I would feel so guilty.,sd
146641,146641,B,Yeah.,aa
146642,146642,B,Yeah.,aa
146643,146643,B,"I would, too.",aa
146644,146644,A,I don't know.,h
146645,146645,B,"Yeah,",b
146646,146646,B,right.,b
146647,146647,B,Yeah.,b
146648,146648,B,I know.,ba
146649,146649,B,I know what you mean.,sd
146650,146650,A,I don't know anyone personally that's in an elderly home.,sd
146651,146651,B,Yeah.,b
146652,146652,B,"Well, I have interesting conversations with a lot of these people because, um, many of them, of course, their minds are not good.",sd
146653,146653,A,Uh-huh.,b
146654,146654,B,"And so a lot them have told me exactly the same story, you know,  and tell me something that they did",sd
146655,146655,A,Yeah.,b
146656,146656,A,Yeah.,b
146657,146657,A,Yeah.,b
146658,146658,A,Uh-huh.,b
146659,146659,B,"and then the next time I go it's the same thing, you know,  that, just somebody to listen to them.",sd
146660,146660,A,Uh-huh.,b
146661,146661,A,Yeah.,b
146662,146662,B,"Uh, just seems to make them really feel good.",sv
146663,146663,A,Nod your head and smile at them.,bf
146664,146664,B,Right.,b
146665,146665,B,"I'll tell you the people I feel the sorriest for,",sd
146666,146666,B,"there's a guy at this particular one I go to,  that I think that he's really an intelligent person,",sd
146667,146667,A,Uh-huh.,b
146668,146668,A,Uh-huh.,b
146669,146669,B,but he has cerebral palsy so bad that he just cannot communicate.,sd
146670,146670,A,Uh-huh.,b
146671,146671,B,"And, um, he's blind",sd
146672,146672,B,"and he has seizures, you know,",sd
146673,146673,A,Uh-huh.,b
146674,146674,B,"I mean, he's just like in a world of his own,",sd
146675,146675,B,"and yet he wants so much,  to be around people.",sd
146676,146676,A,Right.,b
146677,146677,B,"And if you come over to him, if he can touch your hand, he'll grab it and kiss it.",sd
146678,146678,A,Oh.,b
146679,146679,B,"Oh, and he's always got a smile.",sd
146680,146680,B,"I mean, he really tries to, brighten up your life.",sd
146681,146681,B,"Oh, it's just amazing.",sd
146682,146682,A,Oh.,b
146683,146683,B,But he can't say anything.,sd
146684,146684,B,He can just kind of make noises.,sd
146685,146685,A,"That's something, that, if I had to work in an elderly home, I don't think I could do it.",sv
146686,146686,B,Yeah.,b
146687,146687,A,"Like I, I would really like to be a teacher,",sd
146688,146688,B,Yeah.,b
146689,146689,A,"But I don't think I could do it. Because I'm very, very emotional.",sd
146690,146690,B,"Me, too.",aa
146691,146691,A,"And the minute, I mean, the minute something happens,",sd
146692,146692,B,Yeah.,b
146693,146693,A,"I cry on, I mean, Hallmark commercials.",sd
146694,146694,B,I know.,ba
146695,146695,A,That's just the end of me.,sd
146696,146696,B,I know.,ba
146697,146697,A,"And so I mean something real life, I just,",sd
146698,146698,B,Uh-huh.,b
146699,146699,A,"I interview a lot of children,",sd
146700,146700,A,"I'm an education reporter,",sd
146701,146701,B,Uh-huh.,b
146702,146702,A,and I always go and do an education things.,sd
146703,146703,B,Uh-huh.,b
146704,146704,A,"I meet these kids who are, you know, dropping out of school left and right.",sd
146705,146705,B,Yeah.,b
146706,146706,A,"And all the sudden, they're in this program.",sd
146707,146707,A,"They're making straight A's,",sd
146708,146708,A,"they're going to graduate early,",sd
146709,146709,B,Uh-huh.,b
146710,146710,A,"and I'm just, I just want to hug them,  and go, you are just fantastic.",sd
146711,146711,B,Yeah.,b
146712,146712,B,Yeah.,b
146713,146713,A,"And, you know, I could just imagine, you know, working in a home like that,",sd
146714,146714,B,"Oh, yeah.",b
146715,146715,A,"And those people, they're so sweet and,  and so genuine, You know,",sd
146716,146716,B,Uh-huh.,b
146717,146717,B,Uh-huh.,b
146718,146718,A,"and all they want is just for everything to be happy,",sd
146719,146719,B,Yeah.,b
146720,146720,A,"and you know,",sd
146721,146721,B,Yeah.,b
146722,146722,B,"Oh, it does.",aa
146723,146723,B,Yeah.,b
146724,146724,B,"Yeah,",b
146725,146725,B,"it is,",sd
146726,146726,B,it's really hard,sd
146727,146727,B,"and,  But one of the neatest things I think though is we always take our kids.",sd
146728,146728,A,Uh-huh.,b
146729,146729,B,"I have a three year old and a six year old,",sd
146730,146730,A,Uh-huh.,b
146731,146731,B,"and they, um, have gotten comfortable being around these people,  because they've always gone with us,",sd
146732,146732,A,Uh-huh.,b
146733,146733,A,Uh-huh.,b
146734,146734,B,and the people love them.,sd
146735,146735,A,I'm sure.,ba
146736,146736,B,"And they want the children, you know, to hug them or hold their hand",sd
146737,146737,B,"and, so far, my kids will do it. Just real easily,",sd
146738,146738,A,Uh-huh.,b
146739,146739,B,"and I think it's because they've gone since they were real little,",sv
146740,146740,A,Yeah.,b
146741,146741,B,and they've never been afraid.,sd
146742,146742,B,"But that's something,",sd
146743,146743,B,"to me children,  you know, need to,",sv
146744,146744,A,Uh-huh.,b
146745,146745,B,"people need to take groups of children, Because the kids just brighten up their lives.",sv
146746,146746,A,Right.,b
146747,146747,A,Yeah.,b
146748,146748,B,"As we walk through the, the lobby they'll all say, bring her here.",sd
146749,146749,B,I want to see her,^q
146750,146750,B,I would love to hold her.,^q
146751,146751,A,"And children,",%
146752,146752,A,"I mean, usually a of elderly people like to, they like to, uh, share their experiences with the,  with the younger children.",sd
146753,146753,B,Uh-huh.,b
146754,146754,A,They'll be telling them all kinds of stories.  that they don't even know what they mean.,sd
146755,146755,B,Yeah.,b
146756,146756,B,That's true.,b
146757,146757,A,"You know, they feel like they've lived life",sv
146758,146758,A,so they need to share it.,sv
146759,146759,B,Yeah.,b
146760,146760,A,"And I'm sure I'll be like that, too.",sd
146761,146761,B,"Well, me, too.",aa
146762,146762,A,Yeah.,b
146763,146763,B,Yeah.,b
146764,146764,B,It's quite an experience.,sd
146765,146765,A,"But, that's great.",ba
146766,146766,A,I didn't know there were such groups.,sd
146767,146767,B,Yeah.,b
146768,146768,B,Yeah,b
146769,146769,B,there are.,sd
146770,146770,B,"And, and, uh, it really helps those people, I think.",sv
146771,146771,A,Uh-huh.,b
146772,146772,B,"But, like you said, I'd really have a lot of second thoughts before I put any of my own family members there.",sd
146773,146773,A,Yeah.,b
146774,146774,A,Yeah.,b
146775,146775,B,It would be a last resort.,sd
146776,146776,A,And I would hate it if anyone put me in one.,sd
146777,146777,B,"Oh, I know.",ba
146778,146778,B,"I'm always afraid like, oh,",sd
146779,146779,B,"no,",nn
146780,146780,B,what if I lose my mind.,qh
146781,146781,A,Yeah.,b
146782,146782,B,Am I going to end up in a place like that,qy
146783,146783,A,Somebody take care of me.,ad
146784,146784,B,"Yeah,",b
146785,146785,B,that's right.,b
146786,146786,A,Okay.,b
146787,146787,B,Well.,%
146788,146788,A,"Okay,",b
146789,146789,A,"well, nice to talk to you.",fc
146790,146790,B,Yeah.,fc
146791,146791,B,"You, too, Tonya .",fc
146792,146792,B,Thanks for calling.,fc
146793,146793,A,Uh-huh.,fc
146794,146794,A,Bye-bye.,fc
146795,146795,B,Bye.,fc
146796,146796,B,So have you got a pet.,qy
146797,146797,A,"no,",nn
146798,146798,A,"I don't,",sd
146799,146799,A,an,%
146800,146800,A,my kids would love a pet.,sd
146801,146801,A,I had a pet when I was a girl.,sd
146802,146802,A,I had a Cocker Spaniel.,sd
146803,146803,A,And I think one thing about pets is they're a lot of company.,sd
146804,146804,B,"Yeah,",b
146805,146805,A,"You can, you can tell them anything",sv
146806,146806,A,and they won't tell anybody.,sv
146807,146807,B,"That's right,",aa
146808,146808,B,that's like unconditional affection.,bf
146809,146809,A,"Right,",aa
146810,146810,A,"as a matter of fact, I was thinking that same thing, unconditional love.",sd
146811,146811,A,"They just give it, and don't expect too much.",sv
146812,146812,B,Yeah.,b
146813,146813,A,"Anyway, do you have a pet?",qy
146814,146814,B,"I had a cat,",na
146815,146815,B,I've had several cats.,sd
146816,146816,B,"My pet, uh, was hit by a car New Year's Eve,",sd
146817,146817,B,"but, uh,",%
146818,146818,A,Oh! like a,b
146819,146819,B,I'm going to get another one as soon as I get back in town.,sd
146820,146820,B,"I'm going out of town this weekend,",sd
146821,146821,B,when I get back I'm going to find a cat.,sd
146822,146822,B,"So,",%
146823,146823,A,"Oh, I'm so sorry.","fo_o_fw_""_by_bc"
146824,146824,A,But that's good that you're going to get another one.,sv
146825,146825,B,Yeah.,b
146826,146826,A,"I know some of my friends who have pets, uh,",sd
146827,146827,A,"and they just are really, you know,",sd
146828,146828,A,"the ones that have dogs are very, uh, protective of them",sd
146829,146829,A,"and I think that's one reason they have them, especially older people that I know, that have pets.",sv
146830,146830,A,"But they just, um, really take care of them, or, uh, are protective of them.",sd
146831,146831,B,I work and go to school,sd
146832,146832,B,and it's kind of nice,sd
146833,146833,B,"you come home your, your pet's there for you and wants a little food a little attention.",sd
146834,146834,A,"Yeah,",b
146835,146835,A,"an,",%
146836,146836,A,"and my, my kids,",sd
146837,146837,B,"And that's,",%
146838,146838,B,it's kind of fun.,sd
146839,146839,A,"um, they really want a dog badly,",sd
146840,146840,A,and they've been looking and looking,sd
146841,146841,A,"and want, you know,",%
146842,146842,A,they'd take anything I think,sd
146843,146843,B,Yeah.,b
146844,146844,A,"but, um, I don't know do you like,",sd
146845,146845,A,I guess your cat was an indoor cat.,qy^d
146846,146846,B,No,nn
146847,146847,B,"it was an kind of indoor, outdoor,",sd
146848,146848,B,"it, it was,",%
146849,146849,A,It kind of traveled around,^2
146850,146850,A,travel .,%
146851,146851,B,"well yeah,",aa
146852,146852,B,"I don't, I don't care for the smell of the litter box",sd
146853,146853,B,"so my cat was trained to go outside,",sd
146854,146854,B,"other than that it was inside when it wanted to be, it was outside when .",sd
146855,146855,A,"Yeah,",b
146856,146856,A,"when I had a Cocker Spaniel it, it was an outdoor dog",sd
146857,146857,A,"and, uh, I think I liked that better.",sd
146858,146858,B,"Yeah,",b
146859,146859,B,"I, I, think, you know,",%
146860,146860,B,"I like dogs,",sd
146861,146861,B,"but I think that, uh,",%
146862,146862,B,"I'm,",%
146863,146863,B,kind of like big big dogs,sd
146864,146864,B,and you have to have room for them.,sv
146865,146865,A,"Yeah,",aa
146866,146866,A,that's true.,aa
146867,146867,B,"And dogs take a lot of, a lot more care than cats do.",sd
146868,146868,B,"Cats are pretty independent, you know,",sd
146869,146869,B,you feed them,sd
146870,146870,B,and they keep themselves clean,sd
146871,146871,B,"and, if you, if you raise them right, you know, you don't have to worry about the litter box thing, where with dogs you really do have to let them out and take them for walks and things like that.",sd
146872,146872,A,"Yeah,",aa
146873,146873,A,that's true.,aa
146874,146874,A,"Take them for walks,",^2
146875,146875,A,right.,b
146876,146876,A,"Yeah,",aa
146877,146877,A,"I see all the people on, on Sunday going for a walk with their dogs",sd
146878,146878,A,"and, and I, I'm kind of skeptical with my son getting a dog,",sd
146879,146879,A,"I'm like I know it will be fun the first week maybe,",sd
146880,146880,B,Yeah.,b
146881,146881,A,"and then mom gets to take care of it, or something.",sd
146882,146882,A,"So, I",%
146883,146883,B,"Yeah,",b
146884,146884,B,I got to take care of a friend of mine's dog.,sd
146885,146885,B,He's just got a puppy,sd
146886,146886,B,and he was out of town last weekend,sd
146887,146887,B,"and of course the dog is not trained for anything yet,",sd
146888,146888,B,"so it was, go over there and clean up after the dog,",sd
146889,146889,A,"Oh, that's exciting.",ba
146890,146890,A,Yeah.,b
146891,146891,B,"And, uh, kids kind of,",%
146892,146892,B,"they want the, they want the fun part and not the, not the work.",sd
146893,146893,A,"Yeah,",b
146894,146894,A,"I think it's really important to that, that if you get a pet that they're either spayed or neutered so that, you know, we're not just going on with this pet population and having to, just get rid of them.",sv
146895,146895,B,Yeah.,b
146896,146896,A,"That, that kind of gripes on me some,",sv
146897,146897,A,"but, but I don't know.",h
146898,146898,B,"Well if you're, if you're going to have a pet,  and not have it neutered or spayed you need to be willing to, you know deal with the consequences, take care of the offspring",sv
146899,146899,A,"More and more people are,",^2
146900,146900,A,"Right,",b
146901,146901,A,right.,b
146902,146902,B,"and, and I think, you know,",sv
146903,146903,A,"But, uh,",%
146904,146904,B,when I was growing up we had cats,sd
146905,146905,B,"and, you know, just seeing the cats, you know, the, the miracle of birth, you know, put that in quotes, is that's a, that's a neat thing to, to experience as a kid and understand,",sv
146906,146906,A,I think that's really true.,aa
146907,146907,B,"and, and it was a real positive thing,",sv
146908,146908,B,"but on the other hand you don't want to, you'd be one of these people that dumps the kittens off on the side of the road, you know,",sv
146909,146909,A,Yeah.,b
146910,146910,B,"they're, they're, getting old now,",^q
146911,146911,B,and it's time to get rid of them.,^q
146912,146912,A,"Yeah,",aa
146913,146913,A,exactly.,aa
146914,146914,B,So.,%
146915,146915,A,Exactly.,aa
146916,146916,A,"I think our community is a lot more conscious now though too,",sv
146917,146917,A,"and, and that's good too.",sv
146918,146918,B,Yeah.,b
146919,146919,A,"Well, I think that's all I have to say.",sv
146920,146920,B,"Okay,",b
146921,146921,A,"Okay,",b
146922,146922,A,have a good night.,fc
146923,146923,A,"All right,",fc
146924,146924,A,bye-bye.,fc
146925,146925,B,Bye.,fc
146926,146926,A,"Okay,","fo_o_fw_""_by_bc"
146927,146927,A,what kind of,qw
146928,146928,A,do you have children?,qy
146929,146929,B,"Yeah,",ny
146930,146930,B,"we have one that's seventeen, one that's fifteen, and one that's just now six.",sd
146931,146931,A,"Oh, okay.",bk
146932,146932,B,"And we had kind of a hard time finding someplace we could put Michael's goods ,",sd
146933,146933,B,"his birthday is the first of September,",sd
146934,146934,A,Uh-huh.,b
146935,146935,B,and he was going to school at five.,sd
146936,146936,A,Oh.,b
146937,146937,B,"So, he started the first grade when he was five",sd
146938,146938,A,Uh-huh.,aa
146939,146939,B,"yeah,",%
146940,146940,B,first grade when he was five years old.,sd
146941,146941,A,And you had trouble finding somewhere for him to be before he was five.,bf
146942,146942,B,"Yeah,",aa
146943,146943,A,Uh-huh.,b
146944,146944,B,"so, we could, you know,",%
146945,146945,B,we tried to find him someplace where he could learn something.,sd
146946,146946,A,Right.,b
146947,146947,B,"And it was, uh,  mediocre expensive,",sd
146948,146948,A,"But,",%
146949,146949,B,"it wasn't really that expensive,",sd
146950,146950,A,Uh-huh.,b
146951,146951,B,but it's really hard to find someplace where you can send your child and expect him to learn something.,sv
146952,146952,A,To learn something.,^2
146953,146953,A,"And that's, I mean, that's",%
146954,146954,A,"even not only toddlers but, you know, even your older children.",sd
146955,146955,B,Yeah.,b
146956,146956,A,It's hard to find anywhere they're really going to learn something.,bf
146957,146957,B,"Yeah,",aa
146958,146958,B,"well,",%
146959,146959,A,"And then, yeah,",b
146960,146960,A,"you do have to pay, you know, if you,",sd
146961,146961,A,"the better the place, the more you're going to pay.",sv
146962,146962,B,"Yeah,",b
146963,146963,B,but parents pay when they stay home with them anyway,sv
146964,146964,A,"True,",aa
146965,146965,A,very true.,aa
146966,146966,A,"It's,",%
146967,146967,B,"You know, my wife works",sd
146968,146968,B,"so,  it costs us more for her to stay home more than it does for him to go to the baby-sitter",sd
146969,146969,A,Uh-huh.,b
146970,146970,B,"so. We try to,",sd
146971,146971,A,"If I had any children I would, uh, I hope that I'll be in a position to stay home with my child because I'm not real, uh, uh, trusting of a lot of people,  uh, especially today.",sd
146972,146972,B,"Yeah,",b
146973,146973,B,"see I don't know,",h
146974,146974,A,"People,",%
146975,146975,A,I work in the news business,sd
146976,146976,A,"and I just see different things all the time,",sd
146977,146977,B,Yeah.,b
146978,146978,A,and people are just crazy these days.,sv
146979,146979,A,They're crazy,sv
146980,146980,A,"and,  and I don't, you know,",h
146981,146981,B,Yeah.,b
146982,146982,A,"it takes me a, takes me a long time to just trust someone as a friend,  much less to, you know, trust someone with my, with my child.",sd
146983,146983,B,Yeah.,b
146984,146984,B,"Well, see we took our time",sd
146985,146985,B,"and we checked it out,",sd
146986,146986,A,Uh-huh.,b
146987,146987,B,and we found a preschool for him.,sd
146988,146988,A,Uh-huh.,b
146989,146989,B,"And it, you know,",%
146990,146990,B,"through other folks where I, where I work,",sd
146991,146991,B,I work at T I.,sd
146992,146992,A,Uh-huh.,b
146993,146993,B,"So, through other folks where we worked we found a nice preschool",sd
146994,146994,B,"it was actually at a licensed preschool,  you know,",sd
146995,146995,A,Uh-huh.,b
146996,146996,B,"we, had those requirements,",sd
146997,146997,A,Uh-huh.,b
146998,146998,B,"so,",%
146999,146999,A,"I guess that's the best way, you know, to get,  recommendations from your friends or,  family members.",sv
147000,147000,B,Yeah.,b
147001,147001,B,"I know,",ba
147002,147002,B,"I'm,",%
147003,147003,B,"well,",%
147004,147004,B,that,%
147005,147005,B,"and, you know, I don't think I would have left him anywhere that would,",sv
147006,147006,B,"I would have stayed home with him first,  before I left him somewhere that, you know,",sd
147007,147007,A,Uh-huh.,b
147008,147008,B,"they still have unlicensed baby-sitters running around up here  you know, I just, I, I don't think I'd take that chance.",sd
147009,147009,A,Huh.,b
147010,147010,A,Uh-huh.,b
147011,147011,B,"You know, I think it's out of sight or out of mind,  for less than,  for more than,  a minute or so.",sv
147012,147012,A,"Yeah,",b
147013,147013,A,yeah.,b
147014,147014,A,"I mean you have to be, you've got to be sure,  that these people,",sv
147015,147015,A,"I mean not that they're going to abuse your child or anything,  but you just have to be sure that they're going to be watching them, you know,  that they wouldn't let them drink something or, you know, eat something off the floor,  you know,",sv
147016,147016,B,But you never know.,^2
147017,147017,B,Yeah.,b
147018,147018,B,Yeah.,b
147019,147019,A,"just simple things,  that can be harmful.",sd
147020,147020,B,"But you, you know,",%
147021,147021,B,"as,  as far as child abuse is these days you never know,",sv
147022,147022,A,Uh-huh.,b
147023,147023,B,"you don't know who you can trust,  and who you can't, you know.",bf
147024,147024,A,Huh.,b
147025,147025,A,"Then you hear so much, you know, on the news about, uh, child care places",sd
147026,147026,A,"and also, um, senior care facilities, you know, you hear abuse.",sd
147027,147027,B,"Yeah,",b
147028,147028,B,"senior care, is getting real bad.",sv
147029,147029,A,"Yeah,",b
147030,147030,A,"and so you just, you just don't know,",sd
147031,147031,A,"and you almost want to, you know, spend a couple of weeks with, in class with your child just to see how it is or something.",sv
147032,147032,B,Yeah.,b
147033,147033,A,"But,",%
147034,147034,B,"So, you have no children at all.",bf
147035,147035,A,"No,",nn
147036,147036,A,I don't.,sd
147037,147037,A,Huh-uh.,nn
147038,147038,B,Gee.,ba
147039,147039,A,No.,nn
147040,147040,A,"I'm,",%
147041,147041,B,Do you miss that part in your life,qy
147042,147042,B,"or,",%
147043,147043,A,"Uh, no,",nn
147044,147044,A,"I'm only, I'm twenty-three  still have a little bit of time,",sd
147045,147045,B,Yeah.,b
147046,147046,B,"Yeah,",b
147047,147047,B,yeah.,b
147048,147048,A,"um, it's just not in the cards for me right now",sd
147049,147049,A,I'm trying to get my career going.,sd
147050,147050,A,"And,",%
147051,147051,B,"I imagine,",ba
147052,147052,A,Uh-huh.,b
147053,147053,B,"yeah,",b
147054,147054,B,"working in the news production,",sd
147055,147055,A,Yeah.,b
147056,147056,B,"anyway back to the subject,",ad
147057,147057,A,Yeah.,aa
147058,147058,B,"we should have discussed this earlier,",sv
147059,147059,B,"but anyway, it's tough,",sd
147060,147060,A,Uh-huh.,b
147061,147061,B,"it really is,",sd
147062,147062,B,"it's hard to find good child care,",sd
147063,147063,A,Uh-huh.,b
147064,147064,B,"and it's hard to find someplace where you can leave your child and trust that he's,  going to be fine all day long.",sd
147065,147065,A,Uh-huh.,b
147066,147066,A,"And you brought up a good point, you know,  about learning,",sd
147067,147067,B,"And,",%
147068,147068,A,you just don't want a baby-sitter,sv
147069,147069,A,"you, you would hope that maybe they'd come home and know some of their A B C's or something, you know,",sv
147070,147070,A,"get them,",%
147071,147071,B,"Yeah,",b
147072,147072,B,"you know, and he's, he's doing real well,",sd
147073,147073,B,"it, it, it has paid off for him.",sd
147074,147074,A,Uh-huh.,b
147075,147075,B,"He's in first grade now,",sd
147076,147076,A,Uh-huh.,b
147077,147077,B,"and he's, you know, got a second grade reading level and a fourth grade math level.",sd
147078,147078,A,Huh.,b
147079,147079,B,"So, you know, those early ages when he would, you know, when his mom and dad are at work,  and he's actually in child care in a preschool not,  just child care,  you know, we could have sent him to anybody,  you know,",sd
147080,147080,A,Yeah.,b
147081,147081,A,Uh-huh.,b
147082,147082,A,Right.,b
147083,147083,A,Uh-huh.,b
147084,147084,B,"there's a lot people at work that would have baby-sat him but sending him to a preschool where he actually learns something,  has paid off not only for us,",sd
147085,147085,A,Right.,b
147086,147086,B,"his, his attitude is I think a little bit,  tall for a six year old",sd
147087,147087,A,Uh-huh.,b
147088,147088,B,"and, you know, but his,",%
147089,147089,A,"Did you take this same, uh, route with your other two children?",qy
147090,147090,B,"Um, they, they were outside my marriage,",^h
147091,147091,A,Okay,bk
147092,147092,A,Uh-huh.,b
147093,147093,B,"so, I don't know.",h
147094,147094,A,Uh-huh.,b
147095,147095,A,"I was wondering how,",%
147096,147096,B,"I would say, no,",nn
147097,147097,B,"but, you know, all my children,  excel,",sd
147098,147098,A,Uh-huh.,b
147099,147099,B,"they're, they're really good,",sd
147100,147100,A,Uh-huh.,b
147101,147101,B,"and I guess, no,",sd
147102,147102,B,he learns from the older boys too,sd
147103,147103,B,"but,",%
147104,147104,A,Right.,b
147105,147105,A,"And it helps that he has older brothers, uh,  you know, just to have role models and things like that.",sd
147106,147106,B,"Yeah,",b
147107,147107,B,yeah.,b
147108,147108,B,"Yeah,",b
147109,147109,B,seeing,%
147110,147110,B,"like, uh, in one way we're kind of lucky because they're all boys,",sd
147111,147111,B,"but in another way we're not so lucky because we don't have another woman in the house for my wife to share,",sd
147112,147112,B,"but, you know,",%
147113,147113,A,"Uh-huh,",b
147114,147114,A,uh-huh.,b
147115,147115,B,"so, we faced that too",sd
147116,147116,A,Huh.,b
147117,147117,B,"he learned quite a bit from, not only from nursery school",sd
147118,147118,B,"but he learned quite a bit from the older boys,",sd
147119,147119,A,Uh-huh.,b
147120,147120,B,"and, you know, he's excelled",sd
147121,147121,B,"and it's paying off for him,",sv
147122,147122,B,it really is.,sv
147123,147123,B,"He's,  he is pretty smart,",sd
147124,147124,A,That's excellent.,ba
147125,147125,B,"sometimes he's a little bit smart mouthed,",sd
147126,147126,A,Uh-huh,b
147127,147127,B,but he is smart you know.,sd
147128,147128,A,"Well, what kid isn't  these days,",qh
147129,147129,B,Yeah.,b
147130,147130,A,so.,%
147131,147131,B,"But I think it's important, I think it's really nice to know that you can find someplace,",sv
147132,147132,B,"I don't know, you know, how it is down there in Waco,",sd
147133,147133,A,Uh-huh.,b
147134,147134,B,but in Lubbock we have a few that you can send your children to,sd
147135,147135,B,and they can actually learn something instead of just being baby-sat.,sd
147136,147136,B,"And,",%
147137,147137,A,"Do they have any kind of program like at T I or wherever your wife works, um,  some in kind of day care?",qy
147138,147138,B,"No,",nn
147139,147139,B,"not in,",sd
147140,147140,B,Huh-uh.,nn
147141,147141,B,"We just,",sd
147142,147142,A,"Huh, because I know they're, they're putting that into a lot of, uh, corporations now.",sd
147143,147143,B,"Yeah,",b
147144,147144,B,they're trying to.,sd
147145,147145,B,"The federal government is trying to intercede on that too,",sd
147146,147146,A,Right.,b
147147,147147,B,"so, no,",nn
147148,147148,B,"we don't get,",sd
147149,147149,A,"So, maybe that will be an option for,",sd
147150,147150,B,"Well, it would be nice, you know, there,",sd
147151,147151,A,"But then I, I foresee that being just a baby-sitting thing not much learning but, you know,  kind of somebody to just watch your kid while your at work.",sd
147152,147152,B,"Yeah,",b
147153,147153,B,"there's not,",%
147154,147154,B,"well,",%
147155,147155,B,"You know, where, where we sent Michael the first few years was, there was different teachers all the time, you know,",sd
147156,147156,A,Huh.,b
147157,147157,B,"and then some substitute teachers in the afternoon,",sd
147158,147158,A,Uh-huh.,b
147159,147159,B,and they actually taught him something instead of just watching him all day.,sd
147160,147160,A,Right.,b
147161,147161,B,"You know, and then they had a group of kids",sd
147162,147162,B,and they put on skits,sd
147163,147163,B,"and they put on plays,",sd
147164,147164,A,Huh.,b
147165,147165,B,"and they did the Halloween thing,  and the Valentine's Day things",sd
147166,147166,A,Uh-huh.,b
147167,147167,B,"and it's, you know, it was important to us,",sd
147168,147168,A,Huh.,b
147169,147169,B,"so we, you know, we took a good look at it and made sure it was going to go that way.",sd
147170,147170,A,"Do you think it would have been better for him to have, um, maybe one continuous teacher, somebody to, that he could, uh,  get attached to",qy
147171,147171,B,"Um,",b
147172,147172,A,"or is it better the other way with a lot of different,",qrr
147173,147173,B,"No,",nn
147174,147174,B,"because I think, you know, as a child growing up I think is a task that belongs to his parents.",sv
147175,147175,A,Uh-huh.,b
147176,147176,B,"I don't think he needed to be attached to too, even though he did,",sv
147177,147177,A,Uh-huh.,b
147178,147178,B,"you know, he attached himself to a couple of those,",sd
147179,147179,A,Right.,b
147180,147180,B,but I think his attachments at home,sd
147181,147181,B,"and, you know, he gets the idea of what school is for",sd
147182,147182,B,"and, uh, you know, I have different teachers,  here",sd
147183,147183,A,Huh.,b
147184,147184,B,"and this person can teach me one thing and this person teach, teach me another",^q
147185,147185,B,"and, no,",nn
147186,147186,B,"so, I, I, I really can't say that it would be, it's important for him to attach himself to anybody.",sd
147187,147187,A,"Right,",b
147188,147188,A,huh.,b
147189,147189,B,"He did well,",sd
147190,147190,A,Uh-huh.,b
147191,147191,B,you,%
147192,147192,A,Right.,b
147193,147193,A,"Yeah,",b
147194,147194,A,"each child is individual,  in life learning and things.",sv
147195,147195,B,"Yeah,",b
147196,147196,B,see.,%
147197,147197,B,"But I don't have that experience,",sd
147198,147198,B,"so, I can't say that,  you know, he did well,",ar
147199,147199,A,Uh-huh.,b
147200,147200,B,"so, I don't think we made too many mistakes.",sd
147201,147201,A,Right.,b
147202,147202,A,"Well, it sounds good,",ba
147203,147203,B,We tried hard.,sd
147204,147204,A,sounds like he's doing real well.,sd
147205,147205,B,"Yeah,",b
147206,147206,B,he's doing real well.,sd
147207,147207,A,"Huh,",b
147208,147208,A,good.,ba
147209,147209,B,And he learned from it,sd
147210,147210,B,"so, and that was the most important thing that we wanted was for him to learn not just to sit there and be baby-sat all day.",sd
147211,147211,B,"You know, baby-sat sounds to me like, well, you're here, I guess I'll watch you when I get time.",sd
147212,147212,A,"Uh-huh,",b
147213,147213,A,uh-huh.,b
147214,147214,A,Uh-huh.,b
147215,147215,B,"You know, maybe I'll clean my house, maybe I'll cook you lunch,  maybe I won't, you know,",^q
147216,147216,A,Uh-huh.,b
147217,147217,A,"And they'll probably sit him in front of the television,  you know, while they do other things,",sd
147218,147218,B,yeah.,b
147219,147219,A,yeah.,%
147220,147220,B,"Yeah,",b
147221,147221,B,"and I don't, you know,  I don't allow that when he's at home",sd
147222,147222,B,"so, but we had a good experience,",sd
147223,147223,B,and we really did well.,sd
147224,147224,A,"Well, that's good,",ba
147225,147225,A,that's good.,ba
147226,147226,B,"So, and he did, he served better than we did, you know,",sd
147227,147227,B,"he gained, he actually gained from it, you know,",sd
147228,147228,B,"sure we gained from it,  because we were allowed to continue our employment and,  continue our family",sd
147229,147229,A,Uh-huh.,b
147230,147230,A,Uh-huh.,b
147231,147231,B,"but I think in the long run he gained from it just being somewhere where we learned something,  instead of just sitting around watching T V,  and playing all day.",sv
147232,147232,A,That's great.,ba
147233,147233,A,"Right,",b
147234,147234,A,right.,b
147235,147235,B,And it's important.,sv
147236,147236,A,"That's probably what I'll try and look for whenever I do have my children,",sd
147237,147237,B,Yeah.,b
147238,147238,A,"I don't know when that will be,",sd
147239,147239,B,Yeah.,b
147240,147240,A,"but, um, you know, just really look into,",sd
147241,147241,A,"it will, it will take me a long time to find somewhere I'm sure,  just because I, I just want to be, I want to be so positive that, you know, my children are okay,  as well as the other children in the center, you know.",sd
147242,147242,B,"Yeah,",b
147243,147243,B,"well,",%
147244,147244,B,Yeah.,b
