en,ru
"You know how,","Ты знаешь, как,"
I think it will be pretty much nonexistent except maybe through the paper.,"Я думаю, что этого практически не будет, за исключением, может быть, публикации в газете."
I know the newspaper used to be kind of the only source for news.,"Я знаю, что раньше газета была своего рода единственным источником новостей."
"And now, it's, it's kind of your final choice.","И теперь это, это своего рода твой окончательный выбор."
"You watch,","Ты смотришь,"
"first you go to C N N, then you go to radio or something like that.","сначала ты идешь на C N N, потом ты идешь на радио или что-то в этом роде."
"Yeah,","Да,"
"where nobody wants,  to sit down and read.",где никто не хочет сидеть и читать.
"And I think it,","И я думаю, что это,"
"Yeah,","Да,"
yeah.,да.
"It's, it takes a lot more time to read something,","Это... требуется гораздо больше времени, чтобы что-то прочитать,"
Yeah.,Да.
"and you've got news,  bombarding you from everywhere now.","и у вас есть новости, которые теперь бомбардируют вас отовсюду."
So much more effort.,Гораздо больше усилий.
Yeah.,Да.
"You know you,  turn on the T V, turn on the radio.","Ты знаешь себя, включи телевизор, включи радио."
Yeah.,Да.
But I think that soon the paper may be kind of the only source again.,"Но я думаю, что скоро газета снова может стать своего рода единственным источником."
Why is that?,Это почему?
"I don't,","Я не,"
"well, just because I'm, I'm thinking that it, it's getting so short on radio.","ну, просто потому, что я, я думаю, что этого, этого становится так мало на радио."
"You still, you have two or three,","У тебя все еще есть два или три,"
"I know in Dallas you can probably get two, two all news radio stations out of I don't how many popular radio stations.","Я знаю, что в Далласе вы, вероятно, можете получить две, две новостные радиостанции из не знаю скольких популярных радиостанций."
"And then on television, you have just the news at six and ten.",А потом по телевизору показывают только новости в шесть и десять.
"Yeah,","Да,"
"I just,","Я просто,"
"And I just, I just see that dwindling in, in,","И я просто, я просто вижу, как это уменьшается в, в,"
"I find it hard to believe that people will go back to reading over television, I mean, just given the way society is.","Мне трудно поверить, что люди вернутся к чтению по телевизору, я имею в виду, просто учитывая, как устроено общество."
"And I enjoy reading,","И мне нравится читать,"
"but most people would rather turn on the tube and, and, and,  flip through the channels, you know, and get the headline news at thirty minutes of,","но большинство людей предпочли бы включить телевизор и, и, и, переключать каналы, знаете ли, и получать главные новости через тридцать минут после,"
"True,","Правда,"
yeah.,да.
True.,Правда.
"That's true, too,","Это тоже правда,"
yeah.,да.
Than sit down and take the effort to read the paper.,"Чем сесть и приложить усилия, чтобы прочитать газету."
Right.,Верно.
"And they don't have to go get one, you know.","И им не обязательно идти за ним, ты же знаешь."
"One thing I like about the paper, um, as opposed in to television is that, uh, when I, like when I report, because I'm in television, I have to get the basic, the main facts and that's it.","Одна вещь, которая мне нравится в газете, эм, в отличие от телевидения, заключается в том, что, эм, когда я, например, когда я делаю репортаж, потому что я работаю на телевидении, я должен получить основные факты, и это все."
That's all you have time for.,"Это все, на что у тебя есть время."
Right.,Верно.
Right.,Верно.
"Whereas in the paper, I like to read the articles because they get every side, every single side,","В то время как в газете мне нравится читать статьи, потому что в них освещаются все стороны, каждая в отдельности,"
Right.,Верно.
"Well, that's why I like, uh, national public radio because they get on one of these little things,","Ну, вот почему мне нравится, э-э, национальное общественное радио, потому что они передают одну из этих маленьких передач,"
Uh-huh.,Угу.
"they give you headlines that are brief,","они дают вам краткие заголовки,"
"just,","просто,"
they touch on what's going on.,"они касаются того, что происходит."
And then they'll get into something and really explore it.,И тогда они займутся чем-то и по-настоящему исследуют это.
"Uh-huh,","Ага,"
uh-huh.,угу.
"And it's, it's informative.","И это, это информативно."
"It's a lot more informative than, you know, quick, half hour news shows that they tell you what they want you to hear.","Это намного более информативно, чем, знаете ли, быстрые получасовые выпуски новостей, в которых они рассказывают вам то, что они хотят, чтобы вы услышали."
Yeah.,Да.
"Yeah,","Да,"
because that's what we do.,"потому что это то, что мы делаем."
"I mean it's like each story is thirty seconds, you know.","Я имею в виду, что это как будто каждая история длится тридцать секунд, вы знаете."
Right.,Верно.
So it's like you really have to tell as much as you can which is not much in that amount of time.,"Так что это похоже на то, что вы действительно должны рассказать как можно больше, а это не так уж много за такой промежуток времени."
"So, and it will probably get shorter and shorter as the years go by I think.","Так что, я думаю, с годами это, вероятно, будет становиться все короче и короче."
I don't know.,Я не знаю.
"Yeah,","Да,"
there's so much going on in the world.,в мире так много всего происходит.
Uh-huh.,Угу.
"Communication, you know, expands the world now.","Общение, вы знаете, сейчас расширяет мир."
"Oh, yeah.","О, да."
There's too much going on.,Слишком много всего происходит.
You can't afford to give more than a couple of seconds here and there.,Вы не можете позволить себе уделять больше пары секунд здесь и там.
"I think that is one good thing, one great thing, about news,","Я думаю, что это одна хорошая вещь, одна замечательная вещь в новостях,"
"and we saw it during the war just now, is that we got all the information within minutes, you know.","и мы только сейчас увидели это во время войны, так это то, что мы получили всю информацию в течение нескольких минут, вы знаете."
Yeah.,Да.
"Whatever happened, we knew about it about the same time that they knew about it.","Что бы ни случилось, мы узнали об этом примерно в то же время, что и они."
"And the question is, how much of it or how, some of it,","И вопрос в том, сколько из этого или как, некоторые из этого,"
"I guess, there's a lot of debate about censorship and and what we're really seeing.","Я думаю, сейчас много споров о цензуре и о том, что мы видим на самом деле."
"Yeah,","Да,"
yeah.,да.
Uh-huh.,Угу.
"Is it, is it the true story","Это, это правдивая история"
or is it a little bit biased.,или это немного предвзято.
Yeah.,Да.
"Because even though we do get the story right away, they were censored as to what they could tell us.","Потому что, несмотря на то, что мы сразу получаем историю, они подверглись цензуре относительно того, что они могли бы нам рассказать."
Right.,Верно.
"So all we had to sit here and, and ask is well, what aren't they telling us, you know.","Так что все, что нам оставалось, это сидеть здесь и спрашивать, ну, вы знаете, чего они нам не говорят."
"So that, that was pretty scary.",Так что это было довольно страшно.
"But we,","Но мы,"
"I talked to one woman,","Я разговаривал с одной женщиной,"
"and she said that she didn't want to know what was going on because if she had a son over in Saudi Arabia, she wouldn't want to know, you know, that they're bombing or, or this and that's going on.","и она сказала, что не хочет знать, что происходит, потому что, если бы у нее был сын в Саудовской Аравии, она бы не хотела знать, вы знаете, что они бомбят или, или то, и это происходит."
"And at the same time, I talked to another woman,","И в то же время я разговаривал с другой женщиной,"
and she was so happy to know because she lived through Vietnam.,"и она была так счастлива узнать это, потому что сама пережила Вьетнам."
And she didn't know what was happening at that time.,"И она не знала, что происходило в то время."
Right.,Верно.
"And she was so happy to get the information, you know.","И она была так счастлива получить эту информацию, вы знаете."
So there's just a lot of different opinions on that.,Так что просто есть много разных мнений на этот счет.
"But,","Но,"
"I, I, you know, I like to, to know what's going on.","Я, я, ты знаешь, мне нравится знать, что происходит."
Sometimes I think there's just a little bit too much.,"Иногда мне кажется, что это просто немного чересчур."
Yeah.,Да.
"You know you get in the habit of, like I say, turn on Headline News","Вы знаете, у вас вошло в привычку, как я уже сказал, включать заголовки новостей"
and it will play over and over,и это будет воспроизводиться снова и снова
and you just tune it out because it's the same thing,"и ты просто отключаешься от этого, потому что это одно и то же"
"but,","но,"
"And then, too, a lot of times I think, uh, especially on television they blow things completely out of proportion.","И потом, тоже часто я думаю, что, э-э, особенно на телевидении, они раздувают все совершенно непропорционально."
"Yeah,","Да,"
"they tend to,  dramatize things.",они склонны все драматизировать.
"Like,","Нравится,"
"You know, like this Kennedy thing.","Знаешь, как эта история с Кеннеди."
Yeah.,Да.
"like a It's just, I mean, everywhere you turn.","как будто это просто, я имею в виду, куда бы ты ни повернулся."
"Kennedy,","Кеннеди,"
"Kennedy,","Кеннеди,"
Kennedy.,Кеннеди.
"You know, what kind of shoes did he wear on the night?","Вы знаете, какую обувь он носил в ту ночь?"
"And you know, it's just like, okay, this is ridiculous.","И ты знаешь, это просто как, ладно, это нелепо."
Like who cares?,Как будто кого это волнует?
Really.,Действительно.
"So,","Так,"
"Well,","Что ж,"
But what are you doing?,Но что ты делаешь?
Sitting on a computer?,Сидишь за компьютером?
Yeah.,Да.
I heard the little clicking.,Я услышал тихий щелчок.
Trying to do some C programming.,Пытаюсь немного заняться программированием на языке Си.
"Oh, okay.","О, ладно."
"Well, it was nice talking to you.","Что ж, было приятно с тобой поговорить."
Okay,Окей
Okay.,Хорошо.
Take care.,Заботиться.
Take care.,Заботиться.
Bye-bye.,Пока-пока.
"Uh-huh,","Ага,"
bye.,пока.
There a lot of places to camp in Dallas?,В Далласе много мест для лагеря?
"Well, not necessarily in Dallas,","Ну, не обязательно в Далласе,"
but it's a very short drive to areas near here.,но это очень короткая поездка до близлежащих районов.
Uh-huh.,Угу.
Do you do a lot of camping?,Вы часто бываете в походах?
"Well, I have done camping in the past.","Ну, в прошлом я уже ходил в походы."
"Uh, I can't remember when the last time I actually went camping was.","Э-э, я не могу вспомнить, когда в последний раз я действительно ходил в поход."
"It was, uh, several years ago,","Это было, э-э, несколько лет назад,"
and then I did most of my camping in the mountains.,а потом я большую часть своего кемпинга проводил в горах.
Uh-huh.,Угу.
"Well, that must have been fun though.","Что ж, хотя это, должно быть, было забавно."
"Well, it is.","Что ж, так оно и есть."
I enjoy hiking and camping.,Мне нравятся пешие прогулки и кемпинги.
We went to the,Мы отправились в
". I have, uh, some land there,",". У меня там есть, э-э, немного земли,"
"and so it's, it's handy to, to station yourself there on the land and then make trips up into the mountains for backpacking and hiking and, and overnight camping.","и поэтому удобно расположиться там, на суше, а затем совершать поездки в горы для альпинизма, пешего туризма и кемпинга с ночевкой."
Uh-huh.,Угу.
"Well, that sounds fun.","Что ж, это звучит забавно."
Do you do most of yours in tents?,Большую часть своей работы вы проводите в палатках?
"Yeah,","Да,"
"we've done ours,","мы сделали свое,"
I've only been camping twice.,Я всего дважды был в походе.
"Oh, wow.","О, ничего себе."
And one of them I don't really consider camping.,"И один из них, который я на самом деле не рассматриваю как кемпинг."
Um.,Хм.
It was on the edge of the lake,Это было на краю озера
and it was at a camp.,и это было в лагере.
"I don't like those camping grounds where, you know, you got R V beside you and then another people in tents beside you.","Мне не нравятся эти кемпинги, где, знаете ли, рядом с вами R V, а потом другие люди в палатках рядом с вами."
Uh-huh.,Угу.
Uh-huh.,Угу.
I just don't care for that.,Меня это просто не волнует.
"No,","Нет,"
I agree with you.,Я согласен с вами.
"I think it's much nicer when you can really get out far enough away where,  that you can't see people right out the window.","Я думаю, что гораздо приятнее, когда ты действительно можешь уйти достаточно далеко, чтобы не видеть людей прямо из окна."
Uh-huh.,Угу.
Right.,Верно.
"But,","Но,"
"Well, it doesn't, uh,","Ну, это не значит, э-э,"
"we, uh,","мы, э-э,"
"four years ago,","четыре года назад,"
"it was about four years ago, my little boy was three months old","это было около четырех лет назад, моему маленькому мальчику было три месяца"
and the first time I left him we went overnight camping.,"и в первый раз, когда я оставила его, мы отправились на ночь в поход."
Uh-huh.,Угу.
"And we went, and we found this little peninsula out in the middle of nowhere by the lake.",И мы отправились туда и нашли этот маленький полуостров у черта на куличках на берегу озера.
And we had a ball.,И у нас был бал.
Uh-huh.,Угу.
"Just sat out there with our,","Просто сидел там с нашими,"
"we didn't even use tents then,","тогда мы даже не пользовались палатками,"
"we just had, uh, sleeping bags and fire going.","у нас только что были, э-э, спальные мешки и разожженный костер."
Uh-huh.,Угу.
And we fried potatoes and bacon and everything for breakfast the next morning.,А на следующее утро мы пожарили картошку с беконом и все остальное на завтрак.
"Doesn't that always taste so much better,  when you're out like that.","Разве это не всегда намного вкуснее, когда ты вот так гуляешь?"
"Oh, it did,","О, это действительно так,"
it did.,это произошло.
Yeah.,Да.
I didn't even think about frying potatoes.,"Я даже не подумала о том, чтобы пожарить картошку."
"But my sister-in-law, she's always done a lot of camping.","Но моя невестка, она всегда много ездила в походы."
Uh-huh.,Угу.
And she's good.,И она хороша.
She'd think about bringing a rake so you can rake your area out.,"Она бы подумала о том, чтобы взять с собой грабли, чтобы вы могли разгрести свой участок."
"And, yeah.","И, да."
That's right.,Верно.
If you don't you'll find every rock on it when you put your when you put your bag down.,"Если ты этого не сделаешь, ты найдешь на нем каждый камешек, когда поставишь свою сумку на землю."
Uh-huh.,Угу.
"Well,","Что ж,"
"yeah,","да,"
"she was, she is always prepared,","она была, она всегда готова,"
"I mean, she brought everything from, like I said, toilet paper to the rake.","Я имею в виду, она принесла все, начиная, как я уже сказал, с туалетной бумаги и заканчивая граблями."
"The only thing we'd had to do, we had to go out looking for some kind of a grill, you know.","Единственное, что нам нужно было сделать, это пойти поискать что-нибудь вроде гриля, вы знаете."
Uh-huh.,Угу.
"We, and we, and we seen this old refrigerator that somebody had dumped","Мы, и мы, и мы видели этот старый холодильник, который кто-то выбросил"
Uh-huh.,Угу.
"and we broke the, I guess it's the freezing component","и мы разбили, я думаю, это замораживающий компонент"
Uh-huh.,Угу.
"and we broke that out of there and put it over our, um, hole.","и мы вытащили это оттуда и накрыли нашу, гм, дырку."
"Oh, what a clever idea","О, какая умная идея"
Yeah.,Да.
I wouldn't have thought about that.,Я бы об этом не подумал.
"Well, it held our pan and, you know, the potatoes and stuff.","Ну, в нем была наша сковорода, ну, вы знаете, картошка и все такое."
We had a good time.,Мы хорошо провели время.
"Oh, that's a good idea.","О, это хорошая идея."
"Yeah,","Да,"
we're still waiting to go again.,мы все еще ждем возможности отправиться снова.
Uh-huh.,Угу.
"Well if you get a chance,","Что ж, если у тебя будет шанс,"
"now there are some really nice camping areas, uh, up in the Wichitas, which is in Oklahoma and, uh, Arkansas.","сейчас есть несколько действительно хороших кемпингов, э-э, в Уичитасе, который находится в Оклахоме и, э-э, Арканзасе."
Uh-huh.,Угу.
Arkansas.,Арканзас.
I can't remember the name.,Я не могу вспомнить это название.
"It's, it's on the Oklahoma-Arkansas border.","Это, это на границе Оклахомы и Арканзаса."
Uh-huh.,Угу.
"And it won't take but just a, you know, just a quick look at a map to find where those mountains are,","И, знаете, не потребуется ничего, кроме беглого взгляда на карту, чтобы найти, где находятся эти горы,"
Uh-huh.,Угу.
"but I took a drive up through there, as a matter of fact, last September, just took the drive through to see what was there.","но я проехал туда, собственно говоря, в сентябре прошлого года, просто проехал, чтобы посмотреть, что там было."
Uh-huh.,Угу.
They have some wonderful camping areas there.,У них там есть несколько замечательных мест для кемпинга.
Pretty.,Хорошенький.
"Beautiful, beautiful country.","Красивая, очень красивая страна."
"Well, I love to swim,","Что ж, я люблю плавать,"
"so I like to get out by a lake or a, uh, you know, somewhere close where we can swim.","поэтому мне нравится выбираться на озеро или, ну, ты знаешь, куда-нибудь поближе, где мы могли бы поплавать."
Uh-huh.,Угу.
Yeah.,Да.
"Right,","Правильно,"
"well, Lake, Lake Tawakoni is a pretty nice place","что ж, озеро, озеро Тавакони - довольно милое место"
Uh-huh.,Угу.
"and we had a two bedroom mobile home there,","и у нас там был передвижной дом с двумя спальнями,"
but the boys still liked to throw their sleeping bags out by the lake and build a little fire and roast their marshmallows until the mosquitos bit and then they came in.,"но мальчикам все равно нравилось выбрасывать свои спальные мешки на берег озера, разводить небольшой костер и жарить зефир, пока не покусают комары, а потом они прилетят."
Uh-huh.,Угу.
Yeah.,Да.
How old are your boys?,Сколько лет вашим мальчикам?
"Oh, oh they're grown now.","О, о, теперь они выросли."
"Oh, so they don't go camping with you.","О, значит, они не ходят с тобой в поход."
They go camping on their own.,Они отправляются в поход сами по себе.
Oh.,Ой.
"Once you start them, they enjoy it all their lives.","Как только вы их заводите, они наслаждаются этим всю свою жизнь."
"Yeah,","Да,"
"well, I haven't taken my little boy yet.","ну, я еще не забрала своего маленького мальчика."
Uh-huh.,Угу.
I'm afraid to get him out.,Я боюсь вытаскивать его оттуда.
"He is so fearless, he, it terrifies me.","Он такой бесстрашный, он, это приводит меня в ужас."
Uh-huh,Ага
"He,","Он,"
"Oh, don't be concerned.","О, не беспокойся."
There's much less for them to get hurt on camping than there is elsewhere.,"В кемпинге они могут пострадать гораздо реже, чем где-либо еще."
Think so?,Думаешь так?
Uh-huh.,Угу.
"Well, it's the water he's not scared of.","Ну, это вода, которой он не боится."
He'll go out into it until it's up to his nose and then try to tread back,"Он будет лезть в это дело, пока оно не достанет ему до носа, а затем попытается отступить"
Uh-huh.,Угу.
Uh-huh.,Угу.
"Well, it's easy to keep him occupied though on land.","Что ж, хотя на суше его легко занять."
"I know that I took my kids, we'd go out,","Я знаю, что я взял своих детей, мы бы пошли куда-нибудь,"
and I've them walk with me along the lakefront,и я приглашаю их прогуляться со мной вдоль берега озера
Uh-huh.,Угу.
"and we'd have a little contest finding the tiniest shell, and finding the biggest shell.",и мы устроили бы небольшое соревнование в поиске самой крошечной скорлупы и в поиске самой большой скорлупы.
"And, or we'd hunt pine cones or we climbed some, uh, pinon pines one year and gathered the cones so that we could eat the pine nuts.","И, или мы охотились за сосновыми шишками, или однажды залезли на несколько, э-э, сосен пинон и собрали шишки, чтобы съесть кедровые орешки."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And, we did a lot of naturalist work when we were out.","И мы проделали много натуралистической работы, когда были вне дома."
"We, you know, we,  we searched for","Мы, вы знаете, мы, мы искали"
Uh-huh.,Угу.
and we ate the wild plants,и мы ели дикорастущие растения
"and we gathered wild berries,","и мы собирали дикие ягоды,"
"and, uh, it's really, you know","и, э-э, это действительно, ты знаешь"
Yeah.,Да.
"the, the mountains can accommodate you if you know what to find.","горы могут вместить вас, если вы знаете, что найти."
If you know what to look for.,"Если вы знаете, на что обращать внимание."
Uh-huh.,Угу.
"I had my boys build their own little you know, three leg camp stools by cutting a branch off the tree and binding them together with bark.","Я попросил своих мальчиков соорудить свои собственные маленькие походные табуретки на трех ножках, срезав ветку с дерева и связав их вместе корой."
"Well, that sounds so neat.","Что ж, это звучит так мило."
"And, uh, we cooked in a pot.","И, э-э, мы готовили в горшочке."
"I baked them a cake, right there on a camp fire.","Я испекла им пирог прямо там, на походном костре."
They were so impressed.,Они были так впечатлены.
Yeah.,Да.
I used a tire chain and the bottom of a Dutch oven.,Я использовала цепь от шины и дно голландской духовки.
"Well, I'm impressed","Что ж, я впечатлен"
My mother-in-law,Моя свекровь
"and my,","и мой,"
"well, they've always done a lot of camping.","ну, они всегда много ходили в походы."
"I grew up in Louisville, Kentucky","Я вырос в Луисвилле, штат Кентукки"
"and there wasn't,","и там не было,"
"I don't know,","Я не знаю,"
but we just didn't get out.,но мы просто так не выбрались.
"My mother and my father split up when we were young,","Моя мать и мой отец расстались, когда мы были маленькими,"
"so, and my mother wasn't into that,","итак, и моей матери это не нравилось,"
and that's who I stayed with.,и вот с кем я остался.
Uh-huh.,Угу.
"So we didn't do much outdoors stuff, except swimming","Так что мы мало чем занимались на свежем воздухе, кроме плавания"
Uh-huh.,Угу.
and we went swimming a lot.,и мы много плавали.
Uh-huh.,Угу.
"And, uh, oh, excuse me, my baby's getting sick.","И, э-э, о, извините меня, мой ребенок заболевает."
Uh-oh.,О-о-о.
I know.,Я знаю.
"Well, if our time is up we can quit.","Что ж, если наше время вышло, мы можем уволиться."
"Yeah,","Да,"
"um, I've got to clean her up","эм, я должен привести ее в порядок"
"I'm sorry,","Извините,"
appreciate it.,ценю это.
Okay.,Хорошо.
Uh-huh.,Угу.
I enjoyed talking.,Мне нравилось разговаривать.
Thank you.,Благодарю вас.
"You bet,","Вы ставите,"
bye-bye.,пока-пока.
Bye-bye.,Пока-пока.
Okay.,Хорошо.
I hope you know more about the subject of baseball,"Я надеюсь, вы знаете больше о предмете бейсбола"
and where they're going than I do,"и куда они направляются больше, чем я"
"Oh, I know a little bit about it.","О, я немного разбираюсь в этом."
I'm not a die-hard fan,Я не заядлый фанат
"but I, I enjoy the,","но я, я наслаждаюсь,"
I like the Boston Red Sox myself.,"Мне самому нравится ""Бостон Ред Сокс""."
"Well, I,","Что ж, я,"
"of all the sports that there are, that there is, I like baseball the best.","из всех видов спорта, которые существуют, мне больше всего нравится бейсбол."
"However, I haven't been to a baseball game in years,","Однако я уже много лет не был на бейсбольном матче,"
"but I have kept, uh, my eye on the Rangers.","но я не спускал, э-э, глаз с Рейнджеров."
Uh-huh.,Угу.
You know,Ты знаешь
"and I guess they were doing pretty good up to a point,","и я думаю, что до определенного момента у них все было довольно хорошо,"
and then they kind of fell on their face,а потом они как бы упали ниц
"Well, with, uh,","Ну, с, э-э-э,"
"their biggest point of interest has been Nolan Ryan not the rest of the team lately,","в последнее время их больше всего интересовал Нолан Райан, а не остальная команда,"
so.,так.
"Correct,","Правильный,"
right.,верно.
Right,Правильно
"Oh, it's amazing.","О, это потрясающе."
They're so astronomical I can't even imagine that kind of money.,"Они настолько астрономические, что я даже представить себе не могу такие деньги."
Right.,Верно.
"You know it's just, uh, phenomenal","Ты знаешь, это просто, э-э, феноменально"
"Well, fortunately the Red Sox, last time I saw the paper earlier this week, were in first place and doing quite well.","Что ж, к счастью, ""Ред Сокс"", когда я в последний раз видел газету в начале этой недели, были на первом месте и преуспевали довольно хорошо."
"Well, good.","Что ж, хорошо."
"Um, I've been really busy at work this past week","Эм, я была очень занята на работе на прошлой неделе"
and normally on my way into work I'll pick up a newspaper,и обычно по дороге на работу я беру газету
"and, uh,","и, э-э-э,"
"so every day I'll have a newspaper at work,","так что каждый день у меня на работе будет газета,"
"and when I take a break, I'll take a look at the newspaper.","а когда я сделаю перерыв, я посмотрю газету."
But this week I've been so busy I didn't even bother to stop,"Но на этой неделе я был так занят, что даже не потрудился остановиться"
I understand.,Я понимаю.
I understand.,Я понимаю.
"But hopefully, hopefully next week I'll get back to my normal routine.","Но надеюсь, надеюсь, на следующей неделе я вернусь к своему обычному распорядку дня."
Okay.,Хорошо.
"Uh, you are involved with T I uh, speech, um, recognition?","Э-э, вы занимаетесь, э-э, распознаванием речи?"
"Well, not really.","Ну, не совсем."
"I, um I work at laboratory.","Я, эм, я работаю в лаборатории."
How did you find out about it?,Как вы узнали об этом?
"Oh, okay.","О, ладно."
"From, uh,","От, э-э,"
"I'm an officer in the Air Force,","Я офицер военно-воздушных сил,"
I see.,Понимаю.
Interesting.,Интересный.
"Oh, great.","О, отлично."
"And, uh, the speech laboratory does some work with, uh, T I, at, uh, not in my office","И, э-э, лаборатория речи проводит кое-какую работу с, э-э, со мной, э-э, не в моем офисе"
I see.,Понимаю.
"but, uh, in my division they do, quite a bit of speech work.","но, э-э, в моем отделе они выполняют довольно много речевой работы."
Uh-huh.,Угу.
"Well, that's good.","Что ж, это хорошо."
"Well, that's interesting.","Что ж, это интересно."
"And the topics are interesting, uh,","И темы интересные, э-э-э,"
"they run a whole gamut of, of, uh, subjects,","они охватывают целую гамму, э-э, тем,"
"and, uh, I think we can address every topic,","и, э-э, я думаю, мы можем затронуть любую тему,"
but the depth of knowledge is quite different.,но глубина знаний совсем иная.
Sure.,Конечно.
Sure.,Конечно.
"So, uh, when they chose baseball,","Итак, э-э, когда они выбрали бейсбол,"
"I mean, I'm, I'm, I can understand baseball, you know,","Я имею в виду, я, я, я могу понять бейсбол, ты знаешь,"
I don't understand football.,Я не разбираюсь в футболе.
Uh-huh.,Угу.
"Oh, I prefer to,","О, я предпочитаю,"
"I, I like,","Мне, мне нравится,"
I never used to really like watching football that much,Раньше мне никогда по-настоящему не нравилось так сильно смотреть футбол
"but more and more these days I'm, I'll like a football game,","но в последние дни мне все больше и больше нравится футбольный матч,"
but I've always liked baseball.,но мне всегда нравился бейсбол.
"I, I prefer to watch, um,","Я, я предпочитаю смотреть, эм,"
I guess I'm one of the few people that also prefers baseball to football.,"Наверное, я один из немногих людей, которые тоже предпочитают бейсбол футболу."
"And I, I'd much rather go to a baseball game than to a football game.","И я, я бы предпочел пойти на бейсбольный матч, чем на футбольный."
"Well, I, I can relate to baseball because I used to play baseball.","Ну, я, я могу относиться к бейсболу, потому что раньше играл в бейсбол."
"But I can't relate to football because I've never, played football and, and don't, and have any interest,","Но я не могу иметь отношения к футболу, потому что я никогда не играл в футбол и не испытываю к нему никакого интереса,"
Uh-huh.,Угу.
"and I said if I ever had a son, he would not play football.","и я сказал, что если у меня когда-нибудь родится сын, он не будет играть в футбол."
"And, uh, I had four daughters","И, э-э, у меня было четыре дочери"
"so that wasn't a question,","так что это был не вопрос,"
"but now I have a grandson that you know, is gung ho for, uh, football.","но теперь у меня есть внук, который, как вы знаете, страстно любит, э-э, футбол."
Uh-huh.,Угу.
"Well,","Что ж,"
"Well, there's injuries in a lot of sport.","Что ж, травмы есть во многих видах спорта."
"I understand that,","Я понимаю, что,"
"I'd, I,","Я бы, я,"
"but I think the, they happen more in football.","но я думаю, что они чаще случаются в футболе."
I think the odds are cut down.,"Я думаю, что шансы уменьшились."
Uh-huh.,Угу.
"You know, I, I know they can get hurt in baseball too.","Ты знаешь, я, я знаю, что они тоже могут пострадать в бейсболе."
"The bat is a very heavy object, can do a lot of damage","Бита - очень тяжелый предмет, может нанести большой урон"
"but, uh, I think that they have a, a lower racial of injuries, ratio of injuries in baseball.","но, э-э, я думаю, что у них более низкое соотношение травм в бейсболе."
it's true.,это правда.
"I, I would say that baseball tends to be one of the less, troublesome sports,","Я бы сказал, что бейсбол, как правило, является одним из менее хлопотных видов спорта,"
Because,Потому что
Yeah.,Да.
"but, uh, for some people it's just, uh, uh,","но, э-э, для некоторых людей это просто, э-э, э-э,"
A love for them.,Любовь к ним.
"Well, that,","Ну, это,"
not so much that,"не настолько, чтобы"
"but, uh, even in baseball you can,","но, э-э, даже в бейсболе ты можешь,"
"like when I played baseball when I was growing up, I had trouble, uh, uh, just throwing the ball because I very, I was always very strong","например, когда я в детстве играл в бейсбол, у меня были проблемы, э-э-э, с простым броском мяча, потому что я очень, я всегда был очень сильным"
and I,и я
"when I was young I could throw harder, than my, uh, like ligaments and all that should have been allowed to.","когда я был молод, я мог бросать сильнее, чем мои, э-э, связки и все такое, что должно было быть позволено."
Uh-huh.,Угу.
I see.,Понимаю.
"And so I was always throwing my arm out and, uh, having trouble.","И поэтому я всегда вытягивал руку и, э-э, испытывал проблемы."
Uh-huh.,Угу.
"I, and I was a catcher","Я, и я был ловцом"
so I was constantly throwing back to the pitcher and then down to second base and all and that kind of stuff.,"так что я постоянно отбрасывал мяч назад к питчеру, а затем на вторую базу и все такое прочее."
"So I,","Так что я,"
"that was always a problem for me was just, just the constant throwing,","что всегда было для меня проблемой, так это просто, просто постоянные метания,"
so.,так.
"Did you, did you sustain any permanent, uh, injury with that?","Вы, вы получили какую-нибудь постоянную, э-э, травму из-за этого?"
"No,","Нет,"
I did that wrestling,Я занимался этой борьбой
Oh.,Ой.
"Oh, okay.","О, ладно."
"No,","Нет,"
"I'd,","Я бы,"
"well, I, I, uh, always been quite an athlete and doing different things","ну, я, я, э-э, всегда был настоящим спортсменом и занимался разными вещами"
"and, um, the other thing was I'd never really let injuries stop me.","и, гм, еще одна вещь заключалась в том, что я никогда по-настоящему не позволял травмам останавливать меня."
"But interestingly enough you mentioned football, is like,","Но достаточно интересно, что вы упомянули футбол, это как,"
"now I won't play football anymore because of the, uh, the separated shoulder wrestling,","теперь я больше не буду играть в футбол из-за, э-э, раздвоенного плеча.,"
"Uh-huh,","Ага,"
uh-huh.,угу.
"so. Um, but I stood the, stood the injury wrestling,","так что... Эм, но я выдержал, выдержал борьбу с травмами,"
"but it,","но это,"
"as long as I let it heal, it never really bothered me","пока я позволял этому заживать, это никогда по-настоящему меня не беспокоило"
"then playing football this fall, I, it was just flag football too. I separated it again","затем, играя в футбол этой осенью, я, это тоже был просто флаг-футбол. Я снова разделил его"
Uh-huh.,Угу.
