,speaker,text,code
171142,B,"our,",%
171143,B,"we, we tend to, uh,",sv
171144,B,what's it called?,qw
171145,B,"We don't synthesize the, the calcium the same way.",sv
171146,A,"We, we throw more of it off our out, in other words.",sv
171147,B,Yeah.,b
171148,B,"We, we slough some of it,",sv
171149,B,"we, we send, we send some of it out because it, our body doesn't accept some of it.",sv
171150,A,Uh-huh.,b
171151,B,"So we're not utilizing, we're,",sv
171152,B,"when it, when it gets rid of some of that, um, that we can't use, it get rids, it gets rid of some of the calcium. Whereas when we eat, say broccoli, you utilize all of it.",sv
171153,A,Uh-huh.,b
171154,A,Uh-huh.,b
171155,B,You,%
171156,B,"your, your body accepts all of the broccoli.",sv
171157,A,All that's in it.,^2
171158,A,Uh-huh.,b
171159,B,"So, it's like,  it's like, say, a person using vitamins, as opposed to, uh, vitamin supplements as opposed to eating regular food.",sv
171160,A,Why?,qw
171161,A,Uh-huh.,b
171162,B,"Your body just doesn't accept vitamins and the minerals in the, the vitamins in, uh, supplements that it does in regular food,",sv
171163,A,Uh-huh.,b
171164,A,Uh-huh.,b
171165,B,"you know. So,",%
171166,A,That's interesting.,ba
171167,B,"But we both, we both feel much healthier,  much healthier.",sd
171168,A,Uh-huh.,b
171169,B,"And I couldn't consider going back to eating,",sd
171170,A,After you have been on this.,^2
171171,B,Yeah.,aa
171172,B,"Well, now I changed for ethical reasons.",sd
171173,A,Uh-huh.,b
171174,B,And my husband has changed.,sd
171175,B,He feels more ethically about it.,sd
171176,B,"But he, he in the beginning, began for health reasons.",sd
171177,A,Uh-huh.,b
171178,B,"But, um, now he, he feels like I do.",sd
171179,B,That he looks at the things that he eats,sd
171180,B,and he realizes what they are before he eats them.,sd
171181,A,Uh-huh.,b
171182,B,"And he,  you know,",sd
171183,A,Uh-huh.,b
171184,A,"He thinks more about them, then.",bf
171185,B,Yeah.,aa
171186,B,"Plus he eats,",sd
171187,B,"we both think more about, I thought more of about it as far as what it was I was eating, you know,  as a living creature.",sd
171188,A,Uh-huh.,b
171189,A,Uh-huh.,b
171190,B,"And now we both think a lot of well, what is it we're eating in relation to what it's going to give to our bodies.",sd
171191,A,Uh-huh.,b
171192,A,So you kind of have a combination.,sv
171193,B,Uh-huh.,b
171194,A,Uh-huh.,b
171195,A,"Well see, we, I live in a farming community. So, of course we have a lot of animals and that type of thing raised in our area.",sd
171196,B,Uh-huh.,b
171197,B,"Well, we do too.",sd
171198,B,"I mean, I was raised in, um,",sd
171199,B,we're in cattle country.,sd
171200,A,Uh-huh.,b
171201,B,"And people here buy a half a cow and put it in their freezer,",sd
171202,A,Uh-huh.,b
171203,A,"Oh, yeah,",b
171204,A,yeah.,b
171205,B,"you know. And that's, that's the way I,",sd
171206,B,"and I,",%
171207,B,believe you me it wasn't easy to give up  to give up a hamburger.,sd
171208,B,"That, that was one of my favorite foods, was, was a, a, was a good steak or a hamburger.",sd
171209,A,Uh-huh.,b
171210,B,"But, you know, I suppose if you really believe in something it's, You, you adjust your life",sv
171211,A,You get adjusted to the taste.,^2
171212,A,Uh-huh.,b
171213,B,because your mind.,sv
171214,A,Uh-huh.,b
171215,B,"You, your, you,",%
171216,B,"inside yourself you just, it's not right.",sv
171217,A,Uh-huh.,b
171218,B,"So, but, um,",%
171219,A,So you would have a little more trouble when you were looking for a dining area than what most most people would.,qy^d
171220,A,"Now we wouldn't have that problem, because we're not vegetarians.",sd
171221,B,"So what do you look for when you,",qw
171222,A,"Uh, I think the main thing that I look for is, uh, cleanliness, uh, you know, the, in the appearance of the people that work there. And the, uh, quality of the food that they serve.",sd
171223,B,Uh-huh.,b
171224,B,"Do you normally, when you're traveling, do you look for places that's established, that, that you've been to before or are you willing to try new places?",qy
171225,A,Yes.,ny
171226,A,"Oh, we try new places",sd
171227,A,"but when we,",%
171228,A,a lot of times we do eat where we know.,sd
171229,B,Yeah.,aa
171230,B,Like a chain restaurant or something.,sv
171231,A,"What,",%
171232,A,Uh-huh.,ny
171233,A,"What the quality,",sd
171234,A,because a lot of them are the same no matter where you stop.,sv
171235,B,Uh-huh.,b
171236,A,"And, uh, we do, do that a lot.",sd
171237,A,"And I guess I'm getting old, older,",sd
171238,A,also I like to be served.,sd
171239,A,"I like to sit down and have my, uh, order taken.",sd
171240,B,As opposed to like a cafeteria kind of situation?,qy^d
171241,A,"Right,",na
171242,A,yeah.,ny
171243,B,Yeah.,%
171244,A,"So, I suppose you'd say I,",sv
171245,A,"well I, I don't know whether it's age or what it is.",sv
171246,A,"But I have,",%
171247,B,"Well no,",ar
171248,B,I don't think so.,sd
171249,B,"I think it's just your,",sd
171250,B,"because I, I prefer to be waited on too.",sd
171251,B,"I just,",sd
171252,B,"if you're going to go out to eat, why not have the whole service,  you know?",qh
171253,A,"Yeah,",ba
171254,A,Yeah.,b
171255,B,"Why not get the whole,",qh
171256,B,"I guess because we don't go out that much,",sd
171257,A,Uh-huh.,b
171258,B,I feel like it's a treat.,sd
171259,A,You should have a treat.,sd
171260,B,Yeah.,ba
171261,A,And I like the light meals.,sd
171262,A,"Not all restaurants have light meals on their menu,  you know.",sd
171263,B,Uh-huh.,b
171264,A,"And I,",%
171265,B,Oh.,b
171266,B,"Light menu, you mean like cooked light or,",qy
171267,A,"Uh, L I T E, like, uh, uh, things that aren't as heavy a meal.",sd
171268,B,"Oh, I see.",bk
171269,A,"It,",%
171270,B,Uh-huh.,b
171271,A,"that, you get more, uh, fruit and maybe cottage cheese or a chicken breast or things that aren't as, uh,",sd
171272,A,they're not breaded,sd
171273,A,and they're not fried,sd
171274,A,"and they're not,",sd
171275,B,Not a lot of gravy and things like that.,^2
171276,A,Yeah.,aa
171277,A,"Uh, but it's not  all rest,",sd
171278,B,"You know, I,  I like those too.",sd
171279,A,Uh-huh.,b
171280,B,"I like those too, because, uh, some, seems like sometimes it's, you order a meal, you order their dinner meal, and it's like they're trying to find out how much you can eat.",sd
171281,B,Or,%
171282,A,I know,ba
171283,B,or,%
171284,A,"it's too much,",sd
171285,A,yes.,aa
171286,B,"Or, or like evidently people go in there and they're not satisfied that they'd been given enough and they complain",sv
171287,B,"and maybe they're afraid that people are going to, complain or something.",sv
171288,A,Uh-huh.,b
171289,A,I don't know what it is.,sd
171290,A,"But, now for instance, we, we had a Scout dinner last night we went to.",sd
171291,A,"And it's, it's",%
171292,A,"they, uh, well they'll serve you at your seat",sd
171293,A,"and usually the salad bar is included,",sd
171294,A,so you have to get up for that.,sd
171295,A,"But they have so much food that you, not matter how hard you try to restrain yourself, you end up eating much more than you need.",sd
171296,B,Uh-huh.,b
171297,B,And I think that's a shame.,sv
171298,A,Uh-huh.,b
171299,B,"I mean, I must admit, sometimes I do like a buffet.",sd
171300,B,"But, uh, but I think that they just tend to make you, you say, Oh, well, I've have got all I can eat",sd
171301,A,Uh-huh.,b
171302,B,"or, or, you know, it's one of these situations where nobody's going to restrain what you eat,  the amount that you eat.",sd
171303,A,Uh-huh.,b
171304,A,Uh-huh.,b
171305,B,"And I think that that we just tend to eat, overeat.",sv
171306,A,Yeah.,b
171307,A,"You can eat as much as you want and you like the food, you know.",sv
171308,B,Yeah.,b
171309,B,Yeah.,b
171310,A,"Uh, a lot of times the foods,",sv
171311,A,"like, uh, Haas's carry a bread bar that is just out of this world",sv
171312,A,"And, you know,",%
171313,B,Yeah.,b
171314,A,you,%
171315,A,and soup,sd
171316,A,"and, uh, they just,",%
171317,A,and fruit and vegetables,sd
171318,A,"and they, they just,",%
171319,A,I don't know.,h
171320,A,I know I always overeat no matter.,sd
171321,A,"I go with good intentions,",sd
171322,A,"but I,",%
171323,A,"somehow along the way, when I come back to my seat, I have too much.",sd
171324,A,And I eat it because it's so good.,sd
171325,B,Yeah.,b
171326,B,Well at least it's fruit and stuff there,sd
171327,A,Yeah,b
171328,B,Maybe it's not too bad.,sv
171329,A,"And I like reasonable prices of course, too.",sd
171330,A,"I don't like to, you know, go to anything that's real expensive.",sd
171331,B,Yeah.,b
171332,A,I think that's a waste of my money.,sd
171333,B,"Just for food,  it does seem like it.",^2
171334,A,Uh-huh.,b
171335,A,Uh-huh.,b
171336,B,Yeah.,b
171337,B,"But, uh,",%
171338,A,"So,",%
171339,B,"We like, uh, we do like international food,",sd
171340,B,"so we take,",%
171341,A,Do you?,qy
171342,B,I like,%
171343,B,"we like Indian food,",sd
171344,A,Uh-huh.,b
171345,B,"and, uh, I love Italian food,",sd
171346,A,Uh-huh.,b
171347,B,"and, uh,",%
171348,A,Chinese?,qy^d
171349,B,Chinese,na
171350,B,"but,",%
171351,A,We've got a good Chinese restaurant in town.,sd
171352,B,Yeah.,b
171353,A,"I, I really like eating there",sd
171354,A,"and, and you don't get stuffed on their food it seems.",sd
171355,B,Yeah.,b
171356,A,"You know, you can eat a whole big plate of their food, and you really don't feel like you've eaten too much.",sd
171357,A,"You're full, you know,",sd
171358,A,"you're satisfied,",sd
171359,B,Yeah.,b
171360,A,but you don't feel stuffed and miserable.,sd
171361,B,"Yeah,",b
171362,B,yeah.,b
171363,B,"That's one thing that I wish we had more of, uh.",sd
171364,B,"Because where we're from, it's, it's pretty limited,",sd
171365,B,"and it's,",sd
171366,B,"most of the restaurants are, oh, they tend to be, you know, American style food.",sd
171367,A,Uh-huh.,b
171368,B,"And we don't have too many,",sd
171369,B,you have to go all the way to Dallas.,sd
171370,A,Um.,%
171371,B,"And so it really is a treat,",sd
171372,A,"Uh, yeah.",b
171373,B,"because, uh,",%
171374,A,Yeah.,b
171375,B,"you know, we don't make a trip, sixty-five, eighty, you know, sixty-five to eighty miles. Depending how far in Dallas it is.",sd
171376,A,Yeah.,b
171377,A,So what movies have you seen?,qw
171378,B,"Uh, well, I have, uh, seen DANCES WITH WOLVES, which is probably the, the best movie that I have seen lately.",sd
171379,B,"Uh, I do not go out to films very often. So, as far as out of the house.",sd
171380,A,Uh-huh.,b
171381,B,"So we do get a lot of videos that we bring in,",sd
171382,B,"uh, and I see some that way.",sd
171383,B,"But, uh, I am not real current on films.",sd
171384,B,How about you?,qo
171385,A,Yeah.,"fo_o_fw_""_by_bc"
171386,A,"I saw DANCES WITH WOLVES and, uh, HOME ALONE",sd
171387,A,"and,",%
171388,B,"I hear that is really good, but I have not seen it yet.",sd
171389,A,Yeah.,aa
171390,A,It is.,sd
171391,B,Yeah,b
171392,A,"It is about a little kid that, that his parents go off to Paris.",sd
171393,B,Uh-huh.,b
171394,A,"And they, they forget all about him.",sd
171395,A,"The oldest daughter, they take a head count and the oldest daughter counts one of the neighbor kids instead of,",sd
171396,B,"Oh, cute.",ba
171397,A,And he is up in the attic asleep because he got in trouble.,sd
171398,B,"Oh, dear.",ba
171399,A,So she made him go sleep upstairs.,sd
171400,B,Uh-huh.,b
171401,A,"And there is, there is a couple of burglars, uh, breaking into the houses in the neighborhood.",sd
171402,B,"Oh,",b
171403,A,"And, uh,",%
171404,B,"Oh, and he hears them or something",^2
171405,B,"and,",%
171406,A,Yeah.,aa
171407,A,And he sets up traps for them all over the house.,sd
171408,B,Who wins?,qw
171409,A,"Uh, he does.",sd
171410,B,"Oh, great,",ba
171411,B,great.,ba
171412,B,"Yeah,",%
171413,B,"I had heard people talk about it,",sd
171414,B,"and they say it was really cute, but I had not seen it.",sd
171415,A,Uh-huh.,b
171416,B,"Uh, we usually wait",sd
171417,B,"and eventually it comes out on video,",sd
171418,B,and then we get it and see it that way.,sd
171419,A,Right.,b
171420,B,"And that is, it,",sd
171421,B,movies are very expensive.,sd
171422,B,"Uh, movie theatres here, they are six dollars, uh, for evening performances.",sd
171423,B,"And that is kind of steep,",sv
171424,A,Uh-huh.,b
171425,B,I think.,sv
171426,B,I don't know.,sd
171427,B,How much is it in Dallas?,qw
171428,A,"Well, it is six dollars,",sd
171429,A,"and then but you get, um, matinee prices.",sd
171430,A,"But,",%
171431,B,Yeah.,b
171432,B,"You can do that, but it is difficult if you, if you work or, you know,",sv
171433,A,Uh-huh.,b
171434,B,"uh, that is taking the middle of the afternoon.",sv
171435,B,"And if I am looking for entertainment usually I, I, have more, uh, time in the evening than I do in the middle of the day to, uh, see things.",sd
171436,B,What do you think of movies in general?,qo
171437,B,"As far as the, as the trends?",qo
171438,A,"Well, I think they are a lot better than they than they were,",sd
171439,A,"well, like, um, in the early eighties or the, during the, like the SMOKEY AND THE BANDIT era.",sd
171440,B,Uh-huh.,b
171441,A,"When it was,",sd
171442,A,"they,",%
171443,A,I do not think they were very good during that time.,sv
171444,B,Yeah.,b
171445,A,At least there were not as many good ones.,sv
171446,B,"Did,",b
171447,B,Yeah.,b
171448,B,The quality I think maybe has improved in that respect.,sd
171449,A,Uh-huh.,b
171450,B,"Uh, the only thing that disturbs me is that now they think they have to add just a little bit of sex and violence in order to get a, a tougher rating. Which suggests that, that, you know, it will be more enticing to the, to the public.",sv
171451,B,"And a lot of times it is added for no real, uh, valid reason.",sv
171452,A,Uh-huh.,b
171453,B,"Uh, which does not make,",sv
171454,B,and I think SMOKEY AND THE BANDIT was a little bit like that.,sv
171455,A,Yeah.,b
171456,B,"Uh, but DANCES WITH WOLVES did not seem to have anything added.",sv
171457,B,"It was just all legitimate kind of, uh, film.",sv
171458,B,"And that is where reason why I suppose it won so many Oscars, uh,",sv
171459,B,because it really was good even though it is such a long movie.,sv
171460,B,"You know, they said, ""Oh, people won't, won't be interested in a three hour movie."" But it certainly gotten good acclaim everywhere it has gone.",sd
171461,A,And it was shocking at the end too.,sv
171462,A,"So,",%
171463,B,"Oh, oh, yeah.",b
171464,A,Yeah.,b
171465,B,Absolutely.,aa
171466,B,"Uh, but much more true to life",sv
171467,B,"and I think that is, that is the point.",sv
171468,A,Yeah.,aa
171469,A,That is right.,ba
171470,B,"Uh, they do not have to keep making up stuff if they want to make something good.",sd
171471,A,Uh-huh.,b
171472,B,I hate sequels too.,sd
171473,B,"I hate these, uh, you know, number one, two, three, four.",sd
171474,A,Uh-huh.,b
171475,B,"Usually if a movie is good, once is enough",sv
171476,A,Yeah.,aa
171477,A,Especially JAWS.,sd
171478,B,Right.,b
171479,B,"That was on Prime Time Television here, uh, recently at seven thirty in the evening.",sd
171480,B,"And, uh, it was kind of shocking because that is a scary movie. And children, young children could see, could have seen that movie, uh, at that hour.",sv
171481,A,Uh-huh.,b
171482,B,"And I thought, that, you know, that would not have been the sort of thing I would have wanted my children to see at that age, uh, I mean when they were young.",sd
171483,B,And here it was quite easily seen by anybody that turned on the T V.,sd
171484,A,Right.,b
171485,B,"Uh, which was a,",sd
171486,B,it was a good movie.,sv
171487,B,"I mean it was well done but, uh, that is one reason why it was scary.",sv
171488,A,Uh-huh.,b
171489,B,"So, but I do not know that I have seen any of the, uh, sequels to that.",sd
171490,B,I think one is enough.,sv
171491,A,Yeah.,b
171492,B,"Uh,",%
171493,A,Just more of the same.,sv
171494,B,That is what people say.,sd
171495,A,"In one of them they have a mother shark, uh, destroy a whole, uh, marina and aquarium. Which is kind of far fetched.",sd
171496,B,Oh.,b
171497,B,Yeah.,aa
171498,B,"It,",%
171499,B,just a touch.,sv
171500,A,Yeah.,b
171501,B,"Well, the whole movie is kind of far fetched.",sv
171502,A,Uh-huh.,b
171503,B,"But, I mean the whole idea behind it is far fetched.",sv
171504,A,They hardly ever play music when a shark attacks somebody.,sv
171505,B,"Not, not too often",sv
171506,A,Yeah.,b
171507,B,"That has gotten to be a whole camp idea now though, you know.",sv
171508,B,"If you hear that music, you know, everybody knows what you are talking about.",sv
171509,A,Yeah.,b
171510,B,It's funny.,sv
171511,B,"Well, it sounds like neither one of us are real movie buffs.",sv
171512,A,"Well, uh, every once in a while, I go, but it, it has to be like somebody that I like",sd
171513,A,"or,",%
171514,B,Yeah.,b
171515,A,"you know. I did not, I did not go see FIELD OF DREAMS when it was in the theatre because I did not know it was any good.",sd
171516,B,Uh-huh.,b
171517,A,"And then when it was, I, I found out it was Kevin Costner when it was on, um, I guess A B C the other week,",sd
171518,A,"then I,",%
171519,B,Right.,b
171520,B,Yeah.,b
171521,A,Yeah.,b
171522,A,And then I really liked it.,sd
171523,B,It was good.,sv
171524,A,Uh-huh.,b
171525,B,It was very good.,sv
171526,B,"But, uh, um, uh, see I have, uh, teenagers in my house.",sd
171527,B,"And of course sometimes they rent movies and, you know, have friends over or something.",sd
171528,B,"And sometimes movies are here that I did not, I am not even aware that I could have seen, you know.",sd
171529,B,"Because my family tells me that, that, that it had been actually in the house before",sd
171530,A,Huh.,b
171531,B,But I had missed it.,sd
171532,B,"But I did see it on T V,",sd
171533,B,and I thought it was good.,sd
171534,A,Yeah.,b
171535,A,"It was really,",%
171536,A,"and then, and then, uh, Shoeless Joe Jackson really was a player.",sv
171537,A,"I thought they made him up, and then I found out, you know, after I saw the movie that, they, they started talking about that scandal",sd
171538,A,"and,",%
171539,B,"Oh, really?",bh
171540,A,"Yeah,",ny
171541,A,"when the, when the anniversary came up",sd
171542,B,Uh-huh.,b
171543,A,"that was around the time of anniversary, you know.",sd
171544,B,No kidding.,b
171545,A,And then it was on the news.,sd
171546,B,"Oh, I did not realize that.",sd
171547,B,Yeah.,b
171548,B,"Uh, you know, the character that, uh, James Earle Jones played?",sd
171549,A,Uh-huh.,b
171550,B,"Uh, uh, I teach in school,",sd
171551,B,and we are doing a book called INVISIBLE MAN by Ralph Ellison.,sd
171552,A,Uh-huh.,b
171553,B,And I wondered if maybe he was patterned after him.,sd
171554,A,Yeah.,b
171555,B,"Uh, I do not know,",h
171556,B,I had not heard anybody talk about it.,sd
171557,B,"But, uh, he certainly could have been. Uh, which was kind of interesting. You know, someone who, uh, who was a real activist but then took up the cause. Uh, kind of gave up, you know, because he did not think anything was happening,",sv
171558,A,Yeah.,b
171559,B,"and so, uh, it was kind of fun.",sd
171560,A,Yeah.,b
171561,A,And I wondered who it was too.,sd
171562,B,"I do not know for sure,",h
171563,B,"but there are certain, uh, qualities that suggest it could be he.",sv
171564,B,"Because they were, uh, they were suggesting that this Ben was something of a recluse.",sd
171565,B,"That he had stopped writing and had stopped, you know,",sd
171566,B,and that is true for Ellison.,sd
171567,B,"He, he wrote that one book and a few essays and that is about it. And, uh, has pretty much dropped out of public life.",sd
171568,A,Huh.,b
171569,B,But he is still alive,sd
171570,B,"and that, you know, that is what makes it so interesting.",sv
171571,A,Uh-huh.,b
171572,B,"And that book, have you ever read that book? INVISIBLE MAN.",qy
171573,A,"Uh, I",%
171574,A,What is that?,br
171575,A,INVISIBLE MAN?,qy^d
171576,B,INVISIBLE MAN by Ralph Ellison.,qy^d
171577,A,"Uh, no.",nn
171578,A,Huh-uh.,nn
171579,B,It is an incredible book.,sv
171580,B,"It, uh, really is very, very interesting.",sv
171581,B,I highly recommend it.,sd
171582,A,"Uh, did they make the movies after that",qy
171583,A,"or,",%
171584,B,"Uh, the,",%
171585,B,"yeah,",%
171586,B,"the movie,",%
171587,B,the,%
171588,B,in,%
171589,B,"FIELD, FIELD OF DREAMS came out after, uh, that novel.",sd
171590,A,Uh-huh.,b
171591,B,So it could easily have been patterned after him.,sv
171592,B,"But the, the movie did not have anything to do with, with the story that I am talking about.",sd
171593,B,But,%
171594,A,Right.,b
171595,B,"I just thought the the, uh, author could have been patterned after that, uh,",sv
171596,B,"I mean that character could have been patterned after him or someone like him, certainly.",sv
171597,A,Uh-huh.,b
171598,B,"Sort of interesting,",sv
171599,B,"so. Well, I guess we have talked probably our time limit, haven't we?",qy
171600,A,"Oh, yeah.",aa
171601,B,Okay.,fc
171602,A,Okay.,fc
171603,A,It was Nice talking to you.,fc
171604,B,Very good.,fc
171605,B,It was nice talking to you.,fc
171606,B,Okay.,fc
171607,B,Bye-bye.,fc
171608,A,Bye-bye.,fc
171609,A,Are you in the market for a car recently?,qy
171610,B,"Yeah,",ny
171611,B,I just bought a car.,sd
171612,A,"Oh, what did you get?",qw
171613,B,I got a nineteen ninety-three Cavalier station wagon.,sd
171614,A,"Uh-huh,",b
171615,A,"what, what convinced you to get that one?",qw
171616,B,"Well, a friend of my father's, and he'd driven it all over the country and it runs great.",sd
171617,A,Uh-huh.,b
171618,A,"Oh, incredible,",ba
171619,A,how many miles on it?,qw
171620,B,"It's like, it has a hundred and fifty-three thousand.",sd
171621,A,And it's still running real well.,sd
171622,B,Yeah.,b
171623,A,"Oh, great,",ba
171624,A,yeah.,%
171625,A,"We have, uh, right now we have two cars, uh,",sd
171626,A,"I have, my husband and myself and we have two sons who are drivers and one of which is a, um, an eighty-eight Plymouth Voyager Van,",sd
171627,B,Uh-huh.,b
171628,A,"and then we have, um,",sd
171629,A,"about a year ago, we picked up a second hand, uh, uh, Audi",sd
171630,B,Uh-huh.,b
171631,A,"and, uh, that was a you know, a sedan,",sd
171632,A,"and, uh, we got that.",sd
171633,A,"The major things,",%
171634,A,"the reason why we got that is we had had a Nova,",sd
171635,A,"and a,",%
171636,A,"well,",%
171637,A,"my son was driving,",sd
171638,A,"and someone came into his lane and hit him,",sd
171639,A,"and fortunately he was able to,",sd
171640,A,"his,",%
171641,A,"I mean he was checked out of the hospital, was out of the hospital by that night, but the car was completely totalled",sd
171642,B,Uh-huh.,b
171643,A,"and Mike, and, they had been, my two sons had been a passenger in a car about a year and a half before that, which was hit by another car.",sd
171644,B,Um.,b
171645,A,"So I mean, I got, I was getting really nervous,",sd
171646,A,"so I finally said, we, I want a really solid car.",sd
171647,A,So we found the Audi second hand.,sd
171648,A,"I guess right now my criteria for cars is, uh, of being solid, able to take an impact",sd
171649,B,Right.,b
171650,A,"and, uh, so, uh, I, we're not going to be in the market for, in the near future for any new car.",sd
171651,B,Uh-huh,b
171652,A,But the things that I would want would be a solid car.,sd
171653,A,Another thing I'd definitely want would be anti-lock brakes.,sd
171654,B,Right.,b
171655,A,"Uh, our, our van, which is a, a delight to drive, does not have,",sd
171656,A,"I think the brakes on the Plymouth van is just, are terrible.",sv
171657,B,Um.,b
171658,A,"If the road is at all wet, and I'm,",sd
171659,A,"and I don't go all that fast, but the, uh, it, it just doesn't hold.",sd
171660,A,It doesn't hold well at all.,sd
171661,A,"So, I, I definitely want to get anti lock brakes.",sd
171662,A,"So, I don't know,",sd
171663,A,"do you have any particular things that, that are priorities on your list.",qy
171664,B,"Well, it's,",%
171665,B,"I didn't really need power windows, but it has power, you know, windows and steering and air conditioning,",sd
171666,A,Yeah.,b
171667,B,"and, and uh.",%
171668,A,"I guess down here air conditioning's a must, isn't it.",qy
171669,B,"Uh-huh,",ny
171670,B,"oh, yeah.",ny
171671,B,It has a stereo and a cassette player,sd
171672,A,Uh-huh.,b
171673,B,"and, um, he's told me it gets forty-two miles to the gallon.",sd
171674,A,That's incredible.,ba
171675,B,Uh-huh.,b
171676,A,That is incredible.,ba
171677,B,So.,%
171678,A,"Uh, we, we get about, our, the van gets, on highways, can get about twenty-eight.",sd
171679,A,The Audi does not have good mileage.,sd
171680,A,That's the one drawback.,sd
171681,A,"It's a powerful car. Um, but it does not, uh,",sd
171682,B,Uh-huh.,b
171683,A,"I mean, I, if I'm on a highway and I can get twenty, twenty-one miles per gallon, I consider that I'm lucky.",sd
171684,A,"Maybe, maybe sometimes I've gotten twenty-two.",sd
171685,A,It comes out around the eighteen or nineteen local driving,sd
171686,B,Uh-huh.,b
171687,A,"and that's a, to me is a real drawback.",sv
171688,A,"I wish I would, you know, I could settle for twenty-eight,",sd
171689,A,"but, uh, the, uh, the frills on that car are nice, but they're not necessary, for me except air conditioning.",sd
171690,B,Uh-huh.,b
171691,A,"In this area, uh, in Washington D C area, it gets hot and humid.",sd
171692,B,"Uh-huh,",b
171693,B,it's really humid.,sd
171694,A,"Yeah,",aa
171695,A,"uh, so air conditioning is uh, definitely a necessity for us through two or three months in the summer.",sd
171696,A,"Um, but I, uh, I, I don't need, uh, you know,",sd
171697,A,"power windows are nice, but I don't need them Although I must say when you're driving in the east and there are all these toll roads, come into a toll road, you just push that button down,",sd
171698,B,Right.,b
171699,A,"it's real nice for that window to zip down and zip up, instead of having to crank it.",sd
171700,B,"Crank,",%
171701,B,yeah.,b
171702,A,"Yeah,",b
171703,A,"but, or, you know, if you want to have open windows, to be able to",sd
171704,A,"if you're alone in the car just to press buttons, and.",sd
171705,B,Right.,b
171706,B,You don't have to stretch.,^2
171707,A,"But you know, I've lived all these years without them,",sd
171708,A,I probably could have lived a little longer,sd
171709,B,That's true.,ba
171710,A,"Uh, one of the things that we have, uh, we've liked when we gotten a new car, and this, this used car has it, is a sun roof",sd
171711,B,Uh-huh.,b
171712,A,and those are really nice in good weather.,sv
171713,B,That's right.,ba
171714,A,"So, so I guess if we get a new car, it definitely would have to have anti lock brakes,",sd
171715,A,"I'd love to get an air bag and a sun roof, and, uh, just so it'd be a good solid car.",sd
171716,B,Uh-huh.,b
171717,A,I guess that those are my major criteria.,sd
171718,A,"Everything else is, you know, a luxury,",sv
171719,A,"and they, make the car more expensive, but they often add more things to repair when things go wrong.",sv
171720,B,Right.,b
171721,A,"So, uh, if you were to buy a new car now, a brand new car, what would you look for?",qw
171722,B,"Um, like you said, anti-lock brakes and air bag,",sd
171723,B,"and, uh, I'd, I'd really like to have a car that's dependable that, that you drive, you know, like a American made car that's as dependable as Mercedes or somebody, you know that's,",sd
171724,A,"Yeah,",b
171725,A,yeah.,b
171726,A,Isn't that true.,bh
171727,A,"It's, it's funny, um, uh, that you use,",sv
171728,A,"the Audi's German, and I have to say, it has been pretty dependable.",sd
171729,B,Uh-huh.,b
171730,A,"Yeah,",b
171731,A,"sometimes, one advantage of an American made car, is if you get stuck anywhere, most local garages can fix you up.",sv
171732,B,"Yeah,",b
171733,B,"they have parts,",sd
171734,B,uh-huh.,b
171735,A,"But once you get, if you, once you get something fancy, you get stuck somewhere off of the main area you can be really,",sv
171736,B,"Right,",b
171737,A,"and the parts, I know the Audi parts are terribly expensive.",sd
171738,B,Uh-huh.,b
171739,A,"I mean, it",%
171740,A,I shudder.,sd
171741,A,"I would not get the Audi again, just for that reason.",sd
171742,A,"But I would love, I wish an American, an American, that, you know, engineering would make something as solid as a German car.",sd
171743,A,"You know, we certainly have the technology,",sv
171744,B,Right.,b
171745,A,"but, it's amazing,",sv
171746,A,"when we bought this Audi,",sd
171747,A,"I mean, everything is more solid in it.",sd
171748,B,Right.,b
171749,A,"Uh, if,",%
171750,A,you don't feel you've got any of the flabby plastic,sv
171751,B,Uh-huh.,b
171752,A,"and I know,",%
171753,A,"and I, I, and I'm willing to give up a little bit in the mileage for a solid car.",sd
171754,A,I don't think I have to give up as much as I'm giving up.,sv
171755,B,Right.,b
171756,A,"But, do you need air conditioning down there?",qy
171757,B,"Yes,",ny
171758,B,we really do,sd
171759,A,Yeah.,b
171760,B,because even today it's supposed to get up into the nineties.,sd
171761,B,So,%
171762,A,"Oh, we've had eleven days in a row over ninety.",sd
171763,B,Uh-huh.,b
171764,A,They've in fact had to excuse school down here because of that.,sd
171765,A,"Well, listen,",ad
171766,A,I enjoyed talking with you.,fc
171767,A,"Okay,",fc
171768,A,"and enjoy, enjoy your car.",fc
171769,B,"Yeah,",fc
171770,B,have a nice summer.,fc
171771,A,"Thank you,",fc
171772,A,"you too,",fc
171773,A,it's going to be a hot one.,fc
171774,B,Yeah.,fc
171775,A,"Okay,",fc
171776,A,bye-bye,fc
171777,B,Bye-bye.,fc
171778,A,Do you have any?,qy
171779,B,I'm trying to think offhand,no
171780,B,"I can't think of anything, you know.",ng
171781,A,"I have, I have one,",sd
171782,B,Okay.,bk
171783,A,and it's a real pet peeve of mine.,sd
171784,A,"It seems I, I do work during the day",sd
171785,A,"and when I'm home, uh, you know I'm either cooking or running doing, things or, uh, laundry or stuff.",sd
171786,B,Uh-huh.,b
171787,A,And I hate when the phone rings and it turns out to be a telephone salesman.,sd
171788,B,Oh,b
171789,A,"And it's real,",%
171790,A,"the two pet peeves that,",sd
171791,A,"number one, I really feel that that's my private, you know, my own home.",sd
