en,ru
"No,","Нет,"
"no,","нет,"
"that's, that's, uh,","это, это, э-э,"
"a, a little bit of background study has never made an expert in any field.",ответ: небольшое изучение предыстории никогда не делало вас экспертом ни в одной области.
No.,Нет.
"But, uh,","Но, э-э,"
"Well, I sort,","Ну, я вроде,"
"that sort of goes to my pet peeve about the education system in this country, too.",это отчасти относится и к моему любимому недоверию к системе образования в этой стране.
Yeah.,Да.
And we make experts by reading books.,"И мы становимся экспертами, читая книги."
That's right.,Верно.
"You know, and the Japanese and the Germans and everybody else make experts by doing.","Вы знаете, и японцы, и немцы, и все остальные становятся экспертами на практике."
"Uh-huh,","Ага,"
"absolutely,","абсолютно,"
Yeah.,Да.
Absolutely.,Абсолютно.
Yeah.,Да.
"I, uh, I, I guess you work for T I.","Я, э-э, я, я полагаю, ты работаешь на Ти И."
"That's right, yes.","Это верно, да."
So you guys are well aware of the problems with the Japanese markets and everything else.,"Итак, вы, ребята, хорошо осведомлены о проблемах с японскими рынками и всем остальным."
"Right,","Правильно,"
"right,","право,"
that's an everyday occurrence.,это обычное явление.
Yeah.,Да.
"It's, it's like our car industry,","Это, это как наша автомобильная промышленность,"
"the only reason our car industry hasn't gone down the tubes is because the Japanese, you know, came into it and helped,  us out.","единственная причина, по которой наша автомобильная промышленность не пошла ко дну, заключается в том, что японцы, знаете ли, пришли в нее и помогли нам выбраться."
Uh-huh.,Угу.
Uh-huh.,Угу.
I agree.,Я согласен.
"Yeah,","Да,"
"it's, it's, uh, there, there is, there is, it's an overall problem in, in, in this country understanding, uh, foreign cultures,  or even accepting them.","это, это, э-э, есть, есть, есть, это общая проблема в этой стране, в понимании, э-э, иностранных культур или даже принятии их."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And, uh, it, it, it bites us over and over","И, э-э, это, это, это кусает нас снова и снова"
"again, the, the, the,","опять же, то, то, то,"
"Yeah,","Да,"
"and until we, until we start changing our educational system, I mean we're, we're going to be,","и до тех пор, пока мы, пока мы не начнем менять нашу образовательную систему, я имею в виду, что мы, мы будем,"
"we're, we've already been overtaken,","мы, нас уже обогнали,"
but it's going to get even worse later.,но позже все станет еще хуже.
Uh-huh.,Угу.
"I mean looks who's, looks who's getting the engineering degrees and the, the math and the science and everything.","Я имею в виду, посмотрите, кто, посмотрите, кто получает инженерные степени, математику, естественные науки и все такое."
That's right.,Верно.
It's not us.,Это не мы.
That's right.,Верно.
"You know, we, we've got folks running around here who get, who get degrees in basket weaving and you know, underwater psychology,  or some, some ridiculous stuff like that.","Вы знаете, у нас, у нас тут бегают люди, которые получают, которые получают дипломы по плетению корзин и, знаете, подводной психологии или еще какой-нибудь нелепой ерунде в этом роде."
Uh-huh.,Угу.
Absolutely.,Абсолютно.
"And, and where are the engineers coming from?","И, и откуда берутся инженеры?"
"Uh, well, they're, they're coming from various places,","Э-э, ну, они, они прибывают из разных мест,"
and a lot of them are going back there.,и многие из них возвращаются туда.
"Yeah,","Да,"
exactly.,точно.
That's,Это
"My, uh, my roommate is a, uh,","Мой, э-э, мой сосед по комнате - э-э,"
"he's getting his doctorate in industrial,","он получает докторскую степень по промышленному,"
"well, it's not industrial engineering,","ну, это не промышленная инженерия,"
it's human factors.,это человеческий фактор.
Okay.,Хорошо.
"His degree was in, uh, industrial engineering.","Его диплом был в области, э-э, промышленного инжиниринга."
I see.,Понимаю.
"Uh, and he's from the Philippines.","Э-э, и он с Филиппин."
Yeah.,Да.
And the only reason he came here was because the education is so much better for those who will go after it.,"И единственная причина, по которой он пришел сюда, заключалась в том, что образование намного лучше для тех, кто пойдет за ним."
Right.,Верно.
He has no intention of going back to the Philippines because there's no jobs.,"Он не намерен возвращаться на Филиппины, потому что там нет работы."
"Sure,","Конечно,"
okay.,Хорошо.
"You know, uh, but I, I see it all too often.","Ты знаешь, э-э, но я, я вижу это слишком часто."
I mean we've got loads of foreign students,"Я имею в виду, что у нас полно иностранных студентов"
Uh-huh.,Угу.
"and they're coming here, going after the hard degrees","и они едут сюда, стремясь к трудным степеням"
"and then they're going back to Korea and Japan,  and Hong Kong and everywhere else","а потом они вернутся в Корею, Японию, Гонконг и везде еще"
Absolutely.,Абсолютно.
and they're applying it there.,и они применяют это там.
That's right.,Верно.
"And I don't know,","И я не знаю,"
"it's, to me it's amazing.","это, по-моему, удивительно."
I don't know what we're going to do as a country.,"Я не знаю, что мы собираемся делать как страна."
"We're, we're going to become dependent on these other folks sooner or later.",Рано или поздно мы станем зависимыми от этих других людей.
"Yeah,","Да,"
"you know, every, every,","ты знаешь, каждый, каждый,"
"the, the country's got a problem with, uh, with quarterly reports and annual statements and things like that.","у страны проблема с, э-э, с квартальными отчетами, годовыми отчетами и тому подобными вещами."
Uh-huh.,Угу.
"And the long, long-range views are, are just kind of, become a thing of the past.","И дальние, дальнобойные взгляды просто в некотором роде ушли в прошлое."
Yeah,Да
"you,","ты,"
"And, uh,","И, э-э-э,"
"I don't, I don't think there can be anymore long range planning.","Я не думаю, я не думаю, что больше может быть долгосрочного планирования."
"I think it, it's, it's sticking your finger in the holes in the dike.","Я думаю, это, это, это засовывать палец в отверстия в дамбе."
Uh-huh.,Угу.
"You know, it, oh, here's a crisis.","Вы знаете, это, о, вот это кризис."
"Well, let's plug it up.","Что ж, давайте подключим его."
"Yeah,","Да,"
yeah.,да.
I don't know.,Я не знаю.
I don't know what the answer is.,"Я не знаю, каков будет ответ."
It's far beyond me.,Это далеко за пределами моего понимания.
"Yeah,","Да,"
that's for sure.,это точно.
"That's, that's the way things have gotten.","Вот, вот как все обернулось."
"Yeah,","Да,"
all we can do is keep plugging.,"все, что мы можем сделать, это продолжать подключаться."
Yeah.,Да.
"You know, I, I wonder,","Ты знаешь, я, мне интересно,"
"I, I read in the paper just last week, I B M's unveiling their new laptop computer.","Я, я прочитал в газете только на прошлой неделе, что I B M представляет свой новый портативный компьютер."
Uh-huh.,Угу.
"Well, at a price tag of six thousand bucks, I don't know if they're going to have a whole lot of takers.","Ну, при цене в шесть тысяч баксов я не знаю, много ли у них найдется желающих."
"No,","Нет,"
absolutely.,абсолютно.
"now I have the I have the I B M, P S two","теперь у меня есть, у меня есть, у меня есть два"
Okay.,Хорошо.
but I'm sorry I got it.,"но мне жаль, что я это понял."
Yeah.,Да.
"It's slow,","Это медленно,"
"it's, uh, there are many better machines on the market right now for a,","это, э-э, прямо сейчас на рынке есть много лучших машин для,"
Yeah.,Да.
the only reason I got it is because I got it through an educational purchase plan through the school,"единственная причина, по которой я получил это, заключается в том, что я получил это через образовательный план покупки через школу"
Okay.,Хорошо.
Okay.,Хорошо.
"and I saved forty-eight percent,","и я сэкономил сорок восемь процентов,"
Uh-huh.,Угу.
"so I said, yeah, if I can have an I B M for forty-eight percent discount, I'll take it.","поэтому я сказал, да, если я смогу получить I B M со скидкой в сорок восемь процентов, я приму это."
Absolutely.,Абсолютно.
But up to that point I had I had always said I would never have one because I wouldn't pay that kind of money for their name.,"Но до этого момента я всегда говорил, что у меня никогда не будет такого, потому что я не стал бы платить такие деньги за их название."
That's right.,Верно.
But,Но
"That's absolutely right,","Это абсолютно верно,"
yeah.,да.
"now you watch,","теперь ты наблюдаешь,"
"just sure as anything, the Japanese are going to come out with a laptop at half the price with more stuff on it.","просто уверен, что японцы собираются выпустить ноутбук за полцены с большим количеством встроенного оборудования."
Uh-huh.,Угу.
Uh-huh.,Угу.
"Yeah,","Да,"
"the, the,","тот, тот,"
"unfortunately the way the, the way the high tech market goes, by the time you can get, get something in your hands,","к сожалению, так уж устроен рынок высоких технологий, что к тому времени, когда вы сможете получить, получите что-то в свои руки,"
Uh-huh.,Угу.
"um,","хм,"
It's already outdated.,Это уже устарело.
"it, it's, it's obsolete,","это, это, это устарело,"
"and, uh we're, we, we fight that battle every day here at work,","и, э-э, мы, мы, мы ведем эту битву каждый день здесь, на работе,"
Yeah.,Да.
"Yeah,","Да,"
"yeah,","да,"
"I, I can imagine.","Я, я могу себе представить."
"and, uh,","и, э-э-э,"
"I, uh, years ago, I remember when I had a T I ninety-nine. Put all the money into the expansion box and all this, that and the other","Я, э-э, много лет назад, я помню, когда мне было девяносто девять. Положите все деньги в коробку расширения и все это, то и другое"
Uh-huh.,Угу.
"and, uh, things just kept changing so much","и, э-э, все просто продолжало так сильно меняться"
"and I kept getting rid of them,","и я продолжал избавляться от них,"
"and I finally said, well, you can't do this","и я, наконец, сказал, ну, ты не можешь этого сделать"
That's right.,Верно.
"You've got to buy something and stick with it,","Вы должны что-то купить и придерживаться этого,"
"so I so I just,","так что я, так что я просто,"
That's right.,Верно.
"at an opportune time I got one that, that suited my needs","в подходящий момент я приобрел тот, который соответствовал моим потребностям"
and I've just stuck with it.,и я просто придерживаюсь этого.
"The only thing I've done to it is just add a, uh, add a mouse and a hard drive.","Единственное, что я с ним сделал, это просто добавил, э-э, добавил мышь и жесткий диск."
"Okay,","Окей,"
yeah.,да.
And that's all I plan to do.,"И это все, что я планирую сделать."
"Of course, I'm limited on memory now because I've got the low line.","Конечно, сейчас я ограничен в памяти, потому что у меня низкая линия."
I got the model twenty-five.,Я купил модель двадцать пятого.
"Oh, okay.","О, ладно."
"So I'm stuck with six forty,","Так что я застрял на шести сорока,"
but I'm not a power user,но я не опытный пользователь
so it doesn't matter.,так что это не имеет значения.
Yeah.,Да.
"Well, that, that's, that's the key, you know, whatever works for you.","Ну, это, это, это ключ, вы знаете, ко всему, что работает для вас."
Yeah.,Да.
"And, uh, if it does the job, then that's, that's what you need.","И, э-э, если это сработает, тогда это, это то, что вам нужно."
"Yeah,","Да,"
"now my roomie, on the other hand, he is a power user.","теперь, с другой стороны, мой сосед по комнате - опытный пользователь."
"He's, he's looking now to get rid of his.","Он, он сейчас ищет, как бы избавиться от своего."
"He's got a three eighty-six and wants to get a four eighty-six. You know, this kind of stuff.","У него три восемьдесят шесть, и он хочет получить четыре восемьдесят шесть. Вы знаете, такого рода вещи."
Uh-huh.,Угу.
"Well, on this subject of invasion of privacy, yes, it's very easy for anybody to find out about you.","Ну, что касается вторжения в частную жизнь, то да, любому очень легко узнать о вас."
"Your,","Ваш,"
"Well, I don't really like that very much.","Ну, на самом деле мне это не очень нравится."
"Yeah, uh,","Да, э-э,"
"the special on channel thirteen that was broadcast, I think, last week or so ago, it detailed how this one person went about finding out this particular from this particular person his home mortgage, how much he pays for it, what his payments are, uh, his, uh, Social Security number, driver's license, any kind of records he may have. Uh, their credit card and the status of their credit.","специальный выпуск на тринадцатом канале, который транслировался, по-моему, на прошлой неделе или около того назад, в нем подробно рассказывалось, как этот человек выяснил у этого конкретного человека его ипотеку на дом, сколько он за нее платит, каковы его платежи, э-э, его номер социального страхования, водительские права, любые записи, которые у него могут быть. Э-э, их кредитная карта и статус их кредита."
What was the reason why somebody was trying to find out all that stuff?,"В чем была причина, по которой кто-то пытался выяснить все это?"
It was just as a demonstration to show those who were watching it how easily obtainable information is on any single person.,"Это была просто демонстрация, чтобы показать тем, кто ее смотрел, насколько легко получить информацию о любом отдельно взятом человеке."
Oh.,Ой.
"And it was,","И это было,"
"mostly it dealt with, uh, marketing companies, these, uh, direct marketing,  associations.","в основном это касалось, э-э, маркетинговых компаний, этих, э-э, директ-маркетинговых ассоциаций."
"Oh, yeah.","О, да."
Uh-huh.,Угу.
That was the primary subject.,Это была основная тема.
"That's how they obtain information about segments of society and group them into age brackets, uh, their habits, their hobbies, their income.","Вот как они получают информацию о слоях общества и группируют их по возрастным группам, э-э, по их привычкам, хобби, доходу."
Um.,Хм.
And they're able to do that through all the manipulations of the computer.,И они способны сделать это с помощью всех манипуляций компьютера.
"Well, that, that's not really good.","Ну, это, это не совсем хорошо."
"I don't know,","Я не знаю,"
I guess that's an invasion of privacy.,"Я думаю, это вторжение в частную жизнь."
"I'm not sure that that's an everyday thing, though, at least not for, you know, an individual.","Однако я не уверен, что это повседневная вещь, по крайней мере, для, знаете ли, отдельного человека."
Uh-huh.,Угу.
"Something that I feel is a, is a, pretty much an invasion of privacy is something that's really so common that it's accepted as the norm now, is the the open office concept.","То, что я считаю, в значительной степени вторжением в частную жизнь, - это то, что действительно настолько распространено, что сейчас это принято как норма, - это концепция открытого офиса."
The open office?,Открытый офис?
"Uh-huh,","Ага,"
"where they have the, you know, the little partition dividers,  throughout a, a large room","где у них есть, вы знаете, маленькие перегородки, разделяющие всю большую комнату"
Yeah.,Да.
"and, and people have little cubicles.","и, и у людей есть маленькие кабинки."
"Well, that's all fine and good,","Что ж, все это прекрасно,"
but you don't really have any privacy at all.,но на самом деле у вас вообще нет никакой личной жизни.
"Not insofar as maybe making conversation with somebody, I suppose, because it, you can easily be overheard","Не настолько, чтобы, возможно, вести с кем-то разговор, я полагаю, потому что это, вас легко могут подслушать"
Right.,Верно.
"and they get,","и они получают,"
I suppose any items that you have laying out can be easily seen.,"Я полагаю, что любые предметы, которые вы разложили, можно легко увидеть."
Yeah.,Да.
"Yeah,","Да,"
"there's, there is,","там есть, там есть,"
"And, and it's not, it's not just that,","И, и это не так, дело не только в этом,"
"it's, uh, the whole thing about, you know, if, if you're trying to concentrate, well, it's rather hard,","это, э-э, все дело в том, вы знаете, если, если вы пытаетесь сосредоточиться, ну, это довольно сложно,"
"sometimes it's almost impossible to do because, um, you know, your, uh, your time , your space is, is not your own space.","иногда это почти невозможно сделать, потому что, эм, ты знаешь, твое, эм, твое время, твое пространство - это не твое собственное пространство."
Uh-huh.,Угу.
Uh-huh.,Угу.
And I work in a situation like that,И я работаю в подобной ситуации
"and I, I really kind of have a problem with that.","и у меня, у меня действительно есть своего рода проблема с этим."
"Do you work with, uh, mixed company, male and female","Вы работаете со смешанной компанией, мужской и женской"
"or,","или,"
"Oh, yeah.","О, да."
Is there anybody who doesn't?,"Есть ли кто-нибудь, кто этого не делает?"
"Well, there are a few out there.","Ну, там есть несколько таких мест."
Um.,Хм.
"It's, I suppose it depends on who you're working for and where at.","Я полагаю, это зависит от того, на кого вы работаете и где."
Yeah.,Да.
"But, um, my own environment is open totally.","Но, эм, моя собственная среда полностью открыта."
There are no cubicles.,Здесь нет кабинок.
There's nothing to block anything.,"Нет ничего, что могло бы что-то блокировать."
Um.,Хм.
"So, yeah,","Так что, да,"
"but, um, I guess we're changing ever so rapidly in the devices of communications that anything can be obtained from anybody's record,","но, гм, я полагаю, мы так быстро меняемся в средствах связи, что из записей любого человека можно получить все, что угодно,"
Yeah.,Да.
"or the computers, the, the big advent of that, I believe, because it, they can all hold such large data bases on anybody that all you have to do is touch a button","или компьютеры, я полагаю, это большое достижение, потому что все они могут хранить такие большие базы данных о ком угодно, что все, что вам нужно сделать, это нажать кнопку"
"and it appears in front of them,","и это появляется перед ними,"
Uh-huh.,Угу.
"and you don't have to,","и тебе не обязательно,"
"I, I know the government sells information to private companies about individuals or families.","Я, я знаю, что правительство продает частным компаниям информацию об отдельных лицах или семьях."
Uh-huh.,Угу.
"That's no secret,","Это не секрет,"
and it shouldn't be that way I don't think.,"и я не думаю, что так должно быть."
"Yeah,","Да,"
"I don't, I don't think that's, that's quite right either.","Я тоже не думаю, что это... это тоже не совсем правильно."
"I mean it's not really government for the people and by the people,","Я имею в виду, что на самом деле это не правительство для народа и самим народом,"
I'll tell you that.,Я скажу тебе это.
Yeah.,Да.
"So,","Так,"
"Hum, what do you think could be done about it?","Хм, как ты думаешь, что с этим можно было бы сделать?"
"Uh, the only way it can change is, um, if, if everybody bands together.","Эм, единственный способ, которым это может измениться, это, эм, если, если все объединятся."
It's just like we need to get rid of these clowns that's serving in the office.,"Это точно так же, как нам нужно избавиться от этих клоунов, которые служат в офисе."
"The only thing really that can be changed is for us to, everybody to say, we've had enough of you, out you go.","Единственное, что действительно можно изменить, - это чтобы мы, все сказали: с нас хватит, уходите."
"But, uh, I don't see anything like that to occur unless everybody bands together to do that.","Но, э-э, я не вижу, чтобы что-то подобное произошло, если все не объединятся для этого."
Uh-huh.,Угу.
It has to be one common ideal goal for that to be done.,Для этого должна быть достигнута одна общая идеальная цель.
"Um, I don't know,","Эм, я не знаю,"
"it's, it's still a, a free, I suppose, country insofar as we're, we're able to obtain information.","это, я полагаю, все еще свободная страна, поскольку мы... мы можем получать информацию."
"And I wouldn't be for total banning of, uh, all information","И я бы не стал выступать за полный запрет, э-э, всей информации"
"or, it's mostly the private information that we're all concerned about.","или же это в основном частная информация, о которой мы все беспокоимся."
"But it's, it's hard to define uh, a lot of those boundaries.","Но это, это трудно определить, э-э, многие из этих границ."
Yeah.,Да.
It really is.,Это действительно так.
It's,Это
"something that, something that I've just had a, a dealing with is like a credit bureau.","что-то, с чем мне только что пришлось иметь дело, похоже на кредитное бюро."
Uh-huh.,Угу.
"Well, they take, they take my name, which is a very common name,","Ну, они берут, они берут мое имя, которое является очень распространенным именем,"
and my last name is even more common,а моя фамилия еще более распространена
Uh-huh.,Угу.
"and they they check that name against, uh, their list",и они... они сверяют это имя со своим списком
and they find several.,и они находят несколько.
"And without even bothering to try to match up any other information at all, they just report everything under that name.","И даже не утруждая себя попытками сопоставить какую-либо другую информацию вообще, они просто сообщают обо всем под этим именем."
"So you've received a lot of, uh, flack?","Значит, вы получили много, э-э, пощечин?"
"They don't, they don't even check my Social Security number.","Они этого не делают, они даже не проверяют мой номер социального страхования."
Um.,Хм.
"And companies are paying them good money to report accurately,","И компании платят им хорошие деньги за точную отчетность,"
"and they're not,","и они не,"
they're so lazy.,они такие ленивые.
They're just not doing it.,Они просто не делают этого.
I mean they just find your name,"Я имею в виду, они просто находят твое имя"
and they match it up.,и они соответствуют этому.
Uh-huh.,Угу.
"You know, and that just drives me crazy because they're,","Ты знаешь, и это просто сводит меня с ума, потому что они,"
"and then they want,","и тогда они хотят,"
"then, you know, to get it removed they say, well, you know, you have to write this, write this long detailed letter and everything like that to them, you know,","затем, вы знаете, чтобы удалить это, они говорят, ну, вы знаете, вы должны написать это, написать им это длинное подробное письмо и все в таком духе, вы знаете,"
and then it takes three weeks and all .,а потом на это уходит три недели и все такое.
"And I'm like, baloney.","И я такой: ""Чушь собачья""."
Uh-huh.,Угу.
"You messed it up,","Ты все испортил,"
you fix it.,ты исправишь это.
Is that usually what you tell them in the letter?,"Это обычно то, что вы говорите им в письме?"
"No,","Нет,"
what I've taken to doing lately is calling the company that they report,"что я стал делать в последнее время, так это звонить в компанию, о которой они сообщают"
Uh-huh.,Угу.
"like, uh, uh, recently I was reported as having J C Penney accounts","например, э-э-э, недавно мне сообщили, что у меня есть счета Джей Си Пенни"
and I don't.,а я этого не делаю.
So I called J C Penney,Поэтому я позвонил Джей Си Пенни
"and I said, uh, I just wanted to let you know that the credit agency you're using is incorrectly reporting the information that you're providing to them.","и я сказал, э-э, я просто хотел сообщить вам, что кредитное агентство, которым вы пользуетесь, неправильно сообщает информацию, которую вы им предоставляете."
"And they say, uh-huh, because they really don't want to pay for a service that's not being done properly either.","И они говорят ""угу"", потому что они действительно не хотят платить за услугу, которая тоже не выполняется должным образом."
Uh-huh.,Угу.
"So then they can call the credit bureau and say, hey, you know, we're paying you good money to report this properly","Чтобы потом они могли позвонить в кредитное бюро и сказать: эй, вы знаете, мы платим вам хорошие деньги за то, чтобы вы сообщили об этом должным образом"
and you're not doing your job.,и ты не выполняешь свою работу.
Good idea.,Хорошая идея.
"So that's what I've taken to doing lately,","Так вот чем я стал заниматься в последнее время,"
and it seems to work pretty well so far.,"и, похоже, пока это работает довольно хорошо."
Uh-huh.,Угу.
"Well, that's good.","Что ж, это хорошо."
"Uh, any other problems?","Э-э, еще какие-нибудь проблемы?"
Not that I can think of.,"Не то, о чем я могу думать."
"Yeah,","Да,"
"I, I guess I've just about run out of,","Я, я думаю, у меня почти закончились,"
Yeah,Да
"I, I can probably go on,","Я, я, наверное, могу продолжать,"
"but it's, it's, uh,","но это, это, э-э,"
I'm clouding up right now.,Прямо сейчас у меня все затуманивается.
"Oh, yeah,","О, да,"
I probably better let you get back to work.,"Наверное, мне лучше позволить тебе вернуться к работе."
"Well, it's nice talking to you.","Что ж, приятно было с тобой поговорить."
Okay.,Хорошо.
Maybe again.,"Может быть, снова."
All rightie.,Все в порядке.
Bye-bye.,Пока-пока.
Bye-bye.,Пока-пока.
"I don't know what the, the last thing I've done as far as car repairs go is, is change oil and filter an, and that kind of stuff.","Я не знаю, что последнее, что я делал в плане ремонта автомобиля, - это менял масло и фильтр и тому подобное."
"I haven't gotten really involved in anything, uh, extensive in car repairs in, oh, oh, probably a year or so.","Я по-настоящему не занимался ничем, э-э-э, обширным ремонтом автомобилей, о-о-о, наверное, год или около того."
I think the last thing I did of any significance was change the water pump on an Oldsmobile.,"Я думаю, последнее, что я сделал сколько-нибудь значимого, это заменил водяной насос на Олдсмобиле."
"Yeah,","Да,"
"I had a similar thing, that I've worked on cars ever since I was, uh, a kid","У меня была похожая проблема, я работал над автомобилями с тех пор, как был, э-э, ребенком"
"And that was some time ago,","И это было некоторое время назад,"
"but I've gotten to the point where, uh, the newer cars are getting so complicated to work on that, uh, oh, most of the cars","но я дошел до того, что, э-э, с новыми автомобилями становится настолько сложно работать, что, э-э, о, большинство автомобилей"
"I buy, I try to buy as simple a car as possible.","Я покупаю, я стараюсь купить как можно более простую машину."
"Yeah,","Да,"
I know what you mean.,"Я знаю, что ты имеешь в виду."
"So, you know, changing the oil, changing the spark plugs","Итак, вы знаете, замена масла, замена свечей зажигания"
"and most of them now, you know, you don't go through the ignition stuff anymore because that's all solid state or, or fuel injected","и большинство из них сейчас, вы знаете, вы больше не проходите через процедуру зажигания, потому что все это в твердом состоянии или впрыскивается топливо"
"Yeah,","Да,"
"or fuel injected,","или впрыскиваемое топливо,"
"and so there's,","и так есть,"
so there goes the carburetor,"итак, вот и карбюратор"
"and if the fuel injection system breaks down,  there's no way in the world you're going to work on that.","и если система впрыска топлива выйдет из строя, вы ни за что на свете не будете с этим работать."
Yeah.,Да.
No,Нет
there's no way.,нет никакого способа.
"Somebody once said, uh, I had a car that said fuel injection on the side of it","Кто-то однажды сказал, э-э, у меня была машина с надписью ""впрыск топлива"" сбоку"
and a woman asked me what that meant,"и одна женщина спросила меня, что это значит"
and I said that means that I can't work on it.,"и я сказал, что это означает, что я не могу над этим работать."
"Oh, yeah,","О, да,"
"yeah,","да,"
basically that's it.,"в принципе, это все."
"You know, they've gotten so complicated or so high tech that, uh, the guys, average guys can't really go out in the, in the garage and do a whole lot of repairs, uh.","Вы знаете, они стали настолько сложными или высокотехнологичными, что, э-э, парни, обычные парни, на самом деле не могут пойти в гараж и сделать кучу ремонтных работ, э-э."
"Yeah,","Да,"
"I've got, uh, an eighty-four Chevy van that's, uh, a one ton van with a camper conversion on it.","У меня есть, э-э, восемьдесят четвертый фургон ""Шевроле"", который, э-э, однотонный фургон с переоборудованием в кемпер."
Yeah.,Да.
"It's got the, the, the good old three fifty,  standard engine in it.",В нем установлен старый добрый стандартный двигатель триста пятьдесят.
Absolutely.,Абсолютно.
"Regular gas engine,","Обычный газовый двигатель,"
"and that engine I understand,","и этот двигатель я понимаю,"
"I can, I can actually work on that engine.","Я могу, я действительно могу работать на этом движке."
"Yeah,","Да,"
"I used to have, uh, Chevy van,","Раньше у меня был, э-э, фургон ""Шевроле"","
"it was a short van,  that had the, the three fifty in it.","это был короткий фургон, в котором было три пятьдесят долларов."
Yeah.,Да.
Uh-huh.,Угу.
"And basically it, it was a motor","И, по сути, это был мотор"
"and you didn't have all the other junk around it,","и вокруг тебя не было всего остального хлама,"
Right.,Верно.
and you could get to it to work on it.,"и вы могли бы добраться до него, чтобы поработать над ним."
"Yeah,","Да,"
"I had to change the water pump in that, here about a year ago.","Мне пришлось менять водяной насос в этом, вот здесь, около года назад."
And it was really fairly easy.,И это было действительно довольно просто.
Take the grill out and the radiator out,Выньте решетку и радиатор из
and you can just stand there and work on it.,и вы можете просто стоять там и работать над этим.
"Yeah,","Да,"
"the hardest part about, uh, water pump changes is getting all the junk off, before you can get too it.","самое сложное в замене водяного насоса - это избавиться от всего хлама, прежде чем вы сможете им воспользоваться."
Well that's true,"Что ж, это правда"
"You're right, you know,","Ты прав, ты знаешь,"
"by the time you've finally got down to it,","к тому времени, когда вы, наконец, приступите к делу,"
I was hoping I could remember where all those other things went.,"Я надеялся, что смогу вспомнить, куда делись все эти другие вещи."
"Well that's kind of the way I was,","Ну, примерно таким я и был,"
"I tried to remember as I took stuff off where it went,","Снимая вещи, я пытался вспомнить, куда они делись,"
and I don't think I had too many nuts and bolts left over when I got it all put back together.,"и я не думаю, что у меня осталось слишком много гаек и болтов, когда я собрал все это обратно воедино."
A few years ago I had an Oldsmobile diesel,Несколько лет назад у меня был дизельный Олдсмобиль
"and, uh, the,","и, э-э, тот,"
"uh, it,","э-э, это,"
after about a hundred thousand miles the injector pump went out on it.,примерно через сто тысяч миль на нем вышел из строя инжекторный насос.
"And, uh, I bought it when we were living in Lubbock,","И, э-э, я купил его, когда мы жили в Лаббоке,"
"when I came back here, I brought the car back here","когда я вернулся сюда, я пригнал машину обратно сюда"
"and, uh, I don't know, diesels got pretty unpopular","и, э-э, я не знаю, дизели стали довольно непопулярны"
and you couldn't sell the,и вы не смогли продать
"I mean, though for what you could get for one,  you might as well drive it over a cliff.","Я имею в виду, хотя за то, что вы могли бы получить за один, вы могли бы с таким же успехом съехать на нем с обрыва."
"And, uh, the injector pump went bad","И, э-э, инжекторный насос вышел из строя"
"so I found a outfit down here to rebuild it. And, uh, reinstalled that","так что я нашел здесь компанию, чтобы восстановить его. И, э-э, переустановил это"
and that was probably one of the most miserable things I had gotten into in a long time.,"и это было, вероятно, одной из самых жалких вещей, в которые я вляпался за долгое время."
I don't think I'd know where to start with a diesel.,"Я не думаю, что знал бы, с чего начать с дизеля."
"Oh, well, it, you know,","О, ну, это, ты знаешь,"
"diesels don't require mechanics,","дизелям не требуется механика,"
they require plumbers.,им требуются сантехники.
Well that's true.,"Что ж, это правда."
"And, uh,","И, э-э-э,"
"I think the closest thing I've come to, to a diesel is, I've worked for a tractor repair shop, uh, when I was in high school","Я думаю, что ближе всего к дизелю я подошел, когда работал в мастерской по ремонту тракторов, э-э, когда учился в средней школе"
"and, uh, we used to overhaul farm tractors basically,","и, э-э, раньше мы в основном ремонтировали сельскохозяйственные тракторы,"
Yeah.,Да.
"and they were nearly all, all diesel,","и почти все они были дизельными,"
"but as far as cars I've never, never been involved with them.","но что касается автомобилей, то я никогда, никогда не был с ними связан."
