en,ru
Right.,Верно.
"and the list goes on and on.  You know, of, of just the crimes committed. Much less for criminals that should be indicted.","и этот список можно продолжать и продолжать.  Вы знаете, только о совершенных преступлениях. Гораздо меньше для преступников, которым следует предъявить обвинения."
"Well I, I agree a hundred percent.","Что ж, я согласен на сто процентов."
"Oh, yeah.","О, да."
It may have started with HUD too.,"Возможно, это тоже началось с HUD."
I noticed that HUD was in terrible shape,"Я заметил, что HUD был в ужасной форме"
and that was property,и это была собственность
"and, uh, they lost a lot of money there,","и, э-э, они потеряли там много денег,"
"and then some of these big, these rich people started to,","и тогда некоторые из этих крупных, этих богатых людей начали,"
"even Murchison here, who owned the Cowboys, had a lot of property down in Florida.","даже у Мерчисона, который владел ""Ковбоями"", было много собственности во Флориде."
This was several years ago,Это было несколько лет назад
"and he lost, you know, all, all of his money before he died.","и он потерял, вы знаете, все, все свои деньги перед смертью."
Yeah.,Да.
"Not all of it,","Не все это,"
"I don't know how much he lost,","Я не знаю, сколько он потерял,"
"but, uh, they were just buying property and buying all kinds of real estate and thinking that there was a bottomless pit","но, э-э, они просто покупали недвижимость, покупали все виды недвижимости и думали, что там бездонная пропасть"
"and it always would, it always would increase, you know,","и это всегда будет, это всегда будет увеличиваться, ты знаешь,"
"it always would, uh, uh, be more than what you paid for it","это всегда было бы, э-э-э, больше, чем ты за это заплатил"
and they just never even got conservative with our money at all.,и они просто вообще никогда не были консервативны в отношении наших денег.
Yeah.,Да.
"It,","Оно,"
everyone forgets whose money it was.,"все забывают, чьи это были деньги."
Right.,Верно.
"And, everyone forgets that there are several of these people that are wanted by the federal government currently and are overseas where extradition is merely a funny American word.","И все забывают, что есть несколько из этих людей, которые в настоящее время разыскиваются федеральным правительством и находятся за границей, где экстрадиция - это просто забавное американское слово."
Yeah.,Да.
"I,","Я,"
"as far as being a Republican or a Democrat, I think no American could stand for criminal action.","что касается того, чтобы быть республиканцем или демократом, я думаю, что ни один американец не потерпел бы преступных действий."
"Well now the reason that I said that is because I was going to blame all, uh, Reaganomics for, you know,","Ну, теперь причина, по которой я сказал это, заключается в том, что я собирался обвинить всю, э-э, Рейганомику в том, что, вы знаете,"
you spend your way to prosperity,вы проводите свой путь к процветанию
"and when you opened up the bank deregulation without any controls, I thought, well, that was the philosophy, you know.","и когда вы начали дерегулирование банков без какого-либо контроля, я подумал, ну, знаете, такова была философия."
"Just keep spending until taxes are lower,","Просто продолжайте тратить, пока налоги не снизятся,"
"and, I thought, that's not going to work, you know,","и я подумал, что это не сработает, ты знаешь,"
and I knew that it wasn't going to work originally.,"и я знал, что изначально это не сработает."
"Well,","Что ж,"
"And, it hasn't worked now.",И сейчас это не сработало.
"In theory, in theory, a healthy economy has a lot of spending going on.","Теоретически, в теории, здоровая экономика предполагает большие расходы."
"Right,","Правильно,"
"no doubt,","без сомнения,"
no doubt.,без сомнения.
"And, if people are making money, people can spend money,","И, если люди зарабатывают деньги, люди могут тратить деньги,"
and it'll generate taxes.,и это принесет налоги.
"Oh, yeah.","О, да."
"I, I, I agree with that,","Я, я, я согласен с этим,"
but there's got to be some control,но должен же быть какой-то контроль
"and apparently there was, you know,","и, по-видимому, так оно и было, вы знаете,"
"Well, the problem is,","Ну, проблема в том, что,"
and the problem with Reaganomics is that the people at the top are the ones getting rich.,"и проблема с рейганомикой заключается в том, что богатеют люди наверху."
Yeah.,Да.
"And, for what they would cost","И за то, чего они будут стоить"
and we weren't producing anything.,и мы ничего не производили.
Yeah.,Да.
"We, as Americans weren't producing anything.","Мы, как американцы, ничего не производили."
It was all inflation.,Это все была инфляция.
Yeah.,Да.
"And, I'm sorry we don't get into a real argument over it,","И мне жаль, что мы не вступаем из-за этого в настоящий спор,"
"we agree too closely,","мы слишком близко согласны,"
"but,  But, you, you can't say that that was right.","но, но, ты, ты не можешь сказать, что это было правильно."
Yeah.,Да.
"I know, uh,","Я знаю, э-э,"
"Oh, no,","О, нет,"
"I,","Я,"
No intelligent person can say that we could spend our way rich.,"Ни один разумный человек не может сказать, что мы могли бы потратить по-своему богато."
Right.,Верно.
Remember all we're doing is delivering pizzas to each other.,"Помните, все, что мы делаем, - это доставляем пиццу друг другу."
"And, and not high quality ones at that, you know.","И, знаете ли, не очень качественные."
Yeah.,Да.
"Well,","Что ж,"
"Well, I do have a lot of confidence in the, the American people and the economy and everything else.","Что ж, я действительно очень уверен в американском народе, экономике и во всем остальном."
"I, I feel bad when I see the inefficiency, even here at T I, you know,","Я, я чувствую себя плохо, когда вижу неэффективность, даже здесь, в T I, ты знаешь,"
"and I think that the,","и я думаю, что,"
"it, it still,","это, это все еще,"
"a lot of the workers don't understand that, uh, they need to put out the best that they can because it comes right back to them, you know.","многие работники не понимают, что, э-э, им нужно выкладываться как можно лучше, потому что это возвращается прямо к ним, вы знаете."
"It is a life and death struggle, with with the Japanese.","Это борьба не на жизнь, а на смерть с японцами."
Right.,Верно.
"I know,","Я знаю,"
"and I, when I,","и я, когда я,"
"of course I'm in facilities,","конечно, я нахожусь в больнице,"
and I work with a lot of mechanics,и я работаю со многими механиками
"and I just cannot understand why they're just happy to spend their time here rather than produce, you know,","и я просто не могу понять, почему они просто счастливы проводить здесь свое время, а не продюсировать, понимаете,"
"and they think that, well, I'm paid anyway","и они думают, что, ну, мне все равно платят"
"so it doesn't matter, you know.","так что это не имеет значения, ты же знаешь."
"I, I'm very tired of it all pays by the hour.","Я, я очень устал от того, что все это оплачивается по часам."
Right.,Верно.
Right.,Верно.
"Uh, and I'm nonexempt.","Э-э, и я неискушенный."
"Yeah,","Да,"
"oh, really?","о, правда?"
"You don't sound like a nonexempt, Jim.","Ты не похож на непосвященного, Джим."
What?,Что?
You don't sound like a nonexempt.,Ты не похож на непосвященного.
"What, what does a nonexempt sound like?","Что, на что похоже несуществующее звучание?"
"Uh, you're too informed.","Э-э, ты слишком информирован."
"They're, they're very, they're very, uh, not interested.","Они, они очень, они очень, э-э, не заинтересованы."
They wouldn't even talk probably about some of the things we're talking about now.,"Вероятно, они даже не стали бы говорить о некоторых вещах, о которых мы сейчас говорим."
"Uh,","Ух,"
I guess I'm dealing with too many Texas mechanics here.,"Наверное, я имею здесь дело со слишком большим количеством техасских механиков."
I don't know really.,На самом деле я не знаю.
"Uh, that's,","Э-э, это,"
"I'm being a Yankee, I guess I'm, I'm letting my Yankee come out, you know.","Я веду себя как янки, наверное, я, я позволяю своему Янки проявиться, ты знаешь."
"Well, I,","Что ж, я,"
"now maybe I'm not the, uh, typical nonexempt that you deal with.","теперь, может быть, я не тот, э-э, типичный неискушенный, с которым вы имеете дело."
The badge is silver.,Значок серебряный.
Yeah.,Да.
"And, uh, I am degreed, though nonexempt.","И, э-э, у меня есть ученая степень, хотя и неопытная."
"Uh, well that's good.","Э-э, что ж, это хорошо."
No,Нет
That's not good,Это нехорошо
"but,","но,"
"No,","Нет,"
"right,","право,"
"I mean, that's good that you're degreed,","Я имею в виду, это хорошо, что у тебя ученая степень,"
"uh, uh, your time will come.","э-э-э, твое время придет."
"We, uh,","Мы, э-э,"
"I know a few people,","Я знаю нескольких людей,"
"No,","Нет,"
"I, I do not wish my time to come.","Я, я не хочу, чтобы мое время приходило."
"Oh, really,","О, правда,"
"what,","что,"
"are you in a tech,","вы занимаетесь техническим,"
like do you do technician work or something?,"например, ты работаешь техником или что-то в этом роде?"
"Oh, no,","О, нет,"
"no,","нет,"
no.,нет.
"I,","Я,"
government tool control is my specialty now.,контроль за государственными инструментами теперь моя специальность.
"I did P C protection control work for, uh, About ten or twelve years, uh,","Я занимался контролем защиты персональных данных, э-э, около десяти или двенадцати лет, э-э,"
"Oh quality, okay.","О, качество, ладно."
right now I'm just trying to tool crib and chips.,прямо сейчас я просто пытаюсь собрать шпаргалки и чипсы.
Yeah.,Да.
Times are bad.,Времена сейчас плохие.
"Oh, yeah.","О, да."
"Well, now, is, is, uh, really terrible.","Ну, а теперь это, э-э, действительно ужасно."
"I'm, uh, management level uh, facilities,","Я, э-э, уровень руководства, э-э, объекты,"
"and when the cuts came, three of us got, uh, bounced back,","и когда начались сокращения, трое из нас, э-э, пришли в норму,"
"and so we're just, uh,","и поэтому мы просто, э-э,"
I'm calling you from work.,Я звоню тебе с работы.
"I'm, I'm covering, uh, weekends and nights now.","Я, я сейчас освещаю, э-э, выходные и ночи."
"I'm, I'm one of the manager reps,","Я, я один из представителей менеджера,"
there's three of us to cover in Dallas facilities,"нас трое, которых нужно прикрывать в Далласе."
"and just we're essentially standby and problems, uh, all, all nights and weekends.","и просто мы, по сути, в режиме ожидания, и проблемы, э-э, все, все ночи и выходные."
"That's my,","Это мой,"
I only get one weekend off a month right now.,Сейчас у меня только один выходной в месяц.
I call it my recession job.,Я называю это своей работой в период рецессии.
"It's,","Это,"
"Uh, being basically an engineer and liking, uh, doing installation work, well there's not any.","Э-э, будучи в основном инженером и любя, э-э, выполнять монтажные работы, ну, ничего подобного нет."
I mean there is literally is no installation work going on.,"Я имею в виду, что в буквальном смысле никаких монтажных работ не ведется."
They turned all installation up here off.,Они отключили здесь всю установку.
Yeah.,Да.
They told facilities they could not work.,"Они сказали учреждениям, что не могут работать."
Yeah.,Да.
"I don't care what the jobs are, you will not work.","Мне все равно, что это за работа, ты не будешь работать."
"Yeah,","Да,"
"it, it,","это, это,"
"And, and, as far as our, you know, our conversation goes, I would really be interested to know how much of T I's problems now are related to, the banking structure.","И, и, что касается нашего, вы знаете, нашего разговора, мне действительно было бы интересно узнать, насколько проблемы T I сейчас связаны с банковской структурой."
Banking?,Банковское дело?
"I think that, not, not only T I, but a lot of it, when they talk about, uh,","Я думаю, что нет, не только я, но и многое другое, когда они говорят о, э-э,"
there was one point I was going to make.,"был один момент, который я собирался подчеркнуть."
"I think the last I heard,","Я думаю, последнее, что я слышал,"
"and I, I have to admit I'm not as informed as them,","и я, я должен признать, что я не так информирован, как они,"
but there's something like about eighty six billion that they admit.,"но они признают, что их примерно восемьдесят шесть миллиардов."
"Well, I always double that.","Что ж, я всегда удваиваю это количество."
"I figure well, if they claim that it's going to cost us eighty-six billion, it's got to be twice as much because no one admits their mistakes","Я полагаю, что если они утверждают, что это обойдется нам в восемьдесят шесть миллиардов, то это должно быть вдвое больше, потому что никто не признает своих ошибок"
"and so if that's true, it may mean that two hundred billion dollar category that was, that went down the tube somewhere.","и поэтому, если это правда, это может означать, что та категория в двести миллиардов долларов, которая была, которая куда-то ушла в трубу."
"Uh, it really hurts me, to realize that a lot of people out there are trying to retire on their home values.","Э-э, мне действительно больно осознавать, что многие люди пытаются отойти от своих домашних ценностей."
Yeah.,Да.
It's amazing really.,Это действительно удивительно.
"It's amazing that,","Удивительно, что,"
"Oh, yeah.","О, да."
I know what you mean.,"Я знаю, что ты имеешь в виду."
"Uh, one of our senior,","Э-э, один из наших старших,"
Course your value of homes up there are pretty good.,"Конечно, ваша стоимость домов там довольно высока."
"I mean, here they're not really that high,","Я имею в виду, здесь они на самом деле не так уж высоки,"
but are they pretty good up there?,но действительно ли они там хороши?
No.,Нет.
"Oh, really.","О, правда."
Our economy in Colorado Springs fell completely apart.,Наша экономика в Колорадо-Спрингс полностью развалилась.
"Well we're in the metroplex here, you know,","Ну, мы здесь в метроплексе, ты же знаешь,"
"and, uh, it, it,","и, э-э, это, это,"
Right.,Верно.
"I die every time companies like General Dynamics,","Я умираю каждый раз, когда такие компании, как General Dynamics,"
"they, they lost several contracts","они, они потеряли несколько контрактов"
"and, and, I don't know if you noticed yesterday, you probably don't pay attention to the Bell Helicopter, you know,","и, и, я не знаю, заметили ли вы вчера, вы, вероятно, не обращали внимания на вертолет Bell, понимаете,"
"they were going to have big, uh, award,","они собирались получить большую, э-э, награду,"
"and Secorski got it. Which was Boeing Secorski, this which is up in the north somewhere, you know.","и Секорски понял это. Это был ""Боинг Секорски"", который находится где-то на севере, вы знаете."
"Yeah,","Да,"
it's northwest.,это на северо-западе.
"And, I don't know how,   Bell didn't get it.","И, я не знаю как, Белл этого не понял."
Seattle.,Сиэтл.
"Seattle,","Сиэтл,"
"and also, uh, they do some of that in Wichita, Kansas.","а еще, э-э, кое-что из этого делают в Вичите, штат Канзас."
"Well, I, I don't,","Ну, я, я не,"
"they were advertising here that it was Bell, T I.","они рекламировали здесь, что это Bell, T I."
"T I was getting the, uh, electronics with Bell,","Т Я покупал, э-э, электронику с Беллом,"
"and so, it was a double.","итак, это был дубль."
One that Bell is in the Metroplex,"Тот, что Белл находится в Метроплексе"
"and two, that T I was doing the electronics for them.","и второе, что я занимался электроникой для них."
Huh.,Хм.
"And, they, they advertised that, that it was T I Bell, T I Bell and then all of a sudden, Secorski got it, yeah.","И они, они рекламировали это, что это был T I Bell, T I Bell, а потом, внезапно, Секорски понял это, да."
Secorski Boeing.,"""Боинг Секорски""."
"Secorski, Boeing,","Секорски, Боинг,"
Boeing doesn't need the money.,"""Боингу"" не нужны деньги."
"Something,","Что-то,"
"I almost think there's some politics around here, because the metroplex here, in the Dallas, Fort Worth area, the, uh, with T I,","Я почти думаю, что здесь замешана какая-то политика, потому что метроплекс здесь, в Далласе, район Форт-Уэрт, э-э, с Т Я,"
"I don't know if T I has lost as much as everybody else,","Я не знаю, потерял ли я так же много, как все остальные,"
"but General Dynamics and L T V and Bell have lost project after project, you know.","но, знаете ли, General Dynamics, L T V и Bell проигрывали проект за проектом."
"Well, you realize ...","Ну, вы понимаете..."
There you go.,Вот и ты.
Uh-huh.,Угу.
"Well, Jean, the subject is jury trials","Что ж, Джин, тема - суды присяжных"
"and should the jury recommend, uh, sentencing.","и должны ли присяжные рекомендовать, э-э, вынесение приговора."
Uh-huh.,Угу.
"Now my personal opinion,","Теперь мое личное мнение,"
I don't know.,Я не знаю.
"Uh, uh, here lately it seems,","Э-э-э, здесь в последнее время кажется,"
"well up until a few years ago, I guess, there just too many liberals about and permitting too many, oh,","ну, еще несколько лет назад, я думаю, было просто слишком много либералов и позволялось слишком много, о,"
"they just broaden the human rights to, to cover just about everybody, and I don't think those guilty of committing capital crimes should be permitted to go spend a few years in jail and be turned lose on parole.","они просто расширяют права человека, чтобы охватить практически всех, и я не думаю, что виновным в совершении преступлений, караемых смертной казнью, следует разрешать провести несколько лет в тюрьме и быть освобожденными условно-досрочно."
Uh-huh.,Угу.
It's just not right.,Это просто неправильно.
I think I agree with that very much.,"Я думаю, что я очень с этим согласен."
And therefore I think juries should be able to recommend sentencing.,"И поэтому я думаю, что присяжные должны иметь возможность рекомендовать вынесение приговора."
"I,","Я,"
"do you,","вы,"
"Do you think a lot of people, when they are listening to a trial, put themselves in a position like that and say, I would never do something like that,","Как вы думаете, много ли людей, когда они слушают судебный процесс, ставят себя в подобное положение и говорят: ""Я бы никогда не сделал чего-то подобного,"
and it's for them to believe that somebody else could do the things that have been done?,"и это для них - верить, что кто-то другой мог бы сделать то, что было сделано?"
"Yes,","Да,"
very possibly.,очень возможно.
"So many of us have led sheltered lives that, uh, when we go into a, sit in on, a jury,","Так много из нас вели уединенную жизнь, что, э-э, когда мы входим в суд присяжных, заседаем в нем,"
Uh-huh.,Угу.
"I've never done it myself unfortunately,","К сожалению, я никогда не делал этого сам,"
I never have either.,"У меня никогда не было ни того, ни другого."
I wish I could have.,"Я бы хотел, чтобы у меня это было."
I've just never been called up.,Меня просто никогда не призывали.
"My husband works as a police man,","Мой муж работает полицейским,"
so I always assumed that that was why I was never called.,"поэтому я всегда предполагал, что именно поэтому меня никогда не вызывали."
"Well now, that's possible.","Что ж, теперь это возможно."
Uh-huh.,Угу.
"But, uh, I was called up as an alternate once,","Но, э-э, однажды меня призвали в качестве запасной,"
but I never made it to the jury.,но я так и не попал в жюри.
Uh-huh.,Угу.
Uh-huh.,Угу.
"Uh, do they have such a thing now as a six man jury?","Э-э, а у них сейчас есть такая штука, как жюри из шести человек?"
Not that I know of.,"Насколько я знаю, нет."
"Somebody told me the other day that there is, what they call a six man jury,","Кто-то сказал мне на днях, что существует так называемое жюри из шести человек,"
"and I had never heard of such thing,","и я никогда не слышал о таком,"
and I wondered if it was true.,"и я задавался вопросом, было ли это правдой."
Uh-huh,Ага
"Uh, I've never heard of it.","Э-э, я никогда об этом не слышал."
"I never had either,","У меня никогда не было ни того, ни другого,"
"but I just wondered. Uh,","но мне просто стало интересно. Ух,"
"another question was, should a criminal case, should the jury be unanimous on their decision,","другой вопрос заключался в том, следует ли возбуждать уголовное дело, должны ли присяжные быть единодушны в своем решении,"
"and that I wasn't sure on either, whether it should be unanimous or not.","и что я тоже не был уверен в том, должно ли оно быть единогласным или нет."
"Uh, well, there again, uh, I suppose it should be.","Э-э, ну, вот опять, э-э, я полагаю, так и должно быть."
That would mean they all would have to decide one way or the other.,"Это означало бы, что им всем пришлось бы решать так или иначе."
Exactly.,Точно.
Is it guilt or innocence.,Это вина или невиновность.
"But then again, so many times you get one or two holdouts,","Но опять же, так часто вы получаете одного или двух несогласных,"
"and, and it permits the criminal to get a retrial.","и, и это позволяет преступнику добиться пересмотра дела."
Uh-huh.,Угу.
"Yeah,","Да,"
yeah.,да.
"And there,","И там,"
"that's not too bad in this sense, because you might get someone in their that's a victim of circumstances","в этом смысле это не так уж плохо, потому что у вас может оказаться кто-то, кто станет жертвой обстоятельств"
Uh-huh.,Угу.
"I mean, that's happened and giving them another trial might give them additional time to, uh, prove their innocence.","Я имею в виду, что это произошло, и проведение еще одного судебного разбирательства могло бы дать им дополнительное время, чтобы, э-э, доказать свою невиновность."
"Uh-huh,","Ага,"
uh-huh.,угу.
Bring some of these things out.,Принесите кое-что из этих вещей наружу.
Yes.,Да.
Uh-huh.,Угу.
We can't overlook the fact that there are innocent people that do get involved in jury trials.,"Мы не можем упускать из виду тот факт, что есть невиновные люди, которые действительно участвуют в судах присяжных."
"Un, apparently there are.","ООН, по-видимому, есть."
"I, I, I,","Я, я, я,"
"since my husband worked as a policeman, I can't believe there are very many people that come to trial that have, are not guilty of something some part of whatever they're accused of.","поскольку мой муж работал полицейским, я не могу поверить, что перед судом предстает очень много людей, которые виновны в чем-то или не виновны в какой-то части того, в чем их обвиняют."
Uh-huh.,Угу.
Uh-huh.,Угу.
"I have, I still have a little bit of a problem with that.","У меня есть, у меня все еще есть небольшая проблема с этим."
"Uh, but, I would suppose there are circumstances, you're in the wrong place at the right time, or know the wrong person at the right time.","Э-э, но, я бы предположил, что есть обстоятельства, вы находитесь не в том месте в нужное время или знаете не того человека в нужное время."
"Oh, that's it,","О, вот и все,"
and you just might resemble somebody.,и вы просто можете быть на кого-то похожи.
Uh-huh.,Угу.
"Uh, out here in Texas we had a, a, a, great miscarriage of justice.","Э-э, здесь, в Техасе, у нас произошла ужасная судебная ошибка."
"It was finally, after nine years, it was finally, uh, taken care of.","Наконец-то, спустя девять лет, об этом наконец-то, э-э, позаботились."
Uh-huh.,Угу.
"We had,","У нас были,"
"a Black man was accused simply because he resembled uh, someone who who held up, a, Seven Eleven, I think it was.","чернокожего мужчину обвинили просто потому, что он был похож, э-э, на кого-то, кто, по-моему, держал ""Семь одиннадцать""."
"Oh. Uh-huh,","Ой. Ага,"
uh-huh.,угу.
"And even though he had witnesses that said that, uh, he was at work,","И даже несмотря на то, что у него были свидетели, которые сказали, что, э-э, он был на работе,"
"and he had all sorts of character witnesses and what not,","и у него были всевозможные свидетели характера, а что нет,"
They still found him guilty?,Они все еще признали его виновным?
They found him guilty.,Они признали его виновным.
When people said he was at work?,"Когда люди говорили, что он был на работе?"
"Well, they said it this, this happened during lunch time.","Ну, они сказали это так, это произошло во время обеда."
Uh-huh.,Угу.
And he could have gotten away at lunch time and committed the robbery.,И он мог бы сбежать во время обеда и совершить ограбление.
Uh-huh.,Угу.
Yeah.,Да.
"But after nine years,","Но спустя девять лет,"
"well as a matter of fact they made a T V show about it, after nine years, they finally came up with evidence and proved, to prove that he was innocent.","ну, на самом деле, они сняли об этом телешоу, спустя девять лет они, наконец, нашли доказательства и доказали, чтобы доказать, что он был невиновен."
"Oh, for heaven's sake.","О, ради всего святого."
So there's nine years of that man's life gone.,"Итак, девять лет жизни этого человека прошли."
Exactly.,Точно.
Uh-huh.,Угу.
Now that just was not fair.,Вот это просто было несправедливо.
"No,","Нет,"
huh-uh.,ха-ха.
So.,Так.
"Yeah,","Да,"
"I guess that's where a lot of the problem lies,","Я думаю, именно в этом заключается большая часть проблемы,"
"we're, we bend over backwards protecting the guilty people, the one's that are on trial.","мы, мы из кожи вон лезем, защищая виновных людей, тех, кто находится под судом."
Yes.,Да.
"And, And we often forget about the one the injustice has been done to, because I bet, they still say our system is the best in the world.","И, и мы часто забываем о том, к кому была применена несправедливость, потому что, бьюсь об заклад, они все еще говорят, что наша система лучшая в мире."
"Unfortunately, that's what happens.","К сожалению, именно это и происходит."
"Well, it's not, the, uh, uh, it's not the best system,","Ну, это не... э-э-э... это не самая лучшая система,"
but it's the best one in the world.,но это самый лучший в мире.
"Yeah,","Да,"
"it's the best one that exists, I guess.","я думаю, это лучшее, что существует."
Uh-huh.,Угу.
"And unfortunately, we just have to put up with a lot of things,","И, к сожалению, нам просто приходится мириться со многими вещами,"
"and they try to solve them and everything,","и они пытаются решить их и все такое,"
"but, uh, I don't know,","но, э-э, я не знаю,"
"the Supreme Court,","Верховный суд,"
"well, I'm, I'm, I'm still rancled about their decision to permit burning of the flag.","что ж, я, я, я все еще возмущен их решением разрешить сожжение флага."
"Oh, I think a lot of people are.","О, я думаю, что многие люди таковы."
I think they've lost sight of some things that are very important to our country.,"Я думаю, они упустили из виду некоторые вещи, которые очень важны для нашей страны."
"Well, it,","Что ж, это,"
"the, the, the First Amendment definitely says freedom of speech not freedom of action.","в Первой поправке определенно говорится о свободе слова, а не о свободе действий."
Uh-huh.,Угу.
Yeah.,Да.
"And, uh, uh, well that just rancles me","И, э-э-э, ну, это просто выводит меня из себя"
"no,","нет,"
"I swear, if I ever saw somebody to, uh, burning a flag, I'd, I'd try to kill them, I would.","Клянусь, если бы я когда-нибудь увидел, как кто-то, э-э, сжигает флаг, я бы, я бы попытался убить его, я бы сделал."
"That bad, huh.","Настолько плохо, да."
"I wouldn't like it,","Мне бы это не понравилось,"
but I don't know if I'd go that far.,"но я не знаю, зашел бы я так далеко."
"Well, I happen to be a flag freak.","Ну, так получилось, что я помешан на флагах."
"I served, I was in the service","Я служил, я был на службе"
Uh-huh.,Угу.
I was in Korea,Я был в Корее
Uh-huh.,Угу.
"and, uh, well, I saw what the red in the flag represents.","и, э-э, ну, я увидел, что символизирует красный цвет на флаге."
"Yeah,","Да,"
"well, I think pride in our country and our flag is so important.","что ж, я думаю, что гордость за нашу страну и наш флаг очень важны."
It's important in so many facets of our lives.,Это важно во многих аспектах нашей жизни.
Uh-huh.,Угу.
"And, uh, I, I feel like if they don't, people don't like what our flag stands for, they're welcome to go some place else.","И, э-э, я, я чувствую, что если они этого не сделают, людям не понравится то, что символизирует наш флаг, они могут отправиться куда-нибудь еще."
"Yeah,","Да,"
"see what they,","видишь, что они,"
There's nobody holding them here.,Их здесь никто не держит.
See how they'd like it under another flag.,"Посмотрим, как им понравится это под другим флагом."
Right.,Верно.
"They'd soon be back,","Они скоро вернутся,"
I'm sure.,Я уверен.
Uh-huh.,Угу.
Yeah.,Да.
"Well, Jean, we seem to be of the same opinions here.","Что ж, Джин, похоже, мы здесь придерживаемся одних и тех же мнений."
Uh-huh.,Угу.
I hope they get something out of this.,"Я надеюсь, что они что-то извлекут из этого."
"Yeah,","Да,"
"I don't know about the judge making the decision, if that's,","Я не знаю о судье, принимающем решение, если это,"
"do you think that's good you know, like if a jury,","как ты думаешь, это хорошо, знаешь, например, если присяжные,"
Oh,О
Uh-huh.,Угу.
"but I think the jury should be able to recommend,","но я думаю, что жюри должно быть в состоянии рекомендовать,"
Make a recommendation?,Дать рекомендацию?
Yes.,Да.
Do they sometimes make a recommendation?,Дают ли они иногда рекомендации?
"Oh, yes,","О, да,"
yes.,да.
"That's what I was thinking they, they sometimes do.","Это то, о чем я думал, они, они иногда делают."
I don't know if that's a regular procedure or what.,"Я не знаю, является ли это обычной процедурой или что-то в этом роде."
"But I know I'm always hearing that, uh,","Но я знаю, что всегда слышу это, э-э,"
"well, the jury came in with a guilty verdict","что ж, присяжные вынесли обвинительный вердикт"
"and they recommended,  twenty years or something.",и они рекомендовали двадцать лет или что-то в этом роде.
And they recommend.,И они рекомендуют.
Yeah.,Да.
And then the judge has the final decision on what does really happen. Yeah.,"И тогда судья принимает окончательное решение о том, что происходит на самом деле. Да."
Yes.,Да.
"Of course, now, the jury may not be completely aware of all the ramifications of a sentence.","Конечно, сейчас присяжные могут быть не совсем осведомлены обо всех последствиях приговора."
Uh-huh.,Угу.
They may not know that if you give him twenty years he can get out in five.,"Они могут не знать, что если вы дадите ему двадцать лет, он может выйти через пять."
"Well, I think that's where a lot of people think, boy they're getting put away for a long time,","Ну, я думаю, что именно тогда многие люди думают, что, черт возьми, их посадят надолго,"
"but actually, their chance, course, when,","но на самом деле, их шанс, конечно, когда,"
"a lot of times when they come up for parole, they're denied.","часто, когда они ходатайствуют об условно-досрочном освобождении, им отказывают."
"It depends on you know, what they're, what they'd been guilty of, and a lot of different things, I guess.","Это зависит, знаете ли, от того, кто они такие, в чем они были виновны, и от многих других вещей, я думаю."
Uh-huh.,Угу.
"Yeah,","Да,"
"but too many times they, they are permitted to go out on parole",но слишком часто им... им разрешают выйти условно-досрочно
"and,","и,"
Uh-huh.,Угу.
A lot slip through the protective whatever they have to do.,"Многие проскальзывают сквозь защитную оболочку, что бы им ни приходилось делать."
And there are bad ones that do slip back out and end up hurting somebody again.,"И есть плохие, которые действительно выскальзывают обратно и в конечном итоге снова причиняют кому-то боль."
Yes.,Да.
They just go out and repeat their crimes.,Они просто выходят и повторяют свои преступления.
"Uh-huh,","Ага,"
uh-huh.,угу.
"Well there,","Ну вот,"
"well, they say after three offenses its automatically life in prison,","ну, они говорят, что после трех правонарушений автоматически наступает пожизненное заключение,"
but I think they ought to make it two offenses.,"но я думаю, что они должны сделать это двумя правонарушениями."
Uh-huh.,Угу.
"I always thought there was, there was wrong,","Я всегда думал, что это было, что это было неправильно,"
it seems sometimes that like somebody who is stealing a loaf of bread to feed his family got more jail sentence than somebody maybe that killed somebody.,"иногда кажется, что, например, кто-то, кто крадет буханку хлеба, чтобы накормить свою семью, получил больший тюремный срок, чем кто-то, возможно, убивший кого-то."
Uh-huh.,Угу.
"It seemed like there, sometimes there's not a good,","Казалось, что там, иногда, не очень хорошо,"
the balance isn't right.,баланс неправильный.
It doesn't make sense.,Это не имеет смысла.
