en,ru
"Yeah,","Да,"
"yeah,","да,"
"now if we have any, like the birds will pick or something, you know,","теперь, если у нас что-нибудь есть, например, птицы сорвут или что-то в этом роде, вы знаете,"
and some of the seeds drop.,и некоторые семена падают.
Have you ever had them just come up in different places?,У вас когда-нибудь они просто появлялись в разных местах?
Uh-huh.,Угу.
"I know, we do that, too, you know,","Я знаю, мы тоже так делаем, ты знаешь,"
"and at the first year,","и на первом курсе,"
"because I was from the city when we got married,","потому что я был из города, когда мы поженились,"
"and the first year that we planted, I couldn't figure out, I mean, the,","и в первый год, когда мы посадили, я не мог понять, я имею в виду,,"
"well, the first year after I mean, we planted them,","ну, я имею в виду, в первый год после того, как мы их посадили,"
Uh-huh.,Угу.
"but the first year, you know, after we'd had a crop all these little things like,","но в первый год, вы знаете, после того, как у нас был урожай, все эти мелочи, такие как,"
Yeah.,Да.
"we had cucumbers coming up, you know, in the middle of our okra,","у нас были огурцы, вы знаете, в середине нашей бамии,"
"and I thought, how did this get here","и я подумал, как это сюда попало"
Uh-huh.,Угу.
I know I didn't put that seed there.,"Я знаю, что не я положил туда это семя."
"And it was weird, but the birds had, you know, evidently just deposited them for us.","И это было странно, но птицы, вы знаете, очевидно, просто оставили их для нас."
Uh-huh.,Угу.
"Well, sometimes, too, when we take out our garbage,","Ну, иногда тоже, когда мы выносим наш мусор,"
"and we usually, you know, we just dump it in the middle of the garden, you know, after your garden's basically done","и мы обычно, вы знаете, мы просто выбрасываем это посреди сада, вы знаете, после того, как ваш сад в основном закончен"
Uh-huh.,Угу.
"and we're finding out,","и мы выясняем,"
"like we have peach trees in the middle of our garden now, because we took peach seeds and dump them there, whenever the garden,","как будто у нас теперь есть персиковые деревья в центре нашего сада, потому что мы брали персиковые косточки и бросали их туда всякий раз, когда сад,"
"like in the Fall,","как осенью,"
"now we have peach trees coming up,","теперь у нас растут персиковые деревья,"
"All right,","В порядке,"
do you want to start out?,вы хотите начать?
"Well, it'll be real easy for us,","Что ж, для нас это будет очень просто,"
"because we're both, my husband and I are vegetarians.","потому что мы оба, мой муж и я, вегетарианцы."
"Oh, are you really?","О, ты в самом деле?"
"So, yeah.","Так что, да."
"So that's the first thing we look for,  is if we can eat there or not.","Итак, это первое, на что мы обращаем внимание, - сможем ли мы там поесть или нет."
Oh.,Ой.
Are you strict vegetarians?,Вы строгие вегетарианцы?
We're not vegan vegetarians.,Мы не являемся веганами-вегетарианцами.
"We do, we're ovolacto.","У нас есть, мы оволакто."
"We do eat, uh, eggs and, and milk products.","Мы действительно едим, э-э, яйца и молочные продукты."
Uh-huh.,Угу.
"I used to be a complete vegan vegetarian,  where I didn't eat any animal products at all.","Раньше я был законченным веганом-вегетарианцем, где вообще не ел никаких продуктов животного происхождения."
Uh-huh.,Угу.
Uh-huh.,Угу.
"But, um, it was, it's really difficult in the area if you don't have, you know, the products that you can get.","Но, эм, это было... в этом районе действительно сложно, если у тебя нет, ну, знаешь, продуктов, которые ты можешь достать."
"And if you go out to dinner, there's virtually, you know, there's not a whole lot of things you can get.","И если вы идете куда-нибудь поужинать, то практически, знаете ли, не так уж много всего, что вы можете заказать."
"There's very few places that you, I'll bet that you could, uh,","Есть очень мало мест, где ты, я готов поспорить, что ты мог бы, э-э,"
Yeah.,Да.
"I think maybe if you were somewhere like California, where they have a lot more vegetarian restaurants and stuff.","Я думаю, может быть, если бы вы были где-нибудь вроде Калифорнии, где гораздо больше вегетарианских ресторанов и все такое."
Uh-huh.,Угу.
"But here, basically, you go to an Italian restaurant or you go to a Mexican restaurant,  you know, where you can get foods that, you know, where you have a little bit more variety as far as the pastas or the the corn meal, you know,  or something.","Но здесь, в основном, вы идете в итальянский ресторан или вы идете в мексиканский ресторан, вы знаете, где вы можете заказать блюда, которые, вы знаете, где у вас немного больше разнообразия, например, пасту или кукурузную муку, вы знаете, или что-то в этом роде."
Uh-huh.,Угу.
Uh-huh.,Угу.
Yeah.,Да.
And you wouldn't have the meat products in that,И у вас не было бы мясных продуктов в этом
and some.,и еще кое-что.
Yeah.,Да.
"yeah,","да,"
you have to watch that too.,вы тоже должны следить за этим.
"All, you know, some of the restaurants here they will, you know,","Все, вы знаете, некоторые здешние рестораны, они будут, вы знаете,"
"you can ask them and they'll tell you whether or not they use like lard or,  you know, animal fat to cook with.","вы можете спросить их, и они скажут вам, используют ли они для приготовления сало или, знаете, животный жир."
Uh-huh.,Угу.
Uh-huh.,Угу.
"So, but, so that's, that","Так, но, так что это, это"
we don't really eat out too much.,на самом деле мы не слишком много едим вне дома.
Yeah.,Да.
"We, we tend to eat at home.","Мы, мы, как правило, едим дома."
"And actually, you know, I think we, we, we get a we have a healthier diet than the average person.","И на самом деле, вы знаете, я думаю, что мы, мы, мы питаемся более здоровой пищей, чем среднестатистический человек."
Uh-huh.,Угу.
How long have you been doing this?,Как давно ты этим занимаешься?
"Um, I've been a vegetarian for, uh, two years now.","Эм, я вегетарианка уже, эм, два года."
"My husband has been one for, oh, just over a year now.","Мой муж был одним из них уже, о, чуть больше года."
Uh-huh.,Угу.
"And, uh, so,","И, э-э, так,"
Do you feel that it has improved the way you feel?,"Чувствуете ли вы, что это улучшило ваше самочувствие?"
Definitely.,Определенно.
Do you think?,Как вы думаете?
"And it, it makes you more aware of what you're eating.","И это, это заставляет вас лучше осознавать, что вы едите."
Uh-huh.,Угу.
"Because you, you have to be.","Потому что ты, ты должен быть таким."
Uh-huh.,Угу.
"I mean, you, you","Я имею в виду, ты, ты"
"I think you, you, you balance the foods, uh, you know,","Я думаю, ты, ты, ты сбалансируешь продукты, э-э, ты знаешь,"
"you're more aware of what nutrient, you know, value each thing has,  and minerals.","вы лучше осведомлены о том, какими питательными веществами, ну, вы знаете, ценностью обладает каждая вещь, а также о минералах."
Uh-huh.,Угу.
"And you're just more aware of food for energy,  for energy sake.","И вы просто больше осознаете, что еда - это источник энергии, ради самой энергии."
Uh-huh.,Угу.
I always thought it would be hard to figure what to eat if you were a vegetarian.,"Я всегда думал, что было бы трудно решить, что есть, если бы ты был вегетарианцем."
"How, how,","Как, как,"
"Well, that's just it,","Ну, в этом-то все и дело,"
"you, you do have to figure it out. And, and, you know, to get proteins and things.","ты, ты действительно должен разобраться в этом. И, и, вы знаете, чтобы получать белки и все такое."
Yeah.,Да.
"And when I was a vegan, it's, you know,","И когда я был веганом, это, вы знаете,"
"you have to consider calcium and iron and things like that you, you're not even getting through your milk products,","вы должны учитывать кальций, железо и тому подобное, которые вы даже не получаете через молочные продукты,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"your egg products. If you don't eat any of those,","ваши яичные продукты. Если ты не съешь ничего из этого,"
Because you don't eat any of those things.,Потому что ты не ешь ничего из этого.
but actually you can get everything you need through vegetables.,"но на самом деле вы можете получить все, что вам нужно, с помощью овощей."
"I mean, there are there are, there are,","Я имею в виду, что есть, есть, есть,"
you actually you can get more calcium through leafy green vegetables than you can get through milk products.,"на самом деле вы можете получить больше кальция из листовых зеленых овощей, чем из молочных продуктов."
Is that right?,Это правильно?
A lot of people don't know that.,Многие люди этого не знают.
Uh-huh.,Угу.
"Well, the thing is that milk products,","Ну, дело в том, что молочные продукты,"
"our bodies don't, uh, don't, uh,","наши тела не, э-э, не, э-э,"
"the lactose,","лактоза,"
"that kind of milk, it doesn't,","такой сорт молока, он не,"
Uh-huh.,Угу.
"our,","наш,"
"we, we tend to, uh,","мы, мы склонны, э-э,"
what's it called?,как это называется?
"We don't synthesize the, the calcium the same way.",Мы не синтезируем кальций одинаковым образом.
"We, we throw more of it off our out, in other words.","Другими словами, мы, мы выбрасываем больше этого из нашего аута."
Yeah.,Да.
"We, we slough some of it,","Мы, мы избавляемся от части этого,"
"we, we send, we send some of it out because it, our body doesn't accept some of it.","мы, мы посылаем, мы отсылаем часть этого наружу, потому что это, наше тело не принимает часть этого."
Uh-huh.,Угу.
"So we're not utilizing, we're,","Таким образом, мы не используем, мы,"
"when it, when it gets rid of some of that, um, that we can't use, it get rids, it gets rid of some of the calcium. Whereas when we eat, say broccoli, you utilize all of it.","когда он, когда он избавляется от части того, гм, что мы не можем использовать, он очищается, он избавляется от части кальция. В то время как когда мы едим, скажем, брокколи, вы используете ее всю."
Uh-huh.,Угу.
Uh-huh.,Угу.
You,Вы
"your, your body accepts all of the broccoli.","ваш, ваш организм принимает всю брокколи."
All that's in it.,"Все, что в нем есть."
Uh-huh.,Угу.
"So, it's like,  it's like, say, a person using vitamins, as opposed to, uh, vitamin supplements as opposed to eating regular food.","Итак, это как, скажем, человек, употребляющий витамины, в отличие от, э-э, витаминных добавок, в отличие от употребления обычной пищи."
Why?,Почему?
Uh-huh.,Угу.
"Your body just doesn't accept vitamins and the minerals in the, the vitamins in, uh, supplements that it does in regular food,","Ваш организм просто не воспринимает витамины и минералы, содержащиеся в... витаминах в добавках, которые содержатся в обычной пище,"
Uh-huh.,Угу.
Uh-huh.,Угу.
"you know. So,","ты знаешь. Так,"
That's interesting.,Это интересно.
"But we both, we both feel much healthier,  much healthier.","Но мы оба, мы оба чувствуем себя намного здоровее, намного здоровее."
Uh-huh.,Угу.
"And I couldn't consider going back to eating,","И я не мог даже подумать о том, чтобы вернуться к еде,"
After you have been on this.,"После того, как вы побывали на этом."
Yeah.,Да.
"Well, now I changed for ethical reasons.","Что ж, теперь я изменился по этическим соображениям."
Uh-huh.,Угу.
And my husband has changed.,И мой муж изменился.
He feels more ethically about it.,Он относится к этому более этично.
"But he, he in the beginning, began for health reasons.","Но он, он в самом начале, начал по состоянию здоровья."
Uh-huh.,Угу.
"But, um, now he, he feels like I do.","Но, эм, теперь он, он чувствует то же, что и я."
That he looks at the things that he eats,"Что он смотрит на то, что он ест"
and he realizes what they are before he eats them.,"и он понимает, что это такое, еще до того, как съест их."
Uh-huh.,Угу.
"And he,  you know,","И он, ты знаешь,"
Uh-huh.,Угу.
"He thinks more about them, then.",Тогда он больше думает о них.
Yeah.,Да.
"Plus he eats,","К тому же он ест,"
"we both think more about, I thought more of about it as far as what it was I was eating, you know,  as a living creature.","мы оба больше думаем о том, я больше думал об этом в том, что касается того, что я ел, вы знаете, как живое существо."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And now we both think a lot of well, what is it we're eating in relation to what it's going to give to our bodies.","И теперь мы оба много думаем о том, что же мы едим в связи с тем, что это даст нашему организму."
Uh-huh.,Угу.
So you kind of have a combination.,Так что у вас вроде как есть комбинация.
Uh-huh.,Угу.
Uh-huh.,Угу.
"Well see, we, I live in a farming community. So, of course we have a lot of animals and that type of thing raised in our area.","Ну, видите ли, мы, я живу в фермерском сообществе. Итак, конечно, в нашем районе выращивается много животных и тому подобного."
Uh-huh.,Угу.
"Well, we do too.","Что ж, мы тоже так думаем."
"I mean, I was raised in, um,","Я имею в виду, я вырос в, эм,"
we're in cattle country.,мы в стране крупного рогатого скота.
Uh-huh.,Угу.
"And people here buy a half a cow and put it in their freezer,","И люди здесь покупают половину коровы и кладут ее в морозилку,"
Uh-huh.,Угу.
"Oh, yeah,","О, да,"
yeah.,да.
"you know. And that's, that's the way I,","ты знаешь. И это, именно так я,"
"and I,","и я,"
believe you me it wasn't easy to give up  to give up a hamburger.,"поверьте мне, было нелегко сдаться, чтобы отказаться от гамбургера."
"That, that was one of my favorite foods, was, was a, a, was a good steak or a hamburger.","Это, это было одно из моих любимых блюд, было, было, было хорошим стейком или гамбургером."
Uh-huh.,Угу.
"But, you know, I suppose if you really believe in something it's, You, you adjust your life","Но, знаете, я полагаю, если вы действительно во что-то верите, то это вы, вы корректируете свою жизнь"
You get adjusted to the taste.,Вы привыкаете к вкусу.
Uh-huh.,Угу.
because your mind.,потому что твой разум.
Uh-huh.,Угу.
"You, your, you,","Ты, твой, ты,"
"inside yourself you just, it's not right.","внутри себя ты просто понимаешь, что это неправильно."
Uh-huh.,Угу.
"So, but, um,","Так что, но, эм,"
So you would have a little more trouble when you were looking for a dining area than what most most people would.,"Таким образом, при поиске обеденной зоны у вас возникло бы немного больше проблем, чем у большинства людей."
"Now we wouldn't have that problem, because we're not vegetarians.","Теперь у нас не было бы такой проблемы, потому что мы не вегетарианцы."
"So what do you look for when you,","Итак, на что вы обращаете внимание, когда вы,"
"Uh, I think the main thing that I look for is, uh, cleanliness, uh, you know, the, in the appearance of the people that work there. And the, uh, quality of the food that they serve.","Э-э, я думаю, главное, на что я обращаю внимание, это, э-э, чистота, э-э, вы знаете, во внешнем виде людей, которые там работают. И, э-э, качество еды, которую они подают."
Uh-huh.,Угу.
"Do you normally, when you're traveling, do you look for places that's established, that, that you've been to before or are you willing to try new places?","Обычно, когда вы путешествуете, вы ищете устоявшиеся места, в которых вы бывали раньше, или вы готовы попробовать новые места?"
Yes.,Да.
"Oh, we try new places","О, мы пробуем новые места"
"but when we,","но когда мы,"
a lot of times we do eat where we know.,"часто мы действительно едим там, где знаем."
Yeah.,Да.
Like a chain restaurant or something.,Как сетевой ресторан или что-то в этом роде.
"What,","Что,"
Uh-huh.,Угу.
"What the quality,","Что за качество,"
because a lot of them are the same no matter where you stop.,"потому что многие из них одинаковы, где бы вы ни остановились."
Uh-huh.,Угу.
"And, uh, we do, do that a lot.","И, э-э, мы действительно часто это делаем."
"And I guess I'm getting old, older,","И я думаю, что я становлюсь старше, старше,"
also I like to be served.,"а еще мне нравится, когда меня обслуживают."
"I like to sit down and have my, uh, order taken.","Я люблю присесть и получить свой, э-э, заказ."
As opposed to like a cafeteria kind of situation?,"В отличие от ситуации, подобной ситуации в кафетерии?"
"Right,","Правильно,"
yeah.,да.
Yeah.,Да.
"So, I suppose you'd say I,","Итак, я полагаю, вы бы сказали, что я,"
"well I, I don't know whether it's age or what it is.","ну, я, я не знаю, дело ли это в возрасте или в чем-то еще."
"But I have,","Но у меня есть,"
"Well no,","Ну, нет,"
I don't think so.,Я так не думаю.
"I think it's just your,","Я думаю, это просто твой,"
"because I, I prefer to be waited on too.","потому что я, я тоже предпочитаю, чтобы мне прислуживали."
"I just,","Я просто,"
"if you're going to go out to eat, why not have the whole service,  you know?","если вы собираетесь пойти куда-нибудь поесть, почему бы не заказать весь сервиз целиком, понимаете?"
"Yeah,","Да,"
Yeah.,Да.
"Why not get the whole,","Почему бы не получить весь,"
"I guess because we don't go out that much,","Я думаю, потому что мы не так часто выходим из дома,"
Uh-huh.,Угу.
I feel like it's a treat.,"Я чувствую, что это настоящее удовольствие."
You should have a treat.,Ты должен получить угощение.
Yeah.,Да.
And I like the light meals.,И мне нравятся легкие блюда.
"Not all restaurants have light meals on their menu,  you know.","Знаете, не во всех ресторанах в меню есть легкие блюда."
Uh-huh.,Угу.
"And I,","И я,"
Oh.,Ой.
"Light menu, you mean like cooked light or,","Легкое меню, вы имеете в виду легкое приготовление или,"
"Uh, L I T E, like, uh, uh, things that aren't as heavy a meal.","Э-э, я люблю, э-э, э-э, что-нибудь не такое тяжелое для еды."
"Oh, I see.","о, я понимаю."
"It,","Оно,"
Uh-huh.,Угу.
"that, you get more, uh, fruit and maybe cottage cheese or a chicken breast or things that aren't as, uh,","это, вы получаете больше, э-э, фруктов и, возможно, творога, или куриной грудки, или чего-нибудь не такого, э-э,"
they're not breaded,они не в панировке
and they're not fried,и они не жареные
"and they're not,","и они не,"
Not a lot of gravy and things like that.,Не так много подливки и тому подобного.
Yeah.,Да.
"Uh, but it's not  all rest,","Э-э, но это еще не все остальное,"
"You know, I,  I like those too.","Ты знаешь, мне, мне это тоже нравится."
Uh-huh.,Угу.
"I like those too, because, uh, some, seems like sometimes it's, you order a meal, you order their dinner meal, and it's like they're trying to find out how much you can eat.","Мне они тоже нравятся, потому что, э-э, некоторым иногда кажется, что ты заказываешь еду, ты заказываешь их ужин, и это похоже на то, что они пытаются выяснить, сколько ты можешь съесть."
Or,Или
I know,Я знаю
or,или
"it's too much,","это слишком много,"
yes.,да.
"Or, or like evidently people go in there and they're not satisfied that they'd been given enough and they complain","Или, или, как, очевидно, люди приходят туда, и они недовольны тем, что им дали достаточно, и они жалуются"
"and maybe they're afraid that people are going to, complain or something.","и, может быть, они боятся, что люди будут жаловаться или что-то в этом роде."
Uh-huh.,Угу.
I don't know what it is.,"Я не знаю, что это такое."
"But, now for instance, we, we had a Scout dinner last night we went to.","Но, вот, например, вчера вечером у нас был скаутский ужин, на который мы ходили."
"And it's, it's","И это, это"
"they, uh, well they'll serve you at your seat","они, э-э, ну, они обслужат вас на вашем месте"
"and usually the salad bar is included,","и обычно салат-бар входит в стоимость,"
so you have to get up for that.,так что ты должен встать для этого.
"But they have so much food that you, not matter how hard you try to restrain yourself, you end up eating much more than you need.","Но у них так много еды, что вы, как бы сильно вы ни старались сдерживать себя, в конечном итоге съедаете гораздо больше, чем вам нужно."
Uh-huh.,Угу.
And I think that's a shame.,"И я думаю, что это позор."
Uh-huh.,Угу.
"I mean, I must admit, sometimes I do like a buffet.","Я имею в виду, я должен признать, что иногда мне действительно нравится шведский стол."
"But, uh, but I think that they just tend to make you, you say, Oh, well, I've have got all I can eat","Но, э-э, но я думаю, что они просто заставляют тебя говорить: ""О, ну что ж, у меня есть все, что я могу съесть""."
Uh-huh.,Угу.
"or, or, you know, it's one of these situations where nobody's going to restrain what you eat,  the amount that you eat.","или, или, вы знаете, это одна из тех ситуаций, когда никто не собирается ограничивать то, что вы едите, в том количестве, которое вы съедаете."
Uh-huh.,Угу.
Uh-huh.,Угу.
"And I think that that we just tend to eat, overeat.","И я думаю, что мы просто склонны есть, переедать."
Yeah.,Да.
"You can eat as much as you want and you like the food, you know.","Ты можешь есть столько, сколько захочешь, и тебе нравится еда, ты же знаешь."
Yeah.,Да.
Yeah.,Да.
"Uh, a lot of times the foods,","Э-э, во многих случаях продукты,"
"like, uh, Haas's carry a bread bar that is just out of this world","например, у Хааса есть батончик хлеба, который просто не от мира сего"
"And, you know,","И, ты знаешь,"
Yeah.,Да.
you,ты
and soup,и суп
"and, uh, they just,","и, э-э, они просто,"
and fruit and vegetables,а также фрукты и овощи
"and they, they just,","и они, они просто,"
I don't know.,Я не знаю.
I know I always overeat no matter.,"Я знаю, что всегда переедаю, несмотря ни на что."
"I go with good intentions,","Я иду с благими намерениями,"
"but I,","но я,"
"somehow along the way, when I come back to my seat, I have too much.","каким-то образом по пути, когда я возвращаюсь на свое место, у меня их слишком много."
And I eat it because it's so good.,"И я ем это, потому что это так вкусно."
Yeah.,Да.
Well at least it's fruit and stuff there,"Ну, по крайней мере, там есть фрукты и все такое"
Yeah,Да
Maybe it's not too bad.,"Может быть, это не так уж плохо."
"And I like reasonable prices of course, too.","И, конечно, мне тоже нравятся разумные цены."
"I don't like to, you know, go to anything that's real expensive.","Я, знаете ли, не люблю ходить во что-то по-настоящему дорогое."
Yeah.,Да.
I think that's a waste of my money.,"Я думаю, что это пустая трата моих денег."
"Just for food,  it does seem like it.","Просто ради еды, похоже на то."
Uh-huh.,Угу.
Uh-huh.,Угу.
Yeah.,Да.
"But, uh,","Но, э-э,"
"So,","Так,"
"We like, uh, we do like international food,","Нам нравится, э-э, нам действительно нравится интернациональная кухня,"
"so we take,","итак, мы берем,"
Do you?,А ты?
I like,Мне нравится
"we like Indian food,","нам нравится индийская кухня,"
Uh-huh.,Угу.
"and, uh, I love Italian food,","и, э-э, я люблю итальянскую кухню,"
Uh-huh.,Угу.
"and, uh,","и, э-э-э,"
Chinese?,Китайский?
Chinese,Китайский
"but,","но,"
We've got a good Chinese restaurant in town.,У нас в городе есть хороший китайский ресторан.
Yeah.,Да.
"I, I really like eating there","Мне, мне действительно нравится там есть"
"and, and you don't get stuffed on their food it seems.","и, похоже, ты не наедаешься их едой."
Yeah.,Да.
"You know, you can eat a whole big plate of their food, and you really don't feel like you've eaten too much.","Знаете, вы можете съесть целую большую тарелку их еды, и вам действительно не кажется, что вы съели слишком много."
"You're full, you know,","Ты сыт, ты знаешь,"
"you're satisfied,","вы удовлетворены,"
Yeah.,Да.
but you don't feel stuffed and miserable.,но вы не чувствуете себя набитым и несчастным.
"Yeah,","Да,"
yeah.,да.
"That's one thing that I wish we had more of, uh.","Это одна вещь, которой я хотел бы, чтобы у нас было больше, э-э-э."
"Because where we're from, it's, it's pretty limited,","Потому что там, откуда мы родом, это... это довольно ограничено,"
"and it's,","и это,"
"most of the restaurants are, oh, they tend to be, you know, American style food.","большинство ресторанов, о, они, как правило, готовят, знаете ли, в американском стиле."
Uh-huh.,Угу.
"And we don't have too many,","И у нас их не так уж много,"
you have to go all the way to Dallas.,ты должен проделать весь этот путь до Далласа.
Um.,Хм.
"And so it really is a treat,","И так это действительно удовольствие,"
"Uh, yeah.","Э-э, да."
"because, uh,","потому что, э-э,"
Yeah.,Да.
"you know, we don't make a trip, sixty-five, eighty, you know, sixty-five to eighty miles. Depending how far in Dallas it is.","вы знаете, мы не совершаем путешествие на шестьдесят пять-восемьдесят, ну, вы знаете, на шестьдесят пять-восемьдесят миль. В зависимости от того, как далеко это находится в Далласе."
Yeah.,Да.
So what movies have you seen?,"Итак, какие фильмы вы смотрели?"
"Uh, well, I have, uh, seen DANCES WITH WOLVES, which is probably the, the best movie that I have seen lately.","Э-э, ну, я, э-э, посмотрел ""ТАНЦЫ С ВОЛКАМИ"", это, наверное, лучший фильм, который я видел за последнее время."
"Uh, I do not go out to films very often. So, as far as out of the house.","Э-э, я не очень часто хожу в кино. Итак, что касается выхода из дома."
Uh-huh.,Угу.
"So we do get a lot of videos that we bring in,","Таким образом, мы действительно получаем много видеороликов, которые приносим в,"
"uh, and I see some that way.","э-э, и я вижу некоторых таким образом."
"But, uh, I am not real current on films.","Но, э-э, я не очень разбираюсь в фильмах."
How about you?,А как насчет тебя?
Yeah.,Да.
"I saw DANCES WITH WOLVES and, uh, HOME ALONE","Я видел ""ТАНЦЫ С ВОЛКАМИ"" и ""ОДИН ДОМА""."
"and,","и,"
"I hear that is really good, but I have not seen it yet.","Я слышал, что это действительно хорошо, но я этого еще не видел."
Yeah.,Да.
It is.,Это.
Yeah,Да
"It is about a little kid that, that his parents go off to Paris.","Речь идет о маленьком ребенке, который, что его родители уезжают в Париж."
Uh-huh.,Угу.
"And they, they forget all about him.","И они, они совсем забывают о нем."
"The oldest daughter, they take a head count and the oldest daughter counts one of the neighbor kids instead of,","Старшую дочь, они пересчитывают по головам, и старшая дочь считает одного из соседских детей вместо,"
"Oh, cute.","О, мило."
And he is up in the attic asleep because he got in trouble.,"И он спит наверху, на чердаке, потому что попал в беду."
"Oh, dear.","О, боже."
So she made him go sleep upstairs.,Поэтому она заставила его пойти спать наверх.
Uh-huh.,Угу.
"And there is, there is a couple of burglars, uh, breaking into the houses in the neighborhood.","И есть, есть пара грабителей, э-э, вламывающихся в дома по соседству."
"Oh,","О,"
"And, uh,","И, э-э-э,"
"Oh, and he hears them or something","О, и он слышит их или что-то в этом роде"
"and,","и,"
Yeah.,Да.
And he sets up traps for them all over the house.,И он расставляет для них ловушки по всему дому.
Who wins?,Кто победит?
"Uh, he does.","Э-э, он знает."
"Oh, great,","О, отлично,"
great.,здорово.
"Yeah,","Да,"
"I had heard people talk about it,","Я слышал, как люди говорили об этом,"
"and they say it was really cute, but I had not seen it.","и они говорят, что это было действительно мило, но я этого не видел."
Uh-huh.,Угу.
"Uh, we usually wait","Э-э, обычно мы ждем"
"and eventually it comes out on video,","и в конце концов это выходит на видео,"
and then we get it and see it that way.,и тогда мы понимаем это и видим это таким образом.
Right.,Верно.
"And that is, it,","И это, это,"
movies are very expensive.,фильмы очень дорогие.
"Uh, movie theatres here, they are six dollars, uh, for evening performances.","Э-э, здешние кинотеатры стоят шесть долларов, э-э, за вечерние представления."
"And that is kind of steep,","И это довольно круто,"
Uh-huh.,Угу.
I think.,Я думаю.
I don't know.,Я не знаю.
How much is it in Dallas?,Сколько это стоит в Далласе?
"Well, it is six dollars,","Что ж, это шесть долларов,"
"and then but you get, um, matinee prices.","и потом, но вы получаете, гм, цены на утренники."
"But,","Но,"
Yeah.,Да.
"You can do that, but it is difficult if you, if you work or, you know,","Вы можете это сделать, но это трудно, если вы, если вы работаете или, вы знаете,"
Uh-huh.,Угу.
"uh, that is taking the middle of the afternoon.","э-э, это займет середину дня."
"And if I am looking for entertainment usually I, I, have more, uh, time in the evening than I do in the middle of the day to, uh, see things.","И если я ищу развлечений, обычно у меня, э-э, больше времени вечером, чем в середине дня, чтобы, э-э, посмотреть на вещи."
What do you think of movies in general?,Что вы думаете о фильмах в целом?
"As far as the, as the trends?","Что касается, что касается тенденций?"
"Well, I think they are a lot better than they than they were,","Что ж, я думаю, что они намного лучше, чем были,"
"well, like, um, in the early eighties or the, during the, like the SMOKEY AND THE BANDIT era.","ну, например, эм, в начале восьмидесятых или во время, например, эры СМОКИ И БАНДИТА."
Uh-huh.,Угу.
"When it was,","Когда это было,"
"they,","они,"
I do not think they were very good during that time.,"Я не думаю, что они были очень хороши в то время."
Yeah.,Да.
At least there were not as many good ones.,"По крайней мере, хороших было не так много."
"Did,","Сделал,"
Yeah.,Да.
The quality I think maybe has improved in that respect.,"Качество, я думаю, возможно, улучшилось в этом отношении."
Uh-huh.,Угу.
"Uh, the only thing that disturbs me is that now they think they have to add just a little bit of sex and violence in order to get a, a tougher rating. Which suggests that, that, you know, it will be more enticing to the, to the public.","Э-э, единственное, что меня беспокоит, это то, что теперь они думают, что должны добавить совсем немного секса и насилия, чтобы получить более жесткий рейтинг. Что наводит на мысль, что, знаете ли, это будет более заманчиво для публики."
"And a lot of times it is added for no real, uh, valid reason.","И очень часто это добавляется без какой-либо реальной, э-э-э, уважительной причины."
Uh-huh.,Угу.
"Uh, which does not make,","Э-э, что не делает,"
and I think SMOKEY AND THE BANDIT was a little bit like that.,"и я думаю, что СМОКИ И БАНДИТ были немного похожи на это."
Yeah.,Да.
"Uh, but DANCES WITH WOLVES did not seem to have anything added.","Э-э, но ""ТАНЦЫ С ВОЛКАМИ"", похоже, ничего не добавили."
"It was just all legitimate kind of, uh, film.","Это был просто вполне законный вид, э-э, фильма."
"And that is where reason why I suppose it won so many Oscars, uh,","И именно по этой причине, я полагаю, он получил так много ""Оскаров"", э-э,"
because it really was good even though it is such a long movie.,"потому что это действительно было хорошо, несмотря на то, что это такой длинный фильм."
"You know, they said, ""Oh, people won't, won't be interested in a three hour movie."" But it certainly gotten good acclaim everywhere it has gone.","Вы знаете, они сказали: ""О, людям не будет, не заинтересуется трехчасовой фильм"". Но она, безусловно, получила хорошее признание везде, где только появлялась."
And it was shocking at the end too.,И в конце это тоже было шокирующе.
"So,","Так,"
"Oh, oh, yeah.","О, о, да."
Yeah.,Да.
Absolutely.,Абсолютно.
"Uh, but much more true to life","Э-э, но гораздо более верный жизни"
"and I think that is, that is the point.","и я думаю, что в этом-то все и дело."
Yeah.,Да.
That is right.,Это верно.
"Uh, they do not have to keep making up stuff if they want to make something good.","Э-э, им не обязательно продолжать что-то выдумывать, если они хотят сделать что-то хорошее."
Uh-huh.,Угу.
I hate sequels too.,Я тоже ненавижу сиквелы.
"I hate these, uh, you know, number one, two, three, four.","Я ненавижу эти, ну, вы знаете, номера один, два, три, четыре."
Uh-huh.,Угу.
"Usually if a movie is good, once is enough","Обычно, если фильм хороший, одного раза достаточно"
Yeah.,Да.
Especially JAWS.,Особенно ЧЕЛЮСТИ.
Right.,Верно.
"That was on Prime Time Television here, uh, recently at seven thirty in the evening.","Это было здесь в прайм-тайм по телевидению, э-э, недавно в половине восьмого вечера."
"And, uh, it was kind of shocking because that is a scary movie. And children, young children could see, could have seen that movie, uh, at that hour.","И, э-э, это было своего рода шокирующе, потому что это фильм ужасов. И дети, маленькие дети могли видеть, могли бы посмотреть этот фильм, э-э, в тот час."
Uh-huh.,Угу.
