,speaker,text,code
180942,A,and it's typical of of the other homes in our neighborhood too.,sd
180943,B,"Yes,",b
180944,B,"you're in the, the styles that they have started building in the last couple years with the real high ceilings,",qy^d
180945,A,Yes.,ny
180946,B,"and, uh-huh.",%
180947,B,those are lovely.,sv
180948,A,Yes.,aa
180949,A,"The, the one thing we did do instead of having a twenty foot living room ceiling,",sd
180950,A,we're from the north,sd
180951,A,"and we just couldn't stand the wasted space,",sd
180952,A,"so we had them,",sd
180953,A,we have a high entry hall,sd
180954,A,"and then we had them level off our living room and dining room ceiling to, um, nine feet so we could get bedrooms above.",sd
180955,B,Oh.,b
180956,B,"Oh, nice.",ba
180957,A,"So, that way we, we sort of have the entryway that looks typical of the area",sd
180958,A,but we don't have so much wasted space.,sd
180959,B,Yes.,b
180960,A,And we could get more bedrooms per square foot that way.,sd
180961,B,"Have you, um, found in talking to your neighbors that your utilities are quite a bit higher with those high ceilings?",qy
180962,A,Mine are actually the lowest in the neighborhood.,ng
180963,B,Are they?,qy
180964,A,Yeah.,ny
180965,B,Uh-huh.,b
180966,B,"Well, I would expect so.",sd
180967,A,Yes.,b
180968,A,"Right,",b
180969,A,I know.,sd
180970,A,"Our air conditioner, during the summer we,",sd
180971,A,it's over three fifty a month.,sd
180972,B,Wow.,ba
180973,B,Uh-huh.,b
180974,A,"Yeah,",b
180975,A,"just to air-condition it,",sd
180976,A,so.,%
180977,B,"Well, how many bedrooms do you have in your home?",qw
180978,A,"I have, uh, a master bedroom and a den on the main floor,",sd
180979,A,and then upstairs I have three bedrooms,sd
180980,A,"and I have,",sd
180981,A,I'm a writer,sd
180982,A,and I work in my home,sd
180983,A,"so, above the garage area I have a studio.",sd
180984,B,"Oh, uh-huh.",bk
180985,A,"So, it's not really a bedroom.",sd
180986,A,It doesn't have a closet,sd
180987,A,"and it, and it's the size of a three car garage.",sd
180988,B,Uh-huh.,b
180989,A,"So, that's where I work.",sd
180990,B,That's a pretty good size room.,sv
180991,A,"Yes,",aa
180992,A,yes.,aa
180993,B,That's neat.,ba
180994,A,"So we,",%
180995,A,"this is our dream home,",sd
180996,A,"and we just absolutely, love it.",sd
180997,A,"I,",%
180998,B,"Well, it sounds like a real nice one.",ba
180999,A,"Yeah,",b
181000,A,"we're, we're really proud of it.",sd
181001,A,I just hope we never have to move again.,sd
181002,A,This is,%
181003,B,Right.,b
181004,B,Where did you move from?,qw
181005,A,"Uh, Detroit this last time.",sd
181006,B,"Oh, uh-huh.",bk
181007,A,We were there two years,sd
181008,A,"and,",%
181009,B,Uh-huh.,b
181010,B,Do you like the Dallas area?,qy
181011,A,"Oh, we love it.",sd
181012,B,"And I would imagine that you have found that the homes down here are, uh, a much better value down here, aren't they, than they are,",qy^d
181013,A,"Yes,",ny
181014,A,"and they're much, much better constructed down south than they are up north too.",sd
181015,B,"Oh, really?",bh
181016,A,"The,",%
181017,B,Now that's interesting.,ba
181018,A,Uh-huh.,b
181019,A,"The quality of the workmanship, we noticed a tremendous difference.",sd
181020,B,Uh-huh.,b
181021,A,and they just didn't care.,sd
181022,A,"If the trim work didn't line up it's just, that's just what you get",sd
181023,B,"That's interesting because I've heard so many people down here say that they don't feel like the quality of the homes, you know, are that good down here.",sd
181024,A,Oh.,b
181025,B,"And, uh, so that's interesting.",ba
181026,A,Yes.,b
181027,A,"Well, the carpenter and painter and, you know, everybody the marble man were just there in the house everyday when we would come to check on it as it was being built,",sd
181028,A,"and they'd say just look at this,",sd
181029,A,"and you know, they seemed so proud of everything they did.",sd
181030,B,"Well, that's good.",ba
181031,A,And it really made a difference to us.,sd
181032,B,"Well, I know as I, as I said our house is about seventeen years old",sd
181033,B,"and, uh, we've been very pleased with it.",sd
181034,B,We've had no major problems with it.,sd
181035,B,Knock on wood,sd
181036,A,Yes.,b
181037,B,"And, uh, you know, it is with, uh, with the, you know, two children growing up and now three grandsons roaming through it, all the time.",sd
181038,A,Oh.,b
181039,B,"So, and we like our neighborhood.",sd
181040,B,"It, it, has, has grown",sd
181041,A,Yes.,b
181042,B,"and the majority of the people, you know, keep up the neighborhood.",sd
181043,A,Uh-huh.,b
181044,A,That's important too.,sv
181045,B,And that's very important,sv
181046,B,"and, and as I said it, it has risen in value.",sd
181047,A,Uh-huh.,b
181048,B,"But we bought back when housing was so low,",sd
181049,A,Oh.,b
181050,B,"and, you know, and now you know,",%
181051,B,then it started jumping by leaps and bounds.,sd
181052,A,Yes.,b
181053,B,"It seems to have leveled off and actually dropped back down a little bit,",sd
181054,A,"Yeah,",b
181055,B,but we're still fine.,sd
181056,A,ours is pretty much level in the two years that we've been there.,sd
181057,B,"Uh-huh,",b
181058,B,uh-huh.,b
181059,A,"We're hoping it takes off again,",sd
181060,A,"but I don't know with the E D S building and Penny's and everything going in up on Legacy, we're hoping that brings in more people.",sd
181061,B,Yes,b
181062,B,It should bring up your property values a little bit.,sv
181063,A,"That's what we're hoping because, we're, we're just real close to, to where that is.",sd
181064,B,Your pricing.,sv
181065,B,Uh-huh.,b
181066,A,"So,",%
181067,B,"I think once the economic situation in the Dallas area improves, I think the housing will go up.",sv
181068,A,Uh-huh.,b
181069,A,I hope so too.,sd
181070,B,"You know. Right now there's a lot on the market for sale because of people having lost their jobs, and everything",sv
181071,A,Yes.,b
181072,B,"so that's, you know, that keeps prices down and value down",sv
181073,A,Yeah.,b
181074,B,"and I'm sure the packs , uh, or",sv
181075,B,would like for it to go up.,sv
181076,A,"Yes,",aa
181077,A,I'm sure,ba
181078,A,"For that reason it can stay the same,",sv
181079,B,That's right,ba
181080,A,but But we love being where we are.,sd
181081,B,That's right,ba
181082,A,Okay.,"fo_o_fw_""_by_bc"
181083,A,"Well, basically I am a mother of a three year old,",sd
181084,B,Uh-huh.,b
181085,A,"so I kind of relate to trying to find a good day care because it's, uh, extremely hard thing to do to trust somebody else with your child, uh, trust their emotional and their safety and all the rest of that.",sd
181086,B,Right.,b
181087,A,"And, uh, I've been pretty selective,",sd
181088,A,"and what I'm finding is with, um, day cares that are like day care centers like, for instance, uh, Learning Tree or Kinder Care and all of that. Uh, like nap time or whatever time, uh, because of parents' hours they are",sd
181089,B,Uh-huh.,b
181090,B,Uh-huh.,b
181091,A,"and when I bring my daughter into such a system like that, uh, they only have one thing going on",sd
181092,A,and that's nap time.,sd
181093,A,"Everybody is napping, whether they came there an hour before or they came right during that time.",sd
181094,B,Uh-huh.,b
181095,A,"And with that kind of a system my daughter just isn't likely to enjoy it if she has to good there immediately and lay down, on a cot.",sd
181096,B,Uh-huh.,b
181097,A,"So, um, home day care has been an option.",sd
181098,A,And I've looked into that.,sd
181099,A,"The only thing is you raise the question of if it's safe, uh, can you trust the people, you know.",sd
181100,B,That's right.,ba
181101,A,"Um,",%
181102,B,And you never know.,sv
181103,B,"I have, um, an ex-sister-in-law that, um, currently has a child abuse case on a home baby-sitter.",sd
181104,A,Uh-huh.,b
181105,A,Sure.,b
181106,A,"Oh, sure.",ba
181107,A,Sure.,b
181108,A,That's really scary.,ba
181109,A,"And, To the point that you kind of say to yourself, especially home day care",sd
181110,B,Uh-huh.,b
181111,A,"I mean, I think center day cares there's so many people coming in and out that you're better off if you're going to put a child into that type of system for eight hours, it's fine.",sv
181112,B,Right.,b
181113,A,It depends on the age of the child.,sd
181114,A,Now some children do real well that are at the age of four or five or children that have been in that kind of system for a while,sv
181115,A,but home home day care works well if it's an infant.,sv
181116,B,Right.,b
181117,A,"If it's, if it's,",sv
181118,B,Uh-huh.,b
181119,A,"The kids have, colds",sd
181120,B,Right.,b
181121,A,and they're sick all the time,sd
181122,A,and,%
181123,A,"Okay,","fo_o_fw_""_by_bc"
181124,A,"I don't,",%
181125,A,"do you have an opinion on that, on the U S R?",qy
181126,B,"Well, the,",%
181127,B,"I think I'm, I'm skeptical about the whole thing. Uh, and a, still a little bit worried about them because of the the history of Russia.",sd
181128,A,Uh-huh.,b
181129,B,"And they're in a, in a state of flux right now changing, uh, uh, changing a great deal primarily because of the economic distress.",sd
181130,A,Sure.,b
181131,A,Uh-huh.,b
181132,A,Sure.,b
181133,B,"And even in that situation, uh, the, it seems like to me from what I've read in, in the history of Russia and, and you know different authors, uh, there has always been a paranoia",sv
181134,B,They've always suspected everybody,sv
181135,B,"and and that's why they put, you know, that's why they put a lot of people in prison for years and years,",sv
181136,A,Sure.,b
181137,B,and that's why they put a lot of people to death.,sv
181138,A,"Sure,",b
181139,A,that happens.,b
181140,B,"Yes,",b
181141,B,"but Stalin was a, was a classical example I guess of that paranoia because he he probably killed more Russians than, uh, you know, the Russian army killed anybody else.",sv
181142,A,Uh-huh.,b
181143,A,Sure.,b
181144,A,I guess in particular my viewpoint is that they financially cannot go into a war.,sv
181145,A,"Uh, they are desperate at this point in time to keep their country together,",sv
181146,A,"but I could not foresee them severing what they have with the U S. Um, because they need us at this current time because of their financial situation.",sv
181147,A,"Um, from what I've been hearing is the U S, uh, S R has been, uh, almost bankrupt for years",sv
181148,B,Yeah.,b
181149,A,"and it's people are desperate,",sv
181150,A,and there might be a revolution within the people.,sv
181151,A,"But I don't think the U S would get involved with it because, uh, there's too close of ties to where I think they understand that Gorbachev is trying to make a change, and that we cannot run them like we run the U S and that they have to make their own independent decision.",sv
181152,B,Sure.,b
181153,A,"So, I guess I really have no fear at all of the U S S R verses, uh,",sd
181154,A,"you get these small little, uh, places like Iraq and all of that, that might be something that I'd be more concerned about with nuclear weapons verses, uh, a small, uh, or as big country of U S S R.",sd
181155,A,"I, I, I have no feelings that they would ever start a war with us because to them it would totally you know, it would totally destroy their whole country because our technology is far advanced from what theirs is at this current time.",sv
181156,B,Yeah.,b
181157,A,"So, I mean sure",%
181158,A,"they have weapons to kill us over and over and over,",sd
181159,A,but to them that would be a suicide,sd
181160,A,"and they,",%
181161,A,and the Russian people are not suicidal type of people.,sv
181162,A,"But if you get the Iraqis and Iran which will do it for the country for the pleasure of, you know, doing whatever, uh, for their country, they'll do it. Uh,",sv
181163,B,"Yeah,",b
181164,B,"you're a, I think you're right.",ba
181165,B,There's a little more craziness down there,sv
181166,B,"Uh, the Russian people I think are not that much different from us.",sv
181167,A,Sure.,b
181168,B,"You know I think they're, that it would be the leadership that I, I, uh, mistrust.",sd
181169,A,sure.,b
181170,A,I have a daughter that's frustrated.,sd
181171,A,"She's on a, a stool that she can get up on",sd
181172,B,Yeah.,b
181173,A,but,%
181174,A,"if she can't get down on it it's like, get me down right now",sd
181175,A,"But anyway it was really good talking to you,",fc
181176,A,and you have a good weekend.,fc
181177,B,You too.,fc
181178,B,Thank you.,fc
181179,A,Uh-huh.,fc
181180,A,Thank you.,fc
181181,A,Bye now.,fc
181182,B,Bye-bye.,fc
181183,A,"Okay,","fo_o_fw_""_by_bc"
181184,A,"as far as, uh, universal health care um, I guess I'm all for it.",sd
181185,B,Uh-huh.,b
181186,A,"I think it's time that we start looking at, uh, getting into that.",sv
181187,A,"Um, health cost has continued to rise",sd
181188,A,"and I think, uh, there's people that to me it's the fundamental, uh, life of a person.",sv
181189,A,"Uh, it doesn't matter if you have money or no or all the money in the world, um,",sv
181190,A,"you would,",%
181191,B,You should still be,^2
181192,A,Everybody should be able to have surgeries that will save their lives or things that will make their life more comfortable verses than just the rich people that can afford to pay or to work for corporations that have wonderful health benefits.,sv
181193,A,"Um, I think if, uh, they looked at it as a way of business helping out financially for universal health care and, uh, individuals, um, helping out in some sort of way whether it be taxes or some how.",sv
181194,A,"But, uh, the expenses right now for health care, um, are just unreal.",sv
181195,B,"Well, they really are even for, even when you're not talking about surgery.",sv
181196,B,"If you're just talking about basic care,",sd
181197,B,we've we've got four children,sd
181198,A,Yes.,b
181199,B,"and, you know in the past month they, it just, they pass things from one to one",sd
181200,A,Uh-huh.,b
181201,A,"Oh, sure.",b
181202,B,"and it just can devastate your budget, you know.",sd
181203,A,"And your constantly,",^2
181204,A,Exactly.,ba
181205,A,Yeah.,b
181206,A,"The only,",%
181207,A,"I, I know that, um, uh, I know a little bit about the, uh, European, uh, universal health care",sd
181208,A,and there's some pros and cons.,sd
181209,A,"One of the things, of course, is everybody gets health care,",sd
181210,A,"but, uh, sometimes health care, uh, when you get into a universal system lacks in, uh, what would be considered, uh,",sd
181211,A,how can I say it?,^h
181212,A,"Um, over like in Poland, uh, where my father-in-law lived for years there their health care system is, um,",sd
181213,A,because no financial gains are available for doctors.,sd
181214,A,"Uh, they may just go into being a doctor just clearly just to be a doctor for the full reason,",sd
181215,A,but most people that go in to being a physician here in the U S do it for financial gain.,sd
181216,A,"They say, well, jeez. If I get into this area of dermatology, I don't have to do this,",sd
181217,A,"I can do this,",^q
181218,A,"and I can, you know,",^q
181219,B,Can still make big bucks,^q
181220,A,"Yeah,",b
181221,A,or plastic surgery,sv
181222,A,"or, uh, if I become a, uh, heart specialist I'm going to make this kind of money, uh,",^2
181223,A,"and there's, you know, financial gains toward that.",sv
181224,A,And in a universal system I don't think there is a financial gain for the doctors.,sv
181225,B,"Do you think that the quality, um it would would be as high?",qy
181226,A,The quality I think goes down. Uh-huh when you have a universal system.,sv
181227,B,Yeah.,b
181228,B,Yeah.,b
181229,A,"Um, the only way they could do that is by having a real good quality check, um, and also offering some kind of,",sv
181230,A,"because I think, uh, all physicians, well, anybody, um, likes the ability to kind of, uh, get themselves financially, uh, situated.",sv
181231,A,"Uh, I guess that's the whole U S concept is to come here and,",sv
181232,B,Right.,b
181233,B,More motivation,sv
181234,A,"Yeah,",b
181235,A,and I don't know if you can have that with a universal system.,sv
181236,A,"Maybe, you know, there's a way of working that out,",sv
181237,A,but I know that in Poland in particular the doctors just go to do their job and that's it.,sd
181238,A,That's what they look at it as.,sd
181239,B,Yeah.,b
181240,A,"There's no, uh,",%
181241,A,"and that's sad because if that's the case, if doctors aren't going in to be doctors to help people then maybe they shouldn't be in that area anyway.",sv
181242,B,Right.,b
181243,A,But that might be one way of weeding out those that are greedy for the money and those that really want to help mankind.,sv
181244,B,Yeah.,b
181245,B,That's true.,ba
181246,B,Yeah.,b
181247,A,So.,%
181248,B,"I, uh,",%
181249,A,"But I, I think we have to head toward that way.",sv
181250,B,"Well, we're going to have to do something because there's just too many people in the country that are uninsured",sv
181251,A,Uh-huh.,b
181252,B,"and, and you know you cannot,",sv
181253,B,"I mean it's just,",%
181254,A,I'm worried when I get older.,sd
181255,B,"Oh, sure.",ba
181256,A,"You know, and, uh, let's say for instance you, uh, get fired or not fired but maybe laid off from your job.",sd
181257,A,You no longer have insurance.,sd
181258,B,Right.,b
181259,A,"I mean and you're sixty some or fifty some years old you try, try to find insurance.",sd
181260,B,Uh-huh.,b
181261,B,"Oh, yeah.",b
181262,A,"I mean you're uninsurable. Unless you want to pay five hundred, six hundred dollars a month",sv
181263,B,That's right.,ba
181264,A,"and I know people that are paying two hundred, three hundred dollars a month for insurance.",sd
181265,B,Yeah.,b
181266,A,And how they can do it I have no idea.,sd
181267,A,"Um, I know working for small corporations",sd
181268,A,"and health insurance, um, myself, um, it would cost for a family",sd
181269,A,"and this was back three, four years ago to put my entire family up",sd
181270,A,"and this was working for like a med center, uh, health plan.",sd
181271,A,"Um, it was like eighty dollars out of my paycheck.",sd
181272,B,Yeah.,b
181273,A,"So,",%
181274,B,"Well, our ours is three hundred for our family",sd
181275,B,"and I mean we, that is, we pay that instead of a car payment. You know.",sd
181276,A,See.,"fo_o_fw_""_by_bc"
181277,A,Yeah.,b
181278,B,"I mean I'm driving a piece of junk, you know",sd
181279,A,"Well, we do the same.",sd
181280,A,"I mean it's,",%
181281,A,"I think, uh, people are changing their viewpoints of, you know,",sv
181282,A,it's getting harder and harder to survive.,sv
181283,B,Right.,b
181284,A,"And, uh and that's why, uh, if they don't go to a universal system, something is going to happen.",sv
181285,B,Right.,b
181286,B,Yeah.,b
181287,A,"We're going to have, uh, a larger amount of people dying.",sv
181288,A,"Okay,","fo_o_fw_""_by_bc"
181289,A,"well, what, uh, what do you all do for camping?",qo
181290,B,"Well, we don't do so much now,",sd
181291,B,"but when, uh, I was, uh, a child, we went regular old camping, tents and and everything like that.",sd
181292,A,Uh-huh.,b
181293,B,"And then with our children, we did, uh, we had a pop up tent camper.",sd
181294,A,Uh-huh.,b
181295,B,And we used that to go camping.,sd
181296,A,Where do you go?,qw
181297,B,"We, uh, years ago we lived in Oklahoma",sd
181298,B,"and we went to, uh, Lake Ardmore, I mean Lake Murray all the time.",sd
181299,A,Oh. Uh-huh.,b
181300,B,"But, when we did it with our children, we lived in, uh, Tennessee",sd
181301,B,and we went up to the Smokeys. Which was just absolutely fantastic.,sd
181302,A,Oh.,b
181303,A,"Oh, I bet it was.",ba
181304,A,"Around Gatlinburg, or somewhere up in there?",qy^d
181305,B,Uh-huh.,ny
181306,B,"Uh-huh,",ny
181307,B,uh-huh.,ny
181308,B,"And along the, uh,",%
181309,B,"there's a ridge that goes down from Tennessee through, uh, Georgia and into Alabama",sd
181310,A,"Well, now did you all sleep in sleeping bags",qy
181311,A,"and did it get real cold at night,",qy
181312,A,"or,",%
181313,B,"It got real cold,",na
181314,B,"but the, uh, camper had, uh, beds in it, you know when we had that one,",sd
181315,A,"Oh, yeah.",b
181316,B,"and, uh, so we just, you know, we had our bedding.",sd
181317,B,We didn't have to go with sleeping bags.,sd
181318,B,"But the when I was a, a teenager and growing up, that was sleeping bags and joining blankets and sleeping on ledges or, you know ground",sd
181319,A,Uh-huh.,b
181320,A,Uh-huh.,b
181321,B,"And, uh, that got kind of rough sometimes",sd
181322,A,"Well, we only did that once.",sd
181323,A,"Now since we've been married, we just go, uh, we go real often to Colorado to the mountains,",sd
181324,A,"but we'll stay in cabins. And, you know, call that going camping,",sd
181325,B,"Oh, do you?",qy
181326,B,"Oh, uh-huh.",ny
181327,A,but we're really not.,sd
181328,A,"But, the one time that I did go camping when I was about, I guess sixteen or seventeen with my family,",sd
181329,B,"Oh, uh-huh.",b
181330,B,Oh.,b
181331,A,"And at night it was so cold, you thought you'd never feel your, feet again.",sd
181332,A,"And the smell,",sd
181333,A,and the stars were just five feet above you.,sd
181334,A,"You know, they were just right there.",sd
181335,B,"Oh, just beautiful.",ba
181336,A,"And it was the most bonding, most wonderful time.",sd
181337,A,We enjoyed it.,sd
181338,A,"But about the fourth day, I thought, if I don't get a hot tub and shave my legs, I'm going to die",sd
181339,B,Yes.,b
181340,A,"And I had I, I got enough of it right then.",sd
181341,B,"Yes,",b
181342,B,I understand that,ba
181343,A,"So, when we can go to a cabin as long as we've got running water I'm a little bit better off.",sd
181344,B,"But, yeah",b
181345,B,"my husband and I, his, he says his idea now of roughing it is the Regency Hyatt.",sd
181346,A,I know that .,sd
181347,B,"And I, I agree with him.",sd
181348,A,"I agree with him, too.",sd
181349,B,"Our children are, are grown,",sd
181350,B,but I know that we liked it when our kids were teenagers because we got away from the T V and the phone.,sd
181351,A,"Well, that's true.",ba
181352,A,Uh-huh.,b
181353,B,And we got just strictly by ourselves.,sd
181354,B,"We, uh,",%
181355,B,some of the time we would not allow them to take friends along so that it was just the four of us.,sd
181356,A,Uh-huh.,b
181357,B,"And, you know, and we could, you know, get back in touch with each other",sd
181358,A,"Well, that, that's,",%
181359,A,And they can't believe that they could survive it.,sd
181360,A,"And then once they're there they, they think it's kind of cool.",sd
181361,B,"Oh, I know.",ba
181362,B,I know.,ba
181363,B,"Oh, they just, you know, they just thoroughly enjoy it. You know.",sd
181364,A,Yeah.,b
181365,A,Yeah.,b
181366,A,"And we hike, we would hike all day.",sd
181367,A,"Mom did the whole, uh, pork and beans and, you know, the slice the potatoes and fry them outside and all the little stuff that we just were so amazed that she knew how to do",sd
181368,B,"Yes,",b
181369,B,yes.,b
181370,A,"You know, couldn't believe,",sd
181371,B,"Yes,",b
181372,B,"like I, I know that, you know, breakfast, we would, you know, we'd have these big breakfasts cooked over this little Coleman stove",sd
181373,A,"Oh, yeah,",b
181374,A,with bacon.,^2
181375,B,"and, Yes,",b
181376,A,"Oh, yeah.",b
181377,B,and it would just absolutely taste wonderful.,sd
181378,A,"And, and daddy would always try to prove he could catch fish for breakfast",sd
181379,B,Yes,b
181380,A,so we usually had a bite apiece,sd
181381,A,One.,sd
181382,B,"One,",sd
181383,B,"yes,",b
181384,B,yes.,b
181385,A,One.,sd
181386,B,"But, I know that we, you know, as a teenager growing up and going to Lake Murray, there would be oh, maybe twenty, twenty-five of us because it would be all of my mother's family, you know, and all my cousins.",sd
181387,A,"Oh, my goodness.",ba
181388,B,"And it,",%
181389,A,"Well, now, is that hot camping.",sd
181390,A,"Is that where you're, you're hot, like on a beach,",sd
181391,A,"I mean, is that,",%
181392,B,"Oh, no.",ba
181393,A,"Because a lot of our friends will,",sd
181394,B,"We were in the, we were in the woods, you know.",sd
181395,A,"Well, a lot of our friends in east, will go to east Texas in the summer and camp",sd
181396,A,"and I'm thinking, how could you stand it, you know",sd
181397,A,"you,",%
181398,B,"Well, we didn't notice it back then,",sd
181399,B,"but that was back before air-conditioning was so you know, prevalent and all.",sd
181400,A,Yeah.,b
181401,A,Yeah.,b
181402,A,"Yeah,",b
181403,A,"yeah,",b
181404,A,that's true.,ba
181405,A,"We didn't,",%
181406,B,"And, uh, you know, it, it always rained on us.",sd
181407,B,"I don't care what weekend, we went and when it was, it always rained on us.",sd
181408,A,"But, I like that,",sd
181409,A,"and see, especially in the tent every afternoon it would rain",sd
181410,B,Uh-huh.,b
181411,B,Uh-huh.,b
181412,A,and you would get your book and just kind of cuddle up.,sd
181413,B,"Cuddle up, uh-huh.",b
181414,A,And I thought that was fun.,sd
181415,B,"Well, I don't know,",h
181416,B,"I remember one time, uh, some cousins were in a tent",sd
181417,B,"and, it was married cousins,",sd
181418,B,"and they, they had the tent",sd
181419,B,"and this, you know, frog strangler that we used to call them, came through",sd
181420,B,"and they had put their tent over kind of,",sd
181421,B,"I don't know what,",sd
181422,B,"it wasn't a creek bed,",sd
181423,B,"it was like, kind of like a little, little, uh, gully or trench or something,",sd
181424,A,Uh-huh.,b
181425,B,and the water rushed down,sd
181426,B,and they said they looked down and there went Bud's boots,sd
181427,A,"Oh, no.",ba
181428,B,"and, you know There went several things floating down this water, you know.",sd
181429,A,"Oh, no",ba
181430,B,We just used to have balls.,sd
181431,A,Golly,ba
181432,B,"You know, it was, it was more fun.",sd
181433,B,"You know, and, as I said, it just rained every time.",sd
181434,A,"Well,",%
181435,B,And then my folks had a cabin at one time at Lake Tenkiller,sd
181436,B,"and we went up there,",sd
181437,B,but it was never quite the same thing. You know.,sd
181438,A,Yeah.,b
181439,A,"Well, yeah,",aa
181440,A,"I understand that, too, because some of the places we,",sd
181441,A,"in fact, the, the more urban we get with the television and the cabin and the whole bit, it loses it's flavor.",sd
181442,B,"Yes,",aa
181443,B,"yes,",aa
181444,B,it does.,sd
181445,A,"So,",%
181446,B,"It really does. Uh,",aa
181447,A,"Well, I've, I've gotten in the mood to go now",sd
181448,B,Yeah,b
181449,B,"Yeah,",b
181450,B,even I would kind of like to go.,sd
181451,A,Yeah,b
181452,B,"And I know if I go home and say, oh, let's go camping, my husband says, you're crazy",sd
181453,A,"I,",%
181454,A,You're crazy,b^m
181455,A,"Well, listen, I enjoyed talking with you.",fc
181456,B,"I enjoyed talking to you, too.",fc
181457,A,Okay.,fc
181458,A,Have a good day.,fc
181459,B,Thank you.,fc
181460,B,Bye-bye.,fc
181461,A,Bye-bye.,fc
181462,A,Any vacations recently that you would highly recommend?,qy
181463,B,Well. That is like my favorite hobby,sd
181464,A,"Oh, really?",bh
181465,B,"So, yeah,",ny
181466,B,I would travel everywhere,sd
181467,B,and I have been all over Europe and a lot of the United States and Hawaii,sd
181468,A,"Oh, wow.",ba
181469,B,"and, So, when I can that is what I do",sd
181470,A,Wow.,ba
181471,A,Uh-huh.,b
181472,A,"Uh, what, what, has been your favorite trip do you think?",qw
181473,B,"Well, I am not sure.",sd
181474,B,"Uh, I guess Hawaii is one of my favorite places.",sd
181475,A,Really?,qy
181476,B,Yeah.,ny
181477,A,Better than Europe?,qy
181478,B,"Well, no that is exciting.",ng
181479,B,"You know, I have been several times",sd
181480,B,so after the first time it is like anywhere.,sd
181481,A,Oh.,b
181482,B,"You know, it loses that newness,",sd
181483,B,but yeah,"fo_o_fw_""_by_bc"
181484,B,I love it.,sd
181485,B,I love to go over to Europe.,sd
181486,B,I do,sd
181487,B,and mostly I travel through Germany and Switzerland,sd
181488,B,and we have good friends in England,sd
181489,B,so I have been there quite a bit,sd
181490,A,Uh-huh.,b
181491,B,and I just love it all.,sd
181492,B,I love to look at the different people and the different cultures and,sd
181493,A,Sure.,b
181494,A,Uh-huh.,b
181495,A,Uh-huh.,b
181496,B,So how about you?,qo
181497,A,Yeah.,b
181498,A,"Well, uh, I have been to Canada several times",sd
181499,A,"but, uh, that is about it for me.",sd
181500,A,"I, I am from Denver",sd
181501,B,Uh-huh.,b
181502,A,"and so, uh, growing up, uh, we would spend most of our vacations right there in Colorado.",sd
181503,A,"Uh, my family is, uh, uh, real into camping and four wheeling,",sd
181504,A,"and so, uh, several,",%
181505,A,"I, I, think, maybe, uh, four summers in a row, uh, we spent, uh, our vacation time in the summer, uh, four wheeling through, uh, portions of, uh, the southern half of Colorado",sd
181506,A,"and, and, uh, every time, uh, my mother had, uh, uh,",sd
181507,A,I have two other sisters,sd
181508,A,"and my mother had us, uh, do some studying of the, the, area which we going to visit",sd
181509,A,"and then we had to write, uh reports, reports about it during, during our vacation. Which, which, was really fun.",sd
181510,B,Oh no,ba
181511,A,It was really fun.,sd
181512,A,"We, we, each got to write little books.",sd
181513,A,"Uh  and, uh, it had sparked an interest that, uh, of mine,",sd
181514,B,Uh-huh.,b
181515,A,"uh, my fiancee is a very very good photographer.",sd
181516,A,That is what she had originally gone to school to do. Was photography,sd
181517,B,Uh-huh.,b
181518,A,"and, uh, I, I, am close to receiving my English degree, uh, as, as, well as my, my, graduate degree,",sd
181519,A,"so, so, I, uh, uh, we have thought very seriously of trying to, uh, incorporate travel into and writing a book about, uh, some portion of travel, uh,",sd
181520,A,"so we are hoping soon, uh, not soon, maybe within the next ten years to get to, to take a trip over from, uh, over to Europe and take, uh, a trip from the northern portion of France uh, down to the southern tip of Spain, uh, and follow.",sd
181521,B,Uh-huh.,b
181522,A,"It is kind of a backward S shape, uh, trail that the pilgrims use to take, uh, in, in, uh, back in the medieval times, uh, to see the relics, uh, in, uh, southern Spain and in Italy",sd
181523,B,Uh-huh.,b
181524,A,"and so we would like to take pictures of the gothic and Romanesque monasteries and, uh, just take that journey all the way down and then right a book about it.",sd
181525,B,Right.,b
181526,B,That would be quite a project.,sd
181527,A,"Yeah,",aa
181528,A,it would be,sd
181529,B,Yeah.,b
181530,A,"uh, it, it is our big dream.",sd
181531,B,"Well, it would be a lot fun.",sv
181532,B,"You know, there is good and there is bad",sv
181533,B,and my experience in Italy was not my favorite for sure.,sd
181534,B,"But, Well, I flew into Milan.",sd
181535,A,"Oh, uh,",%
181536,A,really?,bh
181537,A,Uh-huh.,b
181538,B,"My daughter is, uh, a twirling champion",sd
181539,A,Uh-huh.,b
181540,B,"and she had to perform over there and, in Turin",sd
181541,B,and so we had to fly into Milan,sd
181542,B,"and we got on the subway after so much trouble because the Italians, even if they speak English, they do not want to let you know",sd
181543,A,"Oh, sure.",ba
181544,B,and they gave us all the wrong directions,sd
181545,A,Oh.,b
181546,B,and there were just two of us.,sd
181547,B,At the airport they put us on the wrong bus,sd
181548,B,"Finally, we saw a policeman.",sd
181549,B,He put us on the subway.,sd
181550,A,Uh-huh.,b
181551,B,"We sat there, uh,",sd
181552,B,we did not know Italian.,sd
181553,B,We looked at each other.,sd
181554,B,We said things like spaghetti You know things like that.,sd
181555,A,Uh-huh.,b
181556,B,We finally followed some kids who told us where to get off.,sd
181557,B,"We followed these kids with, uh, gym bags",sd
181558,B,and we figured that must be the sports arena,sd
